Season,League,N,R2,Adj_R2,F_stat,F_pval,BB/K_coef,BB/K_pval,K%_coef,K%_pval,ISO_coef,ISO_pval,wRC+_coef,wRC+_pval,GB/FB_coef,GB/FB_pval,SwStr%_coef,SwStr%_pval,Age_Z_SL_coef,Age_Z_SL_pval
2016,Pacific Coast League,136,0.964,0.962,490.45,0.0,-0.025,0.294,-2.011,0.0,2.298,0.0,0.004,0.0,-0.0,0.921,-0.277,0.38,-0.011,0.356
2016,Pioneer League,163,0.805,0.796,91.213,0.0,-0.138,0.001,-1.966,0.0,0.719,0.016,0.006,0.0,-0.003,0.681,-0.404,0.186,0.009,0.53
2016,South Atlantic League,291,0.906,0.904,388.97,0.0,-0.091,0.011,-2.264,0.0,1.867,0.0,0.004,0.0,-0.002,0.828,-0.318,0.232,-0.018,0.007
2016,Southern League,144,0.959,0.957,452.875,0.0,-0.106,0.001,-2.027,0.0,1.26,0.0,0.005,0.0,-0.006,0.305,0.283,0.383,0.003,0.768
2016,Texas League,129,0.921,0.917,202.551,0.0,-0.032,0.489,-2.111,0.0,1.639,0.0,0.005,0.0,-0.013,0.34,0.032,0.939,-0.018,0.107
2017,Appalachian League,184,0.875,0.87,176.291,0.0,-0.101,0.012,-2.142,0.0,1.319,0.0,0.005,0.0,-0.009,0.545,0.176,0.531,0.01,0.316
2017,Arizona League,300,0.861,0.858,258.644,0.0,-0.134,0.0,-2.675,0.0,1.871,0.0,0.004,0.0,-0.013,0.316,-0.135,0.53,0.012,0.331
2017,California League,159,0.89,0.885,174.184,0.0,-0.069,0.338,-2.394,0.0,2.176,0.0,0.004,0.0,0.021,0.146,0.078,0.845,0.008,0.413
2017,Carolina League,192,0.911,0.908,269.983,0.0,-0.085,0.012,-2.112,0.0,1.551,0.0,0.005,0.0,-0.003,0.798,-0.14,0.513,-0.008,0.302
2017,Dominican Summer League,641,0.878,0.876,649.556,0.0,0.013,0.4,-2.266,0.0,2.055,0.0,0.004,0.0,0.003,0.514,-0.027,0.85,-0.0,0.944
2017,Eastern League,173,0.95,0.948,445.039,0.0,-0.104,0.002,-2.463,0.0,1.883,0.0,0.004,0.0,0.015,0.026,0.151,0.546,-0.011,0.196
2017,Florida State League,266,0.899,0.897,329.356,0.0,-0.015,0.547,-1.824,0.0,1.58,0.0,0.004,0.0,0.003,0.742,-0.404,0.116,-0.009,0.238
2017,Gulf Coast League,335,0.829,0.826,227.194,0.0,-0.083,0.001,-2.077,0.0,2.097,0.0,0.005,0.0,0.01,0.389,-0.288,0.141,0.01,0.357
2017,International League,105,0.953,0.95,280.838,0.0,-0.12,0.029,-2.386,0.0,1.873,0.0,0.004,0.0,-0.011,0.154,0.435,0.304,-0.001,0.897
2017,Midwest League,357,0.898,0.896,440.395,0.0,-0.035,0.087,-2.091,0.0,1.671,0.0,0.004,0.0,-0.012,0.163,0.164,0.43,-0.013,0.027
2017,Pacific Coast League,116,0.935,0.931,222.135,0.0,-0.125,0.145,-2.509,0.0,1.777,0.0,0.004,0.0,-0.003,0.842,0.316,0.556,0.003,0.865
2017,Pioneer League,161,0.841,0.834,115.607,0.0,-0.11,0.019,-2.743,0.0,2.123,0.0,0.004,0.0,-0.008,0.454,0.313,0.346,-0.02,0.184
2017,South Atlantic League,304,0.9,0.897,378.574,0.0,-0.148,0.0,-2.471,0.0,1.97,0.0,0.004,0.0,0.002,0.81,-0.239,0.343,-0.018,0.003
2017,Southern League,169,0.953,0.951,463.719,0.0,-0.139,0.002,-2.304,0.0,1.109,0.0,0.004,0.0,-0.001,0.894,0.004,0.985,-0.003,0.712
2017,Texas League,113,0.937,0.933,222.148,0.0,-0.158,0.001,-2.192,0.0,1.688,0.0,0.005,0.0,-0.011,0.186,-0.065,0.869,-0.013,0.162
2018,Appalachian League,183,0.832,0.825,123.732,0.0,0.001,0.976,-2.4,0.0,2.274,0.0,0.003,0.0,0.032,0.091,-0.263,0.366,-0.007,0.608
2018,Arizona League,347,0.848,0.845,269.947,0.0,-0.065,0.028,-1.95,0.0,1.814,0.0,0.005,0.0,-0.013,0.178,-0.377,0.041,-0.014,0.226
2018,California League,165,0.919,0.915,254.775,0.0,-0.159,0.005,-2.457,0.0,2.065,0.0,0.004,0.0,0.038,0.004,0.31,0.358,0.006,0.486
2018,Carolina League,187,0.91,0.906,258.316,0.0,-0.068,0.088,-2.456,0.0,1.706,0.0,0.004,0.0,0.031,0.002,0.338,0.334,0.001,0.926
2018,Dominican Summer League,699,0.871,0.869,664.993,0.0,-0.043,0.08,-2.539,0.0,2.176,0.0,0.004,0.0,0.017,0.017,0.156,0.276,0.008,0.159
2018,Eastern League,173,0.933,0.93,328.272,0.0,-0.161,0.0,-2.153,0.0,1.287,0.0,0.004,0.0,-0.022,0.053,-0.234,0.463,-0.022,0.027
2018,Florida State League,274,0.898,0.895,333.191,0.0,-0.001,0.981,-2.113,0.0,1.816,0.0,0.004,0.0,-0.001,0.878,-0.111,0.684,0.006,0.431
2018,Gulf Coast League,354,0.841,0.838,261.562,0.0,-0.095,0.004,-1.739,0.0,1.958,0.0,0.005,0.0,0.009,0.385,-0.612,0.001,-0.003,0.783
2018,International League,110,0.95,0.947,279.538,0.0,-0.25,0.0,-2.121,0.0,1.512,0.0,0.004,0.0,0.008,0.479,-0.012,0.969,-0.014,0.208
2018,Midwest League,372,0.928,0.926,666.596,0.0,-0.131,0.0,-2.267,0.0,1.785,0.0,0.004,0.0,0.009,0.278,-0.09,0.666,-0.005,0.401
2018,Pacific Coast League,126,0.951,0.948,327.686,0.0,-0.07,0.071,-2.268,0.0,2.146,0.0,0.004,0.0,-0.003,0.675,0.375,0.213,-0.019,0.138
2018,Pioneer League,174,0.859,0.853,144.079,0.0,-0.036,0.342,-2.442,0.0,2.413,0.0,0.004,0.0,0.015,0.238,-0.122,0.654,-0.028,0.037
2018,South Atlantic League,298,0.92,0.918,477.004,0.0,-0.055,0.043,-2.447,0.0,1.54,0.0,0.005,0.0,0.017,0.021,0.769,0.001,-0.003,0.577
2018,Southern League,171,0.961,0.959,569.077,0.0,-0.024,0.187,-2.297,0.0,1.856,0.0,0.004,0.0,-0.018,0.002,0.298,0.186,0.001,0.891
2018,Texas League,117,0.944,0.94,260.071,0.0,0.006,0.937,-1.893,0.0,1.235,0.0,0.005,0.0,0.017,0.081,0.496,0.175,-0.011,0.28
2019,Arizona League,434,0.814,0.811,266.051,0.0,-0.109,0.0,-1.843,0.0,2.227,0.0,0.004,0.0,0.022,0.043,-0.815,0.0,-0.004,0.727
2019,California League,166,0.924,0.92,273.331,0.0,-0.179,0.004,-2.315,0.0,2.143,0.0,0.004,0.0,0.038,0.0,0.165,0.645,0.009,0.3
2019,Carolina League,188,0.942,0.939,415.824,0.0,-0.007,0.8,-2.225,0.0,1.685,0.0,0.004,0.0,-0.002,0.86,0.35,0.179,-0.019,0.006
2019,Dominican Summer League,720,0.85,0.849,576.518,0.0,0.006,0.8,-2.844,0.0,1.976,0.0,0.004,0.0,0.007,0.323,0.61,0.005,-0.003,0.518
2019,Eastern League,166,0.949,0.947,419.716,0.0,-0.078,0.01,-2.013,0.0,1.448,0.0,0.004,0.0,-0.022,0.007,0.224,0.45,-0.002,0.761
2019,Florida State League,270,0.9,0.897,335.835,0.0,-0.11,0.0,-2.192,0.0,1.894,0.0,0.004,0.0,-0.005,0.68,-0.165,0.547,-0.002,0.749
2019,Gulf Coast League,379,0.724,0.718,138.783,0.0,-0.202,0.0,-1.588,0.0,1.476,0.0,0.005,0.0,0.008,0.552,-1.06,0.0,-0.008,0.55
2019,International League,113,0.938,0.934,227.384,0.0,-0.053,0.155,-2.155,0.0,1.257,0.0,0.005,0.0,-0.027,0.034,-0.208,0.512,0.004,0.754
2019,Midwest League,373,0.919,0.917,590.577,0.0,-0.13,0.0,-2.175,0.0,1.489,0.0,0.005,0.0,-0.018,0.017,-0.163,0.423,-0.01,0.051
2019,Pacific Coast League,147,0.956,0.954,431.586,0.0,-0.031,0.311,-1.939,0.0,2.016,0.0,0.004,0.0,-0.012,0.143,-0.304,0.379,0.0,0.97
2019,South Atlantic League,311,0.917,0.915,475.138,0.0,-0.066,0.079,-2.346,0.0,1.718,0.0,0.004,0.0,-0.005,0.53,0.48,0.042,-0.0,0.985
2019,Southern League,171,0.955,0.953,493.934,0.0,-0.009,0.819,-2.526,0.0,2.328,0.0,0.003,0.0,0.01,0.296,0.388,0.107,0.002,0.777
2019,Texas League,127,0.955,0.952,357.724,0.0,-0.068,0.192,-2.152,0.0,1.655,0.0,0.005,0.0,0.026,0.049,0.475,0.157,0.008,0.364
2021,Arizona Complex League,456,0.859,0.856,388.886,0.0,-0.067,0.004,-2.268,0.0,1.522,0.0,0.005,0.0,0.015,0.024,0.125,0.428,-0.005,0.649
2021,Dominican Summer League,789,0.831,0.83,549.049,0.0,-0.063,0.017,-2.421,0.0,1.828,0.0,0.004,0.0,-0.001,0.902,0.143,0.433,0.015,0.009
2021,Double-A Central,135,0.941,0.938,290.285,0.0,-0.154,0.004,-2.243,0.0,2.27,0.0,0.004,0.0,0.013,0.236,-0.188,0.534,0.006,0.515
2021,Double-A Northeast,192,0.878,0.873,189.257,0.0,-0.204,0.002,-2.094,0.0,1.816,0.0,0.005,0.0,0.016,0.424,-0.898,0.022,0.009,0.477
2021,Double-A South,104,0.945,0.941,233.875,0.0,-0.088,0.117,-2.591,0.0,1.59,0.0,0.005,0.0,-0.033,0.075,0.843,0.06,0.003,0.794
2021,Florida Complex League,465,0.861,0.859,404.685,0.0,-0.086,0.0,-2.348,0.0,1.906,0.0,0.005,0.0,-0.01,0.317,-0.115,0.458,-0.006,0.584
2021,High-A Central,274,0.899,0.896,338.597,0.0,-0.017,0.681,-2.362,0.0,2.278,0.0,0.004,0.0,0.026,0.034,0.262,0.363,-0.003,0.72
2021,High-A East,275,0.922,0.92,451.795,0.0,-0.115,0.012,-2.189,0.0,1.655,0.0,0.005,0.0,-0.017,0.171,-0.161,0.525,-0.022,0.008
2021,High-A West,140,0.897,0.891,164.063,0.0,-0.23,0.025,-2.074,0.0,2.006,0.0,0.005,0.0,0.019,0.309,-1.027,0.052,-0.0,0.993
2021,Low-A East,316,0.895,0.893,375.086,0.0,-0.151,0.0,-2.407,0.0,1.859,0.0,0.005,0.0,0.001,0.9,0.031,0.91,-0.013,0.127
2021,Low-A Southeast,303,0.904,0.902,397.784,0.0,-0.041,0.086,-2.234,0.0,1.682,0.0,0.004,0.0,-0.007,0.301,0.033,0.912,0.005,0.571
2021,Low-A West,193,0.919,0.916,300.289,0.0,-0.14,0.006,-2.235,0.0,1.36,0.0,0.006,0.0,0.009,0.274,0.645,0.067,-0.026,0.005
2021,Triple-A East,180,0.953,0.951,494.844,0.0,-0.121,0.003,-2.137,0.0,1.478,0.0,0.005,0.0,-0.007,0.401,0.053,0.842,-0.014,0.183
2021,Triple-A West,63,0.917,0.906,86.752,0.0,-0.018,0.832,-1.903,0.0,2.044,0.0,0.005,0.0,0.029,0.07,0.437,0.459,-0.04,0.093
2022,Arizona Complex League,463,0.886,0.884,504.474,0.0,-0.112,0.0,-2.485,0.0,1.956,0.0,0.004,0.0,0.01,0.193,-0.055,0.651,-0.013,0.127
2022,California League,204,0.922,0.92,332.354,0.0,-0.03,0.326,-2.427,0.0,1.613,0.0,0.005,0.0,0.0,0.999,0.628,0.084,-0.023,0.019
2022,Carolina League,318,0.893,0.89,367.89,0.0,-0.093,0.004,-2.473,0.0,1.722,0.0,0.005,0.0,0.017,0.1,0.277,0.339,-0.004,0.647
2022,Dominican Summer League,776,0.838,0.837,567.498,0.0,-0.003,0.827,-2.635,0.0,2.247,0.0,0.004,0.0,0.017,0.019,0.371,0.02,0.002,0.681
2022,Eastern League,187,0.945,0.943,442.712,0.0,-0.102,0.007,-2.297,0.0,2.26,0.0,0.004,0.0,0.047,0.0,0.141,0.684,0.002,0.783
2022,Florida Complex League,439,0.853,0.85,356.238,0.0,-0.098,0.0,-2.447,0.0,1.591,0.0,0.005,0.0,-0.012,0.192,0.385,0.016,-0.007,0.503
2022,Florida State League,319,0.903,0.9,411.467,0.0,-0.067,0.04,-2.542,0.0,1.76,0.0,0.004,0.0,-0.011,0.063,0.415,0.128,-0.015,0.088
2022,International League,167,0.935,0.932,328.444,0.0,-0.23,0.0,-2.256,0.0,1.743,0.0,0.005,0.0,0.009,0.474,-0.385,0.309,-0.001,0.925
2022,Midwest League,263,0.916,0.913,395.373,0.0,-0.181,0.0,-2.038,0.0,1.752,0.0,0.005,0.0,0.005,0.719,-0.283,0.325,-0.02,0.006
2022,Northwest League,129,0.831,0.821,84.91,0.0,-0.048,0.563,-1.829,0.0,1.959,0.0,0.004,0.0,0.047,0.002,-0.004,0.993,-0.017,0.225
2022,Pacific Coast League,69,0.912,0.902,90.195,0.0,-0.23,0.034,-2.577,0.0,0.999,0.002,0.006,0.0,-0.023,0.291,0.027,0.965,-0.011,0.562
2022,South Atlantic League,266,0.889,0.886,296.478,0.0,-0.082,0.004,-2.401,0.0,2.19,0.0,0.004,0.0,0.028,0.01,0.063,0.818,-0.01,0.248
2022,Southern League,118,0.872,0.863,106.723,0.0,-0.26,0.002,-2.03,0.0,1.565,0.0,0.005,0.0,0.051,0.037,-0.791,0.121,-0.015,0.274
2022,Texas League,130,0.885,0.879,134.336,0.0,-0.206,0.001,-2.337,0.0,1.794,0.0,0.004,0.0,-0.002,0.942,-0.299,0.544,-0.027,0.067
2023,Arizona Complex League,473,0.802,0.799,268.394,0.0,-0.059,0.001,-2.446,0.0,1.677,0.0,0.005,0.0,0.035,0.001,0.161,0.398,0.012,0.343
2023,California League,198,0.911,0.908,279.033,0.0,-0.265,0.0,-2.237,0.0,1.366,0.0,0.005,0.0,0.017,0.166,-0.111,0.712,0.008,0.328
2023,Carolina League,322,0.873,0.871,309.573,0.0,-0.05,0.038,-2.277,0.0,1.504,0.0,0.004,0.0,0.004,0.696,-0.599,0.057,-0.009,0.336
2023,Dominican Summer League,778,0.827,0.825,525.464,0.0,-0.03,0.154,-2.539,0.0,1.971,0.0,0.004,0.0,0.014,0.034,0.222,0.247,0.008,0.196
2023,Eastern League,197,0.899,0.896,241.329,0.0,-0.168,0.0,-2.224,0.0,1.766,0.0,0.004,0.0,0.009,0.495,0.148,0.644,-0.013,0.162
2023,Florida Complex League,428,0.863,0.861,378.596,0.0,-0.031,0.042,-2.636,0.0,1.967,0.0,0.004,0.0,-0.005,0.62,0.292,0.057,-0.001,0.961
2023,Florida State League,296,0.922,0.92,483.884,0.0,-0.128,0.0,-2.479,0.0,1.497,0.0,0.005,0.0,-0.007,0.159,0.359,0.184,-0.003,0.736
2023,International League,162,0.899,0.894,195.801,0.0,-0.083,0.021,-2.142,0.0,1.775,0.0,0.005,0.0,-0.004,0.753,0.28,0.563,-0.011,0.344
2023,Midwest League,247,0.921,0.919,399.579,0.0,-0.14,0.001,-1.962,0.0,1.847,0.0,0.004,0.0,0.007,0.647,-0.7,0.009,-0.015,0.042
2023,Northwest League,122,0.923,0.918,194.23,0.0,-0.251,0.0,-1.93,0.0,2.189,0.0,0.005,0.0,0.019,0.158,-1.078,0.007,-0.005,0.624
2023,Pacific Coast League,59,0.902,0.889,67.192,0.0,-0.091,0.139,-2.611,0.0,2.145,0.0,0.004,0.0,0.01,0.489,0.15,0.899,0.003,0.904
2023,South Atlantic League,275,0.915,0.912,408.429,0.0,-0.038,0.321,-2.28,0.0,1.845,0.0,0.005,0.0,0.013,0.212,0.499,0.088,0.004,0.641
2023,Southern League,120,0.892,0.885,131.63,0.0,-0.173,0.027,-2.316,0.0,1.264,0.0,0.006,0.0,-0.045,0.036,0.389,0.465,-0.045,0.002
2023,Texas League,119,0.878,0.87,114.005,0.0,-0.116,0.101,-2.432,0.0,2.083,0.0,0.004,0.0,-0.003,0.715,0.728,0.173,-0.003,0.812
2024,Arizona Complex League,312,0.859,0.856,264.25,0.0,-0.064,0.0,-2.659,0.0,1.646,0.0,0.005,0.0,0.005,0.658,1.167,0.0,-0.006,0.563
2024,California League,195,0.92,0.917,305.675,0.0,-0.135,0.006,-2.42,0.0,1.703,0.0,0.005,0.0,0.016,0.169,-0.183,0.596,-0.001,0.902
2024,Carolina League,304,0.877,0.874,302.136,0.0,-0.127,0.0,-2.487,0.0,1.635,0.0,0.005,0.0,0.034,0.0,0.411,0.161,-0.004,0.697
2024,Dominican Summer League,788,0.803,0.801,453.739,0.0,-0.081,0.001,-2.786,0.0,1.858,0.0,0.005,0.0,0.019,0.016,0.251,0.193,-0.009,0.171
2024,Eastern League,190,0.9,0.896,232.96,0.0,-0.231,0.0,-1.963,0.0,1.714,0.0,0.005,0.0,0.023,0.03,-0.948,0.012,-0.007,0.445
2024,Florida Complex League,320,0.832,0.828,220.962,0.0,-0.044,0.026,-2.482,0.0,1.542,0.0,0.005,0.0,-0.018,0.244,0.54,0.069,0.02,0.126
2024,Florida State League,319,0.893,0.891,371.284,0.0,-0.059,0.012,-2.06,0.0,1.369,0.0,0.005,0.0,0.018,0.026,0.172,0.564,-0.018,0.038
2024,International League,152,0.898,0.893,180.602,0.0,-0.164,0.0,-1.96,0.0,2.21,0.0,0.004,0.0,0.011,0.358,-1.332,0.001,-0.02,0.087
2024,Midwest League,236,0.902,0.899,299.597,0.0,-0.037,0.15,-2.659,0.0,1.601,0.0,0.004,0.0,-0.024,0.014,1.206,0.0,-0.003,0.704
2024,Northwest League,119,0.881,0.874,117.628,0.0,-0.047,0.402,-2.531,0.0,1.912,0.0,0.004,0.0,0.024,0.188,0.826,0.088,-0.016,0.163
2024,Pacific Coast League,67,0.941,0.934,133.8,0.0,-0.038,0.534,-1.818,0.0,2.012,0.0,0.004,0.0,-0.004,0.687,-0.752,0.128,0.021,0.177
2024,South Atlantic League,286,0.892,0.889,327.366,0.0,-0.036,0.287,-1.978,0.0,1.579,0.0,0.004,0.0,-0.007,0.508,-0.142,0.608,0.005,0.602
2024,Southern League,105,0.888,0.88,110.251,0.0,-0.001,0.974,-2.241,0.0,1.739,0.0,0.004,0.0,0.013,0.451,-0.487,0.348,0.016,0.198
2024,Texas League,120,0.921,0.916,186.467,0.0,-0.131,0.004,-2.087,0.0,1.968,0.0,0.004,0.0,0.039,0.006,-0.095,0.81,-0.015,0.128
2025,Arizona Complex League,310,0.88,0.877,316.544,0.0,-0.09,0.0,-2.441,0.0,1.977,0.0,0.005,0.0,-0.005,0.707,0.495,0.069,-0.02,0.054
2025,California League,200,0.9,0.896,245.556,0.0,-0.166,0.0,-2.743,0.0,2.032,0.0,0.004,0.0,0.037,0.003,0.286,0.463,-0.01,0.347
2025,Carolina League,329,0.859,0.856,278.573,0.0,-0.039,0.336,-2.564,0.0,1.669,0.0,0.004,0.0,0.012,0.148,0.401,0.162,-0.001,0.876
2025,Dominican Summer League,787,0.803,0.801,453.235,0.0,-0.033,0.022,-2.645,0.0,2.364,0.0,0.004,0.0,0.023,0.001,0.138,0.504,0.007,0.238
2025,Eastern League,195,0.926,0.923,334.13,0.0,-0.049,0.165,-2.324,0.0,1.805,0.0,0.004,0.0,-0.003,0.756,0.025,0.935,0.005,0.507
2025,Florida Complex League,307,0.828,0.824,205.776,0.0,-0.037,0.181,-2.527,0.0,1.972,0.0,0.004,0.0,0.01,0.463,0.108,0.714,-0.016,0.18
2025,Florida State League,297,0.831,0.827,202.816,0.0,-0.047,0.089,-2.081,0.0,1.876,0.0,0.005,0.0,0.031,0.0,0.639,0.085,-0.005,0.661
2025,International League,163,0.863,0.857,139.627,0.0,-0.102,0.033,-2.437,0.0,1.93,0.0,0.004,0.0,0.035,0.051,0.565,0.22,0.005,0.69
2025,Midwest League,256,0.868,0.864,232.945,0.0,-0.055,0.105,-2.352,0.0,1.751,0.0,0.004,0.0,0.032,0.001,0.281,0.432,0.004,0.613
2025,Northwest League,120,0.905,0.899,152.741,0.0,-0.05,0.394,-2.214,0.0,1.536,0.0,0.005,0.0,-0.035,0.065,0.598,0.231,0.004,0.714
2025,Pacific Coast League,74,0.901,0.89,85.462,0.0,-0.067,0.487,-2.302,0.0,1.788,0.0,0.005,0.0,-0.023,0.12,1.063,0.201,-0.037,0.063
2025,South Atlantic League,286,0.847,0.844,220.605,0.0,-0.121,0.011,-2.185,0.0,1.851,0.0,0.004,0.0,-0.014,0.262,-0.476,0.137,-0.012,0.174
2025,Southern League,116,0.859,0.85,93.909,0.0,-0.182,0.0,-2.666,0.0,0.35,0.29,0.005,0.0,0.001,0.923,0.375,0.498,-0.016,0.256
2025,Texas League,147,0.939,0.936,305.878,0.0,-0.167,0.0,-2.152,0.0,1.642,0.0,0.005,0.0,-0.002,0.835,-0.3,0.416,-0.0,0.993
2026,Arizona Complex League,295,0.784,0.779,148.662,0.0,-0.098,0.009,-2.575,0.0,1.483,0.0,0.004,0.0,-0.01,0.495,0.956,0.022,-0.012,0.489
2026,California League,143,0.635,0.616,33.502,0.0,-0.092,0.332,-2.676,0.0,1.59,0.0,0.002,0.009,-0.018,0.198,0.483,0.504,-0.004,0.849
2026,Carolina League,238,0.767,0.76,108.243,0.0,-0.218,0.0,-2.133,0.0,1.988,0.0,0.004,0.0,0.045,0.006,-0.951,0.06,-0.03,0.079
2026,Dominican Summer League,716,0.557,0.553,127.39,0.0,-0.07,0.0,-2.327,0.0,1.61,0.0,0.002,0.0,-0.006,0.631,-0.174,0.556,-0.004,0.676
2026,Eastern League,145,0.831,0.822,95.999,0.0,-0.113,0.018,-2.396,0.0,1.074,0.003,0.005,0.0,-0.019,0.446,0.83,0.164,-0.012,0.591
2026,Florida Complex League,300,0.703,0.696,98.81,0.0,-0.003,0.905,-2.596,0.0,1.814,0.0,0.004,0.0,0.006,0.641,0.399,0.415,-0.043,0.058
2026,Florida State League,220,0.833,0.827,150.729,0.0,-0.167,0.0,-2.165,0.0,1.381,0.0,0.005,0.0,0.01,0.506,-0.024,0.96,-0.003,0.86
2026,International League,128,0.802,0.79,69.428,0.0,-0.19,0.003,-1.633,0.0,1.205,0.0,0.005,0.0,0.032,0.14,-1.004,0.155,-0.026,0.31
2026,Midwest League,210,0.718,0.708,73.471,0.0,-0.225,0.002,-1.797,0.0,1.329,0.0,0.004,0.0,-0.003,0.863,-1.018,0.111,-0.003,0.876
2026,Northwest League,88,0.766,0.745,37.356,0.0,-0.092,0.429,-2.872,0.0,1.57,0.002,0.002,0.181,-0.019,0.331,0.13,0.872,-0.048,0.079
2026,Pacific Coast League,53,0.75,0.711,19.283,0.0,-0.038,0.789,-1.578,0.033,2.227,0.001,0.003,0.007,0.042,0.241,-2.132,0.208,0.009,0.837
2026,South Atlantic League,207,0.739,0.73,80.475,0.0,-0.238,0.0,-2.12,0.0,1.39,0.0,0.005,0.0,0.002,0.872,-0.416,0.397,-0.04,0.022
2026,Southern League,92,0.68,0.654,25.558,0.0,-0.273,0.047,-2.401,0.0,0.171,0.727,0.005,0.0,-0.004,0.923,0.017,0.987,0.003,0.949
2026,Texas League,112,0.643,0.618,26.708,0.0,-0.171,0.062,-1.332,0.003,1.237,0.002,0.004,0.0,0.002,0.913,-1.288,0.19,-0.028,0.299
