N,R2,Adj_R2,F_stat,F_pval,BB/K_coef,BB/K_pval,K%_coef,K%_pval,GB/FB_coef,GB/FB_pval,Age_Z_SL_coef,Age_Z_SL_pval,wRC+_coef,wRC+_pval,ISO_coef,ISO_pval,K%_delta_coef,K%_delta_pval,PPPA_Z_SL_best_coef,PPPA_Z_SL_best_pval
2159,0.206,0.203,69.767,0.0,-0.0853,0.4297,-5.3497,0.0,-0.0697,0.0383,-0.115,0.0,0.0074,0.0,1.3799,0.0323,-0.8092,0.0804,0.0328,0.5241
