Rank,Name,Team,Pos,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,PullAir%,PullAir%_R,xBA,xBA_R,xSLG,xSLG_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
395,Shawn Ross,PIT,C,26,26.001,45.9,125,,,,,22.2,13.4,47.3,47.8,1.8,1.1,24.5,9.2,12.0,3.3,,,,,-75.2,1.1,25.43,71.5,69.565,2.0,43.396,1.1,110.6,67.3,106.3,84.4,40.0,59.9,2.4,28.8,29.1,97.4,0.146,1.5,0.244,4.1,2.078,9.8,,,,
396,Harrison Spohn,0,SS,26,26.825,31.4,123,,,,,16.4,7.0,17.6,9.3,0.8,0.7,9.2,0.7,8.6,1.5,,,,,-73.2,1.5,27.817,51.2,64.474,0.4,42.424,1.5,106.1,10.1,105.0,70.5,40.0,59.9,0.813,6.5,8.0,8.3,0.144,1.1,0.195,0.4,2.105,10.2,,,,
397,Jair Camargo,ATL,C,26,26.251,42.1,120,,,,,2.3,0.4,77.6,84.1,28.6,24.5,53.1,54.7,15.4,4.9,,,,,-70.8,2.2,40.769,1.5,79.546,31.3,39.076,3.7,112.9,88.3,108.8,97.1,44.8,80.6,7.5,88.1,9.0,12.4,0.208,25.9,0.38,65.1,3.393,23.1,,,,
398,Shane McGuire,ATH,C,26,26.47,38.0,120,,,,,60.6,66.4,19.0,11.0,44.2,42.7,31.6,17.4,52.4,53.6,,,,,-37.5,45.5,19.048,95.0,81.343,43.9,28.09,46.7,106.5,13.3,101.7,26.8,36.5,44.9,1.667,15.0,11.0,19.6,0.225,44.6,0.312,23.3,5.077,49.2,,,,
399,Bennett Hostetler,MIA,C,28,28.019,8.3,120,,,,,23.1,14.8,17.8,9.6,12.0,6.3,14.9,1.7,17.6,6.9,,,,,-52.5,11.3,27.472,54.5,75.325,10.9,37.555,5.4,106.1,10.1,102.8,39.8,37.9,50.4,0.833,7.0,16.9,53.2,0.192,13.2,0.256,5.9,5.478,57.6,,,,
400,Reed Trimble,BAL,LF,25,25.317,58.3,119,,,,,38.2,33.1,61.8,65.8,45.2,44.7,53.5,55.8,41.7,39.7,,,,,-46.2,21.5,27.559,53.6,84.024,64.5,26.36,56.6,111.7,77.6,103.1,43.2,37.7,49.2,5.042,63.1,28.6,96.9,0.208,25.9,0.348,45.2,6.909,83.0,,,,
401,Tyler Tolbert,KCR,SS,27,27.674,14.6,115,,,,,30.9,24.1,14.8,6.3,39.8,36.7,27.3,12.3,35.3,28.9,,,,,-44.4,27.5,28.0,50.5,78.947,27.5,35.204,10.2,105.5,7.3,100.6,14.2,26.0,7.6,0.87,7.6,16.4,49.2,0.23,52.0,0.296,17.1,6.542,76.0,,,,
402,Darius Hill,0,OF,28,28.12,6.3,114,,,,,43.9,41.1,13.3,5.0,31.4,28.6,22.4,6.5,37.6,33.8,,,,,-33.3,56.5,32.197,24.0,80.128,35.1,28.631,42.3,104.4,4.1,98.9,4.1,24.3,6.1,1.754,18.1,12.0,23.7,0.21,27.7,0.29,16.0,5.943,66.1,,,,
403,Ethan Murray,MIL,SS,25,25.383,57.9,114,,,,,29.2,22.8,17.6,9.3,29.6,26.1,23.6,7.8,29.4,19.7,,,,,-47.4,19.4,28.138,49.9,81.379,44.3,32.381,22.9,106.7,14.3,102.7,38.6,41.4,68.2,1.754,18.1,7.0,5.8,0.194,14.9,0.259,6.4,5.108,49.9,,,,
404,Micah Pries,0,1B,27,27.589,16.4,114,,,,,41.4,36.3,56.3,58.8,56.6,57.8,56.4,61.5,49.0,49.7,,,,,-38.6,43.4,31.674,28.5,87.92,86.7,26.484,55.8,108.5,33.8,103.5,50.8,41.9,70.3,4.386,54.7,28.0,96.3,0.209,26.6,0.377,63.2,7.143,86.1,,,,
405,Konner Piotto,0,C,27,27.745,12.7,114,,,,,37.1,31.0,9.9,3.3,28.4,23.9,19.2,5.0,32.8,25.4,,,,,-43.8,28.8,30.0,36.7,82.5,54.2,25.926,58.5,104.2,3.9,98.8,3.5,21.0,3.3,1.754,18.1,11.1,19.9,0.162,2.7,0.21,1.5,2.951,18.1,,,,
406,Cade Bunnell,0,2B,28,28.381,1.7,112,,,,,12.3,3.7,42.3,41.1,9.8,4.0,26.0,10.2,11.0,2.0,,,,,-72.4,1.7,30.342,35.3,72.603,5.7,38.71,4.4,110.2,61.9,103.3,46.8,31.5,22.7,3.571,44.7,14.8,40.2,0.193,13.8,0.302,18.5,2.721,15.0,,,,
407,Heston Kjerstad,BAL,LF,26,26.631,34.9,112,,,,,29.4,23.3,34.7,29.2,60.8,63.3,47.8,44.8,45.1,44.4,,,,,-44.7,26.1,34.524,14.6,84.444,67.8,25.676,60.1,108.6,35.4,101.1,19.8,40.0,59.9,3.571,44.7,5.6,2.4,0.231,53.7,0.349,46.0,3.282,22.0,,,,
408,David McCabe,ATL,3B,25,25.517,55.5,112,,,,,43.9,41.1,72.0,78.2,58.7,60.1,65.4,79.1,51.3,51.6,,,,,-45.6,22.2,22.892,83.2,80.838,41.6,29.018,39.2,109.7,52.7,104.2,61.2,52.2,94.3,8.036,91.3,10.4,16.9,0.249,75.8,0.468,91.9,2.213,11.8,,,,
409,Eguy Rosario,0,3B,26,26.1,43.9,110,,,,,37.5,32.2,31.2,25.1,17.2,10.1,24.2,8.5,27.4,17.3,,,,,-38.1,44.6,28.571,46.4,70.714,3.5,37.019,6.3,109.9,57.6,103.5,50.8,29.7,16.2,0.909,8.5,20.3,71.6,0.214,31.0,0.277,10.7,4.587,38.2,,,,
410,José Devers,0,SS,25,25.815,50.2,110,,,,,63.2,69.3,36.6,31.6,40.2,38.0,38.4,25.5,51.7,52.3,,,,,-19.0,88.7,31.169,31.3,71.91,4.6,28.0,47.5,107.4,22.5,101.6,25.3,32.9,28.1,2.727,32.1,17.6,57.6,0.249,75.8,0.364,55.9,2.086,10.0,,,,
411,Michael Massey,KCR,2B,27,27.526,17.7,106,,,,,46.8,44.8,50.6,53.3,68.8,74.8,59.7,69.7,57.8,62.1,,,,,-33.9,55.1,38.739,3.7,85.294,74.4,18.919,90.6,107.2,19.8,101.4,23.2,27.6,11.8,5.66,71.8,18.4,62.6,0.239,63.3,0.369,58.2,1.601,7.6,,,,
412,Tyler Callihan,PIT,LF,25,25.273,58.8,106,,,,,39.3,34.5,60.6,64.6,44.9,44.0,52.8,54.2,42.1,40.5,,,,,-39.7,39.7,27.679,52.1,77.612,19.4,33.163,19.0,109.9,57.6,104.9,69.7,41.0,65.1,3.774,47.1,29.5,97.7,0.244,70.4,0.374,60.1,7.888,93.7,,,,
413,Ronaldo Hernández,0,C,27,27.885,10.7,104,,,,,42.4,38.6,37.9,33.6,28.4,23.9,33.2,19.8,35.4,29.3,,,,,-33.7,55.6,33.663,18.5,79.562,31.8,28.293,45.1,110.5,65.5,105.5,76.1,37.0,46.4,1.923,21.5,12.5,26.7,0.207,25.1,0.285,14.3,0.143,1.0,,,,
414,Sam Huff,BAL,C,27,27.71,13.8,103,,,,,23.5,15.0,76.2,82.8,13.2,7.4,44.7,36.6,18.4,7.8,,,,,-58.3,5.6,26.415,63.6,74.82,9.4,36.41,8.1,113.5,92.3,107.1,89.3,52.7,95.0,6.796,84.1,9.1,12.9,0.197,16.9,0.389,68.6,3.62,25.9,,,,
415,Parker Chavers,0,OF,27,27.184,24.1,101,,,,,45.5,43.5,14.6,6.1,37.8,34.5,26.2,10.6,41.6,39.0,,,,,-39.6,40.0,28.755,45.3,84.685,70.3,25.843,59.5,108.3,31.4,102.1,31.6,36.8,46.0,0.0,2.4,12.3,25.5,0.171,5.3,0.206,1.1,6.352,72.5,,,,
416,Abrahan Gutierrez,NYY,C,25,25.916,47.6,99,,,,,50.2,51.5,7.5,1.7,27.8,22.2,17.6,3.7,39.0,35.7,,,,,-34.3,54.5,28.877,44.4,79.07,27.9,27.869,48.1,104.5,4.4,101.1,19.8,31.3,21.9,0.0,2.4,7.8,7.1,0.21,27.7,0.271,8.4,1.774,8.5,,,,
417,Eric Yang,CHC,C,27,27.515,18.1,99,,,,,46.9,45.2,4.6,0.4,48.8,48.5,26.7,11.5,47.8,48.4,,,,,-50.5,14.6,22.222,85.7,84.615,69.8,24.324,69.4,103.9,3.5,99.7,7.2,26.3,8.5,0.0,2.4,7.0,5.8,0.21,27.7,0.259,6.4,0.857,2.1,,,,
418,Jerar Encarnacion,SFG,RF,27,27.94,10.0,98,,,,,25.0,17.4,72.1,78.5,39.9,37.3,56.0,60.1,32.4,24.7,,,,,-44.0,28.3,32.71,22.7,82.0,51.2,32.941,20.0,111.4,74.1,106.3,84.4,42.1,71.2,7.143,85.5,3.5,0.4,0.211,28.6,0.395,71.6,3.051,19.4,,,,
419,Ivan Melendez,ARI,1B,25,25.684,52.9,98,,,,,32.3,26.0,42.1,40.7,52.7,53.4,47.4,44.3,42.5,41.1,,,,,-41.9,35.2,42.289,1.1,84.252,66.2,23.585,71.9,109.6,50.0,103.7,54.1,34.8,37.3,2.041,22.9,25.8,93.7,0.221,39.2,0.327,32.5,2.976,19.0,,,,
420,Pedro León,PHI,RF,27,27.343,20.9,94,,,,,55.0,59.6,42.5,41.8,50.4,50.0,46.4,41.5,52.7,53.9,,,,,-36.1,49.5,26.163,66.4,85.821,77.1,27.374,51.4,108.2,30.5,104.2,61.2,31.0,20.3,3.191,40.0,18.8,65.8,0.206,23.7,0.321,28.6,5.943,66.1,,,,
421,Colin Davis,SEA,OF,26,26.642,34.3,90,,,,,45.5,43.5,47.5,48.5,14.1,8.7,30.8,16.3,29.8,20.3,,,,,-30.0,64.5,31.792,27.2,75.926,13.3,31.902,25.5,107.5,23.6,104.7,67.4,31.6,23.4,4.444,55.9,13.8,33.6,0.194,14.9,0.342,42.0,5.79,62.3,,,,
422,Matt Gorski,LAD,1B,27,27.773,11.6,88,,,,,14.9,5.4,96.8,100.0,57.3,58.6,77.0,93.8,36.1,31.2,,,,,-45.4,22.8,37.654,5.7,78.095,22.4,35.542,8.9,116.0,98.6,108.9,97.8,54.2,96.9,13.636,99.6,22.0,80.5,0.271,92.2,0.537,97.4,5.235,52.9,,,,
423,Kevin Graham,0,OF,26,26.136,43.4,86,,,,,30.0,23.7,19.4,11.3,11.0,5.8,15.2,2.0,20.5,9.6,,,,,-46.6,20.7,27.419,55.0,77.358,18.7,33.758,15.7,109.7,52.7,102.4,35.3,36.0,42.6,1.163,9.2,6.0,3.1,0.163,3.2,0.226,2.6,4.442,36.8,,,,
424,Richie Palacios,TBR,2B,28,28.375,2.2,82,,,,,46.9,45.2,15.8,7.0,35.8,33.3,25.8,9.8,41.3,38.3,,,,,-41.5,36.2,28.481,47.3,84.783,70.8,23.358,73.2,107.0,17.0,100.0,9.6,21.4,3.7,1.22,9.7,21.4,77.1,0.139,0.7,0.184,0.2,4.677,39.9,,,,
425,Ronaiker Palma,0,C,25,25.744,51.5,81,,,,,73.3,80.8,20.4,12.1,92.2,95.5,56.3,61.0,82.8,92.0,,,,,-17.2,90.4,31.724,27.7,95.294,100.0,11.45,99.1,103.2,1.7,99.6,6.6,33.3,29.4,2.469,29.0,10.8,19.0,0.259,84.5,0.331,34.2,1.601,7.6,,,,
426,Daniel Cope,0,C,28,28.293,3.7,80,,,,,43.3,39.7,12.0,4.4,34.4,31.7,23.2,7.5,38.8,35.5,,,,,-41.3,36.8,26.19,66.2,83.495,61.7,31.973,25.1,108.6,35.4,99.8,7.8,34.0,32.1,1.25,10.6,4.3,1.1,0.181,7.1,0.242,3.9,4.609,38.6,,,,
427,Mike Jarvis,PIT,SS,27,27.387,20.1,79,,,,,21.2,11.9,29.8,23.7,26.6,21.0,28.2,13.8,23.9,12.9,,,,,-54.5,8.3,29.936,37.3,80.198,35.3,31.081,29.2,110.7,68.5,101.3,22.0,31.2,21.4,1.266,10.9,24.5,89.9,0.199,18.0,0.265,7.2,7.231,87.1,,,,
428,Tim Tawa,ARI,LF,26,26.483,37.8,78,,,,,86.5,93.7,74.1,80.5,76.0,81.7,75.0,91.9,81.2,89.8,,,,,-19.3,88.0,22.093,86.1,87.912,86.5,20.93,83.4,108.9,38.7,104.8,68.7,38.5,52.6,8.974,94.6,15.4,42.7,0.24,65.6,0.452,88.7,6.859,81.7,,,,
429,Nick Kahle,0,C,27,27.587,16.6,77,,,,,26.1,18.8,45.8,45.5,40.1,37.7,43.0,33.3,33.1,26.1,,,,,-45.5,22.4,30.114,36.2,73.118,5.9,32.877,20.3,107.1,18.2,100.7,15.4,37.3,47.4,5.195,65.6,15.7,45.3,0.248,74.2,0.376,62.1,1.705,8.1,,,,
430,Greg Jones,MIL,LF,27,27.567,17.0,71,,,,,1.6,0.2,69.4,75.7,6.4,2.8,37.9,24.4,4.0,0.9,,,,,-77.6,0.9,39.073,3.1,67.033,1.1,42.667,1.3,112.3,84.1,107.1,89.3,34.4,35.5,5.634,71.1,21.9,79.5,0.189,11.7,0.325,30.9,3.896,28.8,,,,
431,Marcos Castañon,SDP,SS,26,26.524,36.8,70,,,,,35.6,28.5,76.7,83.4,76.6,82.2,76.6,93.0,56.1,59.9,,,,,-44.2,27.9,31.707,27.9,83.333,60.9,24.806,66.4,109.8,55.6,106.9,87.6,39.0,55.1,5.714,72.5,33.3,99.1,0.271,92.2,0.423,80.9,5.143,51.0,,,,
432,Adrian Del Castillo,ARI,DH,26,26.01,45.4,70,,,,,40.3,35.3,70.3,77.0,54.6,55.8,62.4,76.4,47.4,47.3,,,,,-39.9,38.9,29.114,42.3,82.292,52.9,28.873,41.0,109.1,41.6,102.0,30.5,34.1,33.3,8.571,92.8,22.0,80.5,0.233,56.4,0.439,85.9,1.964,9.4,,,,
433,Brady Lindsly,0,C,27,27.578,16.8,69,,,,,13.5,4.6,34.8,29.4,28.6,24.5,31.7,17.6,21.0,10.3,,,,,-50.8,13.9,33.803,17.1,75.758,12.6,36.842,7.0,107.4,22.5,102.8,39.8,35.1,38.9,2.899,35.0,21.6,77.9,0.225,44.6,0.303,18.7,1.08,3.4,,,,
434,Max Ferguson,BOS,2B,26,26.105,43.7,68,,,,,48.7,48.6,34.6,28.9,18.6,12.2,26.6,11.2,33.7,26.6,,,,,-41.2,37.3,20.492,91.1,72.093,4.8,34.234,13.7,107.1,18.2,101.9,29.4,28.9,14.6,2.941,36.5,24.4,89.5,0.215,32.4,0.31,22.4,4.812,43.1,,,,
435,Aaron Zavala,TEX,OF,25,25.268,59.2,67,,,,,46.7,44.4,21.5,13.5,30.0,26.9,25.8,9.8,38.4,34.9,,,,,-43.4,30.1,25.874,67.5,80.645,39.7,26.154,57.1,105.1,5.9,100.8,16.6,42.1,71.2,2.985,36.8,5.1,1.3,0.202,20.4,0.31,22.4,3.576,25.3,,,,
436,Matt O'Neill,ARI,C,28,28.112,6.6,65,,,,,27.8,20.5,42.4,41.5,5.1,2.2,23.8,8.1,16.4,5.7,,,,,-52.4,11.5,26.95,57.5,71.622,4.1,32.143,24.2,107.7,25.3,102.9,40.8,33.3,29.4,6.154,78.2,7.7,6.6,0.175,6.1,0.284,13.5,1.356,5.6,,,,
437,Stephen Scott,0,OF,28,28.356,2.7,64,,,,,21.0,11.5,29.5,23.3,5.8,2.4,17.6,3.7,13.4,3.7,,,,,-53.1,10.9,28.148,49.5,73.684,7.0,39.474,3.3,110.4,63.7,104.2,61.2,44.7,80.2,0.0,2.4,17.9,59.3,0.17,4.7,0.245,4.4,8.82,98.0,,,,
438,Cody Morissette,MIA,SS,25,25.706,52.5,63,,,,,21.9,12.5,50.1,52.7,16.9,9.8,33.5,20.2,19.4,9.4,,,,,-53.9,9.8,33.333,19.9,79.688,32.5,26.606,55.1,108.7,36.7,101.9,29.4,32.4,26.4,6.349,80.4,20.5,72.2,0.145,1.3,0.29,16.0,8.438,96.9,,,,
439,Hudson Haskin,0,OF,26,26.749,32.8,60,,,,,26.9,19.4,8.6,2.2,19.4,12.9,14.0,1.5,23.2,12.0,,,,,-45.1,24.5,29.268,41.4,80.328,36.8,35.052,11.3,104.9,5.2,95.5,0.7,16.2,0.9,0.0,2.4,18.9,66.4,0.15,2.0,0.199,0.7,3.901,29.0,,,,
440,Ezequiel Duran,TEX,SS,26,26.36,40.5,59,,,,,36.5,29.8,61.1,64.9,83.9,89.3,72.5,88.5,60.2,65.0,,,,,-37.2,46.2,38.462,4.0,86.076,78.6,25.581,60.9,107.9,27.0,104.4,64.1,42.9,74.7,5.085,64.3,16.7,51.7,0.265,89.3,0.441,86.4,7.05,85.2,,,,
441,Jalen Battles,0,SS,25,25.78,50.9,59,,,,,48.0,47.3,20.5,12.4,6.0,2.6,13.2,1.3,27.0,16.7,,,,,-32.1,60.1,27.419,55.0,72.222,5.0,36.792,7.2,108.3,31.4,104.8,68.7,35.9,42.2,0.0,2.4,10.3,16.4,0.181,7.1,0.216,1.7,3.809,27.5,,,,
442,Jared Triolo,PIT,SS,27,27.641,15.2,58,,,,,82.5,90.0,46.5,46.0,61.4,64.3,54.0,57.1,72.0,80.6,,,,,-10.3,96.5,19.626,93.5,85.075,72.3,30.682,31.0,103.3,2.1,102.1,31.6,32.4,26.4,5.172,65.3,13.5,32.6,0.229,50.5,0.395,71.6,6.244,70.8,,,,
443,Caleb Durbin,BOS,3B,25,25.604,54.4,58,,,,,69.5,77.0,31.6,25.5,96.6,98.9,64.1,78.1,83.0,92.4,,,,,-12.0,95.0,34.694,13.3,90.909,95.9,19.101,90.0,105.0,5.6,100.6,14.2,34.0,32.1,1.724,16.7,32.0,98.7,0.287,97.2,0.376,62.1,5.806,62.7,,,,
444,Bryce Teodosio,LAA,LF,26,26.286,41.5,58,,,,,37.1,31.0,28.7,21.1,43.0,41.2,35.8,22.9,40.0,37.3,,,,,-29.2,66.9,38.318,4.8,80.822,41.4,35.088,10.9,106.9,16.1,103.5,50.8,34.1,33.3,1.724,16.7,22.7,83.9,0.225,44.6,0.283,13.1,9.701,99.8,,,,
445,Oscar Gonzalez,0,RF,27,27.721,13.3,57,,,,,25.8,18.2,90.4,96.6,87.9,91.9,89.2,99.3,56.8,60.8,,,,,-43.9,28.5,44.079,0.7,87.097,84.3,26.357,56.9,111.2,72.5,107.8,93.6,52.5,94.8,12.281,99.1,20.0,70.3,0.27,91.5,0.54,97.6,6.869,82.4,,,,
446,Carlos Mendoza,TOR,2B,25,25.796,50.4,57,,,,,69.0,76.0,40.1,36.4,52.9,53.6,46.5,41.8,61.0,66.9,,,,,-28.1,69.9,26.852,59.5,82.192,52.1,21.569,81.0,108.9,38.7,102.3,34.1,39.0,55.1,3.509,43.1,15.6,44.3,0.231,53.7,0.338,39.1,7.247,87.4,,,,
447,Luis Urías,ARI,2B,28,28.326,3.3,57,,,,,92.0,97.4,28.1,20.3,65.0,69.6,46.6,42.3,78.5,87.0,,,,,-10.5,96.3,23.214,81.2,87.5,85.5,14.444,97.4,105.9,9.4,103.5,50.8,34.1,33.3,1.754,18.1,20.5,72.2,0.225,44.6,0.304,19.1,3.892,28.5,,,,
448,Jonny DeLuca,TBR,RF,27,27.225,22.9,56,,,,,49.6,50.9,22.6,14.3,22.6,15.3,22.6,6.9,36.1,31.2,,,,,-30.3,63.9,33.333,19.9,80.282,36.5,25.926,58.5,110.0,59.0,99.5,6.0,23.1,5.4,0.0,2.4,28.2,96.5,0.184,8.8,0.248,5.0,2.643,14.7,,,,
449,Parker Meadows,DET,CF,25,25.911,48.1,55,,,,,20.9,11.2,63.8,68.7,39.2,36.2,51.5,50.8,30.0,21.2,,,,,-47.2,20.0,30.4,35.1,70.37,2.6,42.391,1.7,104.1,3.7,103.3,46.8,45.5,83.4,9.091,95.2,13.3,30.9,0.249,75.8,0.465,91.7,7.805,92.4,,,,
450,Luke Mann,ATH,3B,25,25.465,56.6,54,,,,,34.4,27.5,36.7,31.8,24.2,16.6,30.4,15.7,29.3,19.4,,,,,-55.6,7.6,23.14,81.5,81.579,45.8,30.769,30.5,103.8,3.2,102.7,38.6,40.7,63.6,3.704,46.5,25.9,94.1,0.162,2.7,0.298,17.5,6.187,70.2,,,,
451,Phillip Glasser,WSN,SS,25,25.826,50.0,54,,,,,64.1,71.9,33.5,27.5,86.4,90.8,60.0,70.4,75.2,84.1,,,,,-11.2,95.6,38.462,4.0,85.454,76.0,23.0,75.6,110.5,65.5,99.9,8.6,25.6,7.2,1.852,19.6,12.8,28.2,0.285,96.8,0.364,55.9,6.994,84.3,,,,
452,Jason Matthews,CHW,,28,28.476,0.4,52,,,,,25.8,18.2,41.3,39.0,24.6,17.0,33.0,19.4,25.2,14.6,,,,,-53.9,9.8,26.23,65.8,78.431,24.1,37.349,5.7,109.1,41.6,103.0,41.8,29.6,15.9,3.846,48.8,11.1,19.9,0.207,25.1,0.337,38.1,7.763,91.7,,,,
453,Trey Sweeney,DET,SS,25,25.435,57.4,52,,,,,59.0,64.8,30.8,24.6,69.7,76.3,50.2,49.0,64.4,71.1,,,,,-28.9,68.0,29.73,38.6,82.812,56.0,24.742,67.3,106.8,15.3,99.4,5.1,40.6,62.4,1.923,21.5,25.0,91.7,0.258,83.4,0.361,53.1,5.414,56.4,,,,
454,Grant Richardson,0,OF,26,26.218,42.6,51,,,,,6.1,1.5,49.8,52.3,3.4,1.7,26.6,11.2,4.8,1.1,,,,,-62.8,3.5,34.654,13.9,69.811,2.2,44.318,0.9,112.8,87.1,106.8,86.9,57.7,98.7,3.922,49.5,3.8,0.7,0.17,4.7,0.276,9.8,2.952,18.4,,,,
455,Oscar Colás,0,RF,27,27.036,26.9,49,,,,,12.8,3.9,30.5,24.2,2.7,1.5,16.6,2.6,7.8,1.3,,,,,-57.2,6.1,31.356,30.3,70.492,3.1,39.796,3.1,109.1,41.6,106.6,86.6,42.3,72.1,0.0,2.4,19.2,67.4,0.157,2.2,0.207,1.3,6.774,80.2,,,,
456,Dayson Croes,SFG,IF,25,25.979,46.3,48,,,,,66.0,74.4,11.2,4.1,97.2,99.6,54.2,57.3,81.6,90.2,,,,,-16.6,91.0,39.286,2.8,93.75,98.9,12.037,98.5,105.6,8.1,99.5,6.0,18.4,1.7,0.0,2.4,7.9,7.6,0.28,95.4,0.334,35.6,4.959,46.8,,,,
457,Gavin Logan,ARI,C,25,25.711,52.2,48,,,,,12.9,4.1,46.3,45.8,45.6,45.1,46.0,39.5,29.2,19.2,,,,,-60.3,4.1,38.298,5.0,73.585,6.8,28.09,46.7,104.6,4.6,100.4,12.1,44.4,78.9,4.167,52.4,22.2,81.8,0.259,84.5,0.434,84.3,2.435,13.0,,,,
458,Zach Morgan,SFG,C,25,25.503,56.1,48,,,,,70.4,78.4,29.0,21.7,58.8,60.3,43.9,35.3,64.6,71.5,,,,,-29.3,66.3,24.719,74.1,82.143,51.9,23.077,74.9,103.6,2.7,100.6,14.2,26.5,9.3,4.167,52.4,5.9,2.8,0.24,65.6,0.335,36.6,1.304,5.0,,,,
459,Miguel Amaya,CHC,C,26,26.563,36.2,45,,,,,76.5,83.6,35.3,29.6,43.6,41.6,39.4,27.5,60.0,64.6,,,,,-24.5,77.3,25.806,68.6,86.667,81.0,20.29,86.3,103.3,2.1,101.6,25.3,31.4,22.2,4.444,55.9,25.7,93.5,0.179,6.3,0.265,7.2,0.654,1.7,,,,
