Combined_Rank,Pos_Adj_Rank,PlayerId,Name,Pos,FantasyPos,Team,Level,Age,Last_Season,Career_PA,Total_Weighted_PA,TOOLS_Score,ABILITY_Score,Current_Score,OVR_Score,Archetype,Archetype_Adj,Combined_Score,Pos_Bonus,Pos_Adj_Score,Discipline_Flag,Career_Disc_Flag,Disc_Composite_Z,Disc_Slope,Career_K%,Career_HRFB,Career_SBTalent,Hard_Floor_Flag,Below_OVR_Floor,Age_AA_Debut,AA_PPPAZ_Combo,AgeAA_Combo_Bonus,AgeAA_Combo_Flag_Label
357,658,695023,Eddie Park,OF,OF,CWS,AA,24.0,2026,554,165.92,59.51,56.86,58.18,57.05,Pure Contact,2.0,59.61,-2.0,57.61,,,0.9775,0.1212,0.15427797833935017,0.022981949458483756,0.03680992779783393,,False,24.0,-3.3,0.0,
358,210,702695,Easton Carmichael,C,C,PIT,AA,22.0,2026,523,210.82,53.06,65.89,59.48,59.66,Average,0.0,59.57,5.0,64.57,,,0.177,0.071,0.18276214833759588,0.1377017208413002,0.01797246653919694,,False,22.0,0.57,0.0,
359,286,825422,Santiago Martinez,SS,SS,HOU,R,18.0,2026,376,37.6,64.38,55.34,59.86,59.17,,0.0,59.52,3.0,62.52,,,1.1747,-0.117,0.16553191489361702,0.01604255319148936,0.07506914893617021,,False,,,0.0,
359,664,829888,Anthony Santa Cruz de Oviedo,OF,OF,LAA,R,19.0,2026,426,42.6,64.97,54.78,59.88,59.16,,0.0,59.52,-2.0,57.52,,,0.9754,-0.001,0.1650704225352113,0.08690140845070421,0.006572769953051643,,False,,,0.0,
359,286,829958,Kamuel Villar,SS,SS,COL,R,18.0,2026,348,34.8,71.35,48.67,60.01,59.02,,0.0,59.52,3.0,62.52,,,0.6545,0.092,0.2,0.032244252873563216,0.014845977011494253,,False,,,0.0,
362,288,829714,Darwin Almanzar,SS,SS,MIN,R,18.0,2026,342,34.2,64.13,55.51,59.82,59.14,,0.0,59.48,3.0,62.48,,,1.1527,0.103,0.17456140350877195,0.05815204678362573,0.025096783625730992,,False,,,0.0,
363,289,804859,Robert Phelps,SS,SS,PHI,A+,22.0,2026,532,134.57,52.65,65.44,59.04,55.83,Pure Contact,2.0,59.44,3.0,62.44,,,0.8709,-0.142,0.1762232779097387,0.07963909774436091,0.045643609022556396,,False,,,0.0,
364,291,805796,Arjun Nimmala,SS,SS,LAA,AA,20.0,2026,1330,454.12,56.91,63.58,60.24,58.62,Contact/Power,0.0,59.43,3.0,62.43,,,-0.2363,0.1146,0.24103007518796993,0.1424742033383915,0.02058902255639098,,False,20.0,0.07,0.0,
365,292,805951,Boston Baro,SS,SS,NYM,A,21.0,2026,909,258.97,51.95,63.75,57.85,56.95,Pure Contact,2.0,59.4,3.0,62.4,,,0.3198,-0.079,0.18716894977168952,0.038583058305830586,0.04097205720572057,,False,,,0.0,
365,474,821043,Richard Matic,3B,3B,NYY,R,18.0,2026,641,64.1,67.45,51.28,59.36,59.44,,0.0,59.4,0.5,59.9,,,0.3161,0.0334,0.21764430577223087,0.07329797191887676,0.0366,,False,,,0.0,
367,476,830454,Leni Done,3B,3B,NYY,R,19.0,2026,401,40.1,60.53,58.71,59.62,59.11,,0.0,59.36,0.5,59.86,,,0.3543,-0.052,0.1912718204488778,0.12783790523690772,0.08860399002493767,,False,,,0.0,
367,679,836585,Angel Nuñez,OF,OF,CIN,R,17.0,2026,219,21.9,61.94,57.35,59.64,59.08,,0.0,59.36,-2.0,57.36,,,1.4405,,0.15,0.096,0.09392876712328767,,False,,,0.0,
367,219,805082,Ronny Hernandez,C,C,BOS,A+,21.0,2026,1335,299.34,49.1,69.1,59.1,59.62,Average,0.0,59.36,5.0,64.36,,,0.9695,0.0277,0.16170037453183522,0.07857153558052435,0.003745318352059925,,False,,,0.0,
370,220,804946,Tyler Howard,C,C,CLE,A+,22.0,2026,357,95.42,58.3,51.27,54.78,59.91,Pure Contact,2.0,59.34,5.0,64.34,,,0.8624,,0.18523809523809523,0.05062464985994398,0.01680672268907563,,False,,,0.0,
371,300,835022,Ricki Moneys,SS,SS,MIL,R,17.0,2026,243,24.3,62.22,57.03,59.62,59.04,,0.0,59.33,3.0,62.33,,,1.1862,,0.17,0.091,0.09776954732510289,,False,,,0.0,
372,221,829398,Franklin Primera,C,C,BOS,A,19.0,2026,512,77.98,62.2,56.71,59.46,59.14,Contact/Power,0.0,59.3,5.0,64.3,,,0.9403,-0.23,0.1650390625,0.11166015625,0.012760546875,,False,,,0.0,
373,222,695494,Kevin Bazzell,C,C,WSH,AA,23.0,2026,656,191.59,53.92,58.75,56.34,58.24,Pure Contact,2.0,59.29,5.0,64.29,,,1.2521,-0.0521,0.12792763157894738,0.046422256097560975,0.024221189024390244,,False,23.0,1.02,0.0,
374,688,691369,Allan Castro,CF,OF,BOS,AAA,23.0,2026,2237,1068.23,57.76,60.63,59.2,59.37,Average,0.0,59.28,-2.0,57.28,,,0.1954,-0.0055,0.2128771733034212,0.08278182837913628,0.027177734155916997,,False,21.0,-0.56,0.0,
374,688,829073,Brailyn Antunez,OF,OF,MIL,A,18.0,2026,650,84.5,58.79,55.45,57.12,61.44,Power/K-Risk,0.0,59.28,-2.0,57.28,hard,,-0.4136,-0.336,0.25288,0.13985999999999998,0.05141215384615385,,False,,,0.0,
376,404,821171,Dauri Fernández,2B,2B,CLE,A+,19.0,2026,816,147.21,53.2,66.84,60.02,58.45,Speed,0.0,59.24,1.5,60.74,,,0.6297,-0.1216,0.16253671562082778,0.06877818627450981,0.08407806372549019,,False,,,0.0,
376,698,814781,Jonathan Hogart,OF,OF,PHI,A,24.0,2026,486,111.78,70.05,55.9,62.97,61.52,Three True Outcomes,-3.0,59.24,-2.0,57.24,soft,,-0.6419,-0.081,0.2911934156378601,0.24108436213991769,0.015660905349794238,,False,,,0.0,
376,404,829498,Hendry Arvelo,2B,2B,LAD,R,19.0,2026,343,34.3,65.64,53.55,59.6,58.89,,0.0,59.24,1.5,60.74,,,1.4111,0.003,0.14466472303206998,0.0,0.04945714285714285,,False,,,0.0,
379,700,821164,Yaxson Lucena,OF,OF,STL,R,18.0,2026,408,40.8,63.38,55.63,59.5,58.9,,0.0,59.2,-2.0,57.2,,,1.1805,0.1004,0.14946078431372548,0.04806372549019608,0.013771813725490197,,False,,,0.0,
379,304,821107,Yairo Padilla,SS,SS,STL,A+,19.0,2026,467,67.18,56.72,57.21,56.96,57.43,Pure Contact,2.0,59.2,3.0,62.2,,,0.8094,0.0216,0.16033259423503327,0.0893490364025696,0.09581584582441112,,False,,,0.0,
381,306,807967,Jesus Fernandez,SS,SS,OAK,R,20.0,2026,605,70.51,60.86,57.72,59.29,59.06,,0.0,59.18,3.0,62.18,,,1.7801,-0.0068,0.07343801652892562,0.0,0.03377355371900827,,False,,,0.0,
381,306,829868,Anderson Areinamo,SS,SS,HOU,R,19.0,2026,376,37.6,60.44,58.4,59.42,58.94,,0.0,59.18,3.0,62.18,,,0.7195,-0.08,0.1823404255319149,0.09217021276595744,0.07733297872340425,,False,,,0.0,
383,226,691558,Yeiner Fernandez,C,C,LAD,AA,23.0,2026,1931,789.59,41.02,73.79,57.4,56.91,Pure Contact,2.0,59.16,5.0,64.16,,,1.1195,0.0179,0.12844640082858622,0.05366235111341274,0.006274883480062145,,False,21.0,0.31,0.0,
384,308,800370,Eduardo Guerrero,SS,SS,LAD,A+,21.0,2026,1517,349.63,58.73,55.71,57.22,57.05,Pure Contact,2.0,59.14,3.0,62.14,,,0.7421,-0.0207,0.17887277521423864,0.03540013183915623,0.019626433750823995,,False,20.0,-1.2,0.0,
385,310,815617,Kayson Cunningham,SS,SS,AZ,A+,20.0,2026,542,155.79,57.92,58.79,58.36,59.88,Speed,0.0,59.12,3.0,62.12,,,0.1869,0.2452,0.21666051660516605,0.07323431734317343,0.04704612546125462,,False,,,0.0,
386,709,829773,Yovanny Duran,OF,OF,MIN,A,18.0,2026,494,60.19,65.57,57.06,61.32,56.87,,0.0,59.1,-2.0,57.1,,,1.0193,-0.142,0.18644768856447688,0.05738259109311741,0.11693481781376518,,False,,,0.0,
387,713,829991,Wesly Castillo,OF,OF,TEX,R,18.0,2026,376,37.6,61.45,57.21,59.33,58.82,,0.0,59.08,-2.0,57.08,,,1.04,-0.043,0.16207446808510637,0.06972340425531916,0.06508936170212766,,False,,,0.0,
387,312,837844,Karel Naranjo,SS,SS,CLE,R,17.0,2026,206,20.6,63.44,55.32,59.38,58.79,,0.0,59.08,3.0,62.08,,,1.7015,,0.11,0.05,0.07467961165048544,,False,,,0.0,
389,315,821270,Luis Peña,SS,SS,MIL,AA,19.0,2026,894,238.18,50.23,72.72,61.47,56.63,Speed,0.0,59.05,3.0,62.05,,,0.7453,-0.1035,0.1536374549819928,0.06078004535147392,0.11501118568232661,,False,19.0,0.15,0.0,
390,319,816111,Tate Southisene,SS,SS,ATL,A+,19.0,2026,483,130.56,57.14,62.32,59.73,58.31,Speed,0.0,59.02,3.0,62.02,,,-0.1646,0.5237,0.2446583850931677,0.15611801242236026,0.08258633540372672,,False,,,0.0,
391,321,829791,Miguel Hernández,SS,SS,STL,A,18.0,2026,463,59.69,62.43,55.78,59.1,58.89,Speed/K-Risk,0.0,59.0,3.0,62.0,,,0.2912,-0.024,0.23122222222222225,0.17877753779697625,0.05249460043196543,,False,,,0.0,
391,501,809092,Murf Gray,3B,3B,PIT,AA,22.0,2026,540,209.59,58.2,59.11,58.66,59.33,Contact/Power,0.0,59.0,0.5,59.5,,,0.1792,,0.20170798898071626,0.24740555555555555,0.009259259259259259,,False,22.0,0.29,0.0,
393,720,805452,Roiner Quintana,OF,OF,HOU,R,21.0,2026,633,63.3,59.01,60.4,59.7,58.28,,0.0,58.99,-2.0,56.99,,,0.7168,-0.008,0.18399684044233808,0.07004739336492892,0.058346445497630336,,False,,,0.0,
394,721,820955,Jaset Martinez,OF,OF,CIN,R,18.0,2025,310,31.0,61.78,56.68,59.23,58.73,,0.0,58.98,-2.0,56.98,,,1.2234,-0.087,0.17093548387096774,0.06477096774193548,0.008064516129032258,,False,,,0.0,
395,422,824028,Gage Miller,2B,2B,MIA,AAA,23.0,2026,820,431.37,50.17,60.75,55.46,58.48,Pure Contact,2.0,58.97,1.5,60.47,,,0.8244,0.0497,0.1603230769230769,0.05138153846153846,0.030768153846153848,,False,22.0,0.5293181818181818,0.0,
396,323,829915,Pablo Martinez,SS,SS,HOU,R,18.0,2026,302,30.2,61.07,57.32,59.2,58.72,,0.0,58.96,3.0,61.96,,,1.3522,0.085,0.12927152317880794,0.013172185430463576,0.10827549668874172,,False,,,0.0,
396,724,805953,Anthony Huezo,OF,OF,HOU,A+,20.0,2026,963,197.38,64.49,57.65,61.07,62.84,Speed/K-Risk,0.0,58.96,-2.0,56.96,hard+whiff,hard,-1.2751,0.006,0.3191561712846348,0.20311214953271028,0.0600442367601246,,False,,,0.0,
398,505,683494,Euribiel Angeles,3B,3B,OAK,AAA,24.0,2026,2906,1254.6,43.73,71.46,57.6,56.3,Pure Contact,2.0,58.95,0.5,59.45,,,0.7847,-0.0006,0.13509648127128263,0.04770670180722892,0.03094051204819277,,False,21.0,0.18106870229007635,0.0,
399,324,698929,Jesus Hernandez,SS,SS,MIA,A+,22.0,2026,1433,310.47,60.28,57.03,58.66,59.23,Speed,0.0,58.94,3.0,61.94,hard,,0.3398,-0.044,0.2086252616887648,0.048397069085833924,0.051568318213538036,,False,,,0.0,
400,325,829863,Juan Rojas,SS,SS,HOU,R,18.0,2026,361,36.1,66.68,51.86,59.27,58.57,,0.0,58.92,3.0,61.92,,,0.7993,-0.111,0.2124376731301939,0.041102493074792246,0.03328891966759003,,False,,,0.0,
401,731,703680,Brandon Compton,OF,OF,MIA,AAA,22.0,2026,641,291.08,53.78,63.49,58.64,66.94,Three True Outcomes,-3.0,58.89,-2.0,56.89,hard+whiff,soft+improving,-0.815,0.0515,0.3180718954248366,0.2905392156862745,0.03994150326797386,,False,22.0,1.83,0.0,
401,326,808545,Mario Baez,SS,SS,ATL,R,19.0,2026,612,61.2,57.49,62.01,59.75,58.02,,0.0,58.89,3.0,61.89,,,1.0356,0.0264,0.13988562091503268,0.0245718954248366,0.0735717320261438,,False,,,0.0,
401,326,803241,Jose Escobar,SS,SS,CHC,A+,21.0,2026,1488,321.02,57.89,59.71,58.8,58.98,Average,0.0,58.89,3.0,61.89,,,0.6894,0.0176,0.16407930107526883,0.08298924731182795,0.02397284946236559,,False,,,0.0,
404,328,808240,Antonio Pimentel,SS,SS,PIT,A,20.0,2026,824,137.0,61.74,59.16,60.45,57.31,Average,0.0,58.88,3.0,61.88,,,0.6252,-0.045,0.17680825242718445,0.058792475728155345,0.06988616504854368,,False,,,0.0,
405,734,812161,Jose Castro,CF,OF,NYY,R,20.0,2026,450,45.0,55.64,62.32,58.98,58.74,,0.0,58.86,-2.0,56.86,,,-0.1515,0.0729,0.24884444444444442,0.17042666666666667,0.12470844444444443,,False,,,0.0,
405,331,702261,Termarr Johnson,SS,SS,PIT,AAA,22.0,2026,1997,1037.85,50.49,64.77,57.63,60.08,Contact/Power,0.0,58.86,3.0,61.86,whiff,,0.3437,-0.007,0.2204022627278441,0.14963419233186676,0.0277460716530484,,False,20.0,0.5376607142857143,0.0,
405,434,821246,Alejandro Blasco,2B,2B,CLE,A,19.0,2026,462,59.85,63.53,56.6,60.06,57.66,Speed,0.0,58.86,1.5,60.36,,,0.9667,0.0872,0.18450980392156863,0.11427056277056277,0.04622510822510823,,False,,,0.0,
408,735,807999,David Guzman,OF,OF,TOR,A,20.0,2026,461,47.66,59.7,58.19,58.94,58.76,,0.0,58.85,-2.0,56.85,,,1.4473,0.0213,0.12876355748373103,0.04822494432071269,0.02292082429501085,,False,,,0.0,
409,738,807000,Darling Fernandez,OF,OF,OAK,R,20.0,2026,540,54.0,64.38,54.44,59.41,58.26,,0.0,58.83,-2.0,56.83,hard,,0.8302,-0.159,0.18072222222222223,0.02358888888888889,0.031912962962962955,,False,,,0.0,
410,739,806984,Arnaldo Lantigua,OF,OF,CIN,A,20.0,2026,1123,183.02,67.84,51.64,59.74,57.88,Speed/K-Risk,0.0,58.81,-2.0,56.81,,,-0.2308,-0.0772,0.24903829029385577,0.16214425645592162,0.009657168299198575,,False,,,0.0,
411,235,823866,Eduardo Ponce,C,C,SEA,R,18.0,2025,368,36.8,61.55,56.48,59.02,58.55,,0.0,58.78,5.0,63.78,,,1.2332,-0.036,0.14527173913043478,0.07303804347826087,0.010869565217391304,,False,,,0.0,
411,742,821113,Cesar Lugo,OF,OF,CHC,R,19.0,2026,487,48.7,66.93,51.4,59.17,58.39,,0.0,58.78,-2.0,56.78,hard,,0.0356,-0.1917,0.2373511293634497,0.09560985626283366,0.04441663244353183,,False,,,0.0,
411,235,820958,Almen Tolentino,C,C,MIA,R,19.0,2026,405,40.5,63.74,54.39,59.06,58.51,,0.0,58.78,5.0,63.78,hard,,0.3327,-0.0358,0.2331111111111111,0.062429629629629634,0.07404814814814814,,False,,,0.0,
414,744,694399,Elijah Nunez,OF,OF,WSH,AA,24.0,2026,806,253.12,65.19,52.96,59.08,58.46,Speed,0.0,58.77,-2.0,56.77,,,0.2098,-0.039,0.23223325062034741,0.018653846153846153,0.07879069478908189,,False,24.0,-1.88,0.0,
415,746,821786,Erny Orellana,OF,OF,LAD,R,19.0,2026,450,45.0,61.88,56.07,58.98,58.5,,0.0,58.74,-2.0,56.74,,,0.8136,0.0789,0.16895555555555555,0.0697711111111111,0.026428,,False,,,0.0,
416,341,800204,Derek Bernard,SS,SS,COL,A+,20.0,2026,1332,228.96,60.47,58.57,59.52,57.91,Contact/Power,0.0,58.72,3.0,61.72,hard,,-0.3459,0.0033,0.24579858379228955,0.15650375375375378,0.034932882882882876,,False,,,0.0,
416,341,837751,Daiyer Barboza,SS,SS,MIN,R,17.0,2026,197,19.7,61.93,56.0,58.96,58.49,,0.0,58.72,3.0,61.72,,,2.2235,,0.13,0.082,0.04965989847715737,,False,,,0.0,
416,750,829920,Elias Perez,OF,OF,SEA,R,18.0,2026,386,38.6,69.29,48.91,59.1,58.33,,0.0,58.72,-2.0,56.72,,,0.2736,-0.082,0.25906735751295334,0.035259067357512955,0.044941450777202074,,False,,,0.0,
419,443,699069,Elio Campos,2B,2B,ATL,A,21.0,2025,674,80.27,55.11,62.94,59.02,58.4,,0.0,58.71,1.5,60.21,hard,,1.4342,-0.0019,0.11406528189910979,0.015267062314540059,0.06655830860534125,,False,,,0.0,
420,348,829057,Cristopher Polanco,SS,SS,TOR,R,18.0,2026,424,42.4,70.6,47.58,59.09,58.26,,0.0,58.68,3.0,61.68,,,0.6844,0.084,0.2309433962264151,0.030966981132075473,0.02415306603773585,,False,,,0.0,
421,447,822177,Jose Cerice,IF,2B,KC,A+,21.0,2026,833,200.24,50.49,64.57,57.53,55.78,Pure Contact,2.0,58.66,1.5,60.16,,,0.81,-0.0303,0.13666266506602642,0.06380432172869148,0.02773925570228091,,False,,,0.0,
422,355,800196,Nomar Velasquez,SS,SS,CLE,R,20.0,2025,511,51.1,54.98,63.17,59.08,58.11,,0.0,58.6,3.0,61.6,,,1.0828,-0.0011,0.1468297455968689,0.017729941291585127,0.08796262230919764,,False,,,0.0,
422,355,837864,Leanders Matos,SS,SS,MIL,R,16.0,2026,228,22.8,58.99,58.54,58.76,58.43,,0.0,58.6,3.0,61.6,,,1.1394,,0.16000000000000003,0.149,0.06884166666666666,,False,,,0.0,
422,355,800276,Juan Villavicencio,SS,SS,PHI,A+,21.0,2026,1134,201.24,62.63,55.15,58.89,58.3,Speed/K-Risk,0.0,58.6,3.0,61.6,,,-0.1252,-0.0193,0.23575328614762384,0.10569312169312169,0.049735714285714286,,False,,,0.0,
425,244,695722,Boston Smith,C,C,SEA,AA,23.0,2026,470,211.06,57.16,63.55,60.36,62.8,Three True Outcomes,-3.0,58.58,5.0,63.58,hard+whiff,,-0.4289,,0.2945957446808511,0.27949787234042556,0.015744680851063828,,False,23.0,0.85,0.0,
425,764,837684,Jeremy Suriel,OF,OF,AZ,R,17.0,2026,218,21.8,59.14,58.35,58.74,58.41,,0.0,58.58,-2.0,56.58,,,1.8421,,0.1,0.07599999999999998,0.11075045871559633,,False,,,0.0,
427,359,836599,Randy Arias,SS,SS,HOU,R,17.0,2026,204,20.4,64.16,53.52,58.84,58.3,,0.0,58.57,3.0,61.57,,,2.1299,,0.12,0.018,0.06352941176470589,,False,,,0.0,
427,765,821143,Frandy Lafond,OF,OF,MIL,R,19.0,2026,489,48.9,58.06,59.78,58.92,58.22,,0.0,58.57,-2.0,56.57,,,0.5035,0.0787,0.20222903885480575,0.0711881390593047,0.08886584867075664,,False,,,0.0,
429,767,807383,Randy Guzman,OF,OF,NYM,A+,21.0,2026,830,136.44,59.7,53.0,56.35,60.75,Power/K-Risk,0.0,58.55,-2.0,56.55,whiff,,-0.6259,0.0308,0.2669093231162197,0.17414939759036147,0.006385301204819278,,False,,,0.0,
430,467,805117,Jean Carlos Sió,IF,2B,SF,AA,22.0,2026,1547,413.15,54.92,59.5,57.21,59.66,Average,0.0,58.44,1.5,59.94,hard,,0.6484,-0.057,0.1746218487394958,0.08750937297996123,0.030841047188106013,,False,22.0,0.14,0.0,
431,777,829866,Junior Suriel,OF,OF,LAA,R,17.0,2026,310,31.0,59.8,57.39,58.6,58.26,,0.0,58.43,-2.0,56.43,,,1.065,-0.051,0.1456774193548387,0.027429032258064517,0.10207064516129033,,False,,,0.0,
432,471,814293,Franco Willias,IF,2B,SF,R,21.0,2026,521,52.1,57.1,60.72,58.91,57.93,,0.0,58.42,1.5,59.92,,,0.3371,0.0791,0.1822072936660269,0.07472552783109405,0.08427428023032629,,False,,,0.0,
432,362,821782,Andreimi Antunez,SS,SS,TB,A,19.0,2026,572,73.45,63.58,54.55,59.06,57.77,Speed/K-Risk,0.0,58.42,3.0,61.42,,,1.0877,0.07,0.13999999999999999,0.07810664335664336,0.039275874125874126,,False,,,0.0,
434,364,809944,Elijah Hainline,SS,SS,LAD,AA,23.0,2026,1042,431.97,60.79,55.24,58.02,58.77,Contact/Power,0.0,58.4,3.0,61.4,,,0.123,-0.0195,0.24162451361867704,0.13853210116731518,0.04002636186770428,,False,23.0,0.05,0.0,
434,249,701592,Luke Davis,C,C,PHI,A+,23.0,2026,471,137.63,69.23,47.4,58.32,58.47,Average,0.0,58.4,5.0,63.4,,,0.7775,-0.1496,0.2207643312101911,0.09959235668789809,0.004246284501061571,,False,,,0.0,
436,368,698973,Jose Astudillo,SS,SS,SF,AA,22.0,2026,750,158.43,48.87,61.48,55.18,57.55,Pure Contact,2.0,58.36,3.0,61.36,,,1.6912,-0.0045,0.07413290113452188,0.037208,0.0556968,,False,22.0,0.07,0.0,
436,679,802494,Ty Doucette,1B,1B,CIN,A+,22.0,2026,310,83.62,55.14,57.63,56.39,60.32,Contact/Power,0.0,58.36,-1.0,57.36,,,0.43,,0.2,0.2096,0.0032258064516129032,,False,,,0.0,
436,787,831918,Marco Argudin,OF,OF,TEX,A,20.0,2026,517,88.88,67.01,55.46,61.24,55.47,Average,0.0,58.36,-2.0,56.36,,,1.0394,-0.2163,0.15907156673114123,0.08948742746615088,0.036843520309477754,,False,,,0.0,
439,553,825488,Feliz Genao,3B,3B,AZ,R,18.0,2026,378,37.8,65.32,52.08,58.7,57.94,,0.0,58.32,0.5,58.82,,,1.3649,0.238,0.1546031746031746,0.0,0.024338624338624337,,False,,,0.0,
439,788,814256,Justin Ramirez,OF,OF,NYM,R,21.0,2026,617,61.7,61.55,55.91,58.73,57.9,,0.0,58.32,-2.0,56.32,,,0.4092,0.0297,0.20011345218800647,0.0887455429497569,0.01782771474878444,,False,,,0.0,
439,370,829756,Sterling Bazil,SS,SS,DET,R,18.0,2026,315,31.5,57.78,59.09,58.44,58.2,,0.0,58.32,3.0,61.32,,,0.2404,0.13,0.23199999999999998,0.16000000000000003,0.12123746031746031,,False,,,0.0,
442,793,815830,Dean Moss,OF,OF,TB,A,20.0,2026,331,72.1,48.54,63.92,56.23,56.34,Pure Contact,2.0,58.28,-2.0,56.28,,,0.9921,,0.14,0.07432024169184291,0.034925679758308154,,False,,,0.0,
443,378,815925,Adbiel Feliz,SS,SS,PIT,R,19.0,2026,376,37.6,60.42,56.34,58.38,58.05,,0.0,58.22,3.0,61.22,,,1.6091,0.2829,0.12776595744680852,0.0,0.05561728723404255,,False,,,0.0,
444,257,829973,Yeison Acosta,C,C,BAL,R,18.0,2026,336,33.6,64.8,52.13,58.46,57.96,,0.0,58.21,5.0,63.21,,,1.3079,0.17,0.15875,0.010607142857142857,0.041363392857142856,,False,,,0.0,
445,489,800306,Jansel Luis,2B,2B,AZ,AA,21.0,2026,1928,626.36,51.72,66.72,59.22,57.17,Speed,0.0,58.2,1.5,59.7,hard,,-0.0584,-0.0489,0.19944502074688794,0.09274014522821576,0.03844180497925312,,False,21.0,0.39,0.0,
446,801,825582,Nate George,OF,OF,BAL,A+,20.0,2026,464,115.22,51.95,64.88,58.42,57.95,Speed,0.0,58.18,-2.0,56.18,,,0.5609,-0.0371,0.1740086206896552,0.07188362068965518,0.10038469827586206,,False,,,0.0,
446,380,837706,Rafeliz Lara,SS,SS,CLE,R,17.0,2026,201,20.1,60.97,55.73,58.35,58.01,,0.0,58.18,3.0,61.18,,,1.8956,,0.07,0.08099999999999999,0.03826865671641791,,False,,,0.0,
448,382,829766,Luis Galan,SS,SS,CLE,R,17.0,2026,306,30.6,64.54,52.29,58.42,57.92,,0.0,58.17,3.0,61.17,,,1.1981,0.292,0.1611111111111111,0.0,0.05473856209150327,,False,,,0.0,
449,385,800356,Franyer Noria,SS,SS,BOS,R,20.0,2025,444,44.4,60.0,56.56,58.28,57.98,,0.0,58.13,3.0,61.13,,,1.0734,0.0617,0.15054054054054056,0.0,0.05722792792792793,,False,,,0.0,
450,808,821091,Osmar Torrealba,OF,OF,CLE,R,19.0,2026,263,26.3,63.51,53.18,58.34,57.9,,0.0,58.12,-2.0,56.12,,,1.6547,-0.067,0.13361216730038022,0.02929657794676806,0.019283269961977188,,False,,,0.0,
450,386,821419,Juarlin Soto,SS,SS,TOR,R,19.0,2026,548,54.8,66.92,50.03,58.48,57.76,,0.0,58.12,3.0,61.12,,,1.1956,0.0355,0.17328467153284674,0.012525547445255476,0.0018248175182481751,,False,,,0.0,
452,261,695554,Tayden Hall,C,C,MIL,AA,23.0,2026,1458,445.15,64.25,52.5,58.38,57.84,Average,0.0,58.11,5.0,63.11,,,0.5081,-0.0626,0.21417009602194786,0.05865294924554183,0.016852743484224966,,False,23.0,-0.22,0.0,
453,813,829890,Isaac Garcia,OF,OF,CIN,R,18.0,2026,341,34.1,59.29,57.15,58.22,57.96,,0.0,58.09,-2.0,56.09,,,1.7176,0.012,0.0960117302052786,0.03874780058651027,0.024046920821114374,,False,,,0.0,
454,815,821647,Eddson Martinez,OF,OF,SD,R,18.0,2026,438,43.8,64.15,52.46,58.31,57.84,,0.0,58.08,-2.0,56.08,,,0.984,0.0262,0.18091324200913242,0.0,0.03325639269406392,,False,,,0.0,
455,820,702522,Aiden Taurek,OF,OF,SEA,A+,22.0,2026,623,158.14,58.13,56.67,57.4,58.72,Average,0.0,58.06,-2.0,56.06,,,0.3422,-0.153,0.19713114754098363,0.08736757624398074,0.029942215088282504,,False,,,0.0,
456,264,815922,Franklin Rojas,C,C,TOR,R,19.0,2026,433,43.3,65.13,51.47,58.3,57.8,,0.0,58.05,5.0,63.05,,,0.9497,-0.0625,0.17630484988452658,0.04644572748267898,0.0023094688221709007,,False,,,0.0,
457,388,829734,Eybert Sanchez,SS,SS,AZ,R,18.0,2026,456,45.6,66.12,50.49,58.31,57.76,,0.0,58.04,3.0,61.04,hard,,0.723,-0.34,0.18699561403508771,0.019067982456140352,0.03803969298245614,,False,,,0.0,
458,577,694543,Blake Wright,3B,3B,COL,A+,23.0,2025,593,161.91,51.87,58.17,55.02,57.02,Pure Contact,2.0,58.02,0.5,58.52,,,0.7823,-0.0608,0.14536256323777402,0.07599831365935919,0.014978077571669477,,False,,,0.0,
459,827,821613,Luis Fragoza,OF,OF,MIN,A+,19.0,2026,665,112.27,52.21,58.61,55.41,60.61,Power/K-Risk,0.0,58.01,-2.0,56.01,,,-0.3186,-0.0683,0.23993410214168037,0.1490766917293233,0.07840601503759398,,False,,,0.0,
460,830,813985,Aldalay Kolokie,CF,OF,COL,R,20.0,2025,515,51.5,53.6,63.24,58.42,57.56,,0.0,57.99,-2.0,55.99,,,1.3197,-0.0571,0.12582524271844658,0.03686407766990291,0.047004660194174756,,False,,,0.0,
461,391,815983,Coy James,SS,SS,WSH,A,19.0,2026,514,118.22,53.21,64.33,58.77,57.2,Speed/K-Risk,0.0,57.98,3.0,60.98,,,-0.44,,0.26,0.145,0.061107003891050574,,False,,,0.0,
461,267,814297,Edgleen Perez,C,C,PIT,A,20.0,2026,1180,220.57,57.32,55.77,56.54,55.43,Pure Contact,2.0,57.98,5.0,62.98,,,1.1347,-0.0049,0.16397457627118645,0.021543220338983052,0.010480084745762713,,False,,,0.0,
461,267,806992,Enrique Jimenez,C,C,MIN,A+,20.0,2026,821,127.17,58.76,56.28,57.52,58.43,Contact/Power,0.0,57.98,5.0,62.98,,,0.484,-0.0301,0.20954933008526186,0.12093788063337395,0.011658343483556639,,False,,,0.0,
461,832,829844,Jefer Lista,OF,OF,MIL,R,18.0,2026,363,36.3,63.25,53.13,58.19,57.78,,0.0,57.98,-2.0,55.98,,,1.2635,0.049,0.15641873278236915,0.03366391184573003,0.019919283746556476,,False,,,0.0,
