year,source,team_id,rank,mlb_rank,player,pos,ht,wt,ba,th,born,place,hilvl,mlb_years,stat_years,draft_info,status,cur_org,cur_lev
2026,BA,10,22,,Gabriel Hughes,P,6-4,220,R,R,2001-08-22,"Anchorage,AK",MLB,2026-2026,2020-2026,2022-  1-  10-COL,Active,,
2026,BA,10,23,,Cole Messina,C,6-0,230,R,R,2003-05-14,"Mount Pleasant,SC",AA,,2022-2026,2024-  3-  77-COL,Minors,,
2026,BA,10,24,,McCade Brown,P,6-6,225,R,R,2000-08-15,"Normal,IL",MLB,2025-2025,2019-2025,2021-  3-  79-COL,IL-60,,
2026,BA,10,25,,Riley Kelly,P,6-5,215,R,R,2004-04-21,"Orange,CA",A,,2023-2026,2025-  4- 107-COL,IL-7,,
2026,BA,10,26,,RJ Petit,P,6-8,300,R,R,1999-09-23,"Rock Hill,SC",AAA,,2019-2025,2021- 14- 405-DET,IL-60,,
2026,BA,10,27,,Derek Bernard,LF-2B,5-11,190,L,R,2005-08-09,"San Pedro De Macoris,DR",A,,2022-2026,2022-  UDFA  -COL,IL-7,,
2026,BA,10,28,,Tanner Thach,IF,6-4,225,L,L,2004-03-11,"Edenton,NC",A+,,2023-2026,2025-  8- 227-COL,Minors,,
2026,BA,10,29,,Yujanyer Herrera,P,6-3,175,R,R,2003-08-17,"Caracas,VZ",A+,,2021-2026,2019-  UDFA  -MIL,Minors,,
2026,BA,10,30,,Sandy Ozuna,P,6-3,177,R,R,2006-05-25,"La Romana,DR",A,,2023-2026,2023-  UDFA  -COL,Minors,,
2026,PIPE,10,1,24,Ethan Holliday,SS,6-4,210,L,R,2007-02-23,"Tucson,AZ",A,,2025-2026,2025-  1-   4-COL,IL-7,,
2026,PIPE,10,2,70,Charlie Condon,LF-3B,6-6,216,R,R,2003-04-14,"Atlanta,GA",AAA,,2023-2026,2024-  1-   3-COL,Restr,,
2026,PIPE,10,3,,Jared Thomas,LF-CF,6-2,190,L,L,2003-07-01,"Dallas,TX",AA,,2023-2026,2024-  2-  42-COL,Minors,,
2026,PIPE,10,4,,Roldy Brito,2B-SS,5-11,183,B,R,2007-04-08,"Bonao,DR",A+,,2024-2026,2024-  UDFA  -COL,Minors,,
2026,PIPE,10,5,,Robert Calaz,RF-CF,6-2,202,R,R,2005-11-22,"Monte Plata,DR",A+,,2023-2026,2023-  UDFA  -COL,Minors,,
2026,PIPE,10,6,,Cole Carrigg,CF-SS,6-2,200,B,R,2002-05-08,"Modesto,CA",MLB,2026-2026,2021-2026,2023-  2-  65-COL,Active,,
2026,PIPE,10,7,,JB Middleton,P,6-0,178,R,R,2003-11-24,"Yazoo City,MS",A,,2023-2026,2025-  2-  45-COL,IL-7,,
2026,PIPE,10,8,,Brody Brecht,P,6-4,235,R,R,2002-09-27,"Ankeny,IA",A+,,2022-2026,2024-  1-  38-COL,IL-7,,
2026,PIPE,10,9,,Griffin Herring,P,6-2,196,R,L,2003-05-07,"Grapevine,TX",AA,,2023-2026,2024-  6- 181-NYA,Minors,,
2026,PIPE,10,10,,Roc Riggio,OF,5-9,180,L,R,2002-06-11,"Tarzana,CA",AA,,2022-2026,2023-  4- 129-NYA,Minors,,
2026,PIPE,10,11,,Sean Sullivan,P,6-4,190,R,L,2002-07-22,"Boston,MA",MLB,2026-2026,2022-2026,2023-  2-  46-COL,IL-15,,
2026,PIPE,10,12,,Max Belyeu,OF,6-2,215,L,R,2003-12-15,"Longview,TX",A+,,2023-2026,2025-  2-  74-COL,IL-7,,
2026,PIPE,10,13,,Zac Veen,LF-RF,6-3,190,L,R,2001-12-12,"Port Orange,FL",MLB,2025-2025,2021-2026,2020-  1-   9-COL,Minors,,
2026,PIPE,10,14,,Welinton Herrera,P,6-0,166,L,L,2004-04-03,"Fantino,DR",MLB,2026-2026,2021-2026,2021-  UDFA  -COL,IL-60,,
2026,PIPE,10,15,,Sterlin Thompson,LF,6-3,200,L,R,2001-06-26,"Longmont,CO",MLB,2026-2026,2021-2026,2022-  1-  31-COL,IL-7,,
2026,PIPE,10,16,,Gabriel Hughes,P,6-4,220,R,R,2001-08-22,"Anchorage,AK",MLB,2026-2026,2020-2026,2022-  1-  10-COL,Active,,
2026,PIPE,10,17,,Ethan Hedges,IF,6-1,185,R,R,2004-04-19,"Newport Beach,CA",A+,,2023-2026,2025-  3-  77-COL,Minors,,
2026,PIPE,10,18,,Wilder Dalis,SS-3B,6-0,172,B,R,2006-07-30,"Maracay,VZ",A,,2023-2026,2023-  UDFA  -COL,Minors,,
2026,PIPE,10,19,,Jackson Cox,P,6-2,200,R,R,2003-09-25,"Portland,OR",AA,,2023-2026,2022-  2-  50-COL,IL-7,,
2026,PIPE,10,20,,Yujanyer Herrera,P,6-3,175,R,R,2003-08-17,"Caracas,VZ",A+,,2021-2026,2019-  UDFA  -MIL,Minors,,
2026,PIPE,10,21,,Cole Messina,C,6-0,230,R,R,2003-05-14,"Mount Pleasant,SC",AA,,2022-2026,2024-  3-  77-COL,Minors,,
2026,PIPE,10,22,,Carson Palmquist,P,6-3,185,L,L,2000-10-17,"Fort Myers,FL",MLB,2025-2026,2020-2026,2022-  3-  88-COL,Active,,
2026,PIPE,10,23,,Cristian Arguelles,CF,6-0,177,L,L,2007-06-30,"Coro,VZ",A,,2024-2026,,Minors,,
2026,PIPE,10,24,,Ashly Andujar,SS,6-1,163,B,R,2007-07-29,"San Pedro De Macoris,DR",A,,2024-2026,2024-  UDFA  -COL,Minors,,
2026,PIPE,10,25,,McCade Brown,P,6-6,225,R,R,2000-08-15,"Normal,IL",MLB,2025-2025,2019-2025,2021-  3-  79-COL,IL-60,,
2026,PIPE,10,26,,Konner Eaton,P,6-3,210,R,L,2002-11-30,"Hopewell,VA",AA,,2022-2026,2024-  6- 168-COL,Minors,,
2026,PIPE,10,27,,Riley Kelly,P,6-5,215,R,R,2004-04-21,"Orange,CA",A,,2023-2026,2025-  4- 107-COL,IL-7,,
2026,PIPE,10,28,,RJ Petit,P,6-8,300,R,R,1999-09-23,"Rock Hill,SC",AAA,,2019-2025,2021- 14- 405-DET,IL-60,,
2026,PIPE,10,29,,Richard De Los Santos,SS,6-1,175,L,R,2009-05-20,"San Cristobal,DR",Rk,,2026-2026,,Minors,,
2026,PIPE,10,30,,Sebastian Blanco,SS,6-1,181,R,R,2008-01-09,"Caracas,VZ",A,,2025-2026,2025-  UDFA  -COL,Minors,,
2026,BA,11,1,2,Kevin McGonigle,SS-2B,5-10,187,L,R,2004-08-18,"Media,PA",MLB,2026-2026,2023-2026,2023-  1-  37-DET,Active,,
2026,BA,11,2,6,Max Clark,CF,6-0,205,L,L,2004-12-21,"Franklin,IN",MLB,2026-2026,2023-2026,2023-  1-   3-DET,Active,,
2026,BA,11,3,29,Bryce Rainer,SS-P,6-3,195,L,R,2005-07-03,"Simi Valley,CA",A+,,2025-2026,2024-  1-  11-DET,Minors,,
2026,BA,11,4,76,Josue Briceno,C-1B,6-4,200,L,R,2004-09-23,"Maracay,VZ",AA,,2022-2026,2022-  UDFA  -DET,Minors,,
2026,BA,11,5,,Jordan Yost,SS,6-0,170,L,R,2006-12-21,"Tampa,FL",A,,2026-2026,2025-  1-  24-DET,Minors,,
2026,BA,11,6,,Hao-Yu Lee,2B,5-9,190,R,R,2003-02-03,"New Taipei,TW",MLB,2026-2026,2021-2026,2021-  UDFA  -PHI,Active,,
2026,BA,11,7,,Max Anderson,2B,6-0,215,R,R,2002-02-28,"Kansas City,MO",AAA,,2021-2026,2023-  2-  45-DET,Minors,,
2026,BA,11,8,,Cris Rodriguez,OF,6-3,203,R,R,2008-01-28,"Santo Domingo,DR",Rk,,2025-2026,2025-  UDFA  -DET,Minors,,
2026,BA,11,9,,Franyerber Montilla,SS,6-0,160,B,R,2005-04-15,"Caracas,VZ",A,,2022-2026,2022-  UDFA  -DET,IL-7,,
2026,BA,11,10,,Michael Oliveto,C,6-3,185,L,R,2007-02-03,"West Islip,NY",A,,2026-2026,2025-  1-  34-DET,Minors,,
2026,BA,11,11,,Kelvis Salcedo,P,6-0,180,R,R,2006-01-23,"Santa Barbara,VZ",A,,2023-2026,2023-  UDFA  -DET,Minors,,
2026,BA,11,12,,Malachi Witherspoon,P,6-3,211,R,R,2004-08-12,"Kansas City,MO",A,,2023-2026,2025-  2-  62-DET,Minors,,
2026,BA,11,13,,Owen Hall,P,6-3,185,R,R,2005-11-14,"Kingwood,TX",A,,2025-2026,2024-  2-  49-DET,Minors,,
2026,BA,11,14,,Andrew Sears,P,6-3,200,L,L,2002-08-30,"West Warwick,RI",AA,,2021-2026,2023- 10- 290-DET,Minors,,
2026,BA,11,15,,John Peck,SS-2B,6-0,185,R,R,2002-07-18,"Moorpark,CA",AAA,,2021-2026,2023-  7- 200-DET,IL-7,,
2026,BA,11,16,,Ryan Hall,P,6-1,175,R,R,2007-04-05,"Suwanee,GA",Rk,,2026-2026,2025-  5- 159-DET,Minors,,
2026,BA,11,17,,Trei Cruz,SS-CF,6-1,204,B,R,1998-07-05,"Toronto,ON",MLB,2026-2026,2018-2026,2020-  3-  73-DET,Minors,,
2026,BA,11,18,,Ben Jacobs,P,6-1,195,L,L,2004-06-11,"Fountain Valley,CA",A+,,2023-2026,2025-  3-  98-DET,Minors,,
2026,BA,11,19,,Thayron Liranzo,C-1B,6-2,195,B,R,2003-07-05,"San Francisco de Macoris,DR",AA,,2021-2026,2021-  UDFA  -LAN,Minors,,
2026,BA,11,20,,Dylan Smith,P,6-2,180,R,R,2000-05-28,"Huntsville,TX",MLB,2025-2026,2019-2026,2021-  3-  74-DET,Active,,
2026,BA,11,21,,Jack Penney,3B-SS,6-1,190,L,R,2002-08-19,"Boston,MA",A+,,2022-2026,2024-  5- 147-DET,IL-7,,
2026,BA,11,22,,Jake Miller,P,6-2,185,L,L,2001-06-27,"Suffern,NY",AA,,2021-2026,2022-  8- 237-DET,IL-7,,
2026,BA,11,23,,Nick Dumesnil,OF,6-2,210,R,R,2004-03-27,"Newport Beach,CA",A,,2023-2026,2025-  8- 249-DET,Minors,,
2026,BA,11,24,,Angel De Los Santos,SS,6-1,161,R,R,2008-03-03,"San Cristobal,DR",A,,2025-2026,2025-  UDFA  -DET,Minors,,
2026,BA,11,25,,Ty Madden,P,6-3,215,R,R,2000-02-21,"Houston,TX",MLB,2024-2026,2019-2026,2021-  1-  32-DET,Active,,
2026,BA,11,26,,River Hamilton,P,6-3,195,R,R,2006-10-04,"Oregon City,OR",-,,,2025- 11- 339-DET,IL-7,,
2026,BA,11,27,,Paul Wilson,P,6-3,205,R,L,2004-12-11,"Oregon City,OR",A,,2024-2026,2023-  3-  76-DET,Minors,,
2026,BA,11,28,,Eduardo Valencia,C-1B,6-2,180,R,R,2000-01-25,"Valencia,VZ",MLB,2026-2026,2018-2026,2018-  UDFA  -DET,Active,,
2026,BA,11,29,,Jackson Strong,CF-RF,6-1,185,L,L,2003-08-26,"Buffalo,NY",A+,,2022-2026,2024-  7- 206-DET,Minors,,
2026,BA,11,30,,Grayson Grinsell,P,6-1,195,L,L,2004-02-02,"Reno,NV",A,,2023-2026,2025-  6- 189-DET,Minors,,
2026,PIPE,11,1,2,Kevin McGonigle,SS-2B,5-10,187,L,R,2004-08-18,"Media,PA",MLB,2026-2026,2023-2026,2023-  1-  37-DET,Active,,
2026,PIPE,11,2,10,Max Clark,CF,6-0,205,L,L,2004-12-21,"Franklin,IN",MLB,2026-2026,2023-2026,2023-  1-   3-DET,Active,,
2026,PIPE,11,3,35,Bryce Rainer,SS-P,6-3,195,L,R,2005-07-03,"Simi Valley,CA",A+,,2025-2026,2024-  1-  11-DET,Minors,,
2026,PIPE,11,4,40,Josue Briceno,C-1B,6-4,200,L,R,2004-09-23,"Maracay,VZ",AA,,2022-2026,2022-  UDFA  -DET,Minors,,
2026,PIPE,11,5,,Max Anderson,2B,6-0,215,R,R,2002-02-28,"Kansas City,MO",AAA,,2021-2026,2023-  2-  45-DET,Minors,,
2026,PIPE,11,6,,Hao-Yu Lee,2B,5-9,190,R,R,2003-02-03,"New Taipei,TW",MLB,2026-2026,2021-2026,2021-  UDFA  -PHI,Active,,
2026,PIPE,11,7,,Thayron Liranzo,C-1B,6-2,195,B,R,2003-07-05,"San Francisco de Macoris,DR",AA,,2021-2026,2021-  UDFA  -LAN,Minors,,
2026,PIPE,11,8,,Cris Rodriguez,OF,6-3,203,R,R,2008-01-28,"Santo Domingo,DR",Rk,,2025-2026,2025-  UDFA  -DET,Minors,,
2026,PIPE,11,9,,Jordan Yost,SS,6-0,170,L,R,2006-12-21,"Tampa,FL",A,,2026-2026,2025-  1-  24-DET,Minors,,
2026,PIPE,11,10,,Andrew Sears,P,6-3,200,L,L,2002-08-30,"West Warwick,RI",AA,,2021-2026,2023- 10- 290-DET,Minors,,
2026,PIPE,11,11,,Malachi Witherspoon,P,6-3,211,R,R,2004-08-12,"Kansas City,MO",A,,2023-2026,2025-  2-  62-DET,Minors,,
2026,PIPE,11,12,,Franyerber Montilla,SS,6-0,160,B,R,2005-04-15,"Caracas,VZ",A,,2022-2026,2022-  UDFA  -DET,IL-7,,
2026,PIPE,11,13,,Michael Oliveto,C,6-3,185,L,R,2007-02-03,"West Islip,NY",A,,2026-2026,2025-  1-  34-DET,Minors,,
2026,PIPE,11,14,,Kelvis Salcedo,P,6-0,180,R,R,2006-01-23,"Santa Barbara,VZ",A,,2023-2026,2023-  UDFA  -DET,Minors,,
2026,PIPE,11,15,,John Peck,SS-2B,6-0,185,R,R,2002-07-18,"Moorpark,CA",AAA,,2021-2026,2023-  7- 200-DET,IL-7,,
2026,PIPE,11,16,,Jake Miller,P,6-2,185,L,L,2001-06-27,"Suffern,NY",AA,,2021-2026,2022-  8- 237-DET,IL-7,,
2026,PIPE,11,17,,Ben Jacobs,P,6-1,195,L,L,2004-06-11,"Fountain Valley,CA",A+,,2023-2026,2025-  3-  98-DET,Minors,,
2026,PIPE,11,18,,Lucas Elissalt,P,6-4,190,R,R,2004-07-20,"Miami,FL",A+,,2023-2026,2024- 13- 386-DET,Minors,,
2026,PIPE,11,19,,Owen Hall,P,6-3,185,R,R,2005-11-14,"Kingwood,TX",A,,2025-2026,2024-  2-  49-DET,Minors,,
2026,PIPE,11,20,,Ty Madden,P,6-3,215,R,R,2000-02-21,"Houston,TX",MLB,2024-2026,2019-2026,2021-  1-  32-DET,Active,,
2026,PIPE,11,21,,Dylan Smith,P,6-2,180,R,R,2000-05-28,"Huntsville,TX",MLB,2025-2026,2019-2026,2021-  3-  74-DET,Active,,
2026,PIPE,11,22,,Izaac Pacheco,3B-SS,6-3,225,L,R,2002-11-18,"Friendswood,TX",AA,,2021-2026,2021-  2-  39-DET,Minors,,
2026,PIPE,11,23,,Jaden Hamm,P,6-1,190,R,R,2002-09-05,"Columbia,TN",AA,,2021-2025,2023-  5- 143-DET,IL-7,,
2026,PIPE,11,24,,Jude Warwick,SS,6-1,170,L,R,2005-09-09,"Downers Grove,IL",A,,2025-2026,2024- 12- 356-DET,Minors,,
2026,PIPE,11,25,,Eduardo Valencia,C-1B,6-2,180,R,R,2000-01-25,"Valencia,VZ",MLB,2026-2026,2018-2026,2018-  UDFA  -DET,Active,,
2026,PIPE,11,26,,Trei Cruz,SS-CF,6-1,204,B,R,1998-07-05,"Toronto,ON",MLB,2026-2026,2018-2026,2020-  3-  73-DET,Minors,,
2026,PIPE,11,27,,Nick Dumesnil,OF,6-2,210,R,R,2004-03-27,"Newport Beach,CA",A,,2023-2026,2025-  8- 249-DET,Minors,,
2026,PIPE,11,28,,Caleb Leys,P,6-1,190,R,L,2003-07-08,"Providence,RI",A,,2022-2026,2025-  4- 129-DET,Minors,,
2026,PIPE,11,29,,Jackson Strong,CF-RF,6-1,185,L,L,2003-08-26,"Buffalo,NY",A+,,2022-2026,2024-  7- 206-DET,Minors,,
2026,PIPE,11,30,,Grayson Grinsell,P,6-1,195,L,L,2004-02-02,"Reno,NV",A,,2023-2026,2025-  6- 189-DET,Minors,,
2026,BA,13,1,,Xavier Neyens,SS,6-4,210,L,R,2006-10-29,"Everett,WA",A+,,2026-2026,2025-  1-  21-HOU,Minors,,
2026,BA,13,2,,Ethan Frey,C,6-6,225,R,R,2004-03-15,"Leesville,LA",A+,,2023-2026,2025-  3-  95-HOU,Minors,,
2026,BA,13,3,,Brice Matthews,SS-3B,5-11,190,R,R,2002-03-16,"Houston,TX",MLB,2025-2026,2021-2026,2023-  1-  28-HOU,IL-10,,
2026,BA,13,4,,AJ Blubaugh,P,6-2,190,R,R,2000-07-04,"Mansfield,OH",MLB,2025-2026,2020-2026,2022-  7- 223-HOU,Active,,
2026,BA,13,5,,Kevin Alvarez,OF,6-4,184,L,L,2008-01-13,"Colon,CU",A,,2025-2026,2025-  UDFA  -HOU,Restr,,
2026,BA,13,6,,Ethan Pecko,P,6-2,195,R,R,2002-08-25,"Darby,PA",AAA,,2022-2026,2023-  6- 194-HOU,Minors,,
2026,BA,13,7,,Walker Janek,C,6-0,190,R,R,2002-09-24,"Portland,TX",AA,,2022-2026,2024-  1-  28-HOU,Minors,,
2026,BA,13,8,,Bryce Mayer,P,6-3,210,R,R,2002-02-11,"Washington,MO",AA,,2021-2026,2024- 16- 493-HOU,Minors,,
2026,BA,13,9,,Ryan Forcucci,P,6-3,205,R,R,2002-12-02,"Poway,CA",A,,2022-2026,2024-  3- 101-HOU,Minors,,
2026,BA,13,10,,Miguel Ullola,P,6-1,205,R,R,2002-06-19,"Puerto Plata,DR",MLB,2026-2026,2021-2026,2021-  UDFA  -HOU,Minors,,
2026,BA,13,11,,Lucas Spence,LF-CF,6-1,195,L,L,2003-01-27,"Chicago Heights,IL",MLB,2026-2026,2022-2026,,Minors,,
2026,BA,13,12,,Zach Cole,RF-CF,6-2,190,L,R,2000-08-04,"Springfield,MO",MLB,2025-2026,2020-2026,2022- 10- 313-HOU,IL-7,,
2026,BA,13,13,,Joseph Sullivan,CF-RF,5-11,198,L,L,2002-07-01,"Birmingham,AL",AA,,2022-2026,2024-  7- 223-HOU,Minors,,
2026,BA,13,14,,Anthony Huezo,CF,6-2,185,L,R,2005-11-02,"Palmdale,CA",AAA,,2023-2026,2023- 12- 374-HOU,Minors,,
2026,BA,13,15,,Jackson Nezuh,P,6-1,190,R,R,2002-02-11,"Augusta,GA",AAA,,2021-2026,2023- 14- 434-HOU,Minors,,
2026,BA,13,16,,Jase Mitchell,C,6-3,205,L,R,2006-09-30,"Lewes,DE",Rk,,2026-2026,2025-  7- 216-HOU,Minors,,
2026,BA,13,17,,Parker Smith,P,6-4,230,R,R,2003-03-05,"Houston,TX",A+,,2022-2026,2024-  4- 131-HOU,Minors,,
2026,BA,13,18,,Will Bush,C-1B,6-4,235,L,R,2004-03-04,"Dallas,TX",AA,,2023-2026,2023- 16- 494-HOU,Minors,,
2026,BA,13,19,,Jancel Villarroel,C,5-8,176,R,R,2005-01-17,"Porlamar,VZ",AA,,2022-2026,,Minors,,
2026,BA,13,20,,James Hicks,P,6-2,190,R,R,2001-05-09,"Conway,AR",AA,,2022-2026,2023- 13- 404-HOU,Minors,,
2026,BA,13,21,,Jose Fleury,P,6-0,185,R,R,2002-03-08,"La Vega,DR",AAA,,2022-2026,,Free Agt,,
2026,BA,13,22,,Nick Monistere,IF,6-0,192,R,R,2004-01-27,"Sugar Land,TX",A+,,2023-2026,2025-  4- 126-HOU,Minors,,
2026,BA,13,23,,Alonzo Tredwell,P,6-8,245,L,R,2002-05-08,"Marblehead,MA",AA,,2022-2025,2023-  2-  61-HOU,IL-7,,
2026,BA,13,24,,Nick Potter,P,6-4,195,R,R,2004-02-11,"Blue Springs,MO",A,,2023-2026,2025-  5- 156-HOU,Minors,,
2026,BA,13,25,,Hudson Leach,P,6-3,211,R,R,2002-06-16,"Kansas City,MO",AAA,,2021-2026,2023-  UDFA  -HOU,Minors,,
2026,BA,13,26,,Cole Hertzler,P,6-4,235,R,R,2003-06-21,"Reading,PA",AA,,2022-2026,2024-  5- 163-HOU,Minors,,
2026,BA,13,27,,German Ramirez,SS,6-0,179,R,R,2006-07-28,"San Pedro de Macoris,DR",A,,2023-2026,2023-  UDFA  -HOU,Minors,,
2026,BA,13,28,,Alimber Santa,P,5-10,228,R,R,2003-05-03,"Azua,DR",MLB,2026-2026,2021-2026,2020-  UDFA  -HOU,Minors,,
2026,BA,13,29,,Anthony Millan,OF,5-11,170,R,R,2008-05-13,"Puerto La Cruz,VZ",Rk,,2025-2026,2025-  UDFA  -HOU,Minors,,
2026,BA,13,30,,Omar Damian,P,6-2,161,R,R,2008-07-05,"San Luis,DR",Rk,,2025-2026,2025-  UDFA  -HOU,Minors,,
2026,PIPE,13,1,,Kevin Alvarez,OF,6-4,184,L,L,2008-01-13,"Colon,CU",A,,2025-2026,2025-  UDFA  -HOU,Restr,,
2026,PIPE,13,2,,Xavier Neyens,SS,6-4,210,L,R,2006-10-29,"Everett,WA",A+,,2026-2026,2025-  1-  21-HOU,Minors,,
2026,PIPE,13,3,,Ethan Frey,C,6-6,225,R,R,2004-03-15,"Leesville,LA",A+,,2023-2026,2025-  3-  95-HOU,Minors,,
2026,PIPE,13,4,,Brice Matthews,SS-3B,5-11,190,R,R,2002-03-16,"Houston,TX",MLB,2025-2026,2021-2026,2023-  1-  28-HOU,IL-10,,
2026,PIPE,13,5,,Walker Janek,C,6-0,190,R,R,2002-09-24,"Portland,TX",AA,,2022-2026,2024-  1-  28-HOU,Minors,,
2026,PIPE,13,6,,Bryce Mayer,P,6-3,210,R,R,2002-02-11,"Washington,MO",AA,,2021-2026,2024- 16- 493-HOU,Minors,,
2026,PIPE,13,7,,Ethan Pecko,P,6-2,195,R,R,2002-08-25,"Darby,PA",AAA,,2022-2026,2023-  6- 194-HOU,Minors,,
2026,PIPE,13,8,,AJ Blubaugh,P,6-2,190,R,R,2000-07-04,"Mansfield,OH",MLB,2025-2026,2020-2026,2022-  7- 223-HOU,Active,,
2026,PIPE,13,9,,Ryan Forcucci,P,6-3,205,R,R,2002-12-02,"Poway,CA",A,,2022-2026,2024-  3- 101-HOU,Minors,,
2026,PIPE,13,10,,Albert Fermin,SS,6-3,190,B,R,2009-02-09,"Samana,DR",Rk,,2026-2026,,Minors,,
2026,PIPE,13,11,,Zach Cole,RF-CF,6-2,190,L,R,2000-08-04,"Springfield,MO",MLB,2025-2026,2020-2026,2022- 10- 313-HOU,IL-7,,
2026,PIPE,13,12,,Lucas Spence,LF-CF,6-1,195,L,L,2003-01-27,"Chicago Heights,IL",MLB,2026-2026,2022-2026,,Minors,,
2026,PIPE,13,13,,Miguel Ullola,P,6-1,205,R,R,2002-06-19,"Puerto Plata,DR",MLB,2026-2026,2021-2026,2021-  UDFA  -HOU,Minors,,
2026,PIPE,13,14,,Joseph Sullivan,CF-RF,5-11,198,L,L,2002-07-01,"Birmingham,AL",AA,,2022-2026,2024-  7- 223-HOU,Minors,,
2026,PIPE,13,15,,James Hicks,P,6-2,190,R,R,2001-05-09,"Conway,AR",AA,,2022-2026,2023- 13- 404-HOU,Minors,,
2026,PIPE,13,16,,Jackson Nezuh,P,6-1,190,R,R,2002-02-11,"Augusta,GA",AAA,,2021-2026,2023- 14- 434-HOU,Minors,,
2026,PIPE,13,17,,Alonzo Tredwell,P,6-8,245,L,R,2002-05-08,"Marblehead,MA",AA,,2022-2025,2023-  2-  61-HOU,IL-7,,
2026,PIPE,13,18,,Alimber Santa,P,5-10,228,R,R,2003-05-03,"Azua,DR",MLB,2026-2026,2021-2026,2020-  UDFA  -HOU,Minors,,
2026,PIPE,13,19,,Anthony Huezo,CF,6-2,185,L,R,2005-11-02,"Palmdale,CA",AAA,,2023-2026,2023- 12- 374-HOU,Minors,,
2026,PIPE,13,20,,Will Bush,C-1B,6-4,235,L,R,2004-03-04,"Dallas,TX",AA,,2023-2026,2023- 16- 494-HOU,Minors,,
2026,PIPE,13,21,,Anthony Millan,OF,5-11,170,R,R,2008-05-13,"Puerto La Cruz,VZ",Rk,,2025-2026,2025-  UDFA  -HOU,Minors,,
2026,PIPE,13,22,,Jase Mitchell,C,6-3,205,L,R,2006-09-30,"Lewes,DE",Rk,,2026-2026,2025-  7- 216-HOU,Minors,,
2026,PIPE,13,23,,Cole Hertzler,P,6-4,235,R,R,2003-06-21,"Reading,PA",AA,,2022-2026,2024-  5- 163-HOU,Minors,,
2026,PIPE,13,24,,Jose Fleury,P,6-0,185,R,R,2002-03-08,"La Vega,DR",AAA,,2022-2026,,Free Agt,,
2026,PIPE,13,25,,Parker Smith,P,6-4,230,R,R,2003-03-05,"Houston,TX",A+,,2022-2026,2024-  4- 131-HOU,Minors,,
2026,PIPE,13,26,,Hudson Leach,P,6-3,211,R,R,2002-06-16,"Kansas City,MO",AAA,,2021-2026,2023-  UDFA  -HOU,Minors,,
2026,PIPE,13,27,,Caden Powell,3B-SS,6-3,200,R,R,2003-10-24,"Liberal,KS",A+,,2023-2026,2024-  6- 193-HOU,Minors,,
2026,PIPE,13,28,,Ramsey David,P,6-3,195,R,R,2001-02-08,"Atlanta,GA",AA,,2021-2026,2024- 10- 313-HOU,Minors,,
2026,PIPE,13,29,,Nick Potter,P,6-4,195,R,R,2004-02-11,"Blue Springs,MO",A,,2023-2026,2025-  5- 156-HOU,Minors,,
2026,PIPE,13,30,,Gabel Pentecost,P,6-3,200,R,R,2003-07-27,"Angola,IN",A,,2023-2026,2025-  6- 186-HOU,IL-7,,
2026,BA,14,1,11,Carter Jensen,C,6-0,210,L,R,2003-07-03,"Kansas City,MO",MLB,2025-2026,2021-2026,2021-  3-  78-KCA,Active,,
2026,BA,14,2,82,Kendry Chourio,P,6-0,160,R,R,2007-10-01,"Maracaibo,VZ",A+,,2025-2026,2025-  UDFA  -KCA,Minors,,
2026,BA,14,3,,David Shields,P,6-2,210,B,L,2006-09-09,"Pittsburgh,PA",A+,,2025-2026,2024-  2-  41-KCA,Minors,,
2026,BA,14,4,,Blake Mitchell,C,6-1,202,L,R,2004-08-03,"Clear Lake,TX",A+,,2023-2026,2023-  1-   8-KCA,Minors,,
2026,BA,14,5,,Josh Hammond,SS,6-1,210,R,R,2006-09-21,"Greensboro,NC",A,,2026-2026,2025-  1-  28-KCA,Minors,,
2026,BA,14,6,,Sean Gamble,OF,6-1,188,L,R,2006-07-06,"Des Moines,IA",A,,2026-2026,2025-  1-  23-KCA,Minors,,
2026,BA,14,7,,Ramon Ramirez,C,6-0,180,R,R,2005-06-15,"Porlamar,VZ",A+,,2023-2026,,IL-7,,
2026,BA,14,8,,Drew Beam,P,6-4,208,R,R,2003-02-14,"Nashville,TN",AA,,2022-2026,2024-  3-  76-KCA,Minors,,
2026,BA,14,9,,Luinder Avila,P,6-3,195,R,R,2001-08-21,"Caracas,VZ",MLB,2025-2026,2018-2026,2018-  UDFA  -KCA,IL-60,,
2026,BA,14,10,,Yandel Ricardo,SS,6-1,180,B,R,2006-10-16,"Ciego de Avila,CU",A,,2024-2026,,Minors,,
2026,BA,14,11,,Felix Arronde,P,6-3,185,R,R,2003-04-25,"Santa Clara,CU",AA,,2021-2026,,Minors,,
2026,BA,14,12,,Ben Kudrna,P,6-3,175,R,R,2003-01-30,"Shawnee Mission,KS",AAA,,2022-2026,2021-  2-  43-KCA,IL-7,,
2026,BA,14,13,,Carson Roccaforte,CF,5-11,195,L,L,2002-03-29,"Beaumont,TX",AA,,2021-2026,2023-  2-  66-KCA,Minors,,
2026,BA,14,14,,Steven Zobac,P,6-3,185,L,R,2000-10-14,"San Jose,CA",AA,,2020-2026,2022-  4- 115-KCA,Minors,,
2026,BA,14,15,,Michael Lombardi,SS,6-3,201,R,R,2003-09-20,"Norwalk,CT",A,,2023-2026,2025-  2-  61-KCA,Minors,,
