Rank,Name,Team,Pos,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,PullAir%,PullAir%_R,xBA,xBA_R,xSLG,xSLG_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
125,Jordan Groshans,KCR,SS,23.0,23.888,79.2,526,0.67,20.4,38.0,25.4,80.7,88.1,23.3,15.6,60.6,65.4,42.0,32.4,70.6,79.2,50.1,46.4,9.0,6.6,-22.8,81.5,25.022,79.2,87.377,80.1,20.713,81.0,109.4,51.2,101.0,17.1,32.6,25.7,1.9,19.0,11.1,16.1,0.232,41.1,0.319,16.2,1.98,8.9,0.0,9.0,0.0,9.0
126,Raynel Delgado,MIL,2B,23.0,23.488,84.7,384,0.7,26.3,38.0,25.4,41.3,38.5,25.7,19.7,44.0,42.5,34.8,20.8,42.6,37.6,49.6,45.2,63.4,62.9,-33.8,46.9,32.295,30.3,83.471,56.3,28.01,44.0,109.6,56.1,100.9,15.3,31.0,18.2,2.1,20.8,12.5,25.8,0.223,31.7,0.322,17.7,5.717,69.7,0.036,75.7,0.667,35.9
127,Cal Mitchell,0,LF,24.0,24.564,63.9,312,0.74,31.4,37.6,24.6,25.7,16.2,53.5,54.4,49.2,47.9,51.4,52.4,37.4,30.0,40.6,30.2,46.9,40.4,-49.7,13.5,30.583,39.4,81.322,40.1,29.485,35.8,107.7,26.9,104.2,62.1,45.2,83.3,4.8,56.9,19.5,70.0,0.245,58.3,0.382,54.0,4.256,39.1,0.019,51.8,0.75,52.4
128,Jair Camargo,ATL,C,23.0,24.249,71.9,367,0.79,35.0,37.5,24.0,7.9,3.1,87.9,95.7,42.4,41.4,65.2,79.5,25.2,14.1,26.5,10.8,29.2,23.1,-56.9,6.0,38.041,12.2,76.611,15.3,37.465,6.1,114.1,94.2,108.8,97.9,50.7,94.0,10.1,97.6,11.1,16.1,0.251,69.4,0.496,92.5,3.79,31.5,0.005,21.9,0.667,35.9
129,Shay Whitcomb,HOU,3B,24.0,25.005,55.0,389,0.72,29.0,35.8,23.4,10.6,4.0,78.8,84.9,42.1,40.7,60.4,70.2,26.4,15.9,33.7,17.4,48.4,43.7,-56.5,6.4,38.736,10.1,81.72,43.1,32.294,22.0,111.4,74.6,105.3,76.6,41.9,70.0,7.2,84.7,20.7,76.1,0.232,41.1,0.422,75.2,3.911,33.6,0.031,69.5,0.706,42.5
130,Joe Perez,CHW,3B,23.0,24.134,74.0,395,0.68,22.2,35.7,22.8,25.4,15.6,72.9,78.7,50.6,50.0,61.8,74.3,38.0,30.3,38.0,25.7,37.9,29.9,-45.8,17.6,32.299,30.0,80.328,31.8,28.955,37.9,113.2,87.9,106.8,89.9,44.5,81.0,5.8,69.1,13.8,33.6,0.251,69.4,0.411,71.1,4.804,48.6,0.008,31.7,0.6,29.6
131,Jhonkensy Noel,CLE,RF,21.0,22.209,94.8,584,0.73,30.2,35.3,22.2,21.2,11.6,72.6,78.3,29.3,23.2,50.9,51.4,25.2,14.1,22.3,6.0,16.4,15.0,-41.0,28.0,42.376,3.7,79.867,29.1,30.595,30.3,116.5,98.9,105.7,81.2,37.9,53.5,5.5,65.3,19.9,72.2,0.222,29.5,0.384,55.7,2.529,13.8,0.002,18.3,0.25,18.0
132,Angel Martínez,CLE,LF,21.0,21.673,97.9,150,0.7,26.3,35.0,21.6,31.0,24.5,30.3,25.7,42.4,41.4,36.4,22.6,36.7,28.7,40.4,29.3,47.9,42.5,-40.6,29.1,38.272,11.9,82.209,46.8,24.739,64.2,107.1,19.6,102.0,30.3,32.7,26.6,2.7,28.1,24.3,87.8,0.229,38.1,0.314,14.7,4.329,41.0,0.006,25.4,1.0,90.4
133,Ryan Vilade,CIN,RF,24.0,24.613,62.5,506,0.61,16.2,34.5,21.0,50.2,52.1,41.2,39.8,49.4,48.6,45.3,41.0,49.8,51.7,47.8,43.1,43.8,35.9,-37.6,36.7,27.098,66.4,82.287,47.7,25.599,59.6,111.9,79.1,104.8,70.0,39.2,59.5,2.2,22.3,12.2,22.8,0.24,51.2,0.338,25.5,4.957,53.2,0.014,42.2,0.636,31.1
134,Hudson Haskin,BAL,OF,24.0,24.747,60.2,93,0.71,27.8,34.0,20.4,9.9,3.7,41.1,39.1,22.3,15.6,31.7,16.2,16.1,5.7,39.8,28.1,87.3,95.2,-64.5,3.1,36.232,16.5,80.952,37.9,33.333,16.8,108.7,39.6,101.2,19.4,36.2,44.3,4.3,51.7,25.0,90.1,0.193,6.7,0.324,18.8,8.233,96.3,0.053,88.9,0.833,70.7
135,Jordy Barley,0,SS,23.0,23.825,81.0,57,0.8,36.5,33.6,19.8,6.2,1.2,18.4,10.4,3.7,1.2,11.0,0.9,5.0,0.9,31.9,15.6,85.7,93.4,-70.3,0.9,36.029,17.1,71.831,4.6,40.833,3.1,105.9,10.4,102.3,36.4,46.4,86.2,1.8,17.1,13.3,29.2,0.18,2.8,0.285,6.0,6.974,84.1,0.15,100.0,0.818,68.3
136,Thomas Saggese,STL,LF,21.0,21.473,99.1,63,0.56,12.0,33.5,19.2,38.0,33.8,24.0,16.7,72.0,77.1,48.0,44.3,55.0,58.7,58.2,64.1,64.6,65.0,-39.6,32.4,37.879,13.1,90.124,92.7,19.084,89.3,106.4,13.8,103.1,48.9,34.1,33.0,1.6,12.5,15.9,45.6,0.24,51.2,0.325,19.7,5.48,65.1,0.016,45.5,1.0,90.4
137,Julio Carreras,COL,SS,23.0,23.715,82.3,62,0.58,12.9,32.8,18.6,62.5,67.0,31.5,28.7,36.6,32.9,34.0,19.7,49.6,51.4,42.1,33.8,27.2,21.6,-29.1,61.8,28.188,58.7,79.71,28.4,23.423,70.0,106.9,18.0,102.7,43.0,31.6,19.6,3.2,36.9,10.5,13.1,0.234,44.8,0.346,32.3,2.783,16.2,0.016,45.5,0.333,19.2
138,George Valera,CLE,LF,22.0,22.877,91.4,311,0.54,9.9,31.5,18.0,49.0,49.8,64.0,67.1,20.4,12.4,42.2,33.0,34.7,27.5,29.9,13.2,20.2,18.0,-38.8,34.6,21.583,93.6,75.55,11.3,33.074,18.0,109.1,45.1,105.1,73.9,49.4,91.9,6.4,78.0,14.4,37.9,0.222,29.5,0.393,59.5,3.049,21.4,0.003,19.5,0.333,19.2
139,Moisés Gómez,SDP,OF,24.0,25.092,52.9,564,0.69,24.3,31.4,17.4,6.7,1.5,79.0,85.5,13.2,8.9,46.1,42.5,10.0,3.1,23.3,7.2,49.9,48.5,-57.4,5.2,39.399,7.6,74.326,8.9,36.134,9.2,112.6,83.2,104.9,71.3,42.6,72.8,7.1,83.3,25.9,93.0,0.212,17.4,0.407,68.0,4.879,50.5,0.009,34.4,0.833,70.7
140,Jesús Bastidas,ATL,SS,24.0,25.043,53.8,383,0.66,18.6,31.3,16.8,25.5,15.9,31.7,29.5,59.2,62.5,45.4,41.3,42.4,37.3,49.0,44.3,62.4,61.4,-42.9,23.9,37.116,14.7,86.374,75.2,27.845,45.6,107.0,18.8,101.3,21.1,27.1,8.7,2.9,31.8,19.4,68.8,0.233,43.1,0.347,33.3,5.661,68.8,0.029,66.2,0.733,47.0
141,Livan Soto,BAL,SS,23.0,23.272,88.4,342,0.67,20.4,31.2,16.2,59.4,62.7,12.9,3.4,29.5,23.9,21.2,4.6,44.4,40.8,34.2,19.2,13.8,13.8,-35.7,40.4,22.66,89.6,82.569,49.8,25.323,61.8,102.9,2.1,98.0,3.2,21.8,3.1,1.8,17.1,16.8,50.3,0.198,9.2,0.278,4.6,3.041,21.1,0.0,9.0,0.0,9.0
142,Carlos Narváez,BOS,C,24.0,24.843,58.4,357,0.61,16.2,29.8,15.6,38.8,35.2,35.8,35.2,31.5,26.3,33.6,18.3,35.2,27.8,37.4,24.6,41.8,34.1,-35.6,40.8,30.894,38.2,81.623,42.2,29.781,34.9,108.0,30.4,102.3,36.4,37.7,52.6,3.6,42.0,14.2,36.1,0.215,20.8,0.342,28.6,3.224,23.5,0.014,42.2,0.833,70.7
143,Niko Kavadas,LAA,1B,24.0,24.925,56.6,187,0.61,16.2,29.4,15.0,36.5,31.2,78.0,83.5,11.3,6.4,44.6,38.8,23.9,12.7,18.4,4.2,7.5,3.6,-47.7,15.3,22.091,92.0,74.737,9.5,37.417,6.4,113.2,87.9,104.7,68.7,51.1,95.3,6.4,78.0,22.7,82.4,0.206,13.1,0.424,76.0,1.565,5.2,0.0,9.0,0.0,9.0
144,Will Wilson,CLE,3B,24.0,25.194,50.5,333,0.68,22.2,29.3,14.4,28.4,20.5,47.6,48.0,30.2,24.9,38.9,26.5,29.3,20.5,28.5,12.0,26.9,21.0,-41.7,26.6,31.988,32.7,80.402,33.2,31.29,26.6,108.3,34.4,102.4,38.7,41.2,67.1,4.5,53.8,17.5,57.5,0.221,27.2,0.379,51.2,3.16,22.6,0.006,25.4,0.667,35.9
145,Adam Hackenberg,CHW,C,23.0,24.06,74.9,125,0.6,14.7,29.2,13.8,33.8,27.8,26.2,20.8,59.5,63.5,42.8,33.5,46.6,45.9,44.6,38.9,40.4,32.3,-39.2,33.2,32.576,28.7,82.237,47.4,28.151,43.1,105.7,8.7,100.1,8.1,30.1,15.3,3.2,36.9,13.3,29.2,0.253,71.6,0.354,36.9,2.842,16.8,0.008,31.7,1.0,90.4
146,Yunior Severino,0,1B,23.0,23.992,75.8,152,0.67,20.4,28.8,13.2,16.2,8.6,81.2,88.4,5.6,2.4,43.4,35.5,10.9,3.4,12.8,2.4,16.6,15.6,-62.5,3.7,29.855,45.9,66.842,1.2,40.956,2.8,113.1,87.3,104.1,60.6,36.7,47.6,7.9,90.5,24.1,86.9,0.199,9.9,0.422,75.2,3.589,28.1,0.0,9.0,0.0,9.0
147,Marco Luciano,SFG,SS,21.0,22.053,96.0,77,0.44,5.7,27.7,12.6,30.2,23.5,86.0,95.1,30.2,24.9,58.1,67.3,30.2,21.9,22.5,6.6,7.2,2.4,-57.2,5.5,22.778,88.7,65.625,0.3,39.416,4.3,111.8,77.7,109.4,99.1,50.0,93.3,7.8,89.8,20.5,74.6,0.246,60.2,0.435,80.3,1.393,4.6,0.0,9.0,0.0,9.0
148,Leo Jiménez,TOR,3B,22.0,22.371,94.5,77,0.24,3.0,27.3,12.0,69.8,74.9,16.1,6.7,47.2,45.0,31.6,15.9,58.5,63.3,41.9,32.9,8.6,5.4,-27.3,63.9,26.59,69.4,88.889,90.2,19.853,85.3,109.9,61.5,101.4,22.5,34.0,32.3,0.0,1.8,8.3,6.4,0.187,4.3,0.231,1.5,1.899,8.0,0.0,9.0,0.0,9.0
149,Korey Lee,CHW,C,24.0,25.183,50.8,357,0.6,14.7,26.6,11.1,15.0,7.3,55.5,55.7,25.6,18.0,40.6,30.0,20.3,8.3,29.8,12.6,48.7,45.5,-48.8,14.4,36.35,15.9,76.376,14.1,33.723,15.0,111.0,71.3,104.9,71.3,42.4,72.2,3.9,46.9,18.6,65.1,0.228,37.0,0.355,37.9,2.962,19.3,0.036,75.7,0.765,57.8
150,Patrick Bailey,SFG,C,24.0,24.339,69.4,59,0.55,11.1,26.6,11.1,35.0,29.4,31.7,29.5,11.8,7.8,21.8,5.2,23.4,11.3,32.1,16.2,49.5,47.6,-38.9,34.1,33.077,26.9,78.873,22.9,27.193,49.2,108.8,40.8,100.9,15.3,33.3,29.7,3.4,39.3,16.2,47.6,0.157,0.6,0.322,17.7,3.293,24.5,0.017,48.8,1.0,90.4
151,Brennen Davis,NYY,CF,23.0,23.91,78.4,257,0.45,6.6,26.4,10.2,34.2,28.4,32.1,30.7,12.8,8.6,22.5,5.7,23.5,11.8,35.9,22.2,60.6,59.3,-36.6,38.8,33.028,27.2,77.273,17.1,30.196,33.0,109.6,56.1,104.2,62.1,35.4,39.8,1.6,12.5,18.3,62.7,0.196,8.4,0.272,3.7,4.973,53.8,0.035,74.3,0.75,52.4
152,Malcom Nuñez,PIT,1B,22.0,22.56,93.1,269,0.54,9.9,26.3,9.6,26.8,18.5,55.7,56.3,54.8,54.4,55.2,61.6,40.8,34.4,30.3,13.8,9.2,7.8,-40.9,28.4,34.66,20.5,82.759,51.4,30.26,32.4,110.9,70.6,104.4,64.7,37.3,50.2,4.8,56.9,9.4,9.0,0.245,58.3,0.386,56.3,2.105,9.5,0.0,9.0,0.0,9.0
153,Justice Bigbie,DET,OF,24.0,24.682,60.6,58,0.59,13.8,24.5,9.0,20.3,11.0,60.0,63.0,44.7,42.8,52.4,56.3,32.5,25.1,23.7,8.4,6.2,1.2,-43.2,22.3,41.129,4.9,82.54,49.5,28.947,38.5,109.4,51.2,106.0,83.5,48.6,91.0,6.9,81.2,2.7,0.6,0.231,39.9,0.357,39.0,0.907,2.1,0.0,9.0,0.0,9.0
154,Joey Loperfido,TOR,LF,24.0,24.389,67.9,137,0.55,11.1,24.3,8.4,15.5,7.6,37.7,36.4,26.8,18.8,32.2,16.8,21.2,9.5,31.6,15.0,52.5,51.2,-53.9,8.4,33.445,25.1,80.38,32.7,32.946,19.0,107.6,26.0,102.3,36.4,41.9,70.0,3.6,42.0,12.0,21.6,0.215,20.8,0.376,49.5,3.895,33.3,0.029,66.2,0.8,64.1
155,Mason Martin,0,1B,24.0,24.329,69.7,100,0.46,7.5,24.0,7.8,23.6,14.1,67.1,70.3,13.3,9.3,40.2,28.1,18.5,7.0,19.6,5.4,22.0,20.4,-53.0,9.3,27.753,62.1,66.087,0.6,42.135,1.8,112.8,84.6,103.1,48.9,35.0,36.7,6.0,74.0,21.7,79.7,0.22,26.0,0.377,50.3,4.352,41.4,0.0,9.0,0.0,9.0
156,Sebastián Rivero,LAA,C,24.0,24.871,57.5,213,0.58,12.9,23.8,7.2,35.5,30.1,25.9,20.2,50.6,50.0,38.2,25.1,43.0,38.7,32.4,16.8,11.2,12.0,-35.2,42.4,41.108,5.2,86.8,77.1,24.766,63.9,107.1,19.6,100.6,13.3,25.5,7.3,2.3,23.9,25.5,91.7,0.218,24.2,0.307,13.1,2.579,14.4,0.0,9.0,0.0,9.0
157,Nick Pratto,KCR,1B,24.0,24.983,56.0,128,0.49,8.4,23.4,6.6,36.8,31.8,32.1,30.7,50.8,50.8,41.4,31.3,43.8,40.1,34.1,18.6,14.7,14.4,-47.6,15.6,28.614,54.4,88.435,88.1,24.793,63.6,106.1,11.3,101.2,19.4,27.6,10.9,3.1,34.9,23.7,85.5,0.207,13.5,0.343,29.8,3.221,23.2,0.0,9.0,0.0,9.0
158,Adrian Del Castillo,ARI,DH,23.0,24.008,75.5,159,0.53,9.0,22.4,6.0,37.3,32.9,29.5,25.1,21.4,13.1,25.4,7.6,29.4,20.9,23.8,9.0,12.7,13.2,-45.2,19.0,26.684,68.5,80.208,31.3,29.152,36.1,108.3,34.4,103.4,52.3,37.6,52.3,1.9,19.0,17.2,54.6,0.201,11.5,0.3,10.4,2.941,18.3,0.0,9.0,0.0,9.0
159,Dillon Dingler,DET,C,24.0,25.035,54.3,109,0.4,4.5,22.2,5.1,19.9,10.4,64.0,67.1,38.8,36.1,51.4,52.4,29.4,20.9,26.7,11.4,21.3,19.2,-55.1,7.3,31.111,36.7,84.507,61.8,31.604,26.0,108.5,36.5,104.4,64.7,47.0,87.3,7.3,86.5,6.9,4.0,0.211,15.9,0.426,77.2,4.268,39.8,0.0,9.0,0.0,9.0
160,Noah Campbell,0,2B,24.0,24.318,70.6,90,0.44,5.7,22.2,5.1,49.5,51.5,25.3,18.0,19.6,11.6,22.5,5.7,34.6,26.9,25.6,10.2,7.6,4.2,-42.1,25.7,21.795,93.3,80.672,36.1,28.105,43.4,108.6,37.9,101.7,25.4,19.7,1.8,2.2,22.3,18.0,61.5,0.181,3.1,0.255,1.8,1.575,5.5,0.0,9.0,0.0,9.0
161,Onix Vega,NYM,C,24.0,25.062,53.5,62,0.2,1.5,21.6,4.2,58.4,61.5,7.3,1.5,53.8,53.7,30.6,13.5,56.1,59.6,40.9,31.1,10.4,10.2,-25.7,70.3,33.6,24.5,86.885,78.0,21.359,79.7,101.1,0.3,97.3,1.7,23.3,5.5,1.6,12.5,11.4,17.7,0.222,29.5,0.277,4.0,2.474,12.5,0.0,9.0,0.0,9.0
162,Ricardo Genovés,0,C,24.0,24.381,68.2,287,0.46,7.5,20.8,3.6,34.9,29.1,29.8,25.4,27.1,19.6,28.4,11.0,31.0,23.5,23.6,7.8,8.8,6.0,-44.2,21.4,28.099,59.3,82.012,44.3,30.321,32.1,107.3,22.2,102.0,30.3,33.9,31.7,2.8,29.8,21.6,79.2,0.199,9.9,0.301,10.9,1.951,8.6,0.0,9.0,0.0,9.0
163,Diego Infante,0,OF,23.0,23.94,77.7,96,0.14,0.6,16.0,3.0,3.2,0.3,25.6,19.3,6.1,2.9,15.8,2.4,4.6,0.6,23.9,9.6,62.3,60.5,-69.9,1.5,41.398,4.3,72.8,7.0,37.624,5.8,109.2,48.0,101.7,25.4,35.1,37.2,3.1,34.9,1.8,0.3,0.19,5.2,0.262,2.9,4.915,51.7,0.021,54.2,1.0,90.4
164,Rodolfo Castro,PHI,SS,24.0,24.361,68.7,57,0.39,3.6,12.5,2.4,6.9,2.1,33.1,32.4,9.6,4.6,21.4,4.9,8.2,2.1,8.8,1.2,9.9,9.0,-68.3,2.1,37.748,14.1,72.727,6.7,36.585,8.0,105.9,10.4,102.3,36.4,40.6,65.0,3.5,40.2,25.0,90.1,0.204,12.5,0.294,8.3,2.359,11.3,0.0,9.0,0.0,9.0
165,Miguel Hernandez,0,2B,24.0,24.465,66.1,55,0.4,4.5,12.1,1.8,7.4,2.8,14.2,5.2,37.3,33.9,25.8,9.0,22.3,10.4,18.3,3.6,10.2,9.6,-60.0,4.6,42.453,3.4,76.389,14.4,32.479,20.5,105.5,7.6,101.6,23.9,40.0,62.5,1.8,17.1,5.6,2.4,0.246,60.2,0.303,11.8,2.435,11.9,0.0,9.0,0.0,9.0
166,Marcos Gonzalez,0,SS,23.0,23.967,76.8,56,0.2,1.5,10.2,1.2,11.3,4.3,10.5,2.4,7.5,3.7,9.0,0.6,9.4,2.8,10.1,1.8,11.6,12.6,-50.0,12.8,39.286,8.3,76.471,14.7,34.906,12.2,105.5,7.6,101.2,19.4,40.0,62.5,0.0,1.8,16.7,49.4,0.156,0.3,0.203,0.6,2.643,15.6,0.0,9.0,0.0,9.0
167,Roberto Alvarez,0,C,23.0,24.175,73.1,65,0.21,2.4,8.5,0.6,8.4,3.4,6.0,0.9,4.9,1.5,5.4,0.3,6.6,1.8,6.9,0.6,7.4,3.0,-53.9,8.4,39.844,7.0,72.603,6.4,35.484,10.7,105.8,9.5,98.1,3.7,28.9,13.3,0.0,1.8,13.3,29.2,0.182,3.4,0.222,0.9,1.471,4.9,0.0,9.0,0.0,9.0
168,Ryan Ward,LAD,LF,25.0,25.599,37.9,613,,,,,27.6,19.6,74.7,79.4,35.7,31.7,55.2,61.6,31.6,24.2,,,,,-40.4,29.4,34.311,22.3,80.08,30.3,30.51,30.9,109.2,48.0,105.1,73.9,46.8,86.7,7.8,89.8,18.0,61.5,0.232,41.1,0.43,78.3,6.122,75.2,,,,
169,Blaine Crim,COL,1B,26.0,26.286,17.4,580,,,,,70.2,75.7,79.0,85.5,77.2,82.3,78.1,94.5,73.7,84.7,,,,,-24.9,74.6,27.994,59.9,85.962,71.9,22.435,74.6,113.3,88.8,105.9,82.7,43.3,76.8,5.9,71.4,20.6,75.7,0.27,82.4,0.439,82.1,4.102,36.7,,,,
170,Rafael Lantigua,PHI,2B,25.0,25.424,42.5,574,,,,,81.8,89.6,24.0,16.7,58.1,61.5,41.0,30.6,70.0,77.7,,,,,-19.5,88.4,22.965,87.5,81.548,41.9,25.953,56.9,103.9,4.3,100.3,10.6,33.1,28.3,2.3,23.9,16.3,48.0,0.257,74.3,0.36,40.8,4.93,52.6,,,,
171,Pedro León,HOU,RF,25.0,25.342,45.7,555,,,,,23.0,13.0,69.3,72.8,33.1,27.8,51.2,51.8,28.0,18.0,,,,,-45.6,18.0,31.955,33.3,83.136,54.7,32.607,19.9,113.7,91.6,106.1,84.9,37.8,52.9,5.0,59.6,21.8,80.1,0.201,11.5,0.372,47.9,5.772,70.9,,,,
172,Diego Castillo,KCR,SS,25.0,25.922,27.8,553,,,,,91.9,97.6,14.6,6.0,79.8,85.2,47.2,43.4,85.8,95.1,,,,,-10.8,96.0,23.672,84.7,87.5,80.7,18.095,92.4,106.4,13.8,100.2,9.2,30.1,15.3,1.3,7.6,10.3,12.4,0.263,78.9,0.347,33.3,4.166,37.9,,,,
173,Ruben Cardenas,0,OF,25.0,25.971,27.2,549,,,,,27.7,19.9,68.1,71.3,30.8,25.5,49.4,46.8,29.2,20.0,,,,,-41.7,26.6,32.714,28.1,79.499,27.2,30.651,29.7,110.1,63.9,103.0,46.8,32.7,26.6,6.0,74.0,28.3,96.3,0.226,34.4,0.404,66.2,4.247,38.8,,,,
174,Devin Mann,SFG,3B,26.0,26.631,7.0,549,,,,,49.5,51.5,49.6,50.3,45.8,43.3,47.7,43.7,47.6,46.8,,,,,-40.0,30.7,24.444,82.3,84.546,62.1,27.691,47.1,108.1,31.8,102.2,34.3,35.2,38.2,4.4,52.9,29.2,97.7,0.222,29.5,0.373,48.5,3.307,24.8,,,,
175,Davis Wendzel,CIN,3B,26.0,26.355,14.5,544,,,,,55.7,58.1,56.6,57.2,33.6,28.7,45.1,40.2,44.7,41.3,,,,,-33.6,47.6,25.796,75.2,82.323,48.3,27.778,46.5,108.7,39.6,103.6,54.1,36.0,42.5,5.0,59.6,28.0,95.4,0.213,18.8,0.374,48.9,2.635,15.3,,,,
176,Braden Shewmake,NYY,SS,25.0,25.862,30.3,526,,,,,35.5,30.1,45.8,44.6,30.0,24.5,37.9,24.6,32.8,25.4,,,,,-32.2,51.7,40.607,6.1,79.511,27.5,28.718,39.1,108.6,37.9,101.8,27.4,34.8,35.3,4.8,56.9,20.5,74.6,0.224,32.4,0.351,35.2,7.765,92.7,,,,
177,Jerar Encarnacion,SFG,RF,25.0,25.938,27.5,512,,,,,13.8,6.4,81.5,89.0,10.5,5.5,46.0,42.2,12.2,3.7,,,,,-63.7,3.4,30.757,38.8,67.233,2.1,41.607,2.4,113.9,92.7,107.8,95.1,53.8,96.9,7.8,89.8,9.3,8.4,0.213,18.8,0.438,81.7,3.592,28.4,,,,
178,Aaron Schunk,COL,SS,26.0,26.185,20.5,505,,,,,23.5,13.8,38.5,36.7,62.2,67.6,50.4,49.7,42.8,38.1,,,,,-40.3,29.7,44.383,1.5,83.243,55.0,28.447,41.0,109.5,53.7,101.8,27.4,31.7,20.0,2.8,29.8,17.9,60.2,0.251,69.4,0.358,39.8,5.827,71.6,,,,
179,Kameron Misner,TBR,CF,25.0,25.722,33.9,504,,,,,26.7,17.9,68.5,72.2,5.5,2.0,37.0,23.9,16.1,5.7,,,,,-54.7,8.0,26.094,72.5,70.519,3.4,39.135,4.6,109.5,53.7,104.6,67.4,47.4,88.4,6.3,76.3,24.2,87.3,0.195,7.6,0.392,58.9,7.465,89.9,,,,
180,Peyton Burdick,0,CF,26.0,26.59,9.3,491,,,,,17.4,9.2,81.4,88.7,8.5,4.0,45.0,39.8,13.0,4.1,,,,,-61.4,4.0,29.636,48.0,70.365,3.1,37.805,5.2,116.2,98.5,107.0,91.0,47.7,89.0,6.7,80.1,21.0,76.9,0.208,13.9,0.399,62.7,5.554,66.4,,,,
181,Lewin Díaz,0,1B,26.0,26.861,1.5,482,,,,,61.5,65.6,69.8,74.2,57.8,60.7,63.8,77.4,59.6,65.0,,,,,-27.2,64.7,29.322,49.5,85.062,66.1,23.169,71.6,111.5,75.5,104.2,62.1,38.9,57.0,5.6,66.7,29.0,97.1,0.239,49.5,0.4,63.6,2.612,15.0,,,,
182,Sandro Fabian,0,RF,25.0,25.569,39.1,482,,,,,53.4,56.3,64.4,67.6,75.6,81.0,70.0,86.2,64.5,71.1,,,,,-25.0,73.7,43.205,3.1,88.448,88.4,21.571,78.0,113.5,90.5,104.1,60.6,36.4,45.7,4.8,56.9,21.0,76.9,0.247,62.7,0.381,52.6,4.89,50.8,,,,
183,Daniel Schneemann,CLE,CF,26.0,26.683,5.5,480,,,,,56.4,59.2,33.8,33.3,39.0,36.4,36.4,22.6,47.7,47.2,,,,,-29.3,61.2,28.402,56.9,80.736,37.0,28.056,43.7,109.8,59.8,101.7,25.4,32.7,26.6,3.1,34.9,9.9,11.3,0.232,41.1,0.342,28.6,5.214,58.9,,,,
184,Estevan Florial,0,LF,25.0,25.845,30.9,479,,,,,31.1,24.8,85.8,94.8,40.0,37.6,62.9,75.2,35.6,28.1,,,,,-47.0,16.2,26.545,69.7,76.307,13.8,35.551,10.4,111.4,74.6,106.1,84.9,44.6,81.3,8.8,94.2,18.8,65.7,0.249,66.2,0.494,91.4,6.856,82.3,,,,
185,Spencer Horwitz,PIT,1B,25.0,25.875,30.0,478,,,,,84.3,93.6,57.8,59.2,82.2,89.3,70.0,86.2,83.2,93.9,,,,,-14.5,93.9,27.337,65.1,87.845,85.0,19.109,89.0,111.3,73.7,102.8,43.9,40.2,63.8,4.8,56.9,11.7,19.4,0.265,79.5,0.428,77.7,3.81,31.8,,,,
186,Niko Hulsizer,0,OF,26.0,26.658,6.4,472,,,,,28.9,21.7,75.5,79.8,5.5,2.0,40.5,29.7,17.2,6.3,,,,,-51.6,10.6,25.573,76.5,71.8,4.3,40.651,3.4,114.8,96.9,106.5,87.2,36.3,45.1,5.9,71.4,25.4,91.1,0.193,6.7,0.369,46.0,4.438,42.8,,,,
187,Michael Busch,CHC,1B,25.0,25.889,28.6,467,,,,,82.5,90.8,83.6,91.7,86.1,93.0,84.8,99.1,84.3,94.5,,,,,-24.1,78.7,22.679,89.3,87.611,82.0,20.449,82.0,111.5,75.5,104.8,70.0,43.8,78.3,8.1,91.4,19.0,67.0,0.283,90.2,0.544,97.2,5.302,61.5,,,,
188,Trey Cabbage,0,3B,26.0,26.409,12.2,466,,,,,11.4,4.7,91.8,97.9,56.8,58.0,74.3,91.4,34.1,26.0,,,,,-51.6,10.6,37.908,12.8,80.431,33.9,35.189,11.3,116.5,98.9,109.5,99.4,51.1,95.3,9.9,97.2,14.9,39.8,0.266,79.8,0.523,95.7,7.402,89.3,,,,
189,Micah Pries,0,1B,25.0,25.588,38.2,464,,,,,45.9,45.9,48.7,48.6,60.3,64.5,54.5,59.6,53.1,56.0,,,,,-33.5,48.0,31.109,37.0,87.113,79.5,26.287,54.1,110.1,63.9,102.8,43.9,34.7,34.9,3.7,44.2,17.8,58.9,0.232,41.1,0.366,43.0,4.717,47.7,,,,
190,David Hamilton,BOS,3B,26.0,26.001,26.3,462,,,,,63.3,67.7,49.9,50.8,61.8,67.0,55.8,62.7,62.6,69.3,,,,,-31.8,52.6,25.848,74.0,86.992,78.9,22.481,74.0,110.9,70.6,101.8,27.4,32.5,24.8,4.3,51.7,17.8,58.9,0.234,44.8,0.368,44.8,7.864,94.8,,,,
191,Richie Palacios,TBR,2B,26.0,26.374,13.8,458,,,,,86.8,95.4,25.4,18.5,80.1,86.7,52.8,57.5,83.4,94.2,,,,,-10.7,96.3,26.61,69.1,86.879,77.7,19.053,89.6,108.7,39.6,101.0,17.1,32.2,23.7,1.7,14.8,10.9,14.4,0.27,82.4,0.368,44.8,3.555,27.8,,,,
