Season,team,PA_home,PA_road,xwOBA_home,xwOBA_road,PF_xwOBA,K_pct_home,K_pct_road,PF_K
2024,SYR,2608,2831,0.3066626474212509,0.31868533232607205,96.2,0.21625766871165644,0.203108442246556,106.5
2024,LOU,2642,2766,0.30175843776048944,0.31693295326612125,95.2,0.24375473126419378,0.20462762111352134,119.1
2024,ABQ,2831,3069,0.3047877266341883,0.32749232559636715,93.1,0.23277993641822678,0.18670576735092864,124.7
2024,SL,2697,2898,0.29020850317274555,0.31346159796613465,92.6,0.2347052280311457,0.1956521739130435,120.0
2024,LHV,2531,2735,0.30351427572161654,0.3298835334235362,92.0,0.24693796918214145,0.226691042047532,108.9
2025,DUR,2625,2691,0.3023527895378121,0.2728584812460614,110.8,0.248,0.27499070977331846,90.2
2025,TAC,2795,2830,0.32143729795490783,0.29301909840227774,109.7,0.19499105545617174,0.21554770318021202,90.5
2025,SWB,2728,2731,0.324127094762543,0.2962577836972175,109.4,0.2118768328445748,0.2343463932625412,90.4
2025,IOW,2757,2845,0.3146285330419705,0.28899679333024736,108.9,0.21835328255350017,0.2586994727592267,84.4
2025,NAS,2565,2616,0.30664076823614056,0.28152579937291417,108.9,0.23391812865497075,0.2519113149847095,92.9
2025,SYR,2629,2701,0.3083520062459058,0.290250272531049,106.2,0.201217192848992,0.23361717882265828,86.1
2025,SUG,2490,2622,0.32833212016426694,0.31164974692610886,105.4,0.2497991967871486,0.2379862700228833,105.0
2025,TOL,2502,2542,0.3100957068673686,0.29478531460622764,105.2,0.2777777777777778,0.27773406766325726,100.0
2025,LV,2814,2795,0.3115947190064066,0.29781794878665624,104.6,0.20113717128642503,0.23005366726296958,87.4
2025,OKC,2770,2896,0.32606033671363976,0.31398283021986706,103.8,0.21155234657039712,0.2244475138121547,94.3
2025,ABQ,2756,2861,0.314848708977127,0.30527145305017056,103.1,0.20174165457184326,0.19818245368752185,101.8
2025,JAX,2594,2700,0.2967956809302882,0.28775527788711935,103.1,0.23862760215882806,0.24333333333333335,98.1
2025,BUF,2644,2758,0.3098813949059895,0.301283614103766,102.9,0.22087745839636913,0.233502538071066,94.6
2025,NOR,2540,2721,0.3117562920064171,0.3035385808056007,102.7,0.23937007874015748,0.21205439176773244,112.9
2025,ELP,2773,2946,0.3195776234146957,0.3134379342659494,102.0,0.18752253876667868,0.19382213170400542,96.7
2025,WOR,2616,2747,0.3106338079448406,0.30447612850357725,102.0,0.24388379204892965,0.25409537677466326,96.0
2025,STP,2708,2866,0.31313871030004337,0.31039722457916297,100.9,0.25738552437223045,0.23098394975575715,111.4
2025,LHV,2532,2649,0.3178165347362851,0.3164048766220639,100.4,0.2207740916271722,0.23782559456398641,92.8
2025,IND,2640,2739,0.29434541271881637,0.2935253705823302,100.3,0.2178030303030303,0.2566630156991603,84.9
2025,CLT,2626,2785,0.30956859665520275,0.31487100210164,98.3,0.2402894135567403,0.19964093357271095,120.4
2025,LOU,2605,2751,0.31296732371973585,0.3197251800185293,97.9,0.2287907869481766,0.1984732824427481,115.3
2025,GWN,2498,2648,0.29002868933136466,0.2975390435463508,97.5,0.20376301040832667,0.22658610271903323,89.9
2025,OMA,2607,2823,0.3033913066531821,0.3125218953859046,97.1,0.24319140774836978,0.21076868579525326,115.4
2025,SAC,2668,2824,0.29648023252953365,0.30755795031693045,96.4,0.2485007496251874,0.2507082152974504,99.1
2025,COL,2540,2668,0.3049469006213298,0.3183411614624614,95.8,0.23622047244094488,0.2312593703148426,102.1
2025,MEM,2605,2724,0.29286583703248914,0.30638740269252057,95.6,0.18349328214971208,0.21145374449339208,86.8
2025,RR,2661,2804,0.28873308652771196,0.3036522148669482,95.1,0.22998872604284104,0.22860199714693294,100.6
2025,RNO,2895,3095,0.31667972459370186,0.33355467968066993,94.9,0.2075993091537133,0.18739903069466882,110.8
2025,SL,2848,3087,0.2990289641342654,0.31923552134693545,93.7,0.25,0.20699708454810495,120.8
2025,ROC,2689,2927,0.30343219632262575,0.33326410226772524,91.0,0.2413536630717739,0.20635462931329004,117.0
