Rank,Name,Team,Pos,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,PullAir%,PullAir%_R,xBA,xBA_R,xSLG,xSLG_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
192,David Villar,0,1B,27,27.674,3.7,480,,,,,52.5,55.1,52.0,52.1,22.8,18.1,37.4,25.1,37.6,31.6,,,,,-39.5,43.1,23.541,80.1,76.774,18.9,29.953,34.5,106.6,18.0,102.1,36.6,40.0,63.0,5.0,68.0,19.3,68.0,0.211,26.8,0.369,58.9,2.738,16.9,,,,
193,Shay Whitcomb,HOU,3B,26,26.007,41.9,480,,,,,56.3,60.0,84.3,91.3,77.4,82.4,80.8,95.8,66.8,73.6,,,,,-28.8,69.6,30.319,40.7,84.685,70.2,28.118,46.4,111.4,80.8,106.3,89.1,43.5,80.0,5.8,79.4,24.9,90.6,0.261,84.5,0.447,88.6,5.815,67.2,,,,
194,Tristin English,ARI,OF,27,27.381,9.4,478,,,,,44.6,43.2,54.3,55.0,57.7,58.6,56.0,61.5,51.2,52.7,,,,,-33.1,58.3,41.54,2.7,82.672,56.3,23.479,73.4,109.6,56.9,103.6,57.4,37.5,52.9,4.2,54.3,12.9,29.3,0.236,59.1,0.374,61.8,4.159,37.7,,,,
195,Sam Huff,SFG,C,26,26.71,25.4,477,,,,,11.3,4.1,67.0,72.5,33.0,28.8,50.0,47.8,22.2,11.7,,,,,-54.6,10.9,37.796,7.9,80.454,37.7,33.511,17.5,114.8,95.9,106.2,87.6,41.3,70.3,4.2,54.3,17.5,57.6,0.212,28.2,0.357,51.0,1.71,6.9,,,,
196,Darren Baker,0,2B,25,25.634,48.5,471,,,,,67.3,73.9,10.1,4.7,72.4,76.6,41.2,32.6,69.8,77.3,,,,,-29.7,67.4,27.462,55.3,84.058,65.0,20.299,84.9,105.4,11.7,98.9,7.9,26.9,13.6,0.2,6.5,4.6,1.2,0.255,79.8,0.307,21.3,7.095,86.1,,,,
197,Diego Castillo,KCR,SS,26,26.924,20.4,470,,,,,85.6,93.8,37.1,33.0,69.6,73.3,53.4,55.0,77.6,86.2,,,,,-16.4,94.4,25.389,68.7,87.5,84.7,19.336,89.1,110.2,67.7,101.3,24.6,30.9,25.7,2.3,28.4,15.6,45.4,0.233,54.5,0.328,33.5,1.304,4.7,,,,
198,Cal Mitchell,0,LF,25,25.566,50.9,468,,,,,71.4,78.2,65.6,70.0,69.5,73.0,67.6,81.3,70.4,78.8,,,,,-28.8,69.6,24.038,77.7,82.474,55.7,24.723,66.5,106.9,21.6,102.9,48.1,42.6,76.1,6.0,80.8,19.7,69.2,0.26,83.3,0.45,90.3,4.838,49.9,,,,
199,Buddy Kennedy,TOR,1B,25,25.988,42.1,462,,,,,84.1,92.1,45.8,43.7,75.6,80.1,60.7,70.0,79.8,89.6,,,,,-23.6,84.0,22.737,84.1,87.218,83.4,20.458,84.6,109.1,47.8,102.8,46.7,39.0,60.8,2.8,33.7,20.3,71.5,0.244,67.7,0.359,51.7,3.536,27.3,,,,
200,Will Robertson,PIT,LF,26,26.762,23.1,462,,,,,18.5,11.3,71.8,77.3,29.0,24.1,50.4,48.6,23.8,13.2,,,,,-52.4,13.6,31.688,32.0,74.248,10.2,35.909,10.7,112.8,90.2,106.9,92.9,47.1,90.9,4.5,59.3,17.6,58.4,0.229,47.9,0.383,65.8,3.791,30.8,,,,
201,Oscar Colás,LAA,RF,26,26.037,41.3,459,,,,,45.8,45.4,56.8,58.1,44.4,42.3,50.6,49.3,45.1,42.4,,,,,-36.4,50.4,31.434,33.5,81.883,50.1,27.18,52.6,111.5,81.5,105.3,80.4,42.3,74.7,3.7,46.8,15.6,45.4,0.222,38.7,0.333,37.6,5.507,62.3,,,,
202,Drew Waters,KCR,LF,25,25.752,46.9,457,,,,,36.2,31.3,70.7,76.4,47.2,47.8,59.0,66.0,41.7,39.2,,,,,-41.4,36.7,30.435,39.5,79.208,30.0,30.871,29.8,110.5,71.8,104.6,72.8,38.9,60.3,5.3,73.0,17.3,56.2,0.241,64.5,0.394,71.0,7.168,86.6,,,,
203,Nate Eaton,BOS,OF,27,27.773,2.5,457,,,,,37.7,32.8,46.3,44.9,47.4,48.3,46.8,43.3,42.6,40.2,,,,,-41.3,37.0,33.698,23.1,84.572,70.0,25.296,61.5,107.9,32.0,101.7,30.4,32.6,31.4,4.2,54.3,25.7,92.1,0.209,24.8,0.331,36.0,6.594,79.2,,,,
204,Luke Waddell,ATL,SS,26,26.218,36.7,456,,,,,82.9,90.8,19.3,12.7,72.4,76.6,45.8,40.8,77.6,86.2,,,,,-19.4,90.2,26.488,62.0,88.336,87.1,16.235,95.8,108.4,38.1,98.7,6.6,25.4,8.9,0.9,10.7,12.9,29.3,0.235,57.8,0.312,24.9,6.273,73.7,,,,
205,Andrés Chaparro,WSN,1B,25,25.41,53.9,454,,,,,56.8,60.4,84.2,91.1,81.1,86.8,82.6,97.0,68.9,76.1,,,,,-25.8,79.3,34.205,20.1,84.201,67.2,26.533,55.8,111.2,79.0,105.3,80.4,45.2,86.6,6.4,82.8,24.0,88.0,0.283,95.0,0.466,92.8,0.857,2.2,,,,
206,Bryce Teodosio,LAA,LF,25,25.287,57.9,450,,,,,29.4,19.9,32.6,28.0,44.7,43.2,38.7,27.3,37.0,30.5,,,,,-45.0,27.9,32.779,26.3,85.098,71.7,29.262,38.0,111.5,81.5,101.6,28.9,26.6,13.0,2.0,24.6,12.3,25.3,0.2,17.6,0.273,11.8,8.932,98.3,,,,
207,Luken Baker,LAD,1B,27,27.559,6.0,449,,,,,60.0,64.9,90.8,98.3,38.9,37.1,64.8,76.2,49.4,48.9,,,,,-34.7,54.2,24.338,75.7,81.299,44.9,27.381,50.7,115.2,96.9,106.0,86.2,42.1,73.4,8.5,95.9,23.8,87.2,0.216,32.9,0.422,82.8,0.645,1.2,,,,
208,Ryan Vilade,CIN,RF,25,25.615,49.6,440,,,,,47.4,48.0,77.6,84.0,66.4,69.9,72.0,87.0,56.9,60.8,,,,,-40.6,39.2,27.346,56.1,81.135,42.2,26.85,54.8,112.2,86.2,106.1,86.8,44.3,83.5,5.5,75.9,14.5,39.5,0.268,90.6,0.429,83.9,5.18,57.1,,,,
209,Griffin Conine,MIA,RF,27,27.222,13.5,437,,,,,22.2,14.1,85.2,92.3,39.1,37.7,62.2,72.0,30.6,23.3,,,,,-48.2,19.4,31.29,34.5,74.82,12.4,35.891,10.9,114.9,96.4,106.7,91.9,42.8,77.0,6.4,82.8,17.8,59.2,0.242,65.8,0.439,86.8,2.176,9.7,,,,
210,Nick Sogard,BOS,3B,27,27.058,16.8,433,,,,,79.2,86.6,32.5,27.8,69.0,72.3,50.8,50.0,74.1,81.9,,,,,-27.1,74.6,22.246,86.4,83.858,63.3,21.927,79.7,106.7,19.6,99.2,9.2,28.9,20.7,2.5,31.0,18.7,65.6,0.25,74.7,0.356,50.5,4.249,38.7,,,,
211,Matt Gorski,LAD,1B,26,26.773,22.7,431,,,,,15.7,8.4,87.2,95.0,24.0,19.2,55.6,59.7,19.8,9.7,,,,,-49.0,18.4,35.006,16.4,72.778,7.4,37.308,7.7,114.3,94.9,105.9,85.5,43.9,81.8,7.2,89.3,21.8,80.8,0.224,40.7,0.42,81.9,6.912,84.1,,,,
212,Jax Biggers,TEX,2B,27,27.483,7.2,429,,,,,84.4,92.6,14.9,8.6,59.9,62.0,37.4,25.1,72.2,80.6,,,,,-24.0,83.6,22.727,84.6,89.379,91.6,20.028,85.9,103.7,5.7,97.6,3.5,19.0,3.5,0.7,8.9,21.2,78.0,0.212,28.2,0.273,11.8,5.794,66.7,,,,
213,Billy Cook,PIT,CF,25,25.73,47.4,428,,,,,50.2,51.5,77.6,84.0,45.4,44.8,61.5,70.7,47.8,46.9,,,,,-36.9,49.4,27.144,57.6,80.037,34.2,28.88,41.2,111.2,79.0,104.1,64.5,36.5,47.6,5.8,79.4,22.6,84.4,0.234,56.5,0.42,81.9,6.351,76.2,,,,
214,Austin Gauthier,LAD,SS,25,25.402,54.1,421,,,,,74.1,83.4,18.7,12.4,45.2,43.8,32.0,16.9,59.6,63.9,,,,,-27.5,73.0,24.912,72.0,83.908,63.6,21.905,79.9,107.4,26.7,101.2,23.4,33.6,36.1,1.7,18.6,6.9,4.5,0.211,26.8,0.286,15.1,6.254,73.0,,,,
215,Trevor Hauver,TEX,2B,25,25.862,44.6,419,,,,,49.7,50.4,52.0,52.1,40.9,39.7,46.4,42.6,45.3,42.9,,,,,-45.8,26.1,20.189,93.5,81.261,44.2,28.648,42.9,109.1,47.8,103.4,54.1,36.4,47.1,4.3,56.5,16.1,48.9,0.221,37.6,0.352,47.5,2.806,17.9,,,,
216,Anthony Prato,PIT,SS,26,26.39,32.9,411,,,,,84.8,93.1,17.1,10.4,38.5,36.2,27.8,13.2,61.6,67.0,,,,,-25.1,81.1,19.422,95.3,81.667,47.0,22.531,78.4,108.4,38.1,100.1,14.8,36.8,49.5,0.5,7.4,11.1,18.9,0.214,30.0,0.292,17.4,7.343,89.1,,,,
217,Zach DeLoach,CHW,RF,26,26.119,39.2,411,,,,,42.7,39.8,44.2,40.9,57.8,58.8,51.0,50.5,50.2,50.5,,,,,-40.3,40.7,26.713,60.5,79.872,33.4,32.568,20.8,107.8,30.6,102.8,46.7,35.9,44.3,3.6,45.4,13.9,34.5,0.259,82.1,0.366,56.3,6.83,82.4,,,,
218,Hunter Bishop,SFG,OF,26,26.267,35.9,411,,,,,26.9,17.4,56.3,57.6,36.6,34.4,46.4,42.6,31.8,24.1,,,,,-46.7,23.2,31.213,35.0,81.086,41.9,32.021,23.8,110.8,73.8,105.3,80.4,34.0,37.1,4.1,52.5,15.1,43.3,0.215,31.4,0.327,33.0,6.317,75.4,,,,
219,Blake Dunn,CIN,CF,26,26.07,40.6,407,,,,,42.2,38.6,32.9,28.3,43.2,41.2,38.0,26.3,42.7,40.4,,,,,-44.5,29.2,27.929,53.6,83.333,59.6,26.064,57.8,107.7,28.9,102.3,39.8,35.0,40.6,3.4,42.3,9.4,11.8,0.211,26.8,0.311,24.2,7.2,86.8,,,,
220,Quincy Hamilton,0,OF,26,26.303,35.4,406,,,,,57.4,61.0,44.4,41.8,25.0,19.9,34.7,21.8,41.2,38.1,,,,,-33.1,58.3,28.339,51.4,80.426,37.5,25.096,64.3,107.6,27.8,102.3,39.8,38.4,58.3,4.2,54.3,22.8,85.5,0.191,12.4,0.312,24.9,6.212,72.5,,,,
221,Greg Jones,HOU,LF,26,26.568,29.4,405,,,,,14.9,7.8,62.4,65.8,16.8,12.0,39.6,29.2,15.8,6.7,,,,,-61.5,5.2,30.697,38.0,71.612,5.5,39.206,4.5,111.0,77.0,105.4,81.9,48.6,94.8,4.9,65.5,10.9,17.4,0.212,28.2,0.354,49.6,8.719,97.8,,,,
222,Taylor Trammell,HOU,CF,27,27.047,17.3,404,,,,,44.3,42.4,88.1,96.0,28.1,23.1,58.1,64.5,36.2,29.3,,,,,-37.8,47.0,26.832,59.6,74.667,11.2,34.469,14.4,114.1,94.3,106.3,89.1,46.2,89.5,7.2,89.3,23.1,86.8,0.227,45.0,0.418,80.6,6.281,74.2,,,,
223,Cade Marlowe,SEA,OF,27,27.269,12.8,402,,,,,26.3,16.9,57.8,58.6,23.4,18.4,40.6,31.0,24.8,13.8,,,,,-53.3,12.9,28.031,52.6,79.487,31.0,32.707,20.3,109.2,49.4,101.9,33.4,33.3,34.0,5.0,68.0,24.2,89.0,0.198,15.9,0.361,53.6,8.521,96.8,,,,
224,Carlos Narváez,BOS,C,25,25.845,45.1,402,,,,,43.5,41.1,59.0,60.4,30.9,26.3,45.0,38.8,37.2,30.8,,,,,-38.5,44.9,28.018,52.9,77.593,23.1,31.701,25.8,110.5,71.8,105.2,78.9,42.5,75.3,3.7,46.8,20.5,73.2,0.222,38.7,0.344,44.7,4.265,39.2,,,,
225,Devin Mann,SFG,3B,27,27.633,4.5,397,,,,,69.9,76.4,40.2,36.8,63.2,65.4,51.7,51.1,66.6,73.1,,,,,-33.6,57.1,22.376,85.9,86.992,82.4,22.595,77.9,106.7,19.6,99.8,13.4,31.6,27.5,3.5,44.0,27.9,96.0,0.226,43.9,0.352,47.5,3.322,24.1,,,,
226,Carlos Pérez,0,LF,27,27.332,10.7,396,,,,,71.2,77.7,27.4,20.3,72.7,77.4,50.0,47.8,72.0,80.3,,,,,-16.4,94.4,35.251,15.6,90.575,94.0,15.579,96.8,108.4,38.1,100.2,15.3,25.7,10.5,1.5,15.5,25.2,91.1,0.231,51.4,0.295,18.1,0.0,0.5,,,,
227,Blake Sabol,CHW,C,26,26.73,24.2,394,,,,,50.5,52.4,59.8,61.3,44.5,42.7,52.2,52.2,47.5,46.7,,,,,-37.6,47.9,25.903,65.8,80.645,39.1,30.204,34.0,110.5,71.8,102.9,48.1,35.7,42.9,4.8,63.6,15.0,42.7,0.23,49.9,0.375,62.2,5.215,58.1,,,,
228,Brandon Lockridge,MIL,LF,27,27.548,6.2,387,,,,,64.4,70.2,34.0,29.8,60.9,62.8,47.4,45.2,62.6,67.5,,,,,-33.1,58.3,24.909,72.2,82.34,54.1,24.593,67.7,110.0,64.5,103.7,59.2,42.2,74.1,1.6,16.9,9.2,10.7,0.244,67.7,0.315,26.9,5.778,66.5,,,,
229,Darius Hill,0,OF,27,27.121,15.5,386,,,,,58.5,62.7,17.9,11.7,50.4,51.6,34.2,20.8,54.4,57.6,,,,,-28.2,71.2,32.648,26.6,81.768,48.1,23.124,74.7,107.0,22.8,99.1,8.7,27.0,14.3,1.8,20.6,8.3,8.2,0.232,52.6,0.308,22.0,3.34,24.6,,,,
230,Niko Kavadas,LAA,1B,25,25.927,43.6,383,,,,,38.5,33.6,82.0,89.3,19.4,14.6,50.7,49.6,29.0,20.2,,,,,-51.6,14.6,20.083,93.8,75.25,13.2,34.007,15.4,109.4,53.5,105.2,78.9,53.9,97.5,8.4,95.5,19.9,69.7,0.21,25.7,0.453,91.3,1.915,7.7,,,,
231,Owen Miller,COL,2B,27,27.874,0.7,380,,,,,62.8,68.7,35.3,31.4,82.2,87.8,58.8,65.5,72.5,81.1,,,,,-27.3,73.7,33.377,23.8,91.346,95.3,16.741,94.3,109.1,47.8,101.5,27.3,30.6,23.8,2.9,34.9,9.7,12.7,0.245,69.1,0.343,43.9,5.691,64.8,,,,
232,Nick Allen,ATL,SS,25,25.979,42.9,375,,,,,96.2,99.3,29.9,23.9,96.2,99.3,63.0,73.4,96.2,100.0,,,,,-8.7,98.0,20.708,92.1,92.553,98.5,13.666,97.8,110.0,64.5,99.3,9.8,27.3,15.1,0.8,10.0,16.1,48.9,0.279,93.9,0.343,43.9,4.91,51.1,,,,
233,Akil Baddoo,0,LF,26,26.125,38.5,374,,,,,42.0,38.0,74.4,81.0,33.3,30.0,53.8,56.2,37.6,31.6,,,,,-40.8,38.2,26.879,59.3,77.042,20.3,31.777,25.3,114.8,95.9,104.5,71.0,37.2,51.9,5.1,70.1,25.3,91.4,0.228,46.3,0.368,58.2,8.481,96.5,,,,
234,Willie MacIver,ATH,C,27,27.923,0.2,367,,,,,34.4,27.4,60.1,61.8,42.3,40.4,51.2,50.9,38.3,33.3,,,,,-38.9,43.8,31.717,31.8,77.019,20.1,34.345,14.6,109.7,58.6,104.6,72.8,40.4,65.9,4.1,52.5,15.9,47.4,0.241,64.5,0.392,69.5,6.322,75.9,,,,
235,Cam Eden,0,CF,26,26.502,31.2,364,,,,,40.9,36.8,38.4,35.1,26.6,21.3,32.5,18.1,33.8,26.7,,,,,-41.5,36.5,29.595,43.9,80.306,35.5,27.959,47.4,110.4,70.5,101.6,28.9,34.8,40.0,2.7,32.8,16.3,50.2,0.2,17.6,0.31,23.6,6.897,83.6,,,,
236,Austin Shenton,SEA,1B,26,26.689,26.4,363,,,,,30.1,21.2,36.1,32.0,15.2,9.1,25.6,11.4,22.6,11.9,,,,,-47.4,21.2,27.215,57.1,74.172,9.9,35.329,11.7,107.4,26.7,100.5,17.4,27.7,15.8,3.6,45.4,16.3,50.2,0.203,20.5,0.333,37.6,1.946,8.2,,,,
237,Nick Dunn,PHI,3B,27,27.669,4.0,361,,,,,83.8,91.8,36.9,32.5,97.8,99.5,67.4,80.9,90.8,97.3,,,,,-9.9,97.8,28.392,50.6,94.215,99.5,11.661,98.8,108.3,37.0,101.8,31.8,34.9,40.2,1.9,22.6,13.6,32.3,0.288,96.0,0.391,68.9,3.246,22.8,,,,
238,Yohel Pozo,STL,C,27,27.296,11.5,361,,,,,67.1,73.7,48.3,46.4,86.9,91.6,67.6,81.3,77.0,85.5,,,,,-14.7,96.2,45.997,0.7,89.421,91.8,16.956,94.0,109.4,53.5,102.8,46.7,32.1,30.0,3.0,36.2,20.8,75.6,0.259,82.1,0.36,52.9,2.328,10.4,,,,
239,Carter Kieboom,0,3B,27,27.075,16.5,358,,,,,71.1,77.4,45.4,43.2,45.4,44.8,45.4,39.6,58.2,62.3,,,,,-27.4,73.2,24.028,77.9,81.379,45.7,26.645,55.6,111.6,82.8,104.3,67.2,36.2,46.7,2.0,24.6,17.3,56.2,0.227,45.0,0.312,24.9,3.163,21.8,,,,
240,Will Wagner,SDP,DH,26,26.174,37.8,352,,,,,91.8,96.8,49.9,47.9,91.0,95.7,70.4,84.4,91.4,97.6,,,,,-4.2,99.0,24.273,76.2,92.112,97.5,14.53,97.3,110.8,73.8,103.7,59.2,35.8,43.5,3.1,37.3,11.4,20.8,0.261,84.5,0.367,57.6,4.492,43.9,,,,
241,Joey Wiemer,MIA,RF,25,25.634,48.5,352,,,,,43.6,41.6,50.9,49.9,15.0,8.4,33.0,19.1,29.3,21.2,,,,,-40.0,42.6,26.296,63.8,75.827,15.6,33.777,15.9,114.6,95.5,105.0,77.5,31.8,28.8,2.8,33.7,17.3,56.2,0.196,14.3,0.289,16.4,7.064,85.6,,,,
242,Matt Mervis,ARI,1B,26,26.459,31.7,350,,,,,19.2,11.9,67.2,72.7,11.2,5.7,39.2,28.5,15.2,6.5,,,,,-49.4,17.5,33.116,24.8,75.362,13.4,34.057,15.1,113.7,92.9,106.3,89.1,40.3,65.1,4.3,56.5,34.8,99.5,0.187,9.1,0.317,28.0,2.561,13.4,,,,
243,Luis Urías,MIL,2B,27,27.326,11.0,349,,,,,80.9,88.5,52.6,52.9,78.6,84.2,65.6,77.5,79.8,89.6,,,,,-18.8,91.6,26.621,61.3,86.874,81.4,20.915,83.4,107.0,22.8,102.4,41.6,34.5,38.6,4.0,50.7,28.5,97.3,0.251,75.8,0.391,68.9,5.135,56.3,,,,
244,Hunter Feduccia,TBR,C,27,27.321,11.2,348,,,,,85.1,93.3,51.2,50.6,78.8,84.6,65.0,76.8,81.9,92.3,,,,,-24.7,82.0,20.469,92.8,85.258,73.2,21.808,81.1,108.6,40.8,103.3,52.4,40.7,68.1,3.4,42.3,17.2,55.2,0.261,84.5,0.397,72.3,3.984,32.8,,,,
245,Nick Maton,0,SS,27,27.614,5.2,343,,,,,72.7,80.4,65.3,69.6,63.4,66.0,64.4,75.4,68.0,74.9,,,,,-28.0,71.7,22.758,83.9,82.192,52.9,25.987,58.3,107.0,22.8,102.9,48.1,36.6,48.5,6.1,81.3,21.0,76.8,0.249,73.8,0.428,83.4,2.599,13.6,,,,
246,Logan Davidson,LAA,1B,26,26.762,23.1,342,,,,,12.2,4.5,71.0,76.7,46.9,47.4,59.0,66.0,29.6,22.1,,,,,-56.8,8.3,34.665,18.9,81.438,45.9,35.312,11.9,109.3,51.1,103.9,62.5,39.2,61.3,6.4,82.8,22.9,86.1,0.229,47.9,0.388,67.4,6.831,82.6,,,,
247,Bryan Lavastida,ATH,C,25,25.843,45.4,340,,,,,54.9,57.8,45.1,42.6,36.6,34.4,40.8,31.9,45.8,44.3,,,,,-35.5,52.2,25.956,65.5,81.858,49.6,28.193,45.9,107.7,28.9,101.5,27.3,36.2,46.7,5.3,73.0,10.0,13.6,0.207,23.7,0.339,41.8,7.323,88.1,,,,
248,Connor Kaiser,ARI,SS,27,27.86,1.0,340,,,,,30.6,21.6,28.0,21.6,6.2,3.0,17.1,5.7,18.4,8.7,,,,,-50.7,15.4,24.583,74.2,70.282,3.2,41.066,3.0,107.8,30.6,101.4,25.9,31.6,27.5,2.6,31.9,14.8,41.7,0.187,9.1,0.282,13.9,5.061,54.3,,,,
249,Riley Tirotta,TOR,3B,26,26.111,39.4,340,,,,,46.0,45.8,61.5,64.8,22.3,17.1,41.9,34.2,34.2,27.3,,,,,-42.6,33.1,21.968,87.6,74.76,11.7,33.679,16.1,110.4,70.5,103.7,59.2,37.7,53.3,5.0,68.0,14.3,37.7,0.216,32.9,0.366,56.3,4.145,37.5,,,,
250,Casey Schmitt,SFG,LF,25,25.585,50.4,333,,,,,42.7,39.8,69.8,75.7,63.3,65.8,66.6,79.9,53.0,55.5,,,,,-33.0,59.1,34.89,17.4,81.217,43.3,29.011,39.7,108.6,40.8,103.8,60.9,41.5,71.1,5.7,78.3,20.4,72.2,0.26,83.3,0.436,86.4,5.345,59.8,,,,
251,Chris Williams,0,C,27,27.852,1.2,333,,,,,33.5,25.1,59.2,61.0,9.6,5.2,34.4,21.3,21.6,10.9,,,,,-49.2,18.0,25.164,70.5,74.641,10.9,33.607,16.6,110.3,69.0,103.9,62.5,37.9,54.8,4.2,54.3,36.7,99.8,0.186,8.2,0.331,36.0,4.184,38.0,,,,
252,Maverick Handley,BAL,C,26,26.56,29.9,327,,,,,60.1,65.6,13.3,7.2,20.6,15.5,17.0,5.3,40.4,37.3,,,,,-31.7,62.0,25.605,67.5,79.176,29.5,28.525,44.2,104.1,6.8,99.8,13.4,28.0,16.7,1.5,15.5,12.7,28.4,0.19,11.8,0.255,7.2,4.058,35.5,,,,
253,Hudson Haskin,BAL,OF,25,25.749,47.1,327,,,,,47.2,47.6,21.5,14.9,18.6,13.9,20.0,7.2,32.9,25.2,,,,,-42.5,33.7,23.898,78.4,78.765,26.8,30.018,34.2,107.8,30.6,99.7,12.5,25.8,11.2,1.8,20.6,16.0,48.1,0.188,10.4,0.269,10.3,6.476,76.9,,,,
254,Chase Strumpf,CHC,3B,26,26.565,29.7,323,,,,,33.8,25.9,63.2,66.7,16.8,12.0,40.0,30.3,25.3,15.4,,,,,-56.4,8.9,21.37,90.4,72.008,6.7,35.577,11.4,108.0,33.0,102.4,41.6,37.0,50.7,6.2,81.8,23.8,87.2,0.211,26.8,0.38,64.0,2.214,9.9,,,,
255,Davis Wendzel,CIN,3B,27,27.357,10.1,322,,,,,73.6,81.8,30.3,25.1,61.3,63.3,45.8,40.8,67.4,74.2,,,,,-23.1,85.2,28.073,52.1,85.176,72.7,22.872,76.6,106.7,19.6,101.4,25.9,28.4,17.9,1.9,22.6,22.3,82.9,0.23,49.9,0.321,30.6,1.968,8.4,,,,
256,Ruben Cardenas,0,OF,26,26.973,19.3,321,,,,,54.4,56.8,72.6,78.5,70.2,74.4,71.4,86.5,62.3,67.2,,,,,-28.3,70.7,32.415,27.5,82.266,53.6,26.898,54.1,109.4,53.5,102.5,43.3,37.9,54.8,7.2,89.3,18.3,61.9,0.263,86.8,0.453,91.3,5.051,53.8,,,,
257,Juan Yepez,WSN,1B,26,26.612,28.1,319,,,,,79.8,87.1,67.6,73.2,78.1,83.4,72.8,88.1,78.9,88.3,,,,,-15.7,95.3,28.694,48.9,87.146,83.1,19.864,87.3,110.9,75.3,102.3,39.8,31.2,26.1,5.6,77.4,18.5,63.6,0.248,73.1,0.394,71.0,2.541,13.2,,,,
258,Brett Harris,ATH,3B,26,26.27,35.7,312,,,,,76.2,84.6,30.5,25.6,81.0,86.6,55.8,60.8,78.6,87.7,,,,,-26.7,76.6,23.774,79.2,88.366,87.3,23.992,70.7,107.4,26.7,102.5,43.3,33.5,35.6,1.9,22.6,11.5,21.8,0.25,74.7,0.336,40.4,5.217,58.3,,,,
259,Yonny Hernández,NYM,SS,26,26.409,32.4,312,,,,,78.6,86.4,8.0,2.9,49.8,51.0,28.9,14.1,64.2,69.5,,,,,-25.4,80.6,25.478,68.0,85.321,73.9,19.128,89.3,104.1,6.8,96.5,0.5,14.9,0.7,0.6,7.9,11.5,21.8,0.21,25.7,0.263,8.9,5.863,68.0,,,,
260,James Outman,MIN,CF,27,27.381,9.4,309,,,,,50.8,52.6,84.8,92.1,45.2,43.8,65.0,76.8,48.0,47.3,,,,,-37.9,46.4,25.144,71.0,81.754,47.9,30.653,31.5,110.7,72.8,104.7,74.6,44.1,82.5,8.1,94.3,24.1,88.5,0.225,42.6,0.434,85.5,7.015,84.9,,,,
261,Oscar Gonzalez,0,RF,26,26.721,24.7,306,,,,,36.5,32.0,80.7,87.0,69.0,72.3,74.8,89.8,52.8,55.0,,,,,-35.7,51.4,46.362,0.2,81.065,41.7,27.124,53.6,113.7,92.9,106.3,89.1,44.2,83.0,5.6,77.4,14.9,42.2,0.289,96.3,0.444,88.0,6.768,81.6,,,,
262,Jacob Amaya,0,SS,26,26.075,40.1,302,,,,,67.0,73.3,38.9,35.5,55.4,55.6,47.2,44.4,61.2,66.7,,,,,-37.0,48.9,19.304,95.8,83.54,60.8,24.324,69.2,106.6,18.0,102.4,41.6,41.2,69.7,4.0,50.7,9.2,10.7,0.23,49.9,0.352,47.5,6.18,72.0,,,,
263,Dillon Dingler,DET,C,26,26.037,41.3,301,,,,,61.2,66.7,86.5,94.7,87.6,93.1,87.0,99.5,74.4,82.1,,,,,-30.6,64.9,27.632,54.3,85.821,76.7,25.263,62.3,109.8,60.4,105.0,77.5,46.1,89.1,9.6,98.4,21.3,78.8,0.3,98.6,0.564,99.8,3.574,28.5,,,,
264,Aaron Schunk,COL,SS,27,27.187,14.2,298,,,,,48.8,49.1,51.1,50.2,67.5,70.7,59.3,67.0,58.2,62.3,,,,,-29.2,68.5,39.761,4.6,85.946,77.2,24.912,65.8,109.8,60.4,101.9,33.4,27.2,14.9,3.7,46.8,20.4,72.2,0.235,57.8,0.366,56.3,5.559,63.0,,,,
265,Matt Wallner,MIN,RF,26,26.801,22.2,297,,,,,25.1,15.9,93.8,99.0,34.8,31.8,64.3,75.2,30.0,23.0,,,,,-50.4,15.9,29.382,44.7,74.092,9.4,33.277,18.6,114.2,94.5,108.6,98.4,47.9,93.1,8.8,96.8,20.5,73.2,0.237,60.3,0.48,94.3,5.235,58.6,,,,
266,Jackson Cluff,WSN,SS,27,27.825,1.5,295,,,,,29.6,20.2,49.1,47.1,5.0,2.2,27.0,12.4,17.3,7.7,,,,,-49.9,16.6,25.621,67.2,70.419,3.5,38.208,5.5,108.1,34.4,103.5,55.8,36.0,45.3,4.4,57.8,24.3,89.5,0.177,6.6,0.299,19.9,7.741,92.3,,,,
267,Elehuris Montero,0,1B,26,26.122,38.9,294,,,,,33.6,25.4,86.5,94.7,63.2,65.4,74.8,89.8,48.4,47.9,,,,,-41.8,36.2,31.453,33.0,83.333,59.6,31.141,28.0,111.9,84.6,107.3,94.8,40.0,63.0,7.1,88.5,22.2,82.4,0.243,66.7,0.414,79.2,4.325,40.9,,,,
