PlayerId,MLBAM_ID,Season,Name,Team,Level,League,Age,G,GS,IP,ER,K,BB,IBB,HRA,H,HBP,BF,W,L,SV,SVO,HLD,BS,CG,SHO,WP
623339,623339,2012,Chris Fern,SF,R,Arizona League,20,11,0,10.0,3,5,5,0,0,15,0,51,1,0,1,2,1,1,0,0,2
623981,623981,2012,Zach LeBarron,LAA,R,Arizona League,22,14,13,66.66666666666667,20,53,20,0,2,63,1,281,4,3,0,0,0,0,0,0,8
623525,623525,2012,Hansel Mora,CWS,R,Dominican Summer League,17,8,3,16.666666666666668,5,13,7,0,0,16,0,74,0,1,0,0,0,0,0,0,4
622236,622236,2012,Ryan Newell,MIA,R,Gulf Coast League,21,5,4,10.0,3,11,7,0,0,8,2,47,0,3,0,0,0,0,0,0,1
593512,593512,2012,Jesus Ortiz,KC,R,Dominican Summer League,21,16,0,26.666666666666668,8,26,13,1,2,22,2,114,5,0,2,4,1,2,0,0,3
14682,606131,2012,Luis Perdomo,STL,R,Gulf Coast League,19,11,11,56.666666666666664,17,50,13,0,0,53,3,240,4,4,0,0,0,0,1,0,8
623416,623416,2012,Jasvir Rakkar,CHC,R,Arizona League,21,7,0,10.0,3,13,5,0,0,10,0,45,0,0,1,2,0,1,0,0,0
593136,593136,2012,Jose Reyes,LAA,R,Dominican Summer League,19,12,0,20.0,6,11,10,0,1,11,3,81,3,0,0,1,2,1,0,0,0
605485,605485,2012,Matt Spalding,BOS,R,Gulf Coast League,19,8,4,20.0,6,15,12,0,1,11,10,88,1,1,0,0,0,0,0,0,3
592793,592793,2012,Luke Taylor,SEA,R,Arizona League,19,9,1,23.333333333333332,7,20,6,0,1,16,0,95,1,1,1,2,1,1,0,0,3
623481,623481,2012,Thomas White,CLE,R,Arizona League,20,7,0,13.333333333333334,4,15,5,0,1,11,1,55,2,0,0,0,0,0,0,0,2
17697,606478,2012,Pedro Araújo,CHC,R,Dominican Summer League,18,13,8,53.0,16,47,12,0,1,50,4,222,5,2,0,1,0,1,0,0,6
608760,608760,2012,Luis De Paula,LAD,R,Dominican Summer League,20,12,6,36.333333333333336,11,35,17,0,0,31,2,156,1,1,0,0,0,0,0,0,7
593654,593654,2012,Jackson Mateo,LAD,R,Arizona League,19,16,1,36.333333333333336,11,29,20,0,3,34,1,161,4,0,0,1,4,1,0,0,1
571328,571328,2012,Jovany Lopez,PIT,R,Dominican Summer League,21,16,0,26.333333333333332,8,27,13,0,2,22,0,118,3,2,4,5,0,1,0,0,4
607063,607063,2012,David Putman,CWS,R,Pioneer League,22,19,0,26.333333333333332,8,41,12,0,1,25,2,119,2,1,2,3,4,1,0,0,7
572266,572266,2012,Alex Wilson,ATL,R,Appalachian League,21,15,0,26.333333333333332,8,28,5,2,1,29,2,117,1,1,2,2,2,0,0,0,3
593689,593689,2012,Christopher De Leon,PIT,R,Dominican Summer League,19,16,2,46.0,14,51,28,0,1,35,4,195,1,1,2,2,1,0,0,0,4
14353,621350,2012,Caleb Frare,NYY,R,Gulf Coast League,18,10,2,23.0,7,23,7,0,0,17,2,85,2,1,0,0,1,0,0,0,3
593509,593509,2012,Josiel Martinez,KC,R,Appalachian League,20,12,1,23.0,7,18,7,1,0,28,1,104,1,3,1,4,0,3,0,0,1
16318,620982,2012,Ricardo Pinto,PHI,R,Venezuelan Summer League,18,15,10,69.0,21,39,20,0,4,70,3,288,7,3,1,1,0,0,0,0,2
606246,606246,2012,Miguel Sulbaran,LAD,R,Pioneer League,18,12,12,62.333333333333336,19,66,10,0,3,62,1,261,6,4,0,0,0,0,0,0,0
623204,623204,2012,Daniel Minor,HOU,R,Appalachian League,21,11,11,59.0,18,48,10,0,3,51,3,236,3,2,0,0,0,0,0,0,2
608746,608746,2012,Cesilio Pimentel,PIT,R,Dominican Summer League,19,14,6,52.333333333333336,16,38,18,0,2,47,2,227,3,3,3,3,1,0,0,0,6
622683,622683,2012,Ramon Rodriguez,CLE,R,Dominican Summer League,18,20,4,52.333333333333336,16,37,18,2,3,51,3,221,5,4,1,3,2,2,0,0,5
570658,570658,2012,Martires Arias,NYM,R,Appalachian League,21,12,0,16.333333333333332,5,18,8,0,2,17,0,77,2,2,0,1,1,1,0,0,5
593333,593333,2012,Esmerling De La Rosa,MIA,R,Gulf Coast League,21,13,0,16.333333333333332,5,18,13,0,0,13,2,77,2,3,0,0,2,0,0,0,2
622524,622524,2012,Yankory Pimentel,BOS,R,Dominican Summer League,18,12,0,32.666666666666664,10,30,15,0,1,28,0,139,1,0,1,1,3,0,0,0,2
608886,608886,2012,Alexis Campos,LAA,R,Dominican Summer League,20,22,0,26.0,8,27,11,0,0,22,7,119,3,3,8,9,1,1,0,0,5
623888,623888,2012,Yeudis Penalo,AZ,R,Dominican Summer League,18,11,0,13.0,4,8,6,0,0,8,3,54,1,1,2,2,1,0,0,0,3
593613,593613,2012,Eduard Ramos,NYM,R,Dominican Summer League,20,15,0,22.666666666666668,7,16,21,3,2,16,4,103,0,1,0,1,0,1,0,0,6
543764,543764,2012,Jake Shadle,SF,R,Arizona League,22,19,0,22.666666666666668,7,21,10,1,1,22,1,97,0,0,2,2,5,0,0,0,1
609101,609101,2012,Carlos Severino,CHC,R,Dominican Summer League,20,18,1,42.0,13,39,22,0,3,41,4,194,6,1,2,4,1,2,0,0,9
607597,607597,2012,Todd Kibby,CWS,R,Appalachian League,20,11,11,71.0,22,69,21,0,2,59,3,293,5,4,0,0,0,0,2,0,6
606224,606224,2012,Ivan Melo,LAA,R,Dominican Summer League,17,15,15,67.66666666666667,21,55,32,0,1,64,6,292,2,3,0,0,0,0,0,0,7
607673,607673,2012,Bennett Parry,BAL,R,Gulf Coast League,20,4,3,19.333333333333332,6,26,2,0,1,13,1,73,1,1,0,0,0,0,0,0,0
622504,622504,2012,Claudio Merilan,NYM,R,Dominican Summer League,18,19,0,32.0,10,20,23,0,1,27,9,153,2,0,1,2,3,1,0,0,7
15136,623470,2012,Jake Newberry,KC,R,Arizona League,17,11,0,16.0,5,12,8,0,1,13,0,64,1,0,0,1,2,1,0,0,2
622085,622085,2012,Alex Moshier,TB,R,Gulf Coast League,23,14,0,22.333333333333332,7,16,10,0,1,20,0,92,1,3,4,5,2,1,0,0,2
606253,606253,2012,Miguel Garcia,BAL,R,Dominican Summer League,19,12,12,73.33333333333333,23,54,17,0,2,66,8,298,4,3,0,0,0,0,1,0,2
593331,593331,2012,Julio Carmona,TOR,R,Appalachian League,21,17,0,28.666666666666668,9,34,15,0,0,22,1,124,0,4,2,3,0,1,0,0,11
596796,596796,2012,Sergio Gomez,BOS,R,Gulf Coast League,18,12,8,57.333333333333336,18,56,10,0,4,44,2,226,5,4,0,0,0,0,0,0,6
593474,593474,2012,Cristofer Cabrera,NYY,R,Dominican Summer League,19,14,14,57.0,18,49,28,0,4,37,3,234,5,4,0,0,0,0,0,0,15
622419,622419,2012,Jose Diaz,MIA,R,Dominican Summer League,19,14,7,44.333333333333336,14,27,22,0,1,41,4,198,2,2,2,4,0,2,0,0,13
606966,606966,2012,Kevin Dicharry,WSH,R,Gulf Coast League,22,16,0,25.333333333333332,8,22,4,0,0,19,2,97,4,1,4,4,1,0,0,0,2
606197,606197,2012,Igol Feliz,KC,R,Dominican Summer League,19,19,1,44.333333333333336,14,28,18,2,1,35,2,192,5,2,1,5,1,4,0,0,4
600934,600934,2012,Yomar Morel,CHC,R,Dominican Summer League,18,11,0,25.333333333333332,8,24,7,1,0,30,0,110,1,0,0,2,2,2,0,0,4
593459,593459,2012,Dioni Dominguez,BAL,R,Gulf Coast League,21,17,0,41.0,13,50,27,0,0,29,6,178,4,2,0,0,2,0,0,0,8
593970,593970,2012,Abel De Los Santos,CIN,R,Arizona League,20,17,0,22.0,7,36,12,0,1,20,0,99,1,1,4,5,0,1,0,0,1
621272,621272,2012,Austin Salter,CIN,R,Pioneer League,20,18,3,44.0,14,46,15,0,3,40,0,189,4,1,0,0,2,0,0,0,0
14681,600921,2012,Andrés Machado,KC,R,Dominican Summer League,19,15,3,37.666666666666664,12,27,19,2,1,37,3,162,2,1,4,4,1,0,0,0,5
15458,600965,2012,Ricardo Rodríguez,TEX,R,Dominican Summer League,19,26,0,47.0,15,54,13,0,0,46,4,201,3,3,2,4,4,2,0,0,1
591687,591687,2012,Jhonatan Escudero,STL,R,Dominican Summer League,18,13,6,50.0,16,49,24,0,2,40,1,214,7,1,0,1,1,1,0,0,7
600970,600970,2012,Alex Santana,CHC,R,Dominican Summer League,18,13,12,59.333333333333336,19,51,14,0,2,51,3,238,1,3,0,0,0,0,0,0,7
621224,621224,2012,Jake Boyd,LAA,R,Pioneer League,22,25,0,34.333333333333336,11,26,13,2,1,37,3,154,3,1,5,8,0,3,0,0,3
623924,623924,2012,Francisco Gracesqui,TOR,R,Gulf Coast League,20,22,0,34.333333333333336,11,46,26,0,1,24,3,155,3,2,0,0,3,0,0,0,4
570892,570892,2012,George Drullard,SEA,R,Dominican Summer League,20,13,13,62.333333333333336,20,48,30,0,0,51,4,264,4,2,0,0,0,0,1,1,6
570252,570252,2012,Martires Cadet,PIT,R,Gulf Coast League,21,14,0,28.0,9,31,11,0,2,19,1,116,3,2,1,2,0,1,0,0,0
606248,606248,2012,Carlos Garcia,TB,R,Dominican Summer League,21,19,0,37.333333333333336,12,17,16,0,3,28,9,170,2,1,2,4,0,2,0,0,8
606234,606234,2012,Carlos Diaz,SF,R,Dominican Summer League,18,15,14,80.33333333333333,26,68,20,1,2,64,7,318,8,2,0,0,0,0,0,0,9
593956,593956,2012,Wilmer Aquino,BAL,R,Dominican Summer League,20,14,14,71.0,23,73,41,0,0,59,6,312,3,4,0,0,0,0,0,0,15
17018,622446,2012,Jefry Rodriguez,WSH,R,Dominican Summer League,18,10,9,43.0,14,35,33,0,2,28,5,194,0,2,0,0,1,0,0,0,10
593714,593714,2012,Samuel Garcia,NYY,R,Dominican Summer League,19,12,0,15.333333333333334,5,20,4,0,1,11,2,60,1,1,1,2,1,1,0,0,2
622346,622346,2012,Jose Pujols,NYY,R,Dominican Summer League,19,5,0,15.333333333333334,5,13,10,0,0,15,0,72,0,2,0,1,0,1,0,0,5
600870,600870,2012,Kevin Canelon,NYM,R,Dominican Summer League,18,14,14,55.0,18,40,20,0,2,37,5,230,1,1,0,0,0,0,0,0,5
595891,595891,2012,Hudson Boyd,MIN,R,Appalachian League,19,13,13,58.0,19,36,23,0,7,63,5,263,2,5,0,0,0,0,0,0,3
593465,593465,2012,Alexis Paredes,CLE,R,Arizona League,20,17,0,39.666666666666664,13,44,17,1,2,30,5,170,4,1,4,6,0,2,0,0,6
606214,606214,2012,Wimbert Martinez,NYM,R,Dominican Summer League,18,16,6,61.0,20,43,19,0,1,58,1,243,5,2,1,1,2,0,0,0,3
600959,600959,2012,Amalio Reyes,CHC,R,Dominican Summer League,21,16,10,64.0,21,44,13,0,3,52,4,258,1,6,0,1,0,1,0,0,7
591676,591676,2012,Kevin Quintanilla,SEA,R,Venezuelan Summer League,20,12,11,45.666666666666664,15,26,13,0,1,39,10,197,2,6,0,0,0,0,0,0,5
596883,596883,2012,Andy Beltre,MIA,R,Gulf Coast League,18,12,9,48.666666666666664,16,41,19,0,1,46,2,208,1,5,0,0,0,0,0,0,6
597772,597772,2012,Anyelo Leclerc,TEX,R,Arizona League,20,14,7,48.666666666666664,16,52,11,0,1,49,2,202,3,1,1,1,1,0,0,0,3
622276,622276,2012,Melvin Tejada,MIL,R,Dominican Summer League,17,15,0,27.333333333333332,9,24,15,0,0,21,0,115,1,1,1,1,1,0,0,0,6
12975,606291,2012,Mauricio Cabrera,ATL,R,Appalachian League,18,12,12,57.666666666666664,19,48,23,0,2,45,7,242,2,2,0,0,0,0,0,0,13
592162,592162,2012,Cole Brand,STL,R,Appalachian League,20,21,0,30.333333333333332,10,22,8,1,1,30,1,132,2,0,3,4,3,1,0,0,2
571834,571834,2012,Brandon Kaye,TOR,R,Appalachian League,23,16,0,30.333333333333332,10,31,4,0,0,27,2,119,0,2,0,0,2,0,0,0,0
593419,593419,2012,Sully Bonnelly,BOS,R,Gulf Coast League,19,14,0,33.333333333333336,11,27,18,0,2,29,4,148,1,0,1,2,1,1,0,0,10
593480,593480,2012,Enrique Medina,ATL,R,Dominican Summer League,20,19,1,36.333333333333336,12,21,14,0,1,27,1,151,3,1,0,0,2,0,0,0,3
14099,570714,2012,César Vargas,NYY,R,Gulf Coast League,20,11,2,36.333333333333336,12,30,8,0,1,36,1,152,3,2,1,3,0,2,0,0,7
570502,570502,2012,Loiger Padron,CHC,R,Arizona League,21,16,2,39.333333333333336,13,41,19,0,3,39,2,171,4,1,0,1,2,1,0,0,4
593618,593618,2012,Lenny Rosario,NYM,R,Dominican Summer League,21,13,13,45.333333333333336,15,48,43,0,0,28,5,200,2,2,0,0,0,0,0,0,7
622499,622499,2012,Jean Alvarez,NYM,R,Dominican Summer League,17,17,0,18.0,6,13,8,1,2,20,2,85,1,0,0,0,2,0,0,0,2
600468,600468,2012,Joel Barrientos,WSH,R,Gulf Coast League,18,14,4,45.0,15,42,17,0,2,46,4,200,4,1,0,0,3,0,0,0,2
606183,606183,2012,Jorge Diaz,CHC,R,Dominican Summer League,20,12,7,36.0,12,24,12,0,1,36,9,157,1,2,0,0,0,0,0,0,4
621146,621146,2012,Nolan Gannon,TB,R,Gulf Coast League,18,11,4,27.0,9,29,13,0,2,17,2,114,2,2,0,0,0,0,0,0,1
544621,544621,2012,Tyler Hensley,NYY,R,Gulf Coast League,18,5,4,12.0,4,14,7,0,1,8,2,57,1,2,0,0,0,0,0,0,0
592396,592396,2012,Tyler Hess,SF,R,Arizona League,23,15,0,18.0,6,20,5,0,1,18,1,76,1,1,1,2,2,1,0,0,3
623343,623343,2012,Taylor Massey,OAK,R,Arizona League,23,17,0,21.0,7,27,8,0,3,19,1,90,1,0,3,3,3,0,0,0,3
597554,597554,2012,Edgar Pina,DET,R,Venezuelan Summer League,19,27,0,30.0,10,22,12,0,1,36,1,132,2,3,13,14,0,1,0,0,5
572054,572054,2012,Hudson Randall,DET,R,Gulf Coast League,21,7,1,12.0,4,8,3,0,0,11,0,50,0,1,1,2,0,1,0,0,2
622237,622237,2012,Robert Ravago,MIA,R,Gulf Coast League,21,21,0,27.0,9,20,7,0,0,24,2,110,2,1,7,9,3,2,0,0,0
552661,552661,2012,Brandon Rohde,ATL,R,Appalachian League,22,18,0,24.0,8,29,5,0,2,17,0,95,0,1,3,4,1,1,0,0,7
593691,593691,2012,Isaac Sanchez,PIT,R,Gulf Coast League,19,15,0,24.0,8,19,10,0,0,20,3,104,3,1,1,1,0,0,0,0,9
623450,623450,2012,Paul Schwendel,TEX,R,Arizona League,22,6,0,12.0,4,19,2,0,0,10,0,45,1,1,1,3,0,2,0,0,1
14332,606303,2012,Joel Payamps,COL,R,Dominican Summer League,18,12,12,59.666666666666664,20,38,16,0,1,43,12,250,1,2,0,0,0,0,0,0,6
597532,597532,2012,Juan Corpas,SD,R,Dominican Summer League,19,25,1,38.666666666666664,13,18,12,0,0,45,4,178,4,2,1,3,1,2,0,0,8
571807,571807,2012,Kevin James,TB,R,Appalachian League,21,11,11,38.666666666666664,13,30,12,0,5,40,2,165,1,1,0,0,0,0,0,0,2
598464,598464,2012,Christian Henriquez,PIT,R,Dominican Summer League,20,15,12,59.333333333333336,20,37,14,0,2,67,6,264,2,4,0,0,0,0,0,0,3
621154,621154,2012,Luc Rennie,BAL,R,Gulf Coast League,18,12,0,26.666666666666668,9,27,9,0,0,24,3,112,1,1,1,1,2,0,0,0,2
623979,623979,2012,Juan Caballero,STL,R,Gulf Coast League,19,16,0,20.666666666666668,7,20,8,0,2,19,3,91,2,0,0,0,3,0,0,0,0
623413,623413,2012,Mike Saunders,CIN,R,Pioneer League,21,18,2,41.333333333333336,14,31,19,0,1,49,1,189,3,0,1,1,1,0,0,0,4
607718,607718,2012,Ronnie Shaban,STL,R,Appalachian League,22,20,0,20.666666666666668,7,31,7,0,2,19,2,89,0,1,16,17,0,1,0,0,4
613273,613273,2012,Branly Crisostomo,KC,R,Dominican Summer League,17,11,5,35.333333333333336,12,23,4,0,0,26,3,140,2,3,0,2,0,2,0,0,6
622706,622706,2012,Damian Defrank,MIN,R,Dominican Summer League,17,14,14,53.0,18,27,16,0,0,53,5,220,0,4,0,0,0,0,0,0,4
14966,606625,2012,Reyes Moronta,SF,R,Arizona League,19,17,0,17.666666666666668,6,18,9,0,2,16,0,75,3,0,1,1,2,0,0,0,2
608420,608420,2012,Dewin Perez,STL,R,Dominican Summer League,17,8,8,35.333333333333336,12,38,13,0,1,27,1,148,1,4,0,0,0,0,0,0,7
11903,593140,2012,Michael Feliz,HOU,R,Appalachian League,19,13,9,64.66666666666667,22,63,23,0,3,53,1,265,6,1,0,0,0,0,0,0,2
606170,606170,2012,Francibel Alejo,PHI,R,Dominican Summer League,19,13,13,79.33333333333333,27,46,8,0,3,94,2,334,5,7,0,0,0,0,1,0,5
622378,622378,2012,Anthony Basora,AZ,R,Dominican Summer League,17,13,11,58.666666666666664,20,49,16,0,1,55,2,243,2,7,0,0,0,0,0,0,3
623163,623163,2012,Ricky Bielski,PHI,R,Gulf Coast League,17,11,0,14.666666666666666,5,5,7,0,1,16,1,68,1,0,0,0,0,0,0,0,3
623700,623700,2012,Justin D'Alessandro,TOR,R,Gulf Coast League,22,14,0,14.666666666666666,5,12,8,0,0,16,1,67,1,0,0,0,1,0,0,0,1
622751,622751,2012,Hershelon Juliana,NYY,R,Dominican Summer League,19,16,1,29.333333333333332,10,15,18,0,1,27,1,129,0,1,2,3,1,1,0,0,4
623351,623351,2012,Ryan Longstreth,DET,R,Gulf Coast League,22,11,0,14.666666666666666,5,21,7,0,0,15,0,65,3,0,0,0,1,0,0,0,3
595052,595052,2012,Luis Morel,CLE,R,Arizona League,19,4,3,14.666666666666666,5,19,3,0,1,15,0,64,1,1,0,0,0,0,0,0,1
595431,595431,2012,Shawn Stuart,COL,R,Pioneer League,23,20,2,41.0,14,45,11,0,6,38,6,173,5,2,0,0,1,0,0,0,4
622177,622177,2012,Jorge Zavala,ATL,R,Dominican Summer League,18,16,3,41.0,14,38,17,0,0,35,5,174,2,1,1,1,1,0,0,0,2
599639,599639,2012,Jackson Lodge,PIT,R,Gulf Coast League,18,14,2,38.0,13,22,3,0,2,41,2,150,1,2,2,3,1,1,0,0,1
7074,457707,2012,Trevor Bell,LAA,R,Arizona League,25,3,3,11.666666666666666,4,8,3,0,1,11,1,49,0,0,0,0,0,0,0,0,2
570885,570885,2012,Junior Nunez,SEA,R,Dominican Summer League,20,10,1,23.333333333333332,8,8,11,0,1,24,6,109,3,1,1,2,0,1,0,0,4
606667,606667,2012,Yerinson Tatis,KC,R,Dominican Summer League,18,10,0,11.666666666666666,4,4,6,1,0,14,2,56,0,2,0,0,0,0,0,0,3
624875,624875,2012,Chris Thomas,AZ,R,Pioneer League,22,13,4,32.0,11,30,8,0,2,28,3,132,2,1,0,0,2,0,0,0,8
544562,544562,2012,Edixon Mejia,NYY,R,Gulf Coast League,21,19,0,20.333333333333332,7,20,3,0,1,17,1,84,0,1,11,13,0,2,0,0,2
553887,553887,2012,Ivan Julio,SEA,R,Dominican Summer League,20,13,12,72.33333333333333,25,49,13,0,2,65,12,298,6,2,0,0,0,0,1,0,9
606137,606137,2012,Kevin Ferreras,OAK,R,Dominican Summer League,18,15,0,34.666666666666664,12,32,25,0,0,30,3,154,0,1,0,0,0,0,0,0,4
622701,622701,2012,Reinaldo Hoyos,OAK,R,Dominican Summer League,18,10,0,17.333333333333332,6,12,15,0,0,9,2,69,1,2,1,2,1,1,0,0,3
14399,622490,2012,Robinson Leyer,CWS,R,Dominican Summer League,19,13,13,52.0,18,31,17,0,0,62,1,235,1,4,0,0,0,0,0,0,6
623982,623982,2012,Kurt Spomer,LAA,R,Arizona League,22,20,0,34.666666666666664,12,29,7,0,2,42,3,150,5,0,0,2,3,2,0,0,6
608107,608107,2012,Victor Jean,MIA,R,Dominican Summer League,18,14,6,49.0,17,34,19,0,3,45,5,213,0,3,2,2,0,0,0,0,5
594036,594036,2012,Javier Castro,CHC,R,Dominican Summer League,20,6,4,14.333333333333334,5,8,5,0,0,9,0,59,0,1,0,0,0,0,0,0,4
621223,621223,2012,Jason Wilson,TB,R,Gulf Coast League,21,13,0,20.0,7,22,1,0,3,20,0,82,3,0,5,6,0,1,0,0,0
592109,592109,2012,Dixon Anderson,WSH,R,Gulf Coast League,22,6,4,17.0,6,13,2,0,2,19,5,72,0,1,0,0,0,0,0,0,4
605197,605197,2012,Zachary Dando,HOU,R,Appalachian League,21,19,0,34.0,12,32,9,1,0,34,0,149,4,0,1,1,3,0,0,0,5
622810,622810,2012,Dailyn Martinez,STL,R,Dominican Summer League,19,11,11,56.666666666666664,20,41,18,0,2,48,0,231,1,5,0,0,0,0,0,0,8
624528,624528,2012,Rauldison Rodriguez,HOU,R,Dominican Summer League,18,10,0,11.333333333333334,4,14,10,1,1,10,0,57,0,0,1,2,1,1,0,0,3
7038,456776,2012,Alex Torres,TB,R,Gulf Coast League,24,4,4,11.333333333333334,4,17,4,0,0,7,0,44,0,1,0,0,0,0,0,0,0
621235,621235,2012,Jaden Dillon,ATL,R,Gulf Coast League,22,12,8,42.333333333333336,15,37,10,0,3,50,3,186,0,2,0,0,1,0,0,0,4
592452,592452,2012,Charles Kaalekahi,SEA,R,Appalachian League,20,13,13,67.66666666666667,24,65,18,0,7,66,3,282,4,4,0,0,0,0,0,0,3
608698,608698,2012,Stephen Perakslis,CHC,R,Arizona League,21,15,0,25.333333333333332,9,26,6,0,0,23,0,106,4,0,2,2,1,0,0,0,2
593982,593982,2012,Jose Rosario,CIN,R,Dominican Summer League,21,14,14,50.666666666666664,18,44,23,0,0,38,4,213,2,2,0,0,0,0,0,0,7
600470,600470,2012,Hector Silvestre,WSH,R,Dominican Summer League,19,15,13,76.0,27,69,24,0,3,67,4,310,5,3,0,0,0,0,0,0,4
623424,623424,2012,Chase Stevens,AZ,R,Pioneer League,21,26,0,33.666666666666664,12,59,17,0,7,23,3,143,3,2,0,3,3,3,0,0,5
606487,606487,2012,Javier Saucedo,HOU,R,Dominican Summer League,18,17,1,47.666666666666664,17,33,25,1,3,38,3,197,5,4,0,2,1,2,0,0,4
622792,622792,2012,Albert Decena,TEX,R,Dominican Summer League,21,8,4,28.0,10,31,9,0,1,17,3,111,2,0,0,0,0,0,0,0,2
592574,592574,2012,Wes Mugarian,CIN,R,Pioneer League,20,3,3,14.0,5,7,2,0,2,16,0,58,1,1,0,0,0,0,0,0,1
624637,624637,2012,Ben Tomchick,KC,R,Appalachian League,22,8,0,14.0,5,14,6,0,0,11,0,58,1,1,0,0,1,0,0,0,3
595443,595443,2012,Bryton Trepagnier,PIT,R,Gulf Coast League,20,17,0,28.0,10,22,9,0,0,20,2,112,4,1,1,2,1,1,0,0,4
605297,605297,2012,David Jagoditsh,PIT,R,Gulf Coast League,21,15,0,22.333333333333332,8,17,17,0,1,16,4,103,2,1,1,2,2,1,0,0,3
606343,606343,2012,Luis Silverio,LAD,R,Dominican Summer League,21,19,6,44.666666666666664,16,26,16,0,1,42,4,190,3,2,1,2,2,1,0,0,3
12997,605155,2012,Colten Brewer,PIT,R,Gulf Coast League,19,8,6,25.0,9,18,9,0,3,24,2,107,1,3,0,0,1,0,0,0,1
625333,625333,2012,David Haselden,CWS,R,Appalachian League,22,5,5,25.0,9,20,0,0,3,24,2,102,1,2,0,0,0,0,0,0,1
600472,600472,2012,Gilberto Mendez,WSH,R,Gulf Coast League,19,14,1,33.333333333333336,12,34,4,0,3,29,2,135,2,1,0,0,0,0,0,0,3
608423,608423,2012,Alirio Negrette,STL,R,Dominican Summer League,17,13,0,16.666666666666668,6,13,12,2,0,13,4,82,1,2,0,1,1,1,0,0,4
591733,591733,2012,Carlos Ruiz,PIT,R,Dominican Summer League,21,17,0,33.333333333333336,12,26,13,2,0,31,7,149,5,2,3,7,0,4,0,0,3
593368,593368,2012,Victor De Leon,STL,R,Appalachian League,20,10,10,44.333333333333336,16,42,20,0,1,39,2,189,3,0,0,0,0,0,0,0,3
542554,542554,2012,Eduardo Almonte,OAK,R,Dominican Summer League,22,17,0,36.0,13,30,14,3,1,35,2,158,1,4,2,4,0,2,0,0,7
592281,592281,2012,Zak Edgington,SF,R,Arizona League,22,12,5,27.666666666666668,10,32,6,0,1,19,0,109,0,2,0,0,1,0,0,0,3
598870,598870,2012,Ramon Sauceda,ATL,R,Dominican Summer League,19,17,1,41.333333333333336,15,31,9,0,2,45,3,177,8,1,1,3,1,2,0,0,3
623425,623425,2012,Jono Armold,MIL,R,Pioneer League,23,15,0,33.0,12,35,14,0,2,39,2,153,0,2,0,1,1,1,0,0,1
606176,606176,2012,Pedro Damian,D-DBR,R,Dominican Summer League,19,13,13,44.0,16,43,32,0,1,33,8,204,1,3,0,0,0,0,0,0,5
543328,543328,2012,David Holman,SEA,R,Appalachian League,22,18,0,33.0,12,33,6,1,3,36,0,135,3,3,8,8,2,0,0,0,4
605344,605344,2012,Adam Lopez,CWS,R,Appalachian League,22,11,0,11.0,4,14,6,1,0,14,2,54,1,0,0,1,2,1,0,0,0
570781,570781,2012,Pedro Silvestre,TB,R,Appalachian League,22,12,0,22.0,8,20,4,1,3,23,1,90,1,0,1,1,0,0,0,0,4
593351,593351,2012,Juan Nova,SF,R,Dominican Summer League,20,12,11,46.666666666666664,17,37,32,0,0,32,6,202,3,2,0,0,0,0,0,0,8
606318,606318,2012,Agapito Barrios,HOU,R,Gulf Coast League,18,11,5,49.333333333333336,18,26,8,0,1,51,8,214,1,5,0,0,0,0,0,0,11
624632,624632,2012,Jose Chavez,WSH,R,Dominican Summer League,20,13,0,24.666666666666668,9,24,17,0,1,24,2,111,2,0,0,1,1,1,0,0,3
599416,599416,2012,Wilson Lee,PIT,R,Gulf Coast League,20,15,0,24.666666666666668,9,22,5,0,1,25,6,107,4,1,1,1,2,0,0,0,5
15655,606162,2012,Yefry Ramírez,AZ,R,Dominican Summer League,18,18,0,24.666666666666668,9,18,17,0,1,26,3,118,2,0,0,1,4,1,0,0,7
621273,621273,2012,Trey Lang,CHC,R,Arizona League,20,7,3,13.666666666666666,5,11,2,0,1,16,0,59,0,0,0,0,1,0,0,0,0
606135,606135,2012,Yender Cáramo,KC,R,Appalachian League,20,13,11,71.0,26,47,5,0,5,72,6,290,5,3,0,0,0,0,0,0,5
600952,600952,2012,Adelso Polanco,KC,R,Dominican Summer League,18,14,2,30.0,11,12,5,0,1,28,3,123,3,1,3,3,0,0,0,0,2
542385,542385,2012,Luis Cabrera,TB,R,Gulf Coast League,21,11,7,46.333333333333336,17,30,11,0,0,44,6,196,3,3,0,0,0,0,0,0,7
592096,592096,2012,Cesar Aguilar,STL,R,Appalachian League,20,18,0,35.333333333333336,13,31,7,1,1,38,0,148,2,1,1,1,2,0,0,0,3
622444,622444,2012,Elisaul Gomez,WSH,R,Dominican Summer League,20,17,8,70.66666666666667,26,54,35,0,2,49,5,289,7,3,1,2,1,1,0,0,10
15689,622491,2012,Luis Castillo,SF,R,Dominican Summer League,19,19,0,54.333333333333336,20,47,22,0,1,47,4,226,1,3,2,2,1,0,0,0,7
622571,622571,2012,Jairo Martinez,CIN,R,Dominican Summer League,19,17,0,38.0,14,38,16,0,2,37,5,168,6,1,2,5,1,3,0,0,7
606945,606945,2012,Lindsey Caughel,LAD,R,Pioneer League,21,15,7,59.666666666666664,22,43,11,0,4,51,3,242,5,4,0,0,1,0,1,1,3
542558,542558,2012,Jose Azor,OAK,R,Arizona League,23,13,0,21.666666666666668,8,13,13,0,0,19,1,91,2,1,1,3,1,2,0,0,5
