key_mlbam,key_fangraphs
572198,
818588,
605413,
493466,
569664,
701330,
449635,
114301,1004220
672885,
569261,
814312,
460718,
672566,
547182,
555675,
832397,
467423,
124687,1014365
493063,
688825,
573590,
450796,
122714,1012458
805080,
808001,
502161,173
817601,
650599,
567748,
809107,
804843,
543513,
437532,
445444,
695576,
817377,
150067,799
594797,
446924,
622794,
544767,
816287,
650869,
111142,1001114
475097,
453837,
686449,
466245,
819025,
834625,
831247,
118054,1007888
117420,1681
595420,
542172,
533606,
452847,
556836,
700414,
545196,
555354,
450563,
806404,
817326,
491352,
440805,
668939,26288
533958,
111942,1001894
607344,
602105,
840167,
563355,
597412,
489079,
519023,5666
564874,
446469,
641332,
572204,9952
458531,
111199,1001168
441978,
118227,1008052
655989,
811230,
568898,
519062,
453258,
113267,1003205
119973,1009765
455353,
493627,
120311,1010083
554042,
807232,
447731,
693430,
702030,
655977,
594940,12214
499562,
821074,
818818,
699248,
468695,
820366,
837915,
121955,1279
437851,
436076,
596838,
672731,
642730,
