key_mlbam,key_fangraphs
438017,
516989,
664060,
690057,
702621,
114687,1004602
113740,1003672
439209,
531653,
453091,
821947,
670116,
455518,
124266,1013951
624882,
123808,1013505
830502,
805423,
468719,
468894,
824616,
702642,
117180,1007028
702723,
115772,1005658
453710,
667292,
596048,
557021,
827419,
117824,1007661
820485,
690846,
695020,
814453,
822652,
683880,
562070,
442222,
679666,
557595,
801494,
425665,1720
493467,
115919,1005798
469867,
828332,
683759,
521233,
645757,
673797,
803346,
468730,
118191,1008016
450180,
450422,
802626,
628361,
593468,
460001,
687727,
606168,
120922,623
500756,
122770,1012506
406878,166
605350,
641849,
665152,19350
119942,1009735
656084,
828618,
436363,
696143,
691615,
116317,1006190
442779,
691780,
591693,16086
451517,
544568,
122262,1012002
683563,
830186,
438242,
112176,1002120
668847,
691652,
124334,1014035
808401,
684919,
819304,
802388,
815060,
427250,
823636,
113226,1003163
566855,
529011,
803271,
623176,
820566,
112097,1002050
821458,
449938,
452372,
533400,
807314,
571983,
455687,5715
560669,
118472,1008301
112268,1002208
806354,
567094,
451089,7423
113933,1003859
593662,
680391,
454439,
825685,
820625,
114082,1004005
807639,
567448,
642594,
805859,
113303,1003239
500010,
468402,4180
702472,
674120,
703290,
677575,
690974,
594884,
543021,
560048,
820434,
699311,
570696,
462352,
668825,
502331,
816591,
570796,
808125,
116801,1006659
110903,1000868
461420,
488666,
669958,
643502,
440759,
114272,1004181
115248,1005143
676632,20054
608675,
641989,
657085,
593754,
607663,
659169,
122651,1012390
821039,
136765,1012575
576248,
438717,
838389,
276056,367
114066,1003984
674101,
568094,
832456,
500244,
459003,
676880,
607883,
559960,
684950,
822875,
441227,
605241,
115455,1005344
677942,23789
122490,1012232
570506,
570918,
559248,
569057,
446936,
445852,
800190,
815149,
475677,
641994,
110618,1000602
563685,
573158,
806689,
434641,3265
678789,
669108,
690203,
543543,12775
678721,
683875,
833144,
119917,1009715
682246,
116254,1006127
691758,
555120,
442648,
459856,
602341,
823880,
688941,
821459,
492845,
436438,
554105,
425859,4519
491122,
436113,
123857,1013546
688561,
672890,
621237,17780
543797,
665165,
572957,
120849,1010613
543883,7555
346845,
657509,
806014,
672701,20540
488912,5277
688010,25512
811788,
469364,
681217,30074
569374,
439502,
124280,1013965
496645,
621474,
436840,
499649,
500030,
443736,
573247,
471567,
700251,
681173,
115017,235
823575,
442179,
543712,
829961,
621095,
830493,
453799,
648499,
672409,
688110,
510556,
623957,
121638,1011387
469672,
701732,
276509,566
684659,
450787,
450482,
471082,
110958,1000931
623381,17281
502279,
818165,
687684,
701729,
559336,
112226,1002172
594586,
472451,
519191,
436808,
502665,
650862,
458108,
606232,
485624,
437245,
809721,
690937,
563237,
812518,
824579,
464858,
112225,1002171
455927,
466471,
569412,
545694,
442327,
456426,
119498,1009306
809557,
443971,
671226,
809381,
643238,
120363,1010135
542954,
595982,
821110,
806994,
665267,
449765,
630020,
665289,
123550,1013266
824281,
822869,
702823,
819951,
621345,18655
446564,
801471,
670241,25928
692021,
443343,
554009,
459951,
699290,
660872,
807665,
110666,1000649
807378,
815080,
442782,
502409,4142
442302,
122169,1011914
816690,
806589,
437091,
700345,
448340,
658673,
572115,
680675,
681830,
684525,
595124,
685790,
532408,
111843,1001799
818667,
641154,17085
592805,
611851,
452942,
491705,
804859,
806129,
595895,
816686,
699647,
437120,
676855,
832261,
684852,
565679,
490157,
691250,
805143,
645280,
518428,
504327,
656711,
815647,
110522,1000501
473878,
451695,
443227,
561629,
572986,
111339,1001298
669156,
682813,
557487,
435829,
122512,1012252
699771,
818238,
800258,
116117,1005991
819388,
596973,
466186,
687915,
472699,
461598,
121379,1011128
465038,
556665,
581660,
450231,
832713,
121092,1010855
117851,1007690
669129,
559484,
801053,
459717,
621317,
607672,
657097,19274
592395,
804575,
661416,
692486,
447699,
466100,
517220,
474671,
542857,
592178,15429
689674,
597414,
472013,
440151,
656506,
437486,
123268,1012998
672567,
674507,
696506,
816608,
836152,
115670,1005552
819572,
682428,
663911,18690
443903,
452472,
116552,1006449
682153,
456353,
489121,
112719,1002660
485569,
658730,
815633,
435262,
621097,18318
528431,
437833,
836167,
838475,
702301,
670908,
440893,
493153,
445586,
813542,
688203,
461394,
822444,
439711,
116434,1006304
621361,
820884,
822732,
533406,
686773,
813359,
831705,
693604,
437133,
113266,1003204
700656,
818301,
547184,12791
448236,
468541,
464871,
464296,
438315,
829977,
441974,
111303,1001268
607276,
805318,
568275,
562242,
694316,
804807,
819225,
680761,
687322,
117418,1007264
504263,
696290,
665969,
689795,
592551,
683583,
572072,
819190,
692729,
641793,15823
606946,
439339,
118743,1008559
641396,
804618,
666801,21987
493233,
565298,
806870,
818293,
451557,
115218,1005116
557092,
566935,
436303,
450637,
671975,
493553,
601975,
470587,
133380,1002
452602,
452193,
672016,29858
476666,
453454,4583
500194,
819947,
679656,
440499,
555978,
820853,
501475,
823042,
445760,
670925,
626473,
814990,
642155,
819540,
690998,
451221,
817314,
469146,
572911,
672672,
683739,
657799,
543309,5517
664763,
682077,
814264,
542264,
804751,
501957,5279
461348,
150435,1033
502169,
691931,
813378,
642577,
663745,
642765,
813658,
561854,
454405,
493872,
466226,
815171,
489181,
666135,20325
116900,1006755
803239,
605256,
462831,
492735,
595861,
672551,
529879,
123757,1013456
543649,
460555,
684960,
684125,
814357,
485637,
822713,
545467,
115913,1005789
124764,1014437
622514,
516538,
462379,
693175,
804739,
687938,
809617,
121299,1011052
699182,
809892,
438328,
459042,
607779,
547951,
442468,
445167,
832766,
454874,
800671,
819745,
532993,
672873,
594025,
593677,
676730,
642571,17313
491135,
117839,1007679
688577,
120646,1010415
110839,1000802
815467,
477611,
555625,
440439,
818016,
817077,
563456,
438626,
492873,
828179,
462894,
815360,
121100,1010860
455631,
115650,1005534
500776,
831917,
446938,
817805,
446298,
569583,
808422,
119848,1009644
435845,
110714,1000695
694372,
675138,
822806,
813970,
446528,
500668,
605297,
818554,
111236,1001201
841024,
482203,
688752,
467851,
443482,
450384,
816204,
531893,
806491,
689948,
676595,
121463,1011210
829210,
694821,
123488,1013205
807423,
115065,1004972
679207,
543920,
692174,
838645,
476824,
407923,
823617,
803172,
808776,
607963,
476551,
434480,4770
805262,
809522,
436393,
677863,
801675,
530021,
835012,
441109,
664264,
528030,
836275,
805924,
593499,
124055,1013749
453525,7348
433715,
807715,
457277,
114493,1004406
821576,
595995,
531143,
807481,
665791,
461032,
829667,
469892,
516971,
558712,
663465,18694
472995,
456028,
689835,
558521,
445934,
476735,
679926,
491581,
820862,33908
815983,
430952,3262
595329,
685127,
691385,
643225,
542472,
121851,1011600
694494,
443367,
658295,
462450,
689750,
445064,
510609,
112013,1001969
673625,
460574,
701182,
114746,1004661
449533,
677066,
681787,
436819,
115747,1005633
661274,
573627,12101
811105,
150352,1010668
564436,
115637,1005522
439507,
823188,
572823,
120133,1009919
703170,
488673,
694471,
113470,1003407
447761,6987
442430,
808556,
439416,
124783,1014458
820481,
819489,
670950,19309
803128,
660064,
557475,
561605,
687208,
591738,
501389,
113152,1003092
460993,
477252,
815918,
121548,1011297
819409,
474354,
476509,
672083,
837240,
565451,
680215,
822039,
123112,1012844
681961,
693281,
400308,1410
461259,
120702,1010470
117289,1007136
684708,
556245,
689339,
122389,1012141
117921,1007756
665916,
673786,
117187,1007035
124083,1013776
543509,
666784,
446167,
820962,
447829,
120494,1010263
470064,
694187,
568203,
121740,1011491
121194,1010951
800954,
680726,
466170,
622488,
699775,
687276,
686389,
111488,1001447
441530,
440899,
114656,1004572
460671,
831111,
470693,
435933,
571679,10619
605119,18289
593584,
660860,
557512,
471858,
701115,
812431,
469994,
808124,
678199,
502471,
501388,
565580,
467232,
113327,1003263
442192,
114647,1004563
501914,
657711,
664905,
112977,1002912
693668,
815169,
459407,
437967,
801236,
694247,
572223,
500718,
500036,
471100,
557161,
456727,
650880,
607676,
453501,
449882,
624311,
463667,
831648,
690217,
809291,
570622,
122652,1012394
683233,
628249,
438824,
804848,
831317,
124641,1014317
437815,
440783,
689442,
572808,
657487,
607353,
501321,
674760,
436064,
831526,
119636,1009435
455013,
427099,
819568,
700369,
837897,
566418,
442905,
691926,
600926,
456041,
113760,1003692
684744,
667707,
451264,
545151,
561862,
832543,
569207,
115571,1005452
448151,
821900,
681669,
822426,
472938,
621194,
666199,
531213,
567743,
656661,
818514,
674073,
815605,
502380,
134440,1012583
694890,
823971,
689401,
623379,
445088,
439252,
564773,
115424,1005314
554335,
443727,
801190,
559021,
452196,
448794,
116381,1006252
118355,1008177
801984,
450004,
116313,1006185
499828,
689101,
441936,
525509,
805452,
449897,
669373,22267
692647,
650988,
115146,1005054
834230,
656713,20186
118474,1008303
518732,
685285,
629494,
559195,
808469,
493028,
429260,1752
830151,
456627,
502628,
543101,13050
592094,11861
814495,
123850,1013558
595139,
560571,
528360,
809587,
829163,
504561,
677371,
837485,
440824,
121581,1011330
686217,29622
829779,
692290,
554554,
614180,
455154,
818356,
684743,
808935,
444394,
808031,
120158,1009940
567153,
816611,
446883,
671161,
702448,
672350,
663913,
111873,1001829
680718,24598
459460,
446622,
457325,
813851,
665063,
462734,
114776,1004689
828279,
113276,1003214
595426,12244
681328,
657648,
812160,
112965,1002900
466248,
120801,1010567
686753,26260
598468,
685807,
826310,
610142,
544242,
660770,
832348,
699581,
626798,
687067,
467323,
818642,
819848,
122816,1012556
446860,
450863,
820365,
120803,1010568
577929,
110727,1000708
438396,
518453,
436966,
110785,1000765
622010,
825620,
115866,1005747
440006,
805420,
123236,1012965
530783,
112022,1001980
680701,24590
460571,
645441,
800778,
451661,5070
520488,
454426,
445778,
534812,12360
121216,1010971
676848,
682163,
113374,1003309
676037,
686556,
812413,
438390,
457585,
119877,1009670
815338,
675866,
115828,1005708
641683,
456130,
815077,
657728,
447068,
116291,1006168
837598,
473401,
642391,
701573,
665040,
440643,
467920,
110454,1000433
450317,697
570611,
438846,
608219,
628132,
111909,1001865
699040,
434588,
702072,
701790,
114453,1004369
694460,
701010,
800266,
593786,
686118,
804980,
599721,
449641,
685500,
447713,
113178,1003118
607321,
696501,
678729,
464625,
123348,1187
823673,
438669,
689482,
119641,1009439
461412,
835651,
458894,
123002,1012740
830282,
458974,3503
680547,
668905,
571511,
691575,
656097,
118077,1007909
800415,
456218,
622790,
449628,
641511,19806
557966,
693345,
656871,
444518,4361
829568,
122874,1012612
460642,
433642,
117373,1007219
456833,
442405,
593482,
445785,
443162,
456896,
666673,
701108,
569646,
112153,1002100
607388,
430594,2180
692873,
832521,
443755,
457095,
596535,
533385,
822074,
821278,
840321,
602111,
557059,
437774,
113227,1003165
815095,
820724,
474481,
642585,20666
607450,
528718,
831681,
690019,
124397,1014080
547980,
476883,2495
462415,
449339,
446549,
451493,
557467,
666009,
622774,14733
502368,
801393,
542657,
567313,
110239,1000229
114408,1004324
114964,1004871
111613,1001571
670871,19588
461830,
556693,
678947,
675911,27498
121732,1011481
448437,
819226,
441180,
453587,
114053,1003974
438291,
686243,
605177,12988
701829,
455658,
680433,
821288,
680700,24589
703628,
558070,
456576,
808718,
528143,
473125,
453131,
805430,
802468,
696508,
684781,
608472,
579029,
668742,
804620,
460215,
641098,
803005,
519343,
801928,
641981,
530358,
460962,
491676,4146
120785,1010552
545738,
650604,
679661,
444746,
557877,
815086,
598284,13288
114920,1004835
465865,
502460,
459492,
811759,
621790,
691728,27770
681260,
830903,
119475,1009281
502567,
493366,
565053,
547001,18769
686529,
817380,
533207,
110658,1000644
686807,
678717,
691846,
807733,
572017,10710
452661,
684283,
800347,
641689,
832369,
688246,
665715,
118119,1007950
678912,
694377,27504
687985,
489739,
558568,
455092,7489
831406,
448178,6475
407792,1
595397,
113897,1003824
464011,
115085,1004993
828470,
821766,
503800,
821250,
499523,
543170,
519180,
463874,
459602,
804814,
554507,
524588,
506439,
489342,
572080,
502750,
110615,1000598
703194,
805663,
605538,12804
472167,
451118,
469179,
436188,
112921,1002860
671114,
465726,
692120,
809593,
448540,
817388,
660299,
810089,
650624,
530084,
150342,313
820065,
113288,1003226
701560,
439318,
121997,1011743
506914,
469724,
120422,1010192
457786,6577
682547,
463347,
657374,
600970,
462767,
594759,
696081,
614307,
816967,
686138,
607075,
691008,
607766,
461779,
457386,
500319,
607188,13699
493191,
822846,
557265,
436581,
122161,1011902
461765,
438633,
450158,
819495,
684295,
822733,
570804,
678021,
123240,1012969
817804,
568798,
116039,1005915
558711,
667718,
694358,
441131,
700945,
686656,
822320,
473285,
473143,
827354,
821812,
442488,
462395,
688233,
660579,
805821,
454976,
568516,
436507,
461528,
119452,1009258
824278,
676131,
112288,1002236
438654,
818538,
558341,
457995,
116634,1006513
442365,
112359,1002307
594589,
641518,
502221,
570682,
821252,
818006,
655002,
117816,1007656
701063,
458808,
676246,
123089,1012821
805272,
543959,
668790,
465792,
453931,
122096,1011836
666312,
673809,
118292,1008115
820640,
554241,
821069,
469588,
807158,
571884,
446152,
545462,
427318,
407814,
451719,
114300,1004218
801361,
559509,
657531,
804760,
568188,
815772,
491626,
681862,
545152,
832272,
682212,
114890,1004802
807933,
677610,
669346,
450391,
441312,
684779,
485862,
493332,
472204,
515051,
120052,1009836
667369,
469483,
694597,
117297,1007143
472752,
816717,
458489,
445850,
678867,
650323,
464839,
554623,
515045,
455244,
434884,3245
542913,
561387,
476036,7752
609104,
666160,19956
592274,12181
817091,
466936,
516515,
821916,
520949,
122569,1012312
477158,
543478,
436014,
527108,
456660,
622461,
682160,
832334,
699755,
450212,4682
544820,
502172,
456570,
819436,
829425,
115412,1005302
440675,
666782,
823418,
595959,
669430,
555413,
688323,
682895,
430203,1825
425627,1690
835934,
667265,
824917,
823720,
691265,
818868,
815187,
658148,
502400,
116736,1006578
802950,
463514,
692753,
444884,6315
700182,
503351,9246
607957,
465246,
666773,
114700,1004616
673247,
657613,
640017,
702022,
608609,
830178,
514931,
117068,1006919
677025,
677182,
625287,
815657,
573528,
519206,
112597,1002543
831633,
545536,
518739,
470475,
123158,1012891
114807,1004714
489821,
445603,
543551,5354
518757,
543501,
451884,
801708,
443356,
701111,
569287,
543625,
573125,
804608,
565547,
493193,18722
801259,
442618,
491672,
460628,
473621,
703668,
683507,
570712,
645277,16556
816187,
568080,
518938,
823786,
678167,
443986,
452101,
641436,
676786,
457672,
451556,
441020,
466655,
814137,
110970,1000942
454155,
689173,
819199,
605267,
691845,
669663,
571471,
112311,1002259
445295,
701206,
425686,1659
541634,
830523,
803120,
451445,
446466,
699849,
686559,
489315,
517372,
452914,
455529,
595107,
685943,
802064,
805727,
340192,1555
815007,
695572,
621052,15015
472930,
110042,1000038
439038,
596735,
560214,
493130,
565833,
689617,
691343,
688472,
829462,
114196,1004115
123607,1013321
542174,
819893,
470089,
120757,1010525
612432,
114454,1004370
673011,
572976,
560430,
489015,
819654,
531611,
701217,
123442,1013161
400122,
643237,
114244,1004161
566696,
684753,
446831,
562959,
682958,
800339,
500144,
670587,
800444,
520588,
440553,
592543,
605444,
408059,
804509,
518581,
666275,
801043,
701901,
124518,1014194
805338,
835949,
567752,
825348,
828238,
468483,
823004,
543362,7077
543341,
817454,
670175,
641850,15215
500777,
816847,
811227,
800926,
669178,
829340,
831810,
627264,
688227,
702636,
830117,
532824,
518923,
801158,
115819,1005702
425820,2304
461521,
682433,
663422,
462280,
515030,
519037,7511
816420,
663303,
607253,
685721,
837228,
113247,1003185
641545,
476040,
600251,
114983,1004889
621358,
808024,
118656,1008473
465897,
569473,
519339,
443036,
819217,
625392,
458091,
118203,1008032
439278,
541344,
688953,
448592,7613
407791,1441
670417,
119373,1009180
111443,1001405
455634,
466097,
437985,
641333,
499607,
816973,
502287,
113431,1003367
464666,
814372,
565786,
805453,
621451,
666152,27531
656673,
665775,
573008,
700101,
670700,
525928,
502163,
685038,
804050,
676377,
689160,
677155,
118854,1008668
804114,
492846,
678406,
114364,1004284
682713,
814374,
436431,
112846,1719
437233,
827166,
684493,
456822,
517056,
592624,
812371,
463511,
467863,
670903,
692882,
436315,
692460,
668802,
801476,
812511,
571828,
815321,
819700,
809644,
121974,1011722
435843,
570567,
533423,
112535,1002480
496646,
830988,
591715,
623190,
114747,1004664
623205,14196
657608,
122052,1011794
683464,
467149,
427391,
565567,
542406,
458287,
489710,
117249,1007097
808753,
682886,
686508,
676774,
116949,1006807
802168,
816637,
623994,
813965,
112075,1002029
436399,
113785,1003718
467882,
803190,
443128,
457963,
425882,1665
566845,
646259,
456579,
684011,
672570,
452166,
558586,
644371,
440721,
501311,
831912,
112520,1002460
669192,
490932,
805848,
656396,
119403,1172
114903,1004815
568418,
703705,
836337,
436301,
801451,
446713,
490311,
466573,
661289,
556012,
827291,
564425,
802394,
443349,
469150,
499107,5980
819454,
114819,1004732
804628,
462336,
519019,
437619,
673570,
113501,1003432
502342,
809955,
451513,
673869,
701890,
451477,
642280,
828416,
471960,
816355,
816090,
464829,
489303,
471583,
447449,
800213,
668682,
542464,
817212,
472375,
458533,
444434,
559417,
452791,
440114,
814125,
670869,22471
456173,
664223,
113768,1003701
695322,
692619,
119050,1008862
530275,
501305,
568640,
624646,
677577,
448180,
538176,
562188,
489332,
807682,
436099,
450640,
522052,
643360,
518545,7995
442533,
643269,19267
834721,
111842,1001801
124297,1014026
456016,
440975,
546497,
701141,
436070,
110092,1000088
436397,
690074,
453866,
691016,27467
501744,
112264,1002214
641336,
525713,
120491,1010261
664978,
556961,
442258,
123518,1013234
806498,
566715,
702985,
117579,1007424
814382,
596131,
607654,
446339,
700884,
690375,
688676,
467956,
110523,1000502
501779,
441812,
680241,
442352,
121002,1053
694334,
696525,
516419,
453497,
460129,
531080,
668533,
437324,
669689,
815350,
437972,
690705,
650556,16609
113034,1002968
828119,
643364,
457853,
502200,
593648,
839423,
114528,1004442
836650,
823980,
572991,
437635,
623929,
528180,
581336,
607483,
658136,
676285,
678178,
565038,
475340,
630105,18036
120212,1009987
682962,
660517,
674949,
647238,
828231,
452821,
436992,
463274,
685121,
467550,
674080,
553829,
462534,
444441,
467137,
491708,8992
695269,
440629,
594944,
678667,
572708,
684546,
820345,
443781,
408216,
657443,
828096,
801200,
493131,3276
461504,
115764,1005648
596792,
122617,1012360
824778,
665669,
499656,
457743,
600989,
458139,
516991,
115519,1005410
530065,
650674,
446510,
567999,
694157,
443499,
692728,
119987,1009778
446752,
483898,
822317,
469932,
469862,
801194,
460003,5199
567929,
809548,
502551,
664767,
702982,
443226,
838730,
469424,
114386,1004303
804997,
542485,
687111,
687328,
470946,
808825,
122080,1011819
594788,
425530,8653
122366,1012194
444382,5890
692664,
545586,
459715,
559340,
452047,
609456,
815473,
475586,
658542,
677599,
822751,
436123,
665874,
691366,
657568,
680799,
622553,
657269,
452153,
821708,
113771,1003702
643402,
122411,1012197
595182,
801485,
133242,1004833
112572,1002516
837916,
543842,
451279,
494730,
817097,
501556,
702445,
529172,
543054,10304
800063,
460299,
682698,
570807,
822666,
436302,
686407,
667867,
595535,
643400,16537
519348,
823053,
457922,8364
120669,1010438
683425,
516729,
825119,
822490,
679641,
699453,
468020,
592750,
449536,
700747,
817939,
446285,
684568,
504315,
449140,
579328,20633
670112,
827449,
679840,
607396,
499767,
450337,
818002,
567011,
824182,
543265,
666860,
458596,
476357,
560136,
446665,
581292,
547348,5177
120578,1010348
518402,
800075,
472749,
455435,
680642,
565731,
564199,
820164,
561152,
683089,
111794,1001749
436713,
808079,
823137,
499565,
449988,
691775,
327692,1004235
622544,
687542,
115281,1005176
656449,
692648,
469327,
457067,
689032,
682711,
687986,
690702,
116741,1006601
467084,
800540,
698853,
111806,1001762
825280,
673883,
471302,
442686,
643293,
110603,1000612
506106,
557664,
543167,
679299,
120267,1010038
556650,
564056,
685536,
800908,
607009,
461360,
530106,
677948,
565353,
693717,
628219,
454989,
556853,
444080,
685045,
111903,1001859
543121,
596827,
684304,
802504,
676636,
543288,
690247,
455682,
467556,
560325,
608732,
643430,
815178,
114697,1004613
566101,
689026,
447669,
501728,
493363,
451410,
683586,
567609,
516792,
458641,
439762,
464862,
802372,
673273,
542695,
591710,
816318,
681851,
453761,
489382,
690833,
113945,1003862
678352,
485930,
670421,
622522,
818706,
836585,
814183,
119634,1009433
555551,
670361,
446386,2636
119291,1009101
644057,
644408,
656615,
832706,
814139,
694047,
824221,
817133,
528380,
800468,
699156,
444557,
431170,2797
439679,
437508,
439885,
111893,1001850
830759,
568774,
110781,1000761
451662,
817060,
701199,
665948,
121619,1011369
447763,
684869,
440030,
425786,2642
554744,
443686,
458816,
516633,
454975,4177
572971,9434
463498,
567072,
439976,
689876,
110417,1000398
581437,
664308,
425536,
812481,
686978,
443048,
475729,
545868,
488716,
816553,
827707,
471997,
442311,
820706,
115242,1005136
643615,19269
460331,
690957,
453727,
676390,
802452,
664981,
667789,
466521,
691841,
447830,
607417,
811695,
529444,
663396,
815294,
678235,
521028,
115317,1005212
441049,
642044,
515968,
694556,
819897,
470099,
800627,
434567,3707
823981,
442537,
446217,
445663,
688243,
622517,
118409,1008228
502769,
466451,
666147,
817582,
460222,
493271,
642438,
641360,18519
810009,
676791,
570069,
556792,
459364,
673215,
624522,19795
449571,
801715,
821066,
564705,
822589,
555604,
703777,
435806,
490455,
425862,
545625,
464566,
121110,574
122797,1012537
564581,
676824,
448618,
686265,
640475,
811793,
437003,
461260,
438370,
545759,
446554,
113954,1003879
624520,
445314,
488831,
519187,
502457,10528
608652,15101
833077,
459899,
822702,
438789,
554950,
693191,
827676,
114432,1004348
563473,
688910,
685804,
448312,
118264,1008088
656807,
668684,19518
702951,
110385,546
676108,
119602,1009405
442803,
684134,
814031,
117660,1007508
666302,
502364,
813814,
469010,
569620,
450928,
823712,
691902,
821357,
123340,1013063
461640,
571520,
504828,
818287,
642624,
816583,
815877,
819340,
602719,
702208,
805849,
458540,
470519,
523275,
678527,
449895,
456929,
821965,
702789,
658072,
118362,1168
561027,
686291,
622539,
814810,
456116,
660740,
641105,
461036,
489279,
678581,
439382,
543539,
818517,
839318,
683518,
115276,1005171
821831,
120786,1010553
803017,
681174,
458914,
528982,
470559,
449992,
489242,9802
545502,
115972,1005851
451940,
808305,
112183,1002131
120583,1010353
114182,1004101
443815,
543247,
447070,
822838,
123120,1012851
473123,
459385,
672568,
115888,1005768
700714,
556381,
117638,1007487
439827,
117441,1007285
116816,1006671
659102,
116202,1006077
596734,
119043,1008854
831091,
608346,
689462,
668734,
117380,1007226
503437,4626
665836,
117036,1006889
673655,
451289,
699469,
502697,
443626,
434378,8700
592743,10847
581178,
450272,
556315,
689287,
670118,
443835,
534119,
473548,
514932,
692008,
563157,
605681,
437009,
666255,
673465,
448814,
514630,
124392,1014079
461804,
460607,
699575,
439535,
435992,
685712,
660896,19459
571819,
643405,
820775,
656638,19883
826146,
505412,
826608,
691618,
684870,
831377,
805267,
809132,
828421,
118554,1008379
642381,
820360,
668621,
437562,
474906,
568979,
683872,
673997,
122092,1011837
593685,
600984,
807510,
702837,
445467,
685391,
693571,
703469,
439190,
819477,
521658,
683341,
593416,
531633,
451325,
558970,
691467,
591999,
121953,1011701
701698,
444721,
451383,
818831,
448142,
816228,
531363,
803062,
581222,
673057,
439889,
460585,
595015,
443702,
477078,
562452,
817370,
460188,
506694,
465674,5278
534030,
805284,
645506,
801269,
623307,
823059,
699870,
671900,
524170,
607216,13707
693735,
517358,
467486,
829414,
701724,
119338,1009146
832045,
810840,
122820,1012561
445106,
832304,
650620,
448370,
562442,
665835,
489387,
690946,
536958,
530119,
120597,1010367
120452,1010230
689377,
702810,
558209,
838912,
464441,
691020,
664886,
802695,
448626,
471489,
443524,
453769,
700100,
825998,
565605,
541662,
469828,
831906,
693772,
685112,
516749,
829539,
703607,
502165,9533
427139,
448835,
437380,
118969,1008781
121394,1011142
461177,
564122,
568198,
482228,
603873,
276051,
500313,
624399,
493578,
596069,
838868,
562221,
493298,
831023,
820423,
563998,
692066,
435922,
542289,9266
622728,
120697,1010466
681779,
469360,
687215,
453937,
449245,
819773,
459593,
683160,
822772,
458610,
663335,
689126,
808466,
800576,
680883,
840335,
671548,
464530,
122102,1011845
815104,
675735,
408215,
832310,
694697,
593931,
671157,
567712,
529412,
451256,7266
686904,
112745,1002684
831642,
829639,
661536,
440095,
607243,
607516,
599870,
678368,23899
466900,
468548,
119982,1009771
666533,
818105,
442194,
607364,
437418,
439811,
818449,
469142,
686610,27681
821297,
681442,
699019,
683991,
434587,3500
460728,
691684,
682811,
440070,
518509,
115615,1005500
114451,1004367
120238,1010014
674105,
119179,1008987
114500,1004414
115506,1005393
674065,
122672,1012415
555701,
454972,4170
115472,1005362
681190,24719
436702,
599413,
666776,
434662,
812405,
531480,
671575,
452132,
120556,1010328
499787,
808908,
436446,
831740,
581312,
519928,
502686,
592705,14867
473469,
440856,
689479,
645135,
595859,
650205,
810038,
121849,1011596
118952,1008767
689563,
695028,
622565,
640638,
571718,12858
664350,19680
692624,
474381,
118518,1008337
678769,
533296,
442995,
690273,
443472,
437218,
468034,
521009,
467194,
136603,1008288
694652,
473973,
427162,
528697,
682783,
408108,1624
489323,
468384,
818135,
700849,
500287,
123331,1013054
676099,
449355,
641291,
592478,
446958,
801248,
455977,
703191,
463570,
817539,
458692,
430935,4972
113271,1003209
466178,
818295,
400083,1488
694470,
444112,
440873,
449816,
113540,1003475
563619,
460361,
455565,
440152,
119617,1009422
124172,1013861
675993,
117330,1007177
532508,
477411,
673794,
821457,
442755,
674340,
434958,3001
693304,27490
111566,1001535
557015,
555463,
655885,
802949,
505330,
528567,
528519,
517001,
683945,
687874,
119348,1385
463834,
557933,
455573,
115270,1005166
808377,
569067,
800371,
451443,
820371,
572687,
688709,
545472,
111933,1001880
441808,
561519,
558490,
453204,
820953,
656278,
458786,
621066,
823239,
116135,1006009
451120,
683604,
118443,1008261
456818,
469764,
573190,
438930,
814548,
437384,
810981,
627894,15166
461225,
459412,
657633,
801456,
519050,
458997,
627968,
451228,
425532,1137
559992,
463175,
492796,
681949,
444456,
434918,
820981,
569858,
656038,
463930,
493465,
441036,
681834,
676467,31312
660546,20218
807844,
666565,
436086,
435838,
623465,17734
607504,
502082,7571
491696,5942
672543,
699000,
623993,14551
669680,
818978,
690513,
533923,
533298,
685485,
491642,
825917,
813632,
120161,1009942
611562,
809443,
453721,
808169,
124127,1013819
828590,
831053,
594923,
686525,
591977,
692382,
570691,
438738,
122060,1011804
438951,
621447,
834694,
437509,
437322,
439920,
681917,
815207,
663427,
447100,
542339,
502415,
676713,
641750,
818644,
816762,
828177,
451658,
112641,816
543343,12874
464406,
461580,
677165,
607390,
591722,
496169,
453785,
591760,
814712,
820044,
802712,
446639,
450739,
828209,
455503,
460193,
643448,
500910,
607538,
800378,
592308,
811653,
642492,
680915,
121590,1011337
439983,
824654,
446760,
594970,
674840,
801091,
695711,
453316,
119872,1009665
664133,
830802,
473937,
555051,
116849,1006707
122203,1011942
468488,
438829,
110070,1000058
812648,
816441,
802165,
558376,
805999,
688257,
691642,
457256,
642211,15490
554855,
532378,
500202,
113553,1003487
407830,
802036,
682038,
545650,
449610,
492818,
531042,
642702,
820999,
819299,
818715,
641757,
605105,
804246,
567343,
815230,
613588,
477455,
121768,1011515
686847,
449891,
113068,1003004
436240,
806385,
689845,
501822,3299
450041,
813860,
607756,
518644,
462137,
123702,1013407
674313,
460092,7645
823823,
453855,
455028,
687207,
813493,
457513,
664896,
471822,3397
817728,
502657,
444037,
678741,
150016,1002390
805092,
668980,
468024,
683640,
490330,
456861,
519012,
702827,
819046,
602925,
430635,1868
681600,
554823,
502040,
570787,
499716,
561408,
819336,
115552,1005446
690510,
567722,
691625,
682117,
672320,
116785,1006643
448324,
430591,2172
670212,
669649,
821850,
554536,
464060,
592417,
203719,1007442
685954,
114636,1004550
115154,1005055
448812,
829748,
440333,
803354,
