PlayerId,MLBAM_ID,Season,Level,Name,Chase%,Z-Contact%,PullAir%,Whiff%,OutsidePitches,OutsideSwings,InZonePitches,InZoneSwings,InZoneContacts,BattedBalls,AirBalls,PullAirBalls,TotalPitches,SwStr,Games
688460,688460,2026,AAA,Josh Kasevich,0.0,0.667,0.0,0.333,9,0,5,3,2,2,0,0,14,1,1
31793,689041,2026,AAA,Rhylan Thomas,0.182,0.818,0.0,0.231,11,2,11,11,9,2,2,0,22,3,1
27735,689172,2026,AAA,Brett Wisely,0.167,1.0,0.0,0.0,6,1,9,3,3,2,0,0,15,0,2
689196,689196,2026,AAA,Owen Ayers,0.077,0.5,0.0,0.667,13,1,9,2,1,1,0,0,22,2,1
689531,689531,2026,AAA,Brett Squires,0.294,0.625,0.5,0.385,17,5,15,8,5,2,1,1,32,5,2
31500,690022,2026,AAA,Ryan Ritter,0.333,1.0,0.0,0.5,6,2,8,2,2,2,0,0,14,2,1
31437,690291,2026,AAA,Jace Jung,0.185,1.0,0.0,0.182,27,5,13,6,6,4,4,0,40,2,2
690448,690448,2026,AAA,Mike Jarvis,0.111,1.0,1.0,0.5,9,1,4,1,1,1,1,1,13,1,1
690841,690841,2026,AAA,Matt O'Neill,0.0,1.0,0.5,0.0,6,0,5,3,3,2,1,1,11,0,1
690914,690914,2026,AAA,Brody Moore,0.1,0.857,0.0,0.25,10,1,11,7,6,2,1,0,21,2,1
690961,690961,2026,AAA,Enrique Bradfield Jr.,0.238,0.778,0.0,0.174,21,5,25,18,14,4,0,0,46,4,2
690971,690971,2026,AAA,Chase Davis,0.1,0.455,0.0,0.538,20,2,15,11,5,2,1,0,35,7,2
690985,690985,2026,AAA,Colby Halter,0.167,1.0,0.0,0.2,6,1,6,4,4,2,0,0,12,1,2
27482,690987,2026,AAA,Robert Hassell III,0.133,0.667,0.0,0.5,15,2,15,6,4,1,1,0,30,4,2
691003,691003,2026,AAA,Tre' Morgan,0.667,1.0,0.0,0.5,6,4,8,4,4,2,2,0,14,4,1
691021,691021,2026,AAA,A.J. Vukovich,0.25,0.833,0.0,0.222,12,3,9,6,5,3,1,0,21,2,1
691024,691024,2026,AAA,Cayden Wallace,0.217,0.833,0.0,0.118,23,5,14,12,10,5,0,0,37,2,2
28080,691176,2026,AAA,Jasson Domínguez,0.35,0.769,0.0,0.35,20,7,19,13,10,5,3,0,39,7,2
691186,691186,2026,AAA,Arol Vera,0.273,0.667,0.5,0.333,11,3,9,3,2,2,1,1,20,2,2
691276,691276,2026,AAA,Luis Caicuto,0.125,0.25,0.0,0.6,8,1,9,4,1,1,0,0,17,3,1
691369,691369,2026,AAA,Allan Castro,0.2,0.8,0.5,0.154,15,3,17,10,8,6,4,3,32,2,2
28142,691373,2026,AAA,Jhostynxon Garcia,0.556,0.5,0.0,0.714,9,5,4,2,1,2,1,0,13,5,1
691620,691620,2026,AAA,Jeferson Quero,0.375,0.8,0.333,0.25,8,3,6,5,4,3,1,1,14,2,1
691775,691775,2026,AAA,Ryan Clifford,0.364,1.0,0.0,0.143,11,4,6,3,3,2,1,0,17,1,1
28344,691907,2026,AAA,Tsung-Che Cheng,0.125,0.75,0.667,0.2,8,1,9,4,3,3,3,2,17,1,1
691913,691913,2026,AAA,Jesus Castillo,0.222,0.909,0.333,0.133,18,4,14,11,10,3,1,1,32,2,2
692238,692238,2026,AAA,Parks Harber,0.5,1.0,0.0,0.077,12,6,14,7,7,7,4,0,26,1,2
692348,692348,2026,AAA,Aeverson Arteaga,0.407,0.714,0.333,0.278,27,11,13,7,5,3,1,1,40,5,2
692371,692371,2026,AAA,Lizandro Espinoza,0.444,1.0,0.0,0.636,18,8,4,3,3,1,0,0,22,7,1
28552,692585,2026,AAA,Yanquiel Fernández,0.087,0.727,0.0,0.231,23,2,16,11,8,3,1,0,39,3,2
693306,693306,2026,AAA,Aaron Sabato,0.417,1.0,0.75,0.1,12,5,9,5,5,4,3,3,21,1,2
693850,693850,2026,AAA,Kala'i Rosario,0.238,0.938,0.0,0.095,21,5,20,16,15,2,0,0,41,2,2
694196,694196,2026,AAA,Diego Velasquez,0.375,0.5,0.5,0.6,8,3,6,2,1,2,1,1,14,3,2
694206,694206,2026,AAA,Daniel Guilarte,1.0,1.0,,0.333,2,2,1,1,1,0,0,0,3,1,1
694224,694224,2026,AAA,Gabriel Gonzalez,0.143,1.0,0.0,0.0,14,2,15,8,8,7,2,0,29,0,2
694230,694230,2026,AAA,Hendry Mendez,0.105,0.778,0.0,0.273,19,2,17,9,7,5,1,0,36,3,2
694266,694266,2026,AAA,D'Andre Smith,0.182,0.917,0.333,0.214,11,2,16,12,11,6,2,2,27,3,2
694351,694351,2026,AAA,Jacob Berry,0.417,0.9,0.25,0.2,12,5,16,10,9,4,2,1,28,3,2
29782,694359,2026,AAA,Niko Kavadas,0.263,0.857,0.0,0.417,19,5,10,7,6,2,0,0,29,5,2
694371,694371,2026,AAA,Tommy Troy,0.241,0.714,0.0,0.286,29,7,21,7,5,1,0,0,51,4,2
694385,694385,2026,AAA,Brock Wilken,0.286,0.778,0.4,0.333,21,6,17,9,7,5,3,2,38,5,2
29630,694388,2026,AAA,Joey Loperfido,0.077,1.0,,0.0,13,1,3,1,1,0,0,0,16,0,1
694420,694420,2026,AAA,Tatem Levins,0.273,1.0,0.0,0.5,11,3,5,1,1,2,0,0,16,2,1
694425,694425,2026,AAA,Justice Bigbie,0.077,0.5,1.0,0.667,13,1,4,2,1,1,1,1,17,2,1
694444,694444,2026,AAA,Tavian Josenberger,0.111,1.0,0.5,0.167,9,1,13,5,5,2,1,1,22,1,1
694478,694478,2026,AAA,Michael Turner,0.25,0.8,0.333,0.25,12,3,9,5,4,3,1,1,21,2,1
694514,694514,2026,AAA,Sterlin Thompson,0.19,1.0,0.333,0.167,21,4,13,8,8,3,1,1,34,2,2
694580,694580,2026,AAA,Kemp Alderman,0.158,0.75,0.0,0.364,19,3,13,8,6,1,0,0,32,4,2
694689,694689,2026,AAA,Dominic Pitelli,0.455,1.0,1.0,0.2,11,5,8,5,5,1,1,1,19,2,1
33280,694728,2026,AAA,Brice Matthews,0.267,1.0,1.0,0.1,15,4,9,6,6,1,1,1,24,1,1
694812,694812,2026,AAA,Tyler McDonough,0.091,0.8,,0.167,11,1,7,5,4,0,0,0,18,1,1
694876,694876,2026,AAA,Cooper Ingle,0.286,0.9,0.0,0.25,21,6,18,10,9,2,0,0,39,4,2
694966,694966,2026,AAA,Brayden Taylor,0.235,0.778,0.0,0.308,17,4,17,9,7,4,1,0,34,4,2
694991,694991,2026,AAA,Mitch Jebb,0.176,1.0,0.167,0.0,17,3,15,9,9,6,2,1,32,0,2
695048,695048,2026,AAA,Garret Guillemette,0.154,1.0,1.0,0.333,13,2,8,4,4,1,1,1,21,2,1
695462,695462,2026,AAA,Cal Conley,0.222,0.5,0.0,0.5,9,2,8,6,3,1,0,0,17,4,1
695467,695467,2026,AAA,Juan Montero,0.25,0.667,0.0,0.25,4,1,5,3,2,1,1,0,9,1,2
695490,695490,2026,AAA,Edwin Arroyo,0.375,1.0,0.0,0.091,8,3,12,8,8,1,0,0,20,1,1
695501,695501,2026,AAA,Blake Burke,0.222,0.667,0.0,0.375,9,2,7,6,4,1,0,0,16,3,1
695508,695508,2026,AAA,Cam Cauley,0.294,1.0,0.5,0.0,17,5,13,6,6,6,4,3,30,0,2
695521,695521,2026,AAA,Gavin Conticello,0.125,0.5,,0.5,16,2,5,2,1,0,0,0,21,2,1
695596,695596,2026,AAA,Nick Raposo,0.0,1.0,0.5,0.0,10,0,6,5,5,2,1,1,16,0,1
695612,695612,2026,AAA,Alex Mooney,0.143,0.538,0.25,0.429,7,1,16,13,7,4,2,1,23,6,2
695653,695653,2026,AAA,Noah Miller,0.4,1.0,0.0,0.214,20,8,13,6,6,3,0,0,33,3,2
695735,695735,2026,AAA,Creed Willems,0.5,0.75,0.25,0.375,8,4,11,4,3,4,1,1,19,3,2
695763,695763,2026,AAA,Sam Petersen,0.429,0.714,0.0,0.308,14,6,14,7,5,3,1,0,28,4,2
696135,696135,2026,AAA,Kahlil Watson,0.2,0.714,0.167,0.182,20,4,15,7,5,6,2,1,35,2,2
696140,696140,2026,AAA,Ethan Murray,0.353,1.0,0.0,0.25,17,6,12,6,6,2,0,0,29,3,2
696160,696160,2026,AAA,Jake Rucker,0.059,0.7,0.5,0.364,17,1,15,10,7,2,1,1,32,4,2
696486,696486,2026,AAA,James Tibbs III,0.333,0.75,0.333,0.391,33,11,22,12,9,6,3,2,55,9,3
698916,698916,2026,AAA,Rosman Verdugo,0.222,0.846,0.0,0.263,27,6,18,13,11,3,2,0,45,5,2
699114,699114,2026,AAA,Leo Balcazar,0.32,0.917,0.25,0.35,25,8,18,12,11,4,3,1,43,7,2
699130,699130,2026,AAA,Jadher Areinamo,0.385,0.875,0.143,0.154,13,5,10,8,7,7,2,1,23,2,2
699232,699232,2026,AAA,Anderdson Rojas,0.364,0.778,0.2,0.154,11,4,16,9,7,5,3,1,27,2,2
31354,699625,2026,AAA,Jimmy Crooks,0.167,0.714,0.0,0.364,24,4,15,7,5,1,1,0,39,4,2
700032,700032,2026,AAA,Victor Labrada,0.167,0.75,0.0,0.4,6,1,7,4,3,3,1,0,13,2,1
700164,700164,2026,AAA,Bryant Betancourt,0.3,1.0,0.167,0.125,20,6,11,10,10,6,2,1,31,2,2
30038,700246,2026,AAA,Carson Williams,0.083,0.75,0.5,0.333,12,1,17,8,6,2,2,1,29,3,2
28022,700337,2026,AAA,Edgar Quero,0.185,0.818,0.0,0.312,27,5,16,11,9,5,1,0,43,5,2
700652,700652,2026,AAA,Kenny Piper,0.312,1.0,0.4,0.143,16,5,12,9,9,5,3,2,28,2,2
29794,700932,2026,AAA,Kyle Manzardo,0.333,0.818,0.4,0.333,12,4,16,11,9,5,3,2,28,5,2
701177,701177,2026,AAA,Nick Cimillo,0.235,0.846,0.0,0.118,17,4,19,13,11,2,0,0,36,2,2
31562,701305,2026,AAA,Zach Dezenzo,0.091,0.8,0.0,0.273,11,1,15,10,8,4,1,0,26,3,2
701394,701394,2026,AAA,Zach Ehrhard,0.37,0.933,0.25,0.2,27,10,32,15,14,8,3,2,59,5,3
701496,701496,2026,AAA,Ben Cowles,0.333,0.75,0.333,0.167,6,2,5,4,3,3,2,1,11,1,1
701527,701527,2026,AAA,Mike Sirota,0.0,0.5,0.0,0.5,14,0,7,4,2,1,0,0,21,2,1
701546,701546,2026,AAA,Duce Gourson,0.312,0.889,0.2,0.286,16,5,13,9,8,5,2,1,29,4,2
701648,701648,2026,AAA,Aaron Zavala,0.167,0.875,0.0,0.3,12,2,11,8,7,1,0,0,23,3,1
701649,701649,2026,AAA,James Triantos,0.333,1.0,0.167,0.0,15,5,8,7,7,6,2,1,23,0,2
701682,701682,2026,AAA,Braedon Karpathios,0.167,0.429,0.0,0.625,6,1,11,7,3,2,1,0,17,5,2
701771,701771,2026,AAA,Billy Amick,0.308,0.636,0.0,0.421,26,8,14,11,7,2,1,0,40,8,2
702302,702302,2026,AAA,RJ Schreck,0.05,0.818,0.0,0.25,20,1,17,11,9,3,1,0,37,3,2
702315,702315,2026,AAA,Bennett Hostetler,0.333,0.667,0.5,0.5,6,2,8,6,4,2,2,1,14,4,1
702331,702331,2026,AAA,Noah Mendlinger,0.182,1.0,0.0,0.333,11,2,8,1,1,2,0,0,19,1,1
31567,702358,2026,AAA,Trey Lipscomb,0.333,0.625,0.0,0.357,18,6,15,8,5,2,1,0,33,5,2
702540,702540,2026,AAA,Mikey Romero,0.286,1.0,0.333,0.143,28,8,21,13,13,6,4,2,49,3,2
702679,702679,2026,AAA,Demetrio Crisantes,0.158,1.0,0.0,0.167,19,3,9,3,3,3,1,0,28,1,2
702789,702789,2026,AAA,Austin Gauthier,0.222,0.789,0.0,0.296,36,8,30,19,15,7,4,0,66,8,3
703185,703185,2026,AAA,Nelson Rada,0.167,1.0,0.0,0.0,6,1,18,8,8,4,2,0,24,0,2
703448,703448,2026,AAA,Cam Cannarella,0.143,0.833,0.0,0.125,14,2,12,6,5,3,2,0,26,1,1
703680,703680,2026,AAA,Brandon Compton,0.429,0.833,1.0,0.333,14,6,11,6,5,1,1,1,25,4,1
703766,703766,2026,AAA,Dakota Harris,0.429,0.667,0.0,0.292,21,9,19,15,10,6,1,0,40,7,2
800060,800060,2026,AAA,Xavier Isaac,0.125,0.5,0.5,0.6,8,1,6,4,2,2,1,1,14,3,1
800406,800406,2026,AAA,Aron Estrada,0.125,0.929,0.0,0.125,16,2,22,14,13,5,1,0,38,2,2
800473,800473,2026,AAA,Jefferson Rojas,0.5,0.778,0.25,0.467,12,6,17,9,7,4,1,1,29,7,2
800957,800957,2026,AAA,Brendan Jones,0.0,0.727,0.5,0.273,16,0,21,11,8,2,1,1,37,3,2
800959,800959,2026,AAA,Nick Goodwin,0.238,0.833,0.0,0.364,21,5,14,6,5,2,1,0,35,4,2
801194,801194,2026,AAA,Max Anderson,0.222,0.8,0.0,0.357,18,4,14,10,8,4,3,0,32,5,2
801276,801276,2026,AAA,Juan Matheus,0.267,1.0,0.0,0.0,15,4,5,2,2,2,0,0,20,0,1
801406,801406,2026,AAA,Jared Dickey,0.545,0.818,0.25,0.353,11,6,16,11,9,4,1,1,27,6,2
802117,802117,2026,AAA,Patrick Clohisy,0.333,1.0,0.0,0.571,12,4,9,3,3,1,0,0,21,4,2
