Season,Name,Team,Level,Age,wRC+,BB/K,wOBA,SwStr%,HR/FB,K%,GB/FB,ISO,PA,BB/K,PlayerId,MinorMasterId,NameASCII,MLBAMID,PlayerTeamId
2026,"Leandro Pineda","WSN","AA",24,88.94659174957903,0.583333333,0.3131207658184899,0.10839844,0.05,0.177777777,1.483333333,0.122881356,270,0.583333333,"sa3008905","sa3008905","Leandro Pineda",683610,24
2026,"Jorge Burgos","TOR","AA",23,117.99738038626772,0.717948717,0.36414782709545557,0.10135135,0.092592592,0.171806167,1.074074074,0.17948718,227,0.717948717,"sa3008929","sa3008929","Jorge Burgos",684222,14
2026,"Miguel Palma","NYY","AA",24,69.84238654377414,0.48275862,0.28207534745456725,0.14502165,0.161290322,0.235772357,1.032258064,0.14953271,123,0.48275862,"sa3009279","sa3009279","Miguel Palma",682692,9
2026,"Jose Colmenares","PHI","A+",24,122.29884418709187,0.609756097,0.3810480817571863,0.1182266,0.107142857,0.266233766,1.142857142,0.134920635,154,0.609756097,"sa3009309","sa3009309","Jose Colmenares",683569,4
2026,"Frank Rodriguez","LAD","AA",24,109.6328647394144,0.375,0.3571795599303976,0.15689981,0.15625,0.231884057,1.125,0.176470588,138,0.375,"sa3009330","sa3009330","Frank Rodriguez",684491,22
2026,"Geovanny Planchart","TOR","AA",24,140.34134210532162,0.8,0.3994193360919044,0.05940594,0,0.238095238,2.333333333,0,21,0.8,"sa3009334","sa3009334","Geovanny Planchart",685712,14
2026,"Eddinson Paulino","NYM","A",23,86.45848865122662,1.5,0.3274184403748348,0.07758621,0,0.068965517,2.8,0.08,29,1.5,"sa3009538","sa3009538","Eddinson Paulino",682796,25
2026,"Nelson Quiroz","LAD","AA",24,93.43543048466903,0.666666666,0.33087750549974115,0.12037037,0,0.103448275,8.5,0.074074074,29,0.666666666,"sa3009565","sa3009565","Nelson Quiroz",685716,22
2026,"Sergio Tapia","DET","A",23,58.82390522054853,0.529411764,0.2772473460749576,0.10743802,0.064516129,0.178947368,0.709677419,0.107142857,95,0.529411764,"sa3009763","sa3009763","Sergio Tapia",685337,6
2026,"DJ Gladney","NYY","AA",24,120.73793534724078,0.24742268,0.36241753699429613,0.18681319,0.306122448,0.329931972,1.346938775,0.242424243,294,0.24742268,"sa3010043","sa3010043","DJ Gladney",687554,9
2026,"Omar Hernandez","KCR","AA",24,82.76393199682178,0.314285714,0.32024717007774905,0.12780656,0.09375,0.2,1.71875,0.086092715,175,0.314285714,"sa3010155","sa3010155","Omar Hernandez",683427,7
2026,"Andrick Nava","MIL","AAA",24,191.47803779311909,3,0.48447392880916595,0.04615385,0.333333333,0.05,1.333333333,0.375,20,3,"sa3010693","sa3010693","Andrick Nava",682774,23
2026,"Andrick Nava","MIL","A+",24,101.10397008677377,0.272727272,0.36238727444096613,0.17164179,0.111111111,0.289473684,0.888888888,0.176470588,38,0.272727272,"sa3010693","sa3010693","Andrick Nava",682774,23
2026,"Kervin Pichardo","WSN","AA",24,80.3226555923301,0.563636363,0.2995072783993893,0.11875,0.106382978,0.224489795,1.638297872,0.105263158,245,0.563636363,"sa3011260","sa3011260","Kervin Pichardo",682775,24
2026,"Wuilfredo Antunez","CLE","AA",24,68.47572930532857,0.211764705,0.2803833423516689,0.18738404,0.173913043,0.311355311,1,0.201581028,273,0.211764705,"sa3011578","sa3011578","Wuilfredo Antunez",686404,5
2026,"Dasan Brown","MIL","AA",24,74.44160578334773,0.551020408,0.29829081196984847,0.12801205,0.032258064,0.291666666,1.064516129,0.044444444,168,0.551020408,"sa3011717","sa3011717","Dasan Brown",672018,-1
2026,"Erick Brito","PHI","A+",24,52.200348740641424,1.5,0.2658267120520274,0.04444444,0,0.166666666,3,0,12,1.5,"sa3011753","sa3011753","Erick Brito",684081,26
