Name,Org,MLBAMId,MinorMasterId,Age,AgeDays,PA,AB,BA,OBP,SLG,ISO,HR,BB,K,BB%,K%,wRC+,BABIP,wOBA,xwOBA,Chase%,ZContact%,SwStr%,Zone%,ZSwing%,Whiff%,MaxEV,EV90,AvgEV,HardHit%,Barrel%BBE,Barrel%PA,xBA,xSLG,PullAir%,GB%,FB%,LD%,LA,Spd,wBsR,wBsR/PA,PSScore,Season,Level
George Wolkow,CHW,805804.0,sa3022817,20.0,7300,557,489,0.0,0.0,0.0,0.206543967,22,0.0,179,8.9766606,32.136445200000004,94.63261643924645,0.320945945,0.3369156742955113,0.0,40.03378378378378,74.58646616541355,18.547214999999998,45.31177829099307,67.78797145769623,36.70309653916211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.07462686567164,36.334405100000005,43.0868167,20.5787781,0.0,6.816062617261182,-1.928858115337789,-0.003462940961109137,15.477794840769631,2026,A+
Ely Brown,CHW,836058.0,sa3027822,21.0,7665,539,436,0.0,0.0,0.0,0.09633027599999999,5,0.0,93,15.7699443,17.254174300000003,112.97234359625445,0.337243401,0.36704698677332903,0.0,23.132313231323128,89.69404186795491,6.465726999999999,47.98689138576779,60.585365853658544,17.870257037943695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.869565217391305,46.8468468,28.528528499999997,24.6246246,0.0,5.630100041191237,-1.4120081942528486,-0.002619681250932929,31.147249499832352,2026,A+
Kyle West,NYY,823918.0,sa3045036,23.0,8395,537,482,0.0,0.0,0.0,0.168049793,20,0.0,160,8.566108,29.7951582,80.78048219562238,0.292763157,0.31381588796181464,0.0,39.01420217209691,76.4525993883792,15.998067,45.61562925942753,65.13944223107569,32.8884652049571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.533527696793,43.3962264,34.5911949,22.0125786,0.0,6.1654720370102645,1.590903414413333,0.0029625761907138416,8.834203828723062,2026,A+
Charles Davalan,LAD,804560.0,sa3029860,22.0,8030,530,439,0.0,0.0,0.0,0.243735764,24,0.0,57,11.8867924,10.7547169,139.76022774147089,0.285714285,0.417771201277951,0.0,28.183229813664603,91.42419601837672,7.322176,40.97158570119157,73.04250559284117,17.488789237668158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.295508274231675,37.4670184,41.688654299999996,20.8443271,0.0,6.708617337167006,0.3072135783731937,0.0005796482610814978,30.514565005655765,2026,A+
Kyle Lodise,CHW,827517.0,sa3059833,22.0,8030,525,418,0.0,0.0,0.0,0.21052631600000002,20,0.0,141,17.523809500000002,26.857142800000002,118.36365617948958,0.292307692,0.37590466075726137,0.0,20.0,80.33707865168539,8.926919999999999,45.25386313465784,52.09756097560976,27.659574468085108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.150684931506852,28.9377289,47.9853479,23.076923,0.0,7.7604998843222015,2.0991117963567376,0.003998308183536643,26.48067425047223,2026,A+
Eduardo Tait,MIN,806953.0,sa3022162,19.0,6935,520,471,0.0,0.0,0.0,0.19745222899999998,22,0.0,119,6.730769199999999,22.884615300000004,74.25829653254019,0.243323442,0.30942836145445096,0.0,40.873015873015866,83.67952522255193,14.028436,41.77449168207024,74.55752212389379,26.919758412424503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.474254742547426,31.0344827,48.275862,20.6896551,0.0,3.5709065235409554,-1.083727148361504,-0.002084090669925969,16.936994480295073,2026,A+
Ethan Hedges,COL,805260.0,sa3033512,22.0,8030,513,463,0.0,0.0,0.0,0.159827214,16,0.0,137,7.7972709,26.705653,84.74593195581821,0.330128205,0.33483200742487323,0.0,33.85753931544866,81.20805369127517,12.574553,46.24564893088016,64.08602150537635,27.91666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.073170731707318,42.8125,32.8125,24.375,0.0,2.6907360542105185,-1.611686268821359,-0.0031416886331800363,13.23827058284104,2026,A+
Blake Mitchell,KCR,805810.0,sa3022756,21.0,7665,511,381,0.0,0.0,0.0,0.225721785,23,0.0,174,22.113502899999997,34.050880600000006,130.8700860620817,0.345549738,0.4029894541429396,0.0,20.435762584522923,72.04301075268819,15.83935,43.57778719796524,63.32684824902724,42.479908151549935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.367521367521373,30.769230699999998,40.8653846,28.365384600000002,0.0,5.293709414237719,0.6432574223726988,0.0012588207874221114,25.78855688200378,2026,A+
Asbel Gonzalez,KCR,808706.0,sa3021639,20.0,7300,510,427,0.0,0.0,0.0,0.051522249000000006,3,0.0,130,10.1960784,25.490196,85.65940376311934,0.36577181200000003,0.3284210072196945,0.0,30.82191780821918,79.59183673469387,12.774256,45.85071859063514,69.36299292214359,29.072164948453608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.202453987730062,46.5753424,23.630136899999997,29.7945205,0.0,8.045956951716112,5.149764265865088,0.01009757699189233,20.457115974625516,2026,A+
Maxton Martin,TEX,807722.0,sa3023014,21.0,7665,508,460,0.0,0.0,0.0,0.20652173899999998,21,0.0,128,7.480314900000001,25.1968503,83.01996970904783,0.270440251,0.3202251147801482,0.0,37.755102040816325,78.09239940387482,17.462844999999998,44.34692823954569,78.11408614668221,33.2375478927203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.507122507122507,42.2619047,39.28571420000001,18.452380899999998,0.0,6.390307252189932,-0.8605345971882343,-0.0016939657424965245,15.020320970804642,2026,A+
Narciso Polanco,TBR,800440.0,sa3018564,21.0,7665,505,439,0.0,0.0,0.0,0.132118451,9,0.0,108,10.8910891,21.386138600000002,91.00637850074794,0.313846153,0.3341668172034913,0.0,27.74725274725275,86.046511627907,10.49445,46.18038442582553,64.24759871931697,26.900584795321635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.825581395348838,46.5045592,27.0516717,26.443768900000002,0.0,6.641494154030503,-1.5605537872761488,-0.0030902055193587105,22.921547365732174,2026,A+
Eduardo Quintero,LAD,808234.0,sa3021208,20.0,7300,501,398,0.0,0.0,0.0,0.185929648,12,0.0,102,17.564870199999998,20.359281399999997,149.05862408411474,0.386759581,0.4331075540797677,0.0,18.237547892720308,88.42832469775475,6.16659,45.8730817088345,52.350813743218815,19.45945945945946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.97530864197531,39.4557823,34.0136054,26.5306122,0.0,8.428757411095066,3.455064794048667,0.006896336914268796,41.60248419777133,2026,A+
Daniel Dickinson,MIL,823658.0,sa3030286,22.0,8030,499,390,0.0,0.0,0.0,0.158974359,11,0.0,101,17.635270499999997,20.2404809,131.38128205810142,0.35231316700000004,0.4088254006222041,0.0,23.096663815226695,81.46167557932263,9.328178,45.47574626865672,57.53846153846154,26.181353767560662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.141025641025644,41.868512100000004,37.3702422,20.761245600000002,0.0,7.15811302360407,3.64914239384234,0.007312910608902485,28.80140136013981,2026,A+
Angel Feliz,WSN,815906.0,sa3023892,19.0,6935,495,435,0.0,0.0,0.0,0.137931034,8,0.0,116,10.1010101,23.4343434,78.77359052818586,0.29245283,0.30968370967172465,0.0,33.904761904761905,75.12195121951221,15.011038000000001,45.79246257098606,69.33483652762118,31.74778761061947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.105413105413106,46.835443,33.5443037,19.620253100000006,0.0,7.828044215127844,-0.6235147090628743,-0.0012596256748744936,18.597403879563565,2026,A+
Gleider Figuereo,TEX,699213.0,sa3015813,22.0,8030,493,426,0.0,0.0,0.0,0.190140845,19,0.0,111,12.1703853,22.515212899999998,98.6492538550098,0.275167785,0.3459032963787566,0.0,33.27222731439047,84.85981308411216,12.985572,42.39704329461457,66.62515566625156,29.36320754716981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.299694189602448,37.9421221,42.4437299,19.6141479,0.0,5.204152429192082,-0.745313205756247,-0.0015117914924061807,18.737339896131715,2026,A+
