Name,Org,MLBAMId,MinorMasterId,Age,AgeDays,PA,AB,BA,OBP,SLG,ISO,HR,BB,K,BB%,K%,wRC+,BABIP,wOBA,xwOBA,Chase%,ZContact%,SwStr%,Zone%,ZSwing%,Whiff%,MaxEV,EV90,AvgEV,HardHit%,Barrel%BBE,Barrel%PA,xBA,xSLG,PullAir%,GB%,FB%,LD%,LA,Spd,wBsR,wBsR/PA,PSScore,Season,Level
Grant McCray,SFG,687529.0,sa3010042,22,8030,584,494,0.0,0.0,0.0,0.16194332,14,0.0,171,12.3287671,29.2808219,116.62764742683173,0.35668789799999995,0.3571708198272548,0.0,17.900732302685107,76.144578313253,14.480991,48.361344537815135,72.11120764552564,34.78260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,42.236024799999996,37.888198700000004,19.8757763,0.0,8.851620085649303,4.758596729487182,0.008148282071039693,23.229761572318864,2023,A+
Harry Ford,SEA,695670.0,sa3017627,20,7300,563,444,0.0,0.0,0.0,0.173423424,15,0.0,109,18.294849,19.3605683,129.05717902108273,0.30745341600000003,0.3909897857289297,0.0,14.126097366320831,80.10471204188481,10.087536,48.00829875518672,66.03284356093346,26.524064171122998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.352941176470587,39.9399399,36.6366366,23.4234234,0.0,6.172490768406979,-0.10104467626661062,-0.00017947544629948601,37.3430152685591,2023,A+
Robert Moore,MIL,691001.0,sa3019928,21,7665,563,490,0.0,0.0,0.0,0.12857142800000002,8,0.0,108,9.769094099999998,19.1829484,92.8559128177492,0.279683377,0.3183621993022306,0.0,15.93011305241521,82.19026548672565,10.367271,54.97454881999074,76.0942760942761,22.988505747126432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.448979591836732,41.3157894,42.8947368,15.7894736,0.0,6.110819101701541,-1.4952427428215742,-0.00265584856629054,26.25582092918426,2023,A+
Kevin Kilpatrick Jr.,ATL,687201.0,sa3019891,22,8030,551,469,0.0,0.0,0.0,0.10660980800000001,5,0.0,140,12.3411978,25.4083484,96.94077539220032,0.30792682899999996,0.31564692508090625,0.0,17.6303317535545,81.75438596491226,11.090742,54.05052264808362,68.89605157131346,27.328556806550665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.22222222222222,39.6969696,38.7878787,21.5151515,0.0,8.044680981071062,2.9685412030667067,0.005387552092680048,22.90377816059149,2023,A+
Aeverson Arteaga,SFG,692348.0,sa3014707,20,7300,546,493,0.0,0.0,0.0,0.17444219100000002,17,0.0,132,7.3260073000000006,24.1758241,92.110804725627,0.282857142,0.3186055785352057,0.0,27.710843373493976,80.95854922279794,14.883721,52.93814432989691,75.17039922103214,29.31372549019608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.951219512195124,36.3888888,42.5,21.1111111,0.0,5.19739156452064,-0.09278365410864353,-0.0001699334324334131,21.19315711049874,2023,A+
Taylor Young,LAD,805891.0,sa3019907,24,8760,545,443,0.0,0.0,0.0,0.11738149,7,0.0,112,15.0458715,20.5504587,116.6928373726224,0.30909090899999997,0.3509574925482383,0.0,8.979947689625106,85.997171145686,5.945713,52.068533221897205,56.741573033707866,19.176319176319176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.96829971181556,41.9939577,42.5981873,15.4078549,0.0,8.047006337365223,7.6195747666060925,0.013980871131387324,17.399680363410475,2023,A+
Yiddi Cappe,MIA,691268.0,sa3015515,20,7300,536,509,0.0,0.0,0.0,0.088408645,5,0.0,102,3.3582089,19.029850699999997,59.277047673899105,0.26289926199999997,0.25701498974170256,0.0,33.92857142857143,82.4585635359116,13.503044,51.1716621253406,77.10330138445156,25.86719524281467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.431279620853086,42.1052631,40.8521303,17.042606499999998,0.0,5.51871036466174,-1.0993521157652142,-0.002051030066726145,16.099001361901323,2023,A+
Ben Ramirez,SEA,668756.0,sa3016950,24,8760,534,472,0.0,0.0,0.0,0.13347457599999998,12,0.0,143,9.1760299,26.7790262,88.61772100269145,0.332298136,0.3273781096576748,0.0,25.142857142857146,80.41379310344827,13.421829,49.904580152671755,69.31166347992351,29.637305699481864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14619883040936,38.0368098,35.27607360000001,26.6871165,0.0,3.5142962400500823,-0.6387758133932948,-0.0011962093883769564,9.306745779672813,2023,A+
Edwin Arroyo,CIN,695490.0,sa3017626,19,6935,534,475,0.0,0.0,0.0,0.178947369,13,0.0,112,8.988764,20.9737827,107.38199450519986,0.296610169,0.3402440597333028,0.0,15.448113207547168,80.83427282976324,12.695109,56.734693877551024,79.76618705035972,26.283987915407852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.162162162162165,37.2602739,38.9041095,23.8356164,0.0,7.957873273412867,1.5835673790425062,0.0029654819832256674,31.77723190712113,2023,A+
Kala'i Rosario,MIN,693850.0,sa3015199,20,7300,530,445,0.0,0.0,0.0,0.215730337,21,0.0,157,14.150943300000002,29.622641499999997,134.72880921553107,0.335793357,0.3788192354438436,0.0,15.318744053282588,72.95774647887325,12.5115,52.636322667868406,60.78767123287672,34.12042502951593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.063545150501675,41.2371134,41.580756,17.1821305,0.0,3.653167447895104,-1.6537076625972986,-0.0031202031369760358,28.621074727283325,2023,A+
