Name,Org,MLBAMId,MinorMasterId,Age,AgeDays,PA,AB,BA,OBP,SLG,ISO,HR,BB,K,BB%,K%,wRC+,BABIP,wOBA,xwOBA,Chase%,ZContact%,SwStr%,Zone%,ZSwing%,Whiff%,MaxEV,EV90,AvgEV,HardHit%,Barrel%BBE,Barrel%PA,xBA,xSLG,PullAir%,GB%,FB%,LD%,LA,Spd,wBsR,wBsR/PA,PSScore,Season,Level
Luis Lara,MIL,800325.0,sa3018514,20,7300,612,513,0.0,0.0,0.0,0.085769981,2,0.0,99,14.052287499999998,16.176470499999997,115.9136051976703,0.31175059899999996,0.3483139407011418,0.0,21.957446808510642,89.02900378310216,6.72089,52.118989405052965,62.00156372165754,17.203219315895367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.835214446952596,50.8515815,27.0072992,22.1411192,0.0,6.545916143240821,4.036238214932382,0.0065951604819156,39.229411096253365,2025,AA
Kala'i Rosario,MIN,693850.0,sa3015199,22,8030,579,497,0.0,0.0,0.0,0.23138833,25,0.0,159,12.6079447,27.461139799999998,130.82367630577974,0.323809523,0.38507246827008595,0.0,28.443526170798897,77.53623188405797,10.724758999999999,39.975196362133104,57.083764219234745,28.88655462184873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.05797101449276,37.2023809,40.178571399999996,22.619047600000002,0.0,7.4660968144095,2.096106353215873,0.0036202182266249,31.568141168956146,2025,AA
Taylor Young,LAD,805891.0,sa3019907,26,9490,575,486,0.0,0.0,0.0,0.055555555,2,0.0,91,13.913043400000001,15.8260869,91.82811146813856,0.281012658,0.3137974980603094,0.0,20.667150108774475,92.41935483870968,5.09636,43.1340206185567,59.2734225621415,15.704387990762124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.51219512195122,45.478036100000004,33.3333333,21.188630399999997,0.0,5.81410404737595,3.374139071442187,0.0058680679503342,13.285353888525274,2025,AA
Diego Velasquez,SFG,694196.0,sa3016144,21,7665,566,473,0.0,0.0,0.0,0.059196617,2,0.0,81,12.367491099999999,14.310954,106.50542362189836,0.302798982,0.3249887584565996,0.0,19.50523311132255,90.93264248704664,5.349048000000001,55.56025369978859,58.75190258751903,14.732142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82051282051282,46.2337662,27.7922077,25.974025899999997,0.0,4.624447495125913,-0.6649876972660422,-0.0011748899244983,33.87288863249913,2025,AA
Bill Knight,SEA,681098.0,sa3019965,25,9125,565,498,0.0,0.0,0.0,0.070281125,3,0.0,117,7.964601700000001,20.7079646,96.67889958651438,0.313471502,0.30665699697173804,0.0,31.48464163822526,83.95638629283489,10.60241,44.92481203007519,67.15481171548117,23.66026289180991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,46.981627200000005,25.459317499999997,27.559055100000002,0.0,7.841662796943124,3.1093760868534446,0.0055033205077052,14.191089861897527,2025,AA
Pedro Ramírez,CHC,699393.0,sa3015834,21,7665,563,500,0.0,0.0,0.0,0.106,8,0.0,85,8.170515,15.097690900000002,121.55254249582094,0.318072289,0.3480910479598198,0.0,23.818350324374425,90.10416666666666,5.63703,53.22930212397053,62.54071661237784,15.233160621761654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.495575221238935,49.0430622,25.5980861,25.3588516,0.0,6.03888630915115,-0.0140009494498372,-2.4868471491717952e-05,35.06130731204745,2025,AA
Sebastian Walcott,TEX,806964.0,sa3021069,19,6935,552,474,0.0,0.0,0.0,0.130801688,13,0.0,108,12.6811594,19.5652173,110.32587657329519,0.303370786,0.3493502729612848,0.0,36.47246608140463,78.08510638297872,11.527514,40.2479732951836,55.6872037914692,27.664155005382128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.24119241192412,46.0055096,31.129476500000003,22.8650137,0.0,5.596672893614737,0.6824468988925219,0.0012363168458197,31.01801740111499,2025,AA
William Bergolla Jr.,CHW,703151.0,sa3019777,20,7300,551,486,0.0,0.0,0.0,0.047325103,0,0.0,26,6.715063499999999,4.7186932,104.34524217941784,0.3008658,0.3257762487204569,0.0,29.87736900780379,96.41873278236916,3.020134,52.73972602739726,72.52747252747254,6.64451827242525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.683794466403162,49.342105200000006,26.315789399999996,24.3421052,0.0,6.381880185220336,2.0115024745464325,0.0036506396997212,31.785367413104105,2025,AA
Chris Newell,LAD,683006.0,sa3019971,24,8760,549,465,0.0,0.0,0.0,0.187096774,20,0.0,168,13.6612021,30.6010928,118.30545019887332,0.325088339,0.3550838907924267,0.0,33.61669242658423,70.25210084033613,16.213639,40.478380864765406,67.61363636363636,36.16161616161616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.746835443037966,37.7926421,41.137123700000004,21.0702341,0.0,5.962943708444048,3.5343299182131886,0.0064377594138673,18.48786902479062,2025,AA
LuJames Groover,ARI,694410.0,sa3022887,23,8395,547,470,0.0,0.0,0.0,0.125531915,12,0.0,79,11.5173674,14.4424131,120.48156431343088,0.347258485,0.3885033545476613,0.0,31.23076923076923,85.68548387096773,7.25537,39.92606284658041,57.407407407407405,19.129438717067586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.804878048780488,42.2680412,29.1237113,28.6082474,0.0,2.4467166755169965,-1.8863776866346598,-0.0034485880925679,28.02674034991519,2025,AA
Homer Bush Jr.,TBR,683344.0,sa3022480,23,8395,546,472,0.0,0.0,0.0,0.059322034,0,0.0,98,8.7912087,17.9487179,122.31934622882385,0.37467018399999996,0.35454944899277896,0.0,34.804928131416844,83.4963325183374,12.704715,53.530534351145036,72.9055258467023,25.570776255707763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.135802469135802,53.76344079999999,23.924731100000002,22.311827899999997,0.0,8.13250648108189,4.796545281074941,0.0087848814671702,24.86517979224431,2025,AA
BJ Murray,CHC,681230.0,sa3017287,25,9125,537,443,0.0,0.0,0.0,0.176072235,20,0.0,103,15.4562383,19.1806331,138.11202703324858,0.266871165,0.3734903147988701,0.0,20.0,85.4630715123095,9.903714,52.94370434035238,69.237012987013,23.40637450199203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.204419889502763,37.2093023,39.825581299999996,22.965116199999997,0.0,3.762195087894495,-0.7994275772944093,-0.0014886919502689,20.45063301778105,2025,AA
