Name,Org,MLBAMId,MinorMasterId,Age,AgeDays,PA,AB,BA,OBP,SLG,ISO,HR,BB,K,BB%,K%,wRC+,BABIP,wOBA,xwOBA,Chase%,ZContact%,SwStr%,Zone%,ZSwing%,Whiff%,MaxEV,EV90,AvgEV,HardHit%,Barrel%BBE,Barrel%PA,xBA,xSLG,PullAir%,GB%,FB%,LD%,LA,Spd,wBsR,wBsR/PA,PSScore,Season,Level
Kevin Kilpatrick Jr.,ATL,687201.0,sa3019891,23,8395,542,479,0.0,0.0,0.0,0.09394572,5,0.0,140,9.409594,25.8302583,98.8856856095234,0.322485207,0.3083222143324539,0.0,25.166825548141087,76.92307692307693,14.430501999999999,52.034750800182884,70.82601054481546,31.822660098522164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.262569832402235,49.8507462,29.2537313,20.8955223,0.0,8.372136346922325,4.019546028226614,0.0074161365834439375,15.010860071181972,2024,A+
Gavin Conticello,ARI,695521.0,sa3017770,21,7665,542,489,0.0,0.0,0.0,0.147239264,9,0.0,115,8.487084800000002,21.2177121,117.15153618687978,0.35054347799999996,0.35538293057017856,0.0,28.420123565754643,81.61559888579387,11.660269,46.35416666666667,73.34014300306436,25.897187196896216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.684210526315788,44.8,30.666666600000003,24.533333300000002,0.0,6.82874131363178,0.8141475422307849,0.001502117236588164,28.18477355651985,2024,A+
Dyan Jorge,COL,694170.0,sa3018387,21,7665,541,483,0.0,0.0,0.0,0.051759834000000005,2,0.0,122,8.872458400000001,22.5508317,81.93972241321444,0.349862258,0.31219433577029737,0.0,26.825266611977035,82.45614035087719,11.647173,42.769953051643185,68.82546652030736,28.713968957871394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.912596401028278,58.70786510000001,22.471910100000002,18.8202247,0.0,7.10258211228104,1.1976175038143992,0.002213710727937891,22.12029258399977,2024,A+
Héctor Rodríguez,CIN,699302.0,sa3015828,20,7300,541,507,0.0,0.0,0.0,0.14595660800000002,12,0.0,72,4.8059149,13.3086876,105.274545224835,0.296728971,0.3341860094406609,0.0,38.29321663019694,88.82758620689656,10.643016000000001,51.070663811563165,75.9958071278826,19.7265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.56521739130435,44.7247706,33.0275229,22.2477064,0.0,5.936124569915522,-1.3454535948112607,-0.002486975221462589,28.13232832611809,2024,A+
Kyle Karros,COL,691720.0,sa3022559,21,7665,539,472,0.0,0.0,0.0,0.17372881399999998,15,0.0,123,10.0185528,22.8200371,137.9015813681032,0.390532544,0.39970982274158295,0.0,34.513941220798785,75.57522123893807,12.960306,38.96044158233671,66.7060212514758,29.41777323799796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.941018766756034,39.710144899999996,33.6231884,26.666666600000003,0.0,4.374852816925611,-1.4254420707002282,-0.0026446049549169355,26.32482474853313,2024,A+
Carson Roccaforte,KCR,811287.0,sa3022825,22,8030,535,471,0.0,0.0,0.0,0.13375796199999998,10,0.0,139,10.4672897,25.981308400000003,86.22025727753885,0.269113149,0.3004711691464219,0.0,24.36235708003518,82.91666666666667,11.360513000000001,49.44419742107603,64.74820143884892,28.079331941544886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.287356321839084,37.3493975,40.9638554,21.6867469,0.0,6.969264037854392,0.2014380907639861,0.0003765197958205348,20.64751913737652,2024,A+
Max Anderson,DET,801194.0,sa3022567,22,8030,527,485,0.0,0.0,0.0,0.121649485,11,0.0,74,6.641366199999999,14.0417457,111.43316250570894,0.297029702,0.3318237980131406,0.0,29.032258064516128,79.9760191846523,13.941300000000002,53.07769929364279,79.27756653992395,26.691729323308273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.791569086651053,50.12345670000001,27.1604938,22.7160493,0.0,3.3655004252532734,-1.1880631530657408,-0.002254389284754727,19.93788111278018,2024,A+
Jonny Butler,ATH,695358.0,sa3017292,25,9125,522,451,0.0,0.0,0.0,0.133037694,8,0.0,111,12.260536300000002,21.264367800000002,88.87867894411798,0.279279279,0.3265440288174655,0.0,13.015463917525775,81.77826564215148,9.651601,64.64692482915717,64.20014094432699,23.765432098765434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.033898305084747,37.1601208,39.2749244,23.5649546,0.0,6.833676905370562,0.5889335013926029,0.0011282250984532625,9.246403289926779,2024,A+
Kyle Nevin,LAD,693819.0,sa3019894,22,8030,519,457,0.0,0.0,0.0,0.107221006,8,0.0,163,10.4046242,31.406551,95.30059904304487,0.344827586,0.3147734205695193,0.0,26.3558515699334,78.50746268656717,12.630622,54.5021645021645,53.21683876092136,32.1826280623608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.052117263843648,49.484536,30.927835,19.5876288,0.0,6.2607254315282335,-0.2894008671864867,-0.0005576124608602827,18.15585080181302,2024,A+
Pedro Ramírez,CHC,699393.0,sa3015834,20,7300,515,464,0.0,0.0,0.0,0.096982759,4,0.0,93,8.349514500000002,18.058252399999997,111.55603914389386,0.345013477,0.3417557382861928,0.0,26.315789473684212,87.84194528875379,8.2397,51.873350923482846,66.9379450661241,19.38426453819841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.511873350923484,53.76344079999999,26.0752688,20.1612903,0.0,6.0384587569423545,-1.2025023214519024,-0.002334955963984277,30.860569230252203,2024,A+
Quinn McDaniel,SFG,814194.0,sa3022701,21,7665,511,433,0.0,0.0,0.0,0.154734411,13,0.0,166,13.1115459,32.4853228,113.4310554251782,0.346303501,0.34484381114735324,0.0,27.44014732965009,74.49768160741884,15.818092000000002,46.73859735164297,67.89087093389297,36.50107991360691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.294117647058822,36.6412213,40.45801520000001,22.9007633,0.0,7.236769931170935,3.5335084898397326,0.006914889412602218,24.498931341256032,2024,A+
Cole Carrigg,COL,694249.0,sa3022596,22,8030,510,440,0.0,0.0,0.0,0.195454546,16,0.0,97,9.8039215,19.0196078,124.04418564230593,0.320359281,0.3780390498661759,0.0,34.018851756640956,79.53125,12.559366999999998,41.82452642073778,76.2812872467223,26.436781609195403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.447721179624665,43.895348799999994,34.593023200000005,21.511627899999997,0.0,8.829582959316792,4.036625200882553,0.007914951374279517,26.63523167079163,2024,A+
Cam Collier,CIN,702253.0,sa3020131,19,6935,507,427,0.0,0.0,0.0,0.194379391,20,0.0,127,13.017751400000002,25.0493096,128.275570382413,0.3006993,0.3701293270578497,0.0,26.06721162579473,82.89473684210526,10.791706,50.472334682861,60.96256684491978,26.83982683982684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.507936507936506,43.5215946,37.2093023,19.269102899999996,0.0,3.099162907921737,-1.4220893597230315,-0.002804909979729845,33.02953841673031,2024,A+
Jack Hurley,ARI,694815.0,sa3022564,22,8030,505,458,0.0,0.0,0.0,0.159388647,12,0.0,136,7.1287128000000015,26.930692999999998,97.4986058205088,0.317460317,0.3246488591231922,0.0,35.81296493092455,78.51239669421489,16.994536,48.5792349726776,81.66479190101236,32.629558541266796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.902140672782874,48.916408600000004,31.8885448,19.1950464,0.0,6.167514189350162,-0.9205470560118556,-0.0018228654574492192,16.169771218597706,2024,A+
Trevor Werner,KCR,687731.0,sa3022592,23,8395,503,436,0.0,0.0,0.0,0.13990825699999998,11,0.0,178,10.9343936,35.3876739,85.37615435584296,0.299212598,0.2991521036174615,0.0,28.44488188976377,70.88414634146342,15.339806,52.30046948356808,58.88689407540396,36.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.978021978021975,32.5581395,45.348837200000006,22.093023199999998,0.0,7.1291561921825615,1.1842905441299079,0.002354454362087293,12.150718666726124,2024,A+
Caleb Ketchup,LAA,810053.0,sa3022436,22,8030,500,425,0.0,0.0,0.0,0.10588235300000001,6,0.0,133,12.4,26.6,87.11805859553616,0.281786941,0.2996145815436749,0.0,25.214408233276163,76.08346709470304,12.420848,43.96924555502162,68.08743169398906,30.95768374164811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54304635761589,35.2739726,45.8904109,18.8356164,0.0,7.95944116955944,6.8017663629725575,0.013603532725945116,20.144197599164414,2024,A+
Jared Sundstrom,SEA,814791.0,sa3022442,23,8395,499,415,0.0,0.0,0.0,0.171084337,13,0.0,117,14.228456900000001,23.4468937,125.87315651412196,0.333333333,0.3784925864642881,0.0,31.914893617021278,75.20661157024793,14.082969,38.52861035422344,68.45827439886845,32.781065088757394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.491749174917494,39.7260273,39.7260273,20.547945199999997,0.0,6.076167621176382,1.0859396923333406,0.002176231848363408,19.1190954590844,2024,A+
Mitch Jebb,PIT,694991.0,sa3022565,22,8030,497,431,0.0,0.0,0.0,0.102088167,6,0.0,95,11.2676056,19.114688100000002,98.8302159334031,0.309309309,0.3283178531857581,0.0,20.08830022075055,87.41935483870968,8.411731999999999,51.731486414491215,63.85169927909372,21.98675496688741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.704225352112676,44.680851000000004,30.0911854,25.2279635,0.0,8.536225589990009,3.0469054095447063,0.006130594385401824,27.323331161095098,2024,A+
