Name,Org,MLBAMId,MinorMasterId,Age,AgeDays,PA,AB,BA,OBP,SLG,ISO,HR,BB,K,BB%,K%,wRC+,BABIP,wOBA,xwOBA,Chase%,ZContact%,SwStr%,Zone%,ZSwing%,Whiff%,MaxEV,EV90,AvgEV,HardHit%,Barrel%BBE,Barrel%PA,xBA,xSLG,PullAir%,GB%,FB%,LD%,LA,Spd,wBsR,wBsR/PA,PSScore,Season,Level
Nelson Rada,LAA,703185.0,sa3018421,17,6205,540,439,0.0,0.0,0.0,0.07061503400000001,2,0.0,98,13.518518499999999,18.148148100000004,113.2309678544116,0.347953216,0.36436447894798135,0.0,23.93992932862191,85.41353383458645,9.290954,44.83430799220272,72.28260869565217,22.41953385127636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.022471910112361,63.69047610000001,22.0238095,14.2857142,0.0,8.566035503411449,4.339340284466744,0.008035815341605081,35.684458596122276,2023,A
Diego Velasquez,SFG,694196.0,sa3016144,19,6935,517,426,0.0,0.0,0.0,0.136150235,8,0.0,82,10.831721400000001,15.860735,122.39784599686564,0.343930635,0.3833767313132466,0.0,15.068493150684931,82.896379525593,10.353936000000001,53.503184713375795,79.46428571428571,24.24916573971079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.713896457765667,45.299145200000005,36.1823361,18.5185185,0.0,5.569242479787407,0.5883342176675797,0.001137977210188742,34.11767890934002,2023,A
Brett Squires,KCR,689531.0,sa3020714,23,8395,511,419,0.0,0.0,0.0,0.16706444,15,0.0,146,12.915851199999999,28.571428499999996,128.96873041698888,0.36121673,0.3880606056200212,0.0,28.317836010143704,74.55696202531645,17.772397,45.83333333333333,78.92107892107894,38.21532492725509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.629629629629626,36.0,41.45454539999999,22.5454545,0.0,5.997897146723733,1.4536450812593102,0.002844706616945813,10.857959921621553,2023,A
Cooper Kinney,TBR,695692.0,sa3017793,20,7300,505,456,0.0,0.0,0.0,0.118421052,10,0.0,107,8.316831599999999,21.1881188,112.76945167395552,0.337243401,0.3500015066256599,0.0,25.586353944562898,81.86813186813188,12.555066,50.317796610169495,76.6315789473684,25.93383137673425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.060773480662984,45.189504299999996,28.279883299999998,26.5306122,0.0,2.2811681102783066,-2.8668946968391538,-0.005677019201661691,21.618667792190717,2023,A
Andy Perez,COL,700321.0,sa3015857,19,6935,502,465,0.0,0.0,0.0,0.070967742,1,0.0,74,3.3864541,14.7410358,64.1131161111263,0.28463476,0.2799114631695047,0.0,28.499156829679595,86.70143415906128,10.070108,62.0358514724712,79.15376676986584,18.74310915104741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.681592039800991,49.6124031,34.1085271,16.279069699999997,0.0,7.558236044833858,-1.9129144996404648,-0.0038105866526702494,20.73907924470377,2023,A
Ryan Spikes,TBR,691797.0,sa3017792,20,7300,501,441,0.0,0.0,0.0,0.1292517,10,0.0,154,10.179640699999998,30.7385229,89.7551751195388,0.30357142800000003,0.31225641095638274,0.0,29.69639468690702,73.35375191424195,16.604971,45.69809376609995,73.61894024802707,34.611288604898824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.421052631578945,43.75,38.194444399999995,18.0555555,0.0,7.657929872060849,0.9811166897416116,0.0019583167459912404,17.431559048285834,2023,A
Henry Bolte,ATH,703607.0,sa3020006,19,6935,491,420,0.0,0.0,0.0,0.164285714,14,0.0,164,12.627291199999998,33.401221899999996,108.90723391757572,0.382113821,0.3635880013590189,0.0,15.704387990762124,65.82278481012658,16.466282999999997,54.65968586387434,68.10344827586206,38.60684769775679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,58.8709677,22.5806451,18.548387,0.0,7.811294145817633,1.0615554451942444,0.0021620273832876668,25.909788027644744,2023,A
Lizandro Rodriguez,KCR,691497.0,sa3016094,20,7300,486,426,0.0,0.0,0.0,0.112676056,7,0.0,108,10.0823045,22.222222199999997,91.7936720089313,0.29712459999999996,0.3270907926951907,0.0,26.34615384615385,84.81375358166189,11.029024,48.12967581047381,72.33160621761658,25.19954389965792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.157434402332363,44.904458500000004,37.8980891,17.1974522,0.0,6.585854265756037,-2.414136660285294,-0.004967359383303074,22.519304007397533,2023,A
Tucker Toman,TOR,702283.0,sa3020132,21,8009,483,415,0.207,0.313,0.311,0.0,5,57.0,133,11.8,27.5,81.0,0.289,0.284,0.252,28.2486,78.8632,14.5985,44.6298,65.771,32.445,105.6,98.9,86.5,26.0,2.1,1.2,0.177,0.249,12.3,49.5,30.2,20.3,10.0,5.27353,-0.20980900000000002,-0.000434387163561,20.366357763421696,2023,A
Ambioris Tavarez,ATL,694222.0,sa3019895,19,6935,480,416,0.0,0.0,0.0,0.12019230800000001,7,0.0,196,9.1666666,40.8333333,93.30697685378573,0.38785046700000003,0.32139357874790825,0.0,24.97541789577188,64.84848484848484,20.855905,48.19154355578196,69.76744186046511,44.50800915331808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.877637130801688,40.0,36.2790697,23.720930199999998,0.0,7.296490561762685,-5.6817813236266375,-0.011837044424222159,15.523375171410887,2023,A
