Name,Org,MLBAMId,MinorMasterId,Age,AgeDays,PA,AB,BA,OBP,SLG,ISO,HR,BB,K,BB%,K%,BABIP,wOBA,xwOBA,Chase%,ZContact%,SwStr%,ZSwing%,Whiff%,MaxEV,EV90,AvgEV,HardHit%,Barrel%BBE,Barrel%PA,xBA,xSLG,PullAir%,LA,Spd,wBsR,wBsR/PA,PSScore,Season,Level
Rece Hinds,MIA,677956.0,sa1169587,25,9395,436,391,0.302,0.359,0.563,0.261,24,33,113,7.6,25.9,0.36200000000000004,0.389,0.355,38.436830835117775,80.52173913043478,19.067543335325762,77.80784844384303,34.2,113.4,107.8,90.4,46.5,13.0,8.486238532110093,0.26899999999999996,0.502,18.0,13.5,6.64023,1.03164,0.002366146788990825,38.20085766476138,2025,AAA
Tyler Locklear,ARI,682988.0,sa3019970,25,9317,433,373,0.316,0.4,0.542,0.225,19,46,95,10.6,21.9,0.375,0.40299999999999997,0.342,29.05788876276958,82.85198555956678,14.067278287461775,73.47480106100795,28.4,112.4,107.2,90.2,44.5,9.6,6.235565819861432,0.25,0.436,14.5,7.9,5.12542,-0.463071,-0.001069448036951501,41.56086686128025,2025,AAA
Yohandy Morales,WSN,691002.0,sa3022672,24,8997,431,382,0.249,0.327,0.401,0.152,11,44,131,10.2,30.4,0.34600000000000003,0.319,0.299,32.81938325991189,75.28089887640449,17.861409796893668,69.71279373368147,35.9,112.8,105.9,92.0,48.8,7.9,4.640371229698376,0.21600000000000003,0.37200000000000005,8.3,5.9,5.60535,0.0864199,0.00020051020881670526,37.54989457344947,2025,AAA
Owen Caissie,MIA,683357.0,sa3014465,23,8723,430,367,0.28300000000000003,0.384,0.5479999999999999,0.264,22,57,120,13.3,27.9,0.361,0.397,0.366,26.80937818552497,81.65784832451499,13.070077864293658,69.40024479804161,28.3,113.3,107.9,92.1,53.4,17.0,9.767441860465118,0.248,0.496,17.2,12.0,4.49644,-1.8036900000000002,-0.004194627906976744,49.556182037966614,2025,AAA
Jimmy Crooks,STL,699625.0,sa3019841,24,9077,430,390,0.27399999999999997,0.337,0.441,0.16699999999999998,14,36,114,8.4,26.5,0.35200000000000004,0.33799999999999997,0.297,32.707182320441994,79.96031746031747,14.903846153846152,66.40316205533597,31.0,110.9,104.5,89.7,42.1,7.9,5.116279069767441,0.23199999999999998,0.377,16.9,10.2,2.2949900000000003,-0.9220389999999999,-0.0021442767441860466,32.47128909981388,2025,AAA
Bryan Ramos,BAL,682868.0,sa3010024,24,8844,429,370,0.214,0.308,0.395,0.18100000000000002,16,42,96,9.8,22.4,0.24,0.309,0.3,24.28419936373277,80.70500927643785,11.97063805759458,65.09661835748793,27.6,110.4,103.1,89.1,39.8,6.8,4.428904428904429,0.214,0.364,16.4,15.6,5.47896,-0.059881899999999995,-0.00013958484848484849,38.71708494673098,2025,AAA
Jud Fabian,BAL,682983.0,sa3019942,25,9374,427,349,0.183,0.32299999999999995,0.35,0.166,15,72,136,16.9,31.9,0.243,0.304,0.304,22.80334728033473,70.17543859649122,16.31753031973539,66.43356643356644,37.6,111.6,104.2,88.0,37.5,9.3,4.6838407494145216,0.192,0.337,18.1,15.2,4.88847,0.20332,0.0004761592505854801,33.51363662581446,2025,AAA
Kevin Alcántara,CHC,682634.0,sa3008752,23,8719,426,375,0.26899999999999996,0.35200000000000004,0.475,0.205,17,48,125,11.3,29.3,0.35700000000000004,0.35700000000000004,0.307,30.887185104052573,82.50539956803455,13.42400946185689,59.511568123393324,30.5,112.3,107.1,90.4,45.0,11.2,6.572769953051643,0.218,0.381,12.7,9.2,3.6667400000000003,-0.7360140000000001,-0.001727732394366197,40.92060235474601,2025,AAA
Gilberto Celestino,TEX,665482.0,sa914313,27,9968,425,372,0.272,0.361,0.382,0.11,9,50,93,11.8,21.9,0.341,0.332,0.292,24.400871459694986,80.94302554027504,12.061794414735589,66.53594771241829,27.7,109.0,103.5,89.6,45.5,4.0,2.588235294117647,0.22399999999999998,0.32299999999999995,5.7,-1.7,5.3676,0.567956,0.0013363670588235296,29.092440614653487,2025,AAA
Michael Siani,BAL,672279.0,sa3008182,26,9810,424,365,0.205,0.304,0.326,0.121,8,50,106,11.8,25.0,0.262,0.28300000000000003,0.275,26.948775055679285,79.65116279069767,12.347826086956523,62.39419588875453,28.1,109.7,100.9,84.3,25.2,2.7,1.650943396226415,0.205,0.289,14.1,13.2,8.05307,2.40626,0.005675141509433964,23.247322844823643,2025,AAA
Kenedy Corona,NYY,685744.0,sa3009845,26,9565,424,374,0.217,0.304,0.324,0.107,7,45,101,10.6,23.8,0.276,0.282,0.293,27.946127946127948,82.97101449275362,12.853773584905662,68.57142857142857,27.2,112.0,103.3,86.9,35.1,3.4,2.1226415094339623,0.235,0.326,14.5,10.0,6.33574,0.196658,0.00046381603773584893,30.62820551234251,2025,AAA
Cody Freeman,TEX,683227.0,sa3010153,25,9275,423,384,0.336,0.381,0.5489999999999999,0.214,19,31,37,7.3,8.7,0.32799999999999996,0.395,0.304,29.832935560859188,91.9661733615222,4.721030042918455,59.6469104665826,10.7,108.9,100.9,88.3,40.0,3.1,2.6004728132387704,0.262,0.371,18.5,10.4,3.84885,-1.86317,-0.0044046572104018905,34.217789127868144,2025,AAA
Andre Lipcius,0,686531.0,sa3010401,28,10234,421,371,0.24,0.318,0.447,0.20800000000000002,18,37,77,8.8,18.3,0.253,0.331,0.29600000000000004,30.034924330616995,82.28782287822878,14.17956656346749,71.6931216931217,28.6,106.1,100.4,86.2,26.8,7.4,5.225653206650831,0.214,0.371,23.1,20.5,3.5104699999999998,-1.1106,-0.0026380047505938247,17.792930022679897,2025,AAA
Nick Pratto,TEX,668472.0,sa3004138,27,10095,420,370,0.19699999999999998,0.29,0.332,0.135,9,46,124,11.0,29.5,0.26899999999999996,0.27899999999999997,0.256,23.90608324439701,77.65151515151516,13.761985335589394,63.157894736842096,32.4,107.5,101.1,86.8,30.5,4.5,2.619047619047619,0.18100000000000002,0.27899999999999997,18.5,16.7,5.878419999999999,0.821765,0.0019565833333333327,18.23179771579064,2025,AAA
Logan Davidson,TBR,669722.0,sa918676,28,10380,418,341,0.24600000000000002,0.38,0.39299999999999996,0.147,10,71,119,17.0,28.5,0.34600000000000003,0.34700000000000003,0.332,22.92929292929293,80.23952095808383,13.09255079006772,64.06649616368286,31.9,109.6,103.7,89.3,43.8,7.8,4.066985645933015,0.226,0.365,15.0,12.9,5.00879,0.0223264,5.341244019138756e-05,26.864193528621453,2025,AAA
Dustin Harris,CHW,687957.0,sa3010279,26,9818,418,368,0.28300000000000003,0.366,0.435,0.152,11,43,74,10.3,17.7,0.327,0.35200000000000004,0.31,31.683168316831683,88.43813387423937,10.200364298724956,66.80216802168022,21.5,109.7,100.4,84.6,24.5,4.4,3.1100478468899517,0.245,0.35700000000000004,22.6,17.8,7.21345,3.6095900000000003,0.008635382775119617,27.633120182704683,2025,AAA
Vaughn Grissom,LAA,687093.0,sa3010711,25,9275,417,369,0.268,0.341,0.439,0.171,13,37,73,8.9,17.5,0.299,0.33899999999999997,0.33,29.112426035502963,89.57915831663327,11.336288790373654,67.98365122615803,24.0,110.1,104.6,88.4,39.3,8.1,5.755395683453237,0.258,0.41600000000000004,13.2,10.9,4.87464,-0.012108200000000001,-2.9036450839328534e-05,38.12027362086985,2025,AAA
Jakob Marsee,MIA,805300.0,sa3019868,24,9098,414,338,0.24,0.374,0.435,0.195,14,67,81,16.2,19.6,0.273,0.35700000000000004,0.33399999999999996,17.824074074074076,86.6785079928952,8.571428571428571,66.15746180963572,20.5,107.7,102.4,87.3,32.0,9.3,5.797101449275362,0.22,0.38799999999999996,21.6,18.0,7.79358,2.3753,0.00573743961352657,40.4489898743896,2025,AAA
Tim Elko,CHW,671284.0,sa3020188,27,10014,414,373,0.292,0.35700000000000004,0.552,0.26,26,34,123,8.2,29.7,0.36700000000000005,0.387,0.33399999999999996,32.29613733905579,78.99159663865547,15.656868626274743,64.76190476190476,33.6,116.7,107.7,91.6,51.4,12.7,7.729468599033816,0.248,0.45299999999999996,16.7,5.6,2.89462,-0.471285,-0.0011383695652173913,31.18493764500239,2025,AAA
Blake Dunn,CIN,694362.0,sa3016823,27,10125,413,349,0.287,0.395,0.39799999999999996,0.11199999999999999,7,54,102,13.1,24.7,0.386,0.355,0.322,20.492721164613663,84.10852713178295,10.059171597633137,64.74278544542032,24.3,110.6,106.2,89.4,41.7,6.5,3.87409200968523,0.237,0.353,7.4,8.7,6.4842900000000006,2.21718,0.005368474576271186,32.7508321926279,2025,AAA
Joe Mack,MIA,691788.0,sa3017374,23,8554,411,363,0.248,0.319,0.457,0.209,18,35,115,8.5,28.0,0.304,0.33299999999999996,0.299,31.18405627198124,76.08695652173914,16.51031894934334,73.99463806970509,32.3,109.6,104.4,89.1,43.1,9.4,5.8394160583941614,0.218,0.377,27.3,13.9,5.38471,-0.568322,-0.0013827785888077858,34.28377064045864,2025,AAA
Dylan Beavers,BAL,687637.0,sa3019983,24,9055,410,336,0.301,0.41700000000000004,0.515,0.214,18,67,76,16.3,18.5,0.337,0.402,0.374,20.423280423280424,86.70520231213871,8.050603795284646,65.36523929471034,19.7,111.6,105.4,89.7,41.3,9.3,5.853658536585367,0.271,0.457,18.8,16.6,6.48456,1.12711,0.002749048780487805,50.736788074351495,2025,AAA
Francisco Urbaez,CIN,688005.0,sa3014944,28,10453,409,359,0.315,0.381,0.465,0.15,4,37,40,9.0,9.8,0.34,0.366,0.312,23.243933588761177,89.95901639344262,7.6411960132890355,67.59002770083103,17.2,107.2,102.1,89.3,34.3,2.8,2.2004889975550124,0.262,0.354,15.6,10.6,5.249569999999999,-1.7952299999999999,-0.004389315403422983,24.127122469848967,2025,AAA
Christian Cairo,PHI,686551.0,sa3010028,24,9115,408,348,0.233,0.336,0.32799999999999996,0.095,2,45,97,11.0,23.8,0.312,0.301,0.294,18.74272409778813,82.21343873517787,10.346854791299236,60.09501187648456,26.4,107.7,101.1,87.4,33.9,2.8,1.715686274509804,0.22,0.307,8.4,7.8,7.668639999999999,2.4316,0.005959803921568628,31.3206279823294,2025,AAA
Daniel Susac,SFG,691740.0,sa3019997,25,9147,407,360,0.275,0.349,0.483,0.20800000000000002,18,35,109,8.6,26.8,0.342,0.358,0.298,37.528868360277144,83.60655737704919,14.454828660436135,66.03518267929634,28.5,109.2,104.0,86.9,39.3,7.9,4.914004914004914,0.221,0.363,16.1,11.4,3.9571099999999997,-0.930679,-0.0022866805896805897,27.783053813883786,2025,AAA
Zac Veen,COL,691728.0,sa3014516,24,8934,406,367,0.28600000000000003,0.35,0.466,0.18,11,34,84,8.4,20.7,0.34299999999999997,0.35200000000000004,0.316,31.525851197982348,83.13725490196079,13.257065948855992,73.59307359307358,25.9,108.4,105.3,90.7,47.9,5.0,3.4482758620689653,0.256,0.39299999999999996,16.2,10.8,6.58201,-0.37342800000000004,-0.0009197733990147783,37.866762049089814,2025,AAA
Bryan Torres,STL,663494.0,sa885119,28,10553,404,328,0.32899999999999996,0.44299999999999995,0.466,0.13699999999999998,9,70,57,17.3,14.1,0.371,0.4,0.342,20.9070796460177,90.343347639485,6.580493537015276,58.39598997493734,17.1,105.4,99.5,86.3,27.4,2.6,1.7326732673267329,0.262,0.36200000000000004,15.0,10.6,5.12054,1.15096,0.002848910891089109,22.026210943868485,2025,AAA
Kody Huff,CLE,687627.0,sa3019982,25,9300,403,359,0.217,0.298,0.326,0.109,6,37,104,9.2,25.8,0.287,0.28,0.248,31.51207115628971,83.0,11.932877563704164,60.82725060827251,25.7,110.3,104.2,88.8,41.0,4.3,2.729528535980149,0.187,0.272,9.6,7.9,2.7919400000000003,-1.58524,-0.003933598014888337,29.08186923862509,2025,AAA
Kody Hoese,0,682210.0,sa3010021,28,10543,403,348,0.264,0.35700000000000004,0.41100000000000003,0.147,8,50,78,12.4,19.4,0.317,0.33799999999999997,0.29600000000000004,26.74129353233831,89.53229398663696,8.305866842452211,62.973352033660596,19.0,109.1,101.7,88.7,36.3,2.6,1.7369727047146404,0.226,0.32899999999999996,14.7,14.7,2.86822,-0.622646,-0.0015450272952853598,22.078614410971035,2025,AAA
Nick Sogard,BOS,686765.0,sa1169919,28,10487,401,335,0.266,0.384,0.376,0.11,5,63,73,15.7,18.2,0.326,0.34299999999999997,0.309,22.894168466522675,87.28448275862068,7.661290322580645,57.283950617283956,19.7,107.3,99.6,85.5,23.3,2.7,1.7456359102244388,0.228,0.318,19.3,18.3,4.82287,0.24405,0.0006086034912718204,20.72305020883302,2025,AAA
Andy Weber,CHW,681581.0,sa3008282,28,10531,401,363,0.311,0.369,0.435,0.124,4,35,56,8.7,14.0,0.35600000000000004,0.35,0.29,29.32515337423313,90.04065040650406,9.151636606546424,72.14076246334311,18.7,108.8,100.6,85.9,28.4,1.0,0.7481296758104738,0.257,0.322,16.3,9.5,5.040719999999999,-3.47065,-0.008654987531172071,18.68425468848804,2025,AAA
Tre' Morgan,TBR,691003.0,sa3022919,23,8715,400,328,0.27399999999999997,0.395,0.41200000000000003,0.13699999999999998,8,62,77,15.5,19.3,0.332,0.359,0.33,28.301886792452827,75.3199268738574,13.241461953265429,71.22395833333334,27.6,108.9,101.9,87.8,37.4,4.3,2.75,0.24100000000000002,0.348,18.8,10.7,4.89369,-1.3474899999999999,-0.0033687250000000004,37.207169428518796,2025,AAA
Jarred Kelenic,TEX,672284.0,sa3007741,26,9810,399,362,0.213,0.28600000000000003,0.309,0.09699999999999999,4,36,110,9.0,27.6,0.294,0.267,0.29,32.15590742996346,79.46768060836501,15.282181357006975,69.57671957671958,30.5,108.5,103.1,88.9,38.6,8.8,5.5137844611528815,0.21899999999999997,0.363,19.0,11.6,5.33615,-2.2231,-0.005571679197994988,24.83183864213939,2025,AAA
Nick Schnell,SDP,678010.0,sa3007639,26,9559,399,357,0.244,0.318,0.49,0.24600000000000002,21,35,136,8.8,34.1,0.327,0.34600000000000003,0.314,35.4239256678281,71.26654064272212,22.41269841269841,74.08963585434174,42.3,113.2,106.0,89.5,41.8,14.1,7.769423558897243,0.214,0.43200000000000005,25.0,19.2,7.0747,0.29935,0.0007502506265664161,32.75068334288705,2025,AAA
Ryan Kreidler,MIN,668952.0,sa3010587,28,10424,397,329,0.231,0.358,0.38299999999999995,0.152,5,58,109,14.6,27.5,0.327,0.331,0.33399999999999996,22.914218566392478,77.34806629834254,15.427857589006873,72.39999999999998,33.5,105.4,102.1,87.7,38.5,10.9,6.045340050377834,0.225,0.39299999999999996,21.2,16.5,4.3878699999999995,0.42385,0.001067632241813602,21.174403980668274,2025,AAA
Carter Kieboom,PHI,666198.0,sa917937,28,10492,396,366,0.317,0.364,0.44799999999999995,0.131,9,28,75,7.1,18.9,0.377,0.353,0.28600000000000003,31.34715025906736,85.546875,13.283884018880649,72.01125175808721,26.1,108.5,103.6,87.9,41.0,3.8,2.7777777777777777,0.252,0.34,19.5,10.0,5.155530000000001,0.792412,0.002001040404040404,19.556099392736147,2025,AAA
Freddy Zamora,MIL,668965.0,sa3014500,27,10069,394,339,0.257,0.353,0.348,0.091,4,50,70,12.7,17.8,0.31,0.316,0.294,20.0,84.52655889145497,8.2687338501292,59.07230559345157,21.5,107.6,99.7,85.9,27.2,2.6,1.7766497461928936,0.22699999999999998,0.311,18.6,10.8,4.02781,-1.58531,-0.0040236294416243655,23.278464065987727,2025,AAA
Orelvis Martinez,0,682619.0,sa3010692,24,8957,393,335,0.17600000000000002,0.28800000000000003,0.349,0.17300000000000001,13,47,112,12.0,28.5,0.21600000000000003,0.285,0.289,31.494252873563212,83.23471400394477,17.57188498402556,72.94964028776978,35.2,112.1,103.5,86.8,37.3,8.9,5.089058524173027,0.185,0.345,26.9,21.9,3.39741,-0.293644,-0.0007471857506361324,31.81795448554364,2025,AAA
Josh Rivera,TOR,687069.0,sa3022590,25,9361,391,335,0.22399999999999998,0.33,0.32799999999999996,0.10400000000000001,6,53,124,13.6,31.7,0.33299999999999996,0.299,0.29100000000000004,20.71668533034715,82.68292682926828,10.063990692262943,49.63680387409201,29.1,111.9,104.1,88.7,36.3,7.1,3.836317135549872,0.207,0.322,12.0,7.5,2.7953099999999997,-1.1713,-0.0029956521739130434,33.991618046670354,2025,AAA
Tucker Flint,LAA,687272.0,sa3019856,25,9185,390,338,0.225,0.326,0.42,0.195,15,47,151,12.1,38.7,0.353,0.327,0.29,26.840855106888363,72.51908396946564,18.55287569573284,67.61290322580646,40.0,108.4,103.9,89.1,42.5,9.7,4.615384615384616,0.19399999999999998,0.34600000000000003,14.5,10.3,7.37294,1.9868599999999998,0.005094512820512821,31.09575878567506,2025,AAA
Chase Strumpf,0,668664.0,sa3010845,28,10308,390,320,0.222,0.354,0.406,0.184,13,62,120,15.9,30.8,0.305,0.337,0.303,19.340659340659343,75.04725897920605,14.412285883047845,67.56066411238825,34.6,109.7,102.6,89.1,41.6,9.4,4.871794871794872,0.18600000000000003,0.33899999999999997,17.2,15.3,6.105659999999999,1.0864200000000002,0.0027856923076923076,26.430723178807373,2025,AAA
Wade Meckler,LAA,685133.0,sa3020119,26,9535,389,329,0.27399999999999997,0.37799999999999995,0.359,0.085,1,55,72,14.1,18.5,0.344,0.332,0.308,17.813267813267817,85.23002421307507,8.300395256916996,58.66477272727273,22.6,109.6,100.7,88.1,29.2,2.7,1.7994858611825193,0.243,0.321,5.2,4.2,4.82571,-0.33260100000000004,-0.0008550154241645242,33.69584723608153,2025,AAA
Tsung-Che Cheng,BOS,691907.0,sa3015376,24,9070,387,333,0.195,0.297,0.258,0.063,1,47,99,12.1,25.6,0.27,0.258,0.264,22.722029988465977,77.05263157894737,12.561881188118813,63.41789052069426,30.2,107.3,100.8,86.3,31.1,3.4,2.0671834625323,0.192,0.271,6.3,5.7,5.88502,-0.49226499999999995,-0.0012720025839793284,25.517551411023305,2025,AAA
Alika Williams,ATH,675961.0,sa3014427,27,9939,386,348,0.267,0.32899999999999996,0.39399999999999996,0.126,9,27,70,7.0,18.1,0.308,0.317,0.294,35.526315789473685,88.28828828828829,11.692307692307693,72.07792207792205,22.1,110.3,101.2,86.5,31.4,4.3,3.1088082901554404,0.24100000000000002,0.35,15.7,12.8,4.80947,-1.7191,-0.004453626943005181,24.604411511269582,2025,AAA
Colby Thomas,ATH,687515.0,sa3020713,25,9255,384,333,0.29100000000000004,0.366,0.529,0.237,18,32,103,8.3,26.8,0.361,0.38,0.322,33.80281690140845,82.86334056399133,15.956678700361008,76.32450331125827,30.5,115.9,105.0,89.2,41.0,9.8,5.989583333333334,0.235,0.406,16.9,14.1,5.4715300000000004,-1.4109200000000002,-0.0036742708333333328,37.08940640206389,2025,AAA
Buddy Kennedy,SFG,671083.0,sa3004617,27,10095,384,328,0.28,0.37799999999999995,0.41200000000000003,0.131,8,43,55,11.2,14.3,0.313,0.35,0.313,21.352785145888603,88.61607142857143,8.6074177746676,66.37037037037037,20.2,109.1,102.8,88.5,35.8,3.3,2.34375,0.243,0.341,23.6,17.8,3.93434,-0.568285,-0.0014799088541666667,28.92190130997129,2025,AAA
Darren Baker,CHW,671117.0,sa3017554,27,9970,383,336,0.253,0.33899999999999997,0.315,0.063,1,43,70,11.2,18.3,0.315,0.297,0.28,29.271206690561534,86.06194690265488,7.887874837027381,64.8493543758967,17.4,109.7,100.0,86.6,30.1,0.0,0.0,0.23399999999999999,0.281,2.5,0.3,6.44488,1.4808700000000001,0.003866501305483029,25.426261293503014,2025,AAA
Luis De Los Santos,0,665782.0,sa917822,27,10212,381,356,0.242,0.287,0.34,0.098,8,18,95,4.7,24.9,0.307,0.27699999999999997,0.256,38.12754409769335,85.6470588235294,14.531138153185394,64.39393939393939,28.8,114.4,106.4,87.3,38.5,3.5,2.3622047244094486,0.21899999999999997,0.307,14.1,4.1,3.85227,-0.6190399999999999,-0.0016247769028871393,20.72090690007534,2025,AAA
Drew Gilbert,SFG,687551.0,sa3019980,25,9374,381,319,0.254,0.363,0.44799999999999995,0.19399999999999998,12,47,63,12.3,16.5,0.278,0.354,0.314,23.27127659574468,87.16904276985744,9.653297076818493,68.28929068150211,21.3,110.1,105.6,88.8,37.7,6.9,4.724409448818896,0.223,0.358,23.5,15.6,4.24723,-1.36832,-0.003591391076115485,39.00044794715807,2025,AAA
Luke Waddell,ATL,680672.0,sa3017075,27,10178,379,324,0.272,0.364,0.34,0.068,1,46,47,12.1,12.4,0.31,0.318,0.299,21.045751633986924,89.8901098901099,5.574439157036028,64.44759206798867,13.3,109.8,98.8,86.7,23.1,0.7,0.5277044854881267,0.24,0.305,9.5,8.4,3.32438,-0.922076,-0.0024329182058047487,25.658470361612693,2025,AAA
Andrew Navigato,DET,685382.0,sa3010703,28,10228,376,335,0.209,0.282,0.36700000000000005,0.158,11,28,116,7.4,30.9,0.27699999999999997,0.284,0.262,31.89964157706093,76.97095435684649,15.532734274711167,66.85159500693483,32.3,107.3,102.2,86.9,34.7,7.3,4.25531914893617,0.187,0.316,21.9,17.4,5.77283,-1.3976899999999999,-0.0037172606382978725,15.885775969965866,2025,AAA
Payton Eeles,BAL,823356.0,sa3023622,26,9690,375,306,0.252,0.379,0.32,0.069,4,47,65,12.5,17.3,0.303,0.324,0.316,21.61820480404551,85.06787330316742,8.645336963921038,65.19174041297934,20.7,106.2,99.4,86.2,28.3,3.3,2.1333333333333333,0.226,0.314,8.3,7.7,5.8618,-0.112201,-0.0002992026666666666,28.40274527219856,2025,AAA
Johnathan Rodríguez,BAL,671286.0,sa3004147,26,9701,372,324,0.312,0.395,0.515,0.204,16,42,86,11.3,23.1,0.379,0.39299999999999996,0.32899999999999996,29.001367989056092,86.3080684596577,11.792774369461489,55.57065217391305,27.9,114.2,108.9,92.3,50.2,10.5,6.72043010752688,0.245,0.402,14.6,6.6,2.1669,-1.87978,-0.005053172043010753,38.857959961878656,2025,AAA
Jose Miranda,0,669304.0,sa917952,27,10192,371,334,0.195,0.272,0.29600000000000004,0.102,7,30,57,8.1,15.4,0.214,0.257,0.255,34.61012311901504,88.4160756501182,11.415863602668646,68.44660194174757,22.8,109.0,101.4,85.2,28.5,2.9,2.1563342318059298,0.19899999999999998,0.285,16.5,12.8,2.17101,-0.48518500000000003,-0.00130777628032345,17.694581899205932,2025,AAA
Billy Cook,PIT,695257.0,sa3017021,27,10004,371,331,0.248,0.321,0.384,0.136,8,33,102,8.9,27.5,0.33,0.31,0.267,31.095890410958905,78.35497835497836,14.146341463414632,65.53191489361701,29.5,108.8,102.8,87.6,36.1,6.5,4.0431266846361185,0.19699999999999998,0.313,23.0,19.1,6.07111,0.9063190000000001,0.0024429083557951483,21.233214966970746,2025,AAA
Adael Amador,COL,691182.0,sa3014682,23,8450,370,314,0.303,0.405,0.478,0.175,11,50,47,13.5,12.7,0.327,0.386,0.324,23.766233766233764,89.40092165898619,7.1328671328671325,65.75757575757576,16.5,110.8,103.3,87.3,41.4,3.0,2.1621621621621623,0.251,0.35,15.6,8.1,5.71959,-1.55615,-0.004205810810810811,46.71633745939405,2025,AAA
Leody Taveras,BAL,665750.0,sa912520,27,10123,369,323,0.27899999999999997,0.355,0.446,0.16699999999999998,11,40,57,10.8,15.4,0.304,0.34700000000000003,0.344,26.129426129426133,87.20379146919431,8.625336927223719,63.45864661654136,20.1,111.0,106.0,90.5,42.6,6.3,4.607046070460704,0.27699999999999997,0.425,16.5,16.0,7.833360000000001,4.11207,0.011143821138211385,35.974848095944935,2025,AAA
Tirso Ornelas,SDP,672359.0,sa3004048,26,9575,368,317,0.287,0.38,0.44799999999999995,0.161,10,45,64,12.2,17.4,0.331,0.363,0.308,26.13941018766756,87.38095238095238,9.229701596113811,60.431654676258994,21.6,111.9,104.8,86.7,35.3,2.4,1.6304347826086956,0.244,0.33399999999999996,18.7,8.5,4.32055,-0.465394,-0.001264657608695652,33.89156767452681,2025,AAA
