PlayerId,Name,Team,Level,Age,current_age_z,age_z_slope,has_slope,career_pa_eq,p_grad_knn,n_neighbors,level_base_p_grad,p_grad_vs_baseline,pppa_disc,cond_pppa_z_ageonly,cond_pppa_z,level_base_expected,expected_pppa_z,implied_mult_2tier,age_mult_pgvb,current_mult,Combined_Rank,Combined_Score,ABILITY_Score,TOOLS_Score
821112,Anderson Fermin,BOS,A,19.0,-0.97,-0.037,True,104.4,0.16,50,0.1155,1.385,0.025894598540145995,0.3416,0.0885,0.0226,0.0142,2.418,1.385,1.0052,886,53.46,50.44,59.6
800510,Samuel Gil,DET,A+,21.0,-0.7,0.139,True,348.5,0.12,50,0.1665,0.721,-0.014518936446173799,0.3009,0.0157,0.0325,0.0019,1.111,0.721,1.0038,890,53.45,53.19,53.85
703483,Dixon Williams,ATL,AA,22.0,-0.83,-0.4,True,179.6,0.56,50,0.2872,1.95,0.15393876106194693,0.3205,0.1691,0.0561,0.0947,3.199,1.95,1.0045,891,53.43,55.46,45.93
806261,Jaxon Willits,LAA,A,21.0,-0.1,,False,27.4,0.1,50,0.1155,0.866,0.1587,0.2105,0.0629,0.0226,0.0063,0.931,0.866,1.0005,891,53.43,54.2,52.37
702520,Justin Thomas Jr.,HOU,AA,22.0,-0.99,-0.647,True,205.4,0.22,50,0.2872,0.766,0.09313808695652175,0.3446,0.1449,0.0561,0.0319,1.351,0.766,1.0053,893,53.42,55.61,55.53
821114,Romer Taveras,CLE,R,18.0,0.37,,False,21.0,0.0,50,0.0471,0.0,-0.029476190476190465,0.1396,-0.1575,0.0092,-0.0,0.0,0.2,0.998,893,53.42,49.16,58.96
829040,Juan Cabada,CHC,A,18.0,-1.57,-0.744,True,40.2,0.26,50,0.1155,2.251,0.05718366013071895,0.442,0.2138,0.0226,0.0556,5.085,2.251,1.0219,893,53.42,53.69,52.1
814297,Edgleen Perez,PIT,A,20.0,-0.68,-0.128,True,220.6,0.2,50,0.1155,1.732,-0.02520906779661017,0.2979,0.0042,0.0226,0.0008,2.636,1.732,1.0037,896,53.41,51.5,56.86
816207,Jared Davis,OAK,A+,22.0,-0.06,-0.435,True,36.7,0.02,50,0.1665,0.12,0.13349473684210525,0.2044,0.0368,0.0325,0.0007,0.126,0.2,1.0003,897,53.4,52.25,54.8
682796,Eddinson Paulino,NYM,A+,23.0,-1.44,-0.008,True,320.1,0.4,50,0.1665,2.402,0.1392281329923274,0.4125,0.2494,0.0325,0.0998,5.077,2.402,1.0078,898,53.38,57.02,45.86
837744,Jack Valbrune,HOU,R,18.0,0.4,,False,16.8,0.0,50,0.0471,0.0,0.038000000000000006,0.1351,-0.1084,0.0092,-0.0,0.0,0.2,0.9978,899,53.36,53.3,53.23
821090,Enyel Rosario,CHC,R,18.0,0.37,,False,27.9,0.02,50,0.0471,0.425,0.04267741935483871,0.1396,-0.1002,0.0092,-0.002,0.303,0.425,0.998,900,53.34,54.16,52.04
800606,Gavin Grahovac,LAA,A,21.0,-0.1,,False,24.6,0.04,50,0.1155,0.346,0.3887,0.2105,0.2457,0.0226,0.0098,0.373,0.346,1.0005,900,53.34,58.42,46.47
837886,Carlos Vielma,COL,R,16.0,-1.82,,False,17.5,0.2,50,0.0471,4.246,0.07900000000000001,0.5153,0.3044,0.0092,0.0609,11.202,4.0,1.0713,902,53.33,53.88,52.39
836592,Joniel Hernandez,SF,R,17.0,-0.71,,False,23.8,0.04,50,0.0471,0.849,0.13999999999999996,0.3024,0.14,0.0092,0.0056,1.315,0.849,1.0038,902,53.33,55.35,50.42
812668,Carson Kerce,AZ,A,21.0,-0.1,,False,26.5,0.08,50,0.1155,0.693,0.10350000000000001,0.2105,0.019,0.0226,0.0015,0.745,0.693,1.0005,902,53.33,51.34,55.95
806441,Nehomar Ochoa Jr.,HOU,A+,20.0,-1.25,0.031,True,186.1,0.34,50,0.1665,2.042,0.06178184245660881,0.3838,0.1592,0.0325,0.0541,4.015,2.042,1.0068,905,53.32,49.94,49.23
837862,Manny De Los Santos,MIL,R,17.0,-0.71,,False,18.2,0.0,50,0.0471,0.0,0.005000000000000001,0.3024,0.0327,0.0092,0.0,0.0,0.2,1.0038,906,53.31,54.51,51.49
814188,Jayson Bass,MIN,A+,20.0,-1.34,-0.086,True,142.5,0.48,50,0.1665,2.883,0.05031333333333333,0.3974,0.1637,0.0325,0.0786,5.869,2.883,1.0072,907,53.3,53.38,54.31
701783,Cole Messina,COL,AA,23.0,-0.2,-0.074,True,374.9,0.32,50,0.2872,1.114,0.06387485172004743,0.2255,0.0026,0.0561,0.0008,1.286,1.114,1.0011,907,53.3,54.39,51.4
809719,Austin Green,NYY,A,24.0,1.45,,False,63.0,0.02,50,0.1155,0.173,0.04676386861313869,-0.0232,-0.2597,0.0226,-0.0052,-0.021,0.2,0.9922,909,53.29,54.9,51.06
829769,Yostin Pena,NYY,A,18.0,-1.74,-2.14,True,42.3,0.22,50,0.1155,1.905,0.36654487632508836,0.4919,0.5094,0.0226,0.1121,4.788,1.905,1.0555,910,53.28,58.65,51.58
694977,Nate Nankil,OAK,AA,23.0,-0.34,-0.196,True,502.9,0.2,50,0.2872,0.696,0.05915410726408691,0.2466,0.02,0.0561,0.004,0.879,0.696,1.0018,910,53.28,55.94,48.72
803475,Colby Jones,ATL,AA,22.0,-0.83,-0.397,True,300.0,0.52,50,0.2872,1.811,-0.009953411306042895,0.3205,0.0389,0.0561,0.0202,2.971,1.811,1.0045,910,53.28,57.15,50.69
821668,Azaeel Pacheco,OAK,R,19.0,1.51,,False,17.9,0.0,50,0.0471,0.0,0.017,-0.0322,-0.2924,0.0092,-0.0,-0.0,0.2,0.9918,913,53.26,52.26,54.37
815089,Coby Morales,NYY,AA,24.0,0.45,-0.066,True,602.8,0.3,50,0.2872,1.045,0.1435106796116505,0.1276,-0.0321,0.0561,-0.0096,0.682,1.045,0.9976,914,53.25,54.07,53.36
804503,Bradley Frye,SD,A+,23.0,0.58,-0.401,True,115.8,0.04,50,0.1665,0.24,0.008646808510638298,0.108,-0.1589,0.0325,-0.0064,0.133,0.24,0.9969,915,53.24,53.0,53.67
808237,Yirer Garcia,TB,A,20.0,-0.37,0.206,True,121.1,0.1,50,0.1155,0.866,-0.052348648648648646,0.2512,-0.0641,0.0226,-0.0064,1.112,0.866,1.002,916,53.22,48.37,61.43
820842,Bryce Chance,TOR,A+,23.0,0.32,,False,35.0,0.08,50,0.1665,0.48,0.017,0.1472,-0.113,0.0325,-0.009,0.362,0.48,0.9983,916,53.22,48.75,57.86
678093,Micah McDowell,MIA,A+,24.0,1.46,-0.39,True,57.1,0.02,50,0.1665,0.12,-0.05189473684210527,-0.0247,-0.3396,0.0325,-0.0068,-0.015,0.2,0.9921,916,53.22,47.88,61.65
800348,Edwin Amparo,BAL,A+,21.0,-0.68,0.067,True,241.8,0.28,50,0.1665,1.682,0.00043572580645162025,0.2979,0.0245,0.0325,0.0069,2.567,1.682,1.0037,916,53.22,50.45,55.33
701540,J.R. Freethy,TOR,AA,23.0,-0.2,-0.254,True,289.1,0.16,50,0.2872,0.557,-0.10497488372093024,0.2255,-0.1316,0.0561,-0.0211,0.643,0.557,1.0011,920,53.2,43.79,63.85
815579,Donte Grant,SD,R,20.0,-0.04,,False,25.2,0.1,50,0.0471,2.123,-0.008,0.2014,-0.0786,0.0092,-0.0079,2.189,2.123,1.0002,921,53.18,50.96,55.92
836594,Santiago Solarte,MIA,R,17.0,-0.71,,False,20.9,0.0,50,0.0471,0.0,0.22599999999999998,0.3024,0.2083,0.0092,0.0,0.0,0.2,1.0038,921,53.18,58.21,50.13
837840,Yhon Guerrero,CLE,R,17.0,-0.71,,False,17.9,0.0,50,0.0471,0.0,0.043000000000000003,0.3024,0.0629,0.0092,0.0,0.0,0.2,1.0038,923,53.16,53.99,51.81
837878,Ronald Cardozo,CWS,R,17.0,-0.71,,False,18.7,0.0,50,0.0471,0.0,0.098,0.3024,0.1066,0.0092,0.0,0.0,0.2,1.0038,923,53.16,53.91,51.92
807981,Yosmar Gimenez,PIT,R,19.0,0.3,,False,23.1,0.06,50,0.0471,1.274,-0.0007229437229437221,0.1502,-0.1241,0.0092,-0.0074,0.98,1.274,0.9984,923,53.16,53.17,52.91
806773,Williams Wong,TEX,R,19.0,-0.59,,False,47.1,0.02,50,0.0471,0.425,-0.004305732484076434,0.2843,0.0072,0.0092,0.0001,0.618,0.425,1.0032,926,53.14,52.89,52.87
829894,Yojancel Cabrera,LAA,R,18.0,-1.09,,False,33.0,0.1,50,0.0471,2.123,0.01943636363636364,0.3597,0.1014,0.0092,0.0101,3.91,2.123,1.0059,926,53.14,48.09,59.66
805810,Blake Mitchell,KC,A+,21.0,-0.7,0.177,True,359.6,0.12,50,0.1665,0.721,0.003804176706827318,0.3009,0.0302,0.0325,0.0036,1.111,0.721,1.0038,928,53.12,45.39,66.24
829035,Andrew Salas,MIA,A,18.0,-1.74,-1.353,True,157.0,0.22,50,0.1155,1.905,-0.06950350404312669,0.4919,0.1629,0.0226,0.0358,4.788,1.905,1.0555,928,53.12,53.84,55.21
701820,Jacob Friend,CIN,A+,23.0,0.58,-0.157,True,187.6,0.04,50,0.1665,0.24,0.07475154639175258,0.108,-0.1063,0.0325,-0.0043,0.133,0.24,0.9969,930,53.11,50.63,55.33
805043,Karniel Pratt,HOU,R,20.0,0.1,,False,48.1,0.02,50,0.0471,0.425,0.025997920997920997,0.1803,-0.0727,0.0092,-0.0015,0.392,0.425,0.9995,931,53.1,55.56,49.78
830449,Jose Rivas,LAD,R,18.0,0.4,,False,23.2,0.0,50,0.0471,0.0,0.03699137931034483,0.1351,-0.1092,0.0092,-0.0,0.0,0.2,0.9978,931,53.1,52.59,53.5
828903,Tyson Moran,KC,A,20.0,-0.37,-0.23,True,35.3,0.04,50,0.1155,0.346,0.0931210332103321,0.2512,0.0515,0.0226,0.0021,0.445,0.346,1.002,931,53.1,51.64,54.39
815491,Wills Maginnis,BOS,A,20.0,-0.37,,False,18.6,0.42,50,0.1155,3.636,-0.050600000000000006,0.2512,-0.0627,0.0226,-0.0263,4.668,3.636,1.002,931,53.1,51.34,55.31
821242,Anthony Delgado,NYM,R,19.0,1.51,,False,16.6,0.0,50,0.0471,0.0,0.01160240963855422,-0.0322,-0.2967,0.0092,-0.0,-0.0,0.2,0.9918,935,53.08,53.26,52.57
836618,Ruben Gallego,AZ,R,17.0,-0.71,,False,20.9,0.0,50,0.0471,0.0,-0.048,0.3024,-0.0094,0.0092,-0.0,0.0,0.2,1.0038,935,53.08,54.2,51.31
800434,Jose Alpuria,AZ,A+,21.0,-0.85,-0.031,True,191.6,0.36,50,0.1665,2.162,0.03998635961027458,0.3235,0.0816,0.0325,0.0294,3.583,2.162,1.0046,935,53.08,51.81,52.32
830979,Georwill Rodriguez,NYM,R,17.0,-0.73,,False,8.6,0.0,50,0.0471,0.0,0.038000000000000006,0.3054,0.0619,0.0092,0.0,0.0,0.2,1.0039,935,53.08,52.81,53.18
806494,Kam Durnin,HOU,A,21.0,0.22,,False,20.9,0.04,50,0.1155,0.346,0.15410000000000001,0.1622,0.011,0.0226,0.0004,0.287,0.346,0.9988,935,53.08,53.49,52.38
810981,Wagnel Luna,DET,R,20.0,2.62,,False,52.4,0.0,50,0.0471,0.0,-0.03310114503816793,-0.1995,-0.4995,0.0092,-0.0,-0.0,0.2,0.9859,940,53.07,51.48,55.14
815921,Yohendry Sanchez,SF,R,19.0,-0.62,,False,24.9,0.02,50,0.0471,0.425,0.04434538152610443,0.2889,0.0504,0.0092,0.001,0.628,0.425,1.0033,941,53.06,52.82,53.11
694194,Miguel Bleis,BOS,AA,22.0,-0.85,0.037,True,575.8,0.6,50,0.2872,2.089,0.14726580838323355,0.3235,0.1668,0.0561,0.1001,3.46,2.089,1.0046,942,53.05,61.8,40.75
806245,Carson Tinney,MIN,A,21.0,-0.14,,False,24.2,0.08,50,0.1155,0.693,0.1449,0.2165,0.0579,0.0226,0.0046,0.766,0.693,1.0008,943,53.04,49.23,58.02
807742,Colton Ledbetter,STL,AAA,24.0,-0.11,-0.076,True,908.3,0.44,50,0.4699,0.936,0.25383049357674103,0.212,0.14,0.0918,0.0616,1.016,0.936,1.0006,943,53.04,62.32,41.37
808571,D'Angelo Ortiz,BOS,A,21.0,0.22,-0.022,True,107.5,0.26,50,0.1155,2.251,-0.004920104895104894,0.1622,-0.1154,0.0226,-0.03,1.866,2.251,0.9988,943,53.04,51.93,54.49
690957,Jace Bohrofen,TOR,AA,24.0,0.45,0.384,True,496.5,0.22,50,0.2872,0.766,0.15449076782449725,0.1276,-0.0234,0.0561,-0.0051,0.5,0.766,0.9976,943,53.04,51.9,50.69
836256,Lucas Takahashi,STL,R,17.0,-0.71,,False,16.3,0.0,50,0.0471,0.0,0.012,0.3024,0.0383,0.0092,0.0,0.0,0.2,1.0038,947,53.02,49.79,57.05
837973,Matias Palacio,TB,R,17.0,-0.71,,False,21.2,0.0,50,0.0471,0.0,0.005000000000000001,0.3024,0.0327,0.0092,0.0,0.0,0.2,1.0038,948,53.0,53.23,52.41
703158,Jonathan Mejía,STL,A,21.0,-0.14,0.339,True,202.8,0.06,50,0.1155,0.519,0.008263835155592942,0.2165,-0.0506,0.0226,-0.003,0.575,0.519,1.0008,948,53.0,44.99,62.32
829824,Juan Caricipe,CIN,R,18.0,0.4,,False,30.9,0.0,50,0.0471,0.0,0.028650485436893202,0.1351,-0.1158,0.0092,-0.0,0.0,0.2,0.9978,950,52.99,53.27,52.32
836277,Luis Bruno,LAA,R,17.0,-0.71,,False,16.9,0.0,50,0.0471,0.0,0.048,0.3024,0.0669,0.0092,0.0,0.0,0.2,1.0038,951,52.98,52.55,53.24
830017,Enny Rodriguez,DET,R,18.0,0.4,,False,25.1,0.0,50,0.0471,0.0,0.0013027888446214995,0.1351,-0.1376,0.0092,-0.0,0.0,0.2,0.9978,952,52.97,52.0,53.98
694202,Manuel Beltre,TOR,A+,22.0,-0.27,0.39,True,421.7,0.12,50,0.1665,0.721,0.052395548811330295,0.2361,0.004,0.0325,0.0005,0.872,0.721,1.0015,953,52.96,61.41,42.61
816344,Rashawn Pinder,TEX,R,19.0,-0.62,,False,58.8,0.06,50,0.0471,1.274,0.03289455782312926,0.2889,0.0413,0.0092,0.0025,1.884,1.274,1.0033,953,52.96,52.52,53.73
702619,Luke Hill,CLE,AA,22.0,-0.85,-0.609,True,147.3,0.24,50,0.2872,0.836,0.33471764705882356,0.3235,0.3158,0.0561,0.0758,1.384,0.836,1.0046,955,52.95,56.57,50.52
834311,Carlos Tejera,PIT,R,17.0,-1.53,,False,11.3,0.32,50,0.0471,6.794,0.05,0.4303,0.1963,0.0092,0.0628,14.967,4.0,1.014,956,52.94,52.9,52.68
835485,David Shirley,MIA,R,18.0,0.4,,False,23.9,0.0,50,0.0471,0.0,0.09692050209205022,0.1351,-0.0616,0.0092,-0.0,0.0,0.2,0.9978,957,52.93,50.64,55.68
836616,Isaias Suarez,WSH,R,17.0,-0.71,,False,15.5,0.0,50,0.0471,0.0,0.031,0.3024,0.0534,0.0092,0.0,0.0,0.2,1.0038,958,52.92,50.41,55.96
830002,Rayner Herrera,BAL,R,18.0,-0.73,,False,15.6,0.0,50,0.0471,0.0,-0.003,0.3054,0.0293,0.0092,0.0,0.0,0.2,1.0039,959,52.9,52.07,53.7
833302,Roberto Gabot,BAL,R,18.0,0.4,,False,15.0,0.0,50,0.0471,0.0,0.056999999999999995,0.1351,-0.0933,0.0092,-0.0,0.0,0.2,0.9978,960,52.89,52.71,52.79
842167,Carlos Sanchez,BAL,A,22.0,0.82,,False,0.0,0.0,50,0.1155,0.0,0.34443016635861323,0.0718,0.0718,0.0226,0.0,0.0,0.2,0.9956,961,52.88,53.48,51.85
827765,Leonel Vivas,CHC,R,19.0,-0.62,,False,27.6,0.04,50,0.0471,0.849,-0.008271739130434786,0.2889,0.0086,0.0092,0.0003,1.256,0.849,1.0033,962,52.86,51.27,54.66
825496,Samuel Orellana,TOR,R,17.0,-0.71,,False,15.1,0.0,50,0.0471,0.0,0.10200000000000001,0.3024,0.1098,0.0092,0.0,0.0,0.2,1.0038,962,52.86,53.1,52.19
800448,Echedry Vargas,MIA,A,21.0,-0.14,0.446,True,237.0,0.06,50,0.1155,0.519,0.1503965109034268,0.2165,0.0623,0.0226,0.0037,0.575,0.519,1.0008,962,52.86,58.85,46.99
832705,Abraham Bastidas,SD,R,19.0,-0.62,,False,25.1,0.02,50,0.0471,0.425,0.04415537848605579,0.2889,0.0502,0.0092,0.001,0.628,0.425,1.0033,962,52.86,50.76,55.33
815438,Jesus Freitez,COL,A,20.0,-0.66,-0.014,True,58.8,0.3,50,0.1155,2.597,0.03990289855072464,0.2949,0.0529,0.0226,0.0159,3.915,2.597,1.0036,962,52.86,53.37,52.36
808241,Joan Gutierrez,MIL,R,19.0,1.47,,False,43.4,0.0,50,0.0471,0.0,-0.038949308755760366,-0.0262,-0.3308,0.0092,-0.0,-0.0,0.2,0.9921,967,52.84,51.18,54.73
837838,Carlos Rubecindo,BAL,R,17.0,-0.71,,False,18.3,0.0,50,0.0471,0.0,0.062,0.3024,0.078,0.0092,0.0,0.0,0.2,1.0038,967,52.84,52.98,52.3
701696,Ryan Stafford,BAL,A+,23.0,0.45,0.058,True,184.8,0.12,50,0.1665,0.721,-0.06048971631205675,0.1276,-0.1942,0.0325,-0.0233,0.471,0.721,0.9976,967,52.84,47.99,58.49
800419,Jeral Perez,CWS,AA,21.0,-1.41,-0.082,True,568.5,0.64,50,0.2872,2.228,0.07187189105858172,0.4079,0.1913,0.0561,0.1224,4.653,2.228,1.0076,967,52.84,50.5,52.99
692591,Luis Mendez,COL,A,23.0,1.04,0.068,True,260.9,0.02,50,0.1155,0.173,-0.012897133550488604,0.0386,-0.2453,0.0226,-0.0049,0.034,0.2,0.9944,967,52.84,48.77,59.48
825266,Dariel Santana,NYY,R,18.0,0.4,,False,20.0,0.0,50,0.0471,0.0,-0.012,0.1351,-0.1481,0.0092,-0.0,0.0,0.2,0.9978,967,52.84,52.34,53.17
801076,Justin Wishkoski,SF,AA,24.0,1.2,0.075,True,369.4,0.18,50,0.2872,0.627,0.18741147928994084,0.0145,-0.1103,0.0561,-0.0199,0.047,0.627,0.9935,967,52.84,68.66,33.69
837991,Frainker Benitez,TEX,R,17.0,-0.71,,False,17.5,0.0,50,0.0471,0.0,0.08100000000000002,0.3024,0.0931,0.0092,0.0,0.0,0.2,1.0038,974,52.82,52.21,53.28
829050,Larry Suero,COL,R,18.0,0.4,,False,42.5,0.02,50,0.0471,0.425,0.008931764705882356,0.1351,-0.1315,0.0092,-0.0026,0.294,0.425,0.9978,974,52.82,49.37,57.1
805332,Justin Janas,ATL,A+,24.0,1.46,0.403,True,378.3,0.04,50,0.1665,0.24,0.07527868589743592,-0.0247,-0.2386,0.0325,-0.0095,-0.03,0.24,0.9921,974,52.82,58.0,46.97
682695,Yohander Martinez,MIN,A,23.0,1.21,0.596,True,221.2,0.0,50,0.1155,0.0,0.0031485123966942083,0.013,-0.2582,0.0226,-0.0,0.0,0.2,0.9935,977,52.81,51.89,55.59
834404,Jake Cook,TOR,A,22.0,0.39,,False,75.4,0.12,50,0.1155,1.039,0.0391,0.1366,-0.106,0.0226,-0.0127,0.725,1.039,0.9979,978,52.8,52.99,52.55
694218,Yeison Morrobel,TEX,AA,22.0,-0.99,0.11,True,553.1,0.52,50,0.2872,1.811,0.07549399890889252,0.3446,0.1309,0.0561,0.0681,3.194,1.811,1.0053,978,52.8,53.1,51.43
837754,Fabian Ulloa,MIN,R,17.0,-0.71,,False,12.4,0.0,50,0.0471,0.0,0.10200000000000001,0.3024,0.1098,0.0092,0.0,0.0,0.2,1.0038,978,52.8,51.92,53.63
830486,Jayln Pinder,TEX,R,18.0,0.4,,False,30.1,0.0,50,0.0471,0.0,-0.04412956810631229,0.1351,-0.1737,0.0092,-0.0,0.0,0.2,0.9978,978,52.8,49.15,57.32
821795,Javier Sanchez,TEX,R,18.0,-1.09,,False,37.2,0.04,50,0.0471,0.849,0.01162365591397849,0.3597,0.0952,0.0092,0.0038,1.564,0.849,1.0059,982,52.78,50.56,55.39
836610,Ricky Duran,OAK,R,17.0,-0.71,,False,20.5,0.0,50,0.0471,0.0,0.052,0.3024,0.07,0.0092,0.0,0.0,0.2,1.0038,982,52.78,53.52,51.43
821806,Joshua Francis,SEA,R,19.0,-0.62,,False,34.9,0.02,50,0.0471,0.425,-0.003839541547277938,0.2889,0.0121,0.0092,0.0002,0.628,0.425,1.0033,984,52.76,49.49,56.8
821018,Alexi Quiroz,HOU,R,18.0,0.37,,False,21.2,0.0,50,0.0471,0.0,-0.04960377358490567,0.1396,-0.1735,0.0092,-0.0,0.0,0.2,0.998,984,52.76,49.78,56.4
829643,Jacob McCombs,MIN,A+,21.0,-0.7,,False,96.6,0.4,50,0.1665,2.402,0.1462,0.3009,0.1434,0.0325,0.0574,3.703,2.402,1.0038,984,52.76,55.72,48.1
821033,Javier Acevedo,PIT,R,19.0,-0.5,,False,29.0,0.04,50,0.0471,0.849,-0.03222758620689655,0.2708,-0.0285,0.0092,-0.0011,1.177,0.849,1.0027,987,52.75,50.21,55.79
839312,Carlos Sandoval,HOU,R,17.0,-0.71,,False,15.9,0.0,50,0.0471,0.0,0.07600000000000001,0.3024,0.0891,0.0092,0.0,0.0,0.2,1.0038,988,52.74,52.47,52.71
835619,Gabriel Teran,SD,R,18.0,0.4,,False,15.5,0.0,50,0.0471,0.0,0.033,0.1351,-0.1124,0.0092,-0.0,0.0,0.2,0.9978,988,52.74,53.79,50.96
821637,Deinys Gonzalez,TB,R,19.0,-0.5,,False,41.6,0.06,50,0.0471,1.274,0.026894230769230767,0.2708,0.0184,0.0092,0.0011,1.766,1.274,1.0027,990,52.73,50.36,55.53
811551,Isael Arias,NYY,A,20.0,-0.68,-0.495,True,53.0,0.06,50,0.1155,0.519,0.0030728448275862074,0.2979,0.0266,0.0226,0.0016,0.791,0.519,1.0037,990,52.73,55.82,47.5
801629,Cade McGee,STL,AA,23.0,-0.34,0.133,True,218.2,0.48,50,0.2872,1.671,0.033372129032258065,0.2466,-0.0005,0.0561,-0.0002,2.11,1.671,1.0018,992,52.72,50.86,54.81
698990,Enmanuel Ramirez,WSH,A,21.0,0.29,,False,54.5,0.12,50,0.1155,1.039,0.0041082568807339435,0.1517,-0.1188,0.0226,-0.0143,0.805,1.039,0.9984,993,52.71,49.09,57.03
836600,Cleiner Ramirez,NYM,R,17.0,-0.71,,False,17.1,0.0,50,0.0471,0.0,0.121,0.3024,0.1249,0.0092,0.0,0.0,0.2,1.0038,994,52.7,55.3,48.82
839494,Santiago Yanes,BOS,R,17.0,-0.71,,False,15.8,0.0,50,0.0471,0.0,0.083,0.3024,0.0947,0.0092,0.0,0.0,0.2,1.0038,995,52.68,53.29,51.49
821099,Wuinder Torres,CLE,R,19.0,-0.62,,False,35.9,0.02,50,0.0471,0.425,0.05944846796657381,0.2889,0.0624,0.0092,0.0012,0.628,0.425,1.0033,995,52.68,52.42,52.62
822218,Yanfri Serrano,CHC,R,17.0,-0.71,,False,18.9,0.0,50,0.0471,0.0,-0.005000000000000001,0.3024,0.0247,0.0092,0.0,0.0,0.2,1.0038,995,52.68,54.07,50.41
838854,Fabian Gonzalez,SEA,R,17.0,-0.71,,False,16.6,0.0,50,0.0471,0.0,0.1,0.3024,0.1082,0.0092,0.0,0.0,0.2,1.0038,995,52.68,53.87,50.68
813400,Jack Winnay,BOS,AA,23.0,-0.2,-0.579,True,206.2,0.2,50,0.2872,0.696,0.0827789046653144,0.2255,0.0176,0.0561,0.0035,0.804,0.696,1.0011,995,52.68,52.17,50.49
815021,Juan Monso,CHC,R,19.0,1.51,,False,20.9,0.02,50,0.0471,0.425,-0.03301435406698564,-0.0322,-0.3321,0.0092,-0.0066,-0.07,0.425,0.9918,995,52.68,50.05,55.83
829823,Juan Tomas,CHC,A,18.0,-1.57,,False,36.4,0.32,50,0.1155,2.771,-0.03840659340659341,0.442,0.1378,0.0226,0.0441,6.258,2.771,1.0219,1001,52.67,43.47,64.49
813832,Colton Coates,BOS,A,21.0,0.22,,False,17.0,0.02,50,0.1155,0.173,0.06210000000000001,0.1622,-0.0621,0.0226,-0.0012,0.144,0.2,0.9988,1001,52.67,51.02,54.6
808079,Esterling Rodriguez,PHI,R,20.0,0.02,,False,37.2,0.0,50,0.0471,0.0,0.01988440860215054,0.1924,-0.0655,0.0092,-0.0,0.0,0.2,0.9999,1003,52.66,52.2,52.89
811443,Jake Berkland,CWS,A,20.0,-0.37,,False,17.2,0.46,50,0.1155,3.983,0.1081,0.2512,0.0634,0.0226,0.0292,5.113,3.983,1.002,1003,52.66,53.38,51.4
842969,Corey Nunez,CHC,A,22.0,0.82,,False,24.8,0.02,50,0.1155,0.173,0.11270000000000001,0.0718,-0.1123,0.0226,-0.0022,0.064,0.2,0.9956,1003,52.66,50.5,55.28
813844,Will Bush,HOU,AA,22.0,-0.99,-0.297,True,468.4,0.46,50,0.2872,1.602,-0.0724627906976744,0.3446,0.0133,0.0561,0.0061,2.826,1.602,1.0053,1003,52.66,39.67,68.3
824425,Diego Castellanos,NYY,A,21.0,-0.14,,False,18.4,0.08,50,0.1155,0.693,0.17250000000000001,0.2165,0.0799,0.0226,0.0064,0.766,0.693,1.0008,1003,52.66,50.31,55.55
696083,Leonel Espinoza,CHC,A+,23.0,0.58,0.21,True,300.8,0.12,50,0.1665,0.721,0.07161838827838828,0.108,-0.1088,0.0325,-0.0131,0.399,0.721,0.9969,1008,52.65,56.76,46.89
682728,Luis Chevalier,KC,R,23.0,1.6,,False,42.4,0.0,50,0.0471,0.0,0.018632075471698113,-0.0458,-0.3047,0.0092,-0.0,-0.0,0.2,0.9914,1009,52.64,50.12,54.76
802500,Deiten Lachance,CLE,A,21.0,0.22,,False,17.2,0.04,50,0.1155,0.346,0.2139,0.1622,0.0585,0.0226,0.0023,0.287,0.346,0.9988,1009,52.64,57.1,46.38
827290,Paul Gutierrez-Contreras II,NYY,A,20.0,-0.68,,False,17.0,0.16,50,0.1155,1.385,0.2116,0.2979,0.1923,0.0226,0.0308,2.109,1.385,1.0037,1011,52.61,50.88,54.65
828074,TJ Ford,LAA,A,20.0,-0.66,-0.52,True,34.5,0.14,50,0.1155,1.212,-0.051382706766917266,0.2949,-0.0197,0.0226,-0.0028,1.827,1.212,1.0036,1011,52.61,53.36,49.95
834563,Hector Barroso,COL,R,18.0,0.4,,False,27.0,0.02,50,0.0471,0.425,-0.0018444444444444485,0.1351,-0.1401,0.0092,-0.0028,0.294,0.425,0.9978,1013,52.6,50.05,55.59
829969,Saivel Zayas,TEX,R,18.0,0.4,,False,44.9,0.02,50,0.0471,0.425,0.03501781737193764,0.1351,-0.1108,0.0092,-0.0022,0.294,0.425,0.9978,1013,52.6,49.99,55.68
827382,Oscar Borges,PIT,R,17.0,-0.71,,False,15.9,0.0,50,0.0471,0.0,0.05500000000000001,0.3024,0.0724,0.0092,0.0,0.0,0.2,1.0038,1015,52.59,51.32,53.87
823850,Robinson Chacon,KC,R,19.0,1.51,,False,40.2,0.0,50,0.0471,0.0,-0.016507462686567168,-0.0322,-0.319,0.0092,-0.0,-0.0,0.2,0.9918,1016,52.57,51.79,53.2
701778,Jace Avina,NYY,AA,23.0,-0.2,0.206,True,756.6,0.38,50,0.2872,1.323,0.11326859879032257,0.2255,0.0419,0.0561,0.0159,1.527,1.323,1.0011,1016,52.57,51.63,47.69
825924,Jackson Strong,DET,A+,22.0,-0.06,-0.104,True,253.0,0.24,50,0.1665,1.441,0.008055489964580866,0.2044,-0.0629,0.0325,-0.0151,1.509,1.441,1.0003,1018,52.56,48.05,54.83
