Season,League,Age,Avg_PPG,Avg_PPPA,Std_PPG,Std_PPPA
2009,Venezuelan Summer League,19.0,3.03,0.82,1.5,0.35
2009,Venezuelan Summer League,20.0,2.95,0.76,1.64,0.39
2009,Venezuelan Summer League,21.0,2.93,0.82,0.69,0.18
2010,Appalachian League,17.0,3.78,0.82,,
2010,Appalachian League,18.0,2.94,0.72,1.85,0.45
2010,Appalachian League,19.0,2.16,0.55,1.49,0.34
2010,Appalachian League,20.0,2.93,0.73,1.42,0.31
2010,Appalachian League,21.0,2.52,0.66,1.9,0.44
2010,Appalachian League,22.0,2.48,0.62,1.9,0.48
2010,Appalachian League,23.0,2.35,0.6,1.25,0.3
2010,Appalachian League,24.0,3.8,0.82,4.53,0.87
2010,Arizona League,17.0,2.47,0.6,1.71,0.38
2010,Arizona League,18.0,2.14,0.51,1.91,0.45
2010,Arizona League,19.0,2.32,0.58,1.83,0.47
2010,Arizona League,20.0,1.91,0.47,1.57,0.38
2010,Arizona League,21.0,2.81,0.71,1.93,0.42
2010,Arizona League,22.0,2.44,0.64,1.31,0.31
2010,Arizona League,23.0,2.94,0.74,1.77,0.4
2010,Arizona League,24.0,3.64,0.95,1.63,0.42
2010,California League,18.0,4.43,0.95,,
2010,California League,19.0,3.63,0.85,2.57,0.5
2010,California League,20.0,2.82,0.7,1.74,0.42
2010,California League,21.0,3.11,0.74,2.05,0.48
2010,California League,22.0,3.16,0.77,1.79,0.42
2010,California League,23.0,2.61,0.65,1.71,0.4
2010,California League,24.0,3.33,0.83,1.74,0.4
2010,Carolina League,18.0,2.83,0.77,,
2010,Carolina League,19.0,4.63,1.09,,
2010,Carolina League,20.0,2.8,0.66,1.64,0.36
2010,Carolina League,21.0,2.6,0.61,1.49,0.36
2010,Carolina League,22.0,2.72,0.67,1.3,0.29
2010,Carolina League,23.0,2.16,0.55,1.46,0.36
2010,Carolina League,24.0,2.81,0.7,1.56,0.37
2010,Dominican Summer League,16.0,0.6,0.17,1.01,0.31
2010,Dominican Summer League,17.0,1.71,0.46,1.32,0.34
2010,Dominican Summer League,18.0,1.88,0.52,1.35,0.35
2010,Dominican Summer League,19.0,2.12,0.59,1.3,0.34
2010,Dominican Summer League,20.0,1.77,0.53,1.17,0.34
2010,Dominican Summer League,21.0,2.52,0.7,1.53,0.41
2010,Dominican Summer League,22.0,1.98,0.58,1.58,0.44
2010,Dominican Summer League,23.0,0.96,0.26,,
2010,Dominican Summer League,24.0,3.3,0.8,1.62,0.33
2010,Eastern League,20.0,2.61,0.62,1.6,0.36
2010,Eastern League,21.0,2.71,0.63,2.16,0.52
2010,Eastern League,22.0,2.86,0.65,2.25,0.57
2010,Eastern League,23.0,2.69,0.64,1.64,0.45
2010,Eastern League,24.0,2.79,0.63,1.99,0.56
2010,Florida State League,18.0,1.68,0.46,1.48,0.41
2010,Florida State League,19.0,1.76,0.44,1.61,0.43
2010,Florida State League,20.0,1.91,0.49,1.39,0.33
2010,Florida State League,21.0,2.43,0.61,1.14,0.26
2010,Florida State League,22.0,2.13,0.53,1.77,0.42
2010,Florida State League,23.0,2.56,0.65,1.21,0.27
2010,Florida State League,24.0,2.22,0.55,1.44,0.36
2010,Gulf Coast League,16.0,3.2,0.84,1.07,0.23
2010,Gulf Coast League,17.0,2.06,0.53,1.49,0.32
2010,Gulf Coast League,18.0,1.95,0.51,1.49,0.38
2010,Gulf Coast League,19.0,2.19,0.59,1.54,0.37
2010,Gulf Coast League,20.0,2.11,0.58,1.59,0.4
2010,Gulf Coast League,21.0,2.62,0.73,1.75,0.47
2010,Gulf Coast League,22.0,2.69,0.71,1.88,0.39
2010,Gulf Coast League,23.0,2.82,0.72,2.44,0.55
2010,Gulf Coast League,24.0,3.28,0.83,1.45,0.31
2010,International League,20.0,3.75,0.92,1.45,0.32
2010,International League,21.0,4.02,0.92,1.16,0.18
2010,International League,22.0,2.12,0.5,2.09,0.61
2010,International League,23.0,3.09,0.75,1.71,0.41
2010,International League,24.0,3.24,0.78,2.16,0.52
2010,Mexican League,18.0,-0.06,0.07,0.9,0.56
2010,Mexican League,19.0,0.89,0.27,1.64,0.51
2010,Mexican League,20.0,1.5,0.54,1.5,0.37
2010,Mexican League,21.0,1.28,0.65,0.98,0.28
2010,Mexican League,22.0,1.49,0.65,1.27,0.43
2010,Mexican League,23.0,1.8,0.65,1.33,0.31
2010,Mexican League,24.0,1.95,0.58,1.39,0.32
2010,Midwest League,17.0,3.5,0.84,,
2010,Midwest League,18.0,5.0,1.15,1.62,0.34
2010,Midwest League,19.0,2.29,0.55,1.42,0.33
2010,Midwest League,20.0,2.37,0.56,1.6,0.37
2010,Midwest League,21.0,2.65,0.66,1.29,0.3
2010,Midwest League,22.0,2.59,0.63,1.53,0.36
2010,Midwest League,23.0,2.73,0.66,1.62,0.38
2010,Midwest League,24.0,2.7,0.7,1.28,0.29
2010,Pacific Coast League,20.0,1.12,0.54,0.47,0.26
2010,Pacific Coast League,21.0,6.85,1.49,0.45,0.07
2010,Pacific Coast League,22.0,2.39,0.6,2.18,0.5
2010,Pacific Coast League,23.0,2.62,0.61,2.13,0.61
2010,Pacific Coast League,24.0,2.67,0.65,1.93,0.53
2010,Pioneer League,17.0,4.39,1.02,1.68,0.4
2010,Pioneer League,18.0,2.9,0.7,1.29,0.29
2010,Pioneer League,19.0,3.17,0.76,1.54,0.31
2010,Pioneer League,20.0,2.43,0.58,1.7,0.39
2010,Pioneer League,21.0,3.51,0.83,1.5,0.31
2010,Pioneer League,22.0,2.96,0.73,1.75,0.38
2010,Pioneer League,23.0,2.49,0.62,1.71,0.4
2010,Pioneer League,24.0,2.29,0.61,2.39,0.71
2010,South Atlantic League,17.0,0.76,0.18,,
2010,South Atlantic League,18.0,2.7,0.64,1.53,0.33
2010,South Atlantic League,19.0,2.51,0.61,1.14,0.25
2010,South Atlantic League,20.0,2.13,0.54,1.37,0.31
2010,South Atlantic League,21.0,2.57,0.63,1.48,0.35
2010,South Atlantic League,22.0,2.87,0.7,1.39,0.31
2010,South Atlantic League,23.0,2.27,0.57,1.46,0.36
2010,South Atlantic League,24.0,2.33,0.58,1.71,0.41
2010,Southern League,20.0,3.96,0.93,2.0,0.38
2010,Southern League,21.0,1.56,0.31,1.99,0.68
2010,Southern League,22.0,2.2,0.5,1.87,0.58
2010,Southern League,23.0,1.91,0.48,1.93,0.58
2010,Southern League,24.0,2.15,0.57,1.74,0.5
2010,Texas League,19.0,0.44,-0.02,1.04,0.75
2010,Texas League,20.0,3.24,0.77,2.77,0.65
2010,Texas League,21.0,3.59,0.92,2.33,0.51
2010,Texas League,22.0,1.99,0.45,1.9,0.54
2010,Texas League,23.0,2.25,0.55,1.64,0.44
2010,Texas League,24.0,2.28,0.62,1.5,0.39
2010,Venezuelan Summer League,16.0,1.62,0.45,1.33,0.37
2010,Venezuelan Summer League,17.0,1.86,0.51,1.32,0.33
2010,Venezuelan Summer League,18.0,2.65,0.74,1.1,0.27
2010,Venezuelan Summer League,19.0,2.85,0.77,1.39,0.33
2010,Venezuelan Summer League,20.0,3.14,0.88,1.1,0.22
2010,Venezuelan Summer League,21.0,4.5,1.08,,
2011,Appalachian League,17.0,2.47,0.59,,
2011,Appalachian League,18.0,3.4,0.8,1.64,0.38
2011,Appalachian League,19.0,2.93,0.71,1.86,0.42
2011,Appalachian League,20.0,2.9,0.7,1.57,0.35
2011,Appalachian League,21.0,2.9,0.75,1.55,0.34
2011,Appalachian League,22.0,2.82,0.73,1.43,0.34
2011,Appalachian League,23.0,2.15,0.59,1.43,0.36
2011,Appalachian League,24.0,6.71,1.74,,
2011,Arizona League,17.0,2.51,0.6,1.65,0.38
2011,Arizona League,18.0,2.97,0.73,1.81,0.43
2011,Arizona League,19.0,3.06,0.75,1.75,0.4
2011,Arizona League,20.0,2.79,0.73,1.81,0.43
2011,Arizona League,21.0,2.97,0.77,2.08,0.53
2011,Arizona League,22.0,3.87,0.96,2.78,0.64
2011,Arizona League,23.0,4.18,1.05,2.81,0.68
2011,Arizona League,24.0,4.63,1.3,2.48,0.63
2011,California League,18.0,4.25,0.77,,
2011,California League,19.0,3.24,0.76,0.77,0.18
2011,California League,20.0,3.26,0.74,1.43,0.31
2011,California League,21.0,3.33,0.77,2.19,0.49
2011,California League,22.0,3.12,0.74,2.01,0.44
2011,California League,23.0,3.01,0.74,1.63,0.35
2011,California League,24.0,3.64,0.86,1.64,0.33
2011,Carolina League,18.0,2.99,0.72,,
2011,Carolina League,19.0,3.63,0.85,1.63,0.34
2011,Carolina League,20.0,2.11,0.5,1.42,0.34
2011,Carolina League,21.0,2.47,0.62,1.45,0.33
2011,Carolina League,22.0,2.73,0.68,1.61,0.38
2011,Carolina League,23.0,2.13,0.54,1.64,0.43
2011,Carolina League,24.0,2.47,0.64,1.9,0.53
2011,Dominican Summer League,16.0,1.51,0.38,1.8,0.46
2011,Dominican Summer League,17.0,1.71,0.45,1.42,0.38
2011,Dominican Summer League,18.0,1.88,0.52,1.25,0.32
2011,Dominican Summer League,19.0,2.2,0.61,1.22,0.31
2011,Dominican Summer League,20.0,2.4,0.67,1.59,0.41
2011,Dominican Summer League,21.0,2.34,0.7,0.99,0.27
2011,Dominican Summer League,22.0,1.86,0.62,1.8,0.52
2011,Dominican Summer League,23.0,3.35,0.94,1.43,0.3
2011,Dominican Summer League,24.0,4.35,1.17,0.02,0.0
2011,Eastern League,18.0,3.11,0.78,,
2011,Eastern League,19.0,1.29,0.34,,
2011,Eastern League,20.0,4.12,0.95,,
2011,Eastern League,21.0,3.01,0.71,0.87,0.2
2011,Eastern League,22.0,2.95,0.71,1.29,0.3
2011,Eastern League,23.0,2.41,0.58,1.54,0.41
2011,Eastern League,24.0,2.32,0.52,1.61,0.57
2011,Florida State League,19.0,4.03,1.0,0.51,0.19
2011,Florida State League,20.0,2.43,0.59,1.54,0.38
2011,Florida State League,21.0,2.89,0.72,1.13,0.25
2011,Florida State League,22.0,2.39,0.61,1.15,0.26
2011,Florida State League,23.0,2.73,0.68,1.5,0.35
2011,Florida State League,24.0,2.48,0.64,1.44,0.39
2011,Gulf Coast League,17.0,2.21,0.59,1.09,0.27
2011,Gulf Coast League,18.0,1.86,0.46,1.99,0.5
2011,Gulf Coast League,19.0,2.83,0.71,1.87,0.42
2011,Gulf Coast League,20.0,2.59,0.7,2.06,0.52
2011,Gulf Coast League,21.0,2.52,0.69,1.76,0.45
2011,Gulf Coast League,22.0,2.49,0.71,1.7,0.48
2011,Gulf Coast League,23.0,3.03,0.83,2.02,0.51
2011,Gulf Coast League,24.0,2.4,0.66,1.99,0.55
2011,International League,20.0,-0.06,-0.07,,
2011,International League,21.0,3.27,0.78,0.82,0.16
2011,International League,22.0,3.42,0.79,1.96,0.42
2011,International League,23.0,2.64,0.67,1.5,0.51
2011,International League,24.0,2.56,0.6,1.6,0.43
2011,Mexican League,18.0,0.87,0.69,,
2011,Mexican League,19.0,1.29,0.61,0.97,0.37
2011,Mexican League,20.0,2.05,0.67,1.55,0.27
2011,Mexican League,21.0,1.57,0.51,2.05,0.57
2011,Mexican League,22.0,1.64,0.79,0.75,0.35
2011,Mexican League,23.0,2.19,0.78,1.17,0.25
2011,Mexican League,24.0,2.14,0.68,1.73,0.38
2011,Midwest League,18.0,3.39,0.79,1.75,0.37
2011,Midwest League,19.0,2.07,0.52,1.51,0.4
2011,Midwest League,20.0,2.76,0.67,1.71,0.39
2011,Midwest League,21.0,2.42,0.6,1.43,0.34
2011,Midwest League,22.0,2.41,0.6,1.17,0.28
2011,Midwest League,23.0,2.39,0.61,1.32,0.32
2011,Midwest League,24.0,1.89,0.49,1.33,0.34
2011,Pacific Coast League,20.0,-0.96,-0.23,1.66,0.39
2011,Pacific Coast League,21.0,4.37,1.08,2.3,0.52
2011,Pacific Coast League,22.0,3.06,0.68,1.99,0.53
2011,Pacific Coast League,23.0,3.06,0.74,2.12,0.53
2011,Pacific Coast League,24.0,3.25,0.78,2.15,0.52
2011,Pioneer League,18.0,2.66,0.62,1.49,0.33
2011,Pioneer League,19.0,4.02,0.94,1.57,0.3
2011,Pioneer League,20.0,2.99,0.74,1.46,0.3
2011,Pioneer League,21.0,3.78,0.89,1.7,0.34
2011,Pioneer League,22.0,3.41,0.83,1.69,0.37
2011,Pioneer League,23.0,4.17,0.99,1.54,0.36
2011,Pioneer League,24.0,3.76,0.86,1.83,0.35
2011,South Atlantic League,18.0,3.5,0.82,1.67,0.38
2011,South Atlantic League,19.0,3.23,0.76,1.04,0.22
2011,South Atlantic League,20.0,2.9,0.71,1.38,0.34
2011,South Atlantic League,21.0,2.51,0.62,1.14,0.27
2011,South Atlantic League,22.0,2.96,0.72,1.59,0.35
2011,South Atlantic League,23.0,2.62,0.65,1.51,0.34
2011,South Atlantic League,24.0,2.57,0.66,1.51,0.38
2011,Southern League,19.0,-1.0,-0.62,,
2011,Southern League,20.0,2.37,0.42,1.97,0.77
2011,Southern League,21.0,1.86,0.46,1.9,0.46
2011,Southern League,22.0,2.4,0.56,2.2,0.63
2011,Southern League,23.0,2.38,0.53,1.95,0.68
2011,Southern League,24.0,2.46,0.67,1.69,0.42
2011,Texas League,19.0,5.69,1.26,,
2011,Texas League,20.0,1.85,0.39,1.72,0.47
2011,Texas League,21.0,2.41,0.71,1.9,0.44
2011,Texas League,22.0,2.88,0.73,1.71,0.36
2011,Texas League,23.0,2.4,0.53,1.84,0.55
2011,Texas League,24.0,2.37,0.61,1.86,0.44
2011,Venezuelan Summer League,16.0,1.2,0.38,1.14,0.35
2011,Venezuelan Summer League,17.0,2.55,0.66,1.64,0.38
2011,Venezuelan Summer League,18.0,2.33,0.64,1.32,0.31
2011,Venezuelan Summer League,19.0,3.35,0.87,1.87,0.39
2011,Venezuelan Summer League,20.0,2.94,0.76,1.44,0.33
2011,Venezuelan Summer League,21.0,2.49,0.67,1.35,0.36
2012,Appalachian League,17.0,1.68,0.4,1.77,0.43
2012,Appalachian League,18.0,2.59,0.64,1.35,0.32
2012,Appalachian League,19.0,2.72,0.68,1.72,0.4
2012,Appalachian League,20.0,2.81,0.72,1.35,0.32
2012,Appalachian League,21.0,2.77,0.7,1.62,0.38
2012,Appalachian League,22.0,2.66,0.71,1.37,0.33
2012,Appalachian League,23.0,3.06,0.85,1.35,0.34
2012,Appalachian League,24.0,1.31,0.57,0.54,0.04
2012,Arizona League,17.0,2.24,0.52,2.35,0.56
2012,Arizona League,18.0,3.29,0.78,1.85,0.4
2012,Arizona League,19.0,2.68,0.65,2.07,0.49
2012,Arizona League,20.0,2.62,0.69,1.5,0.38
2012,Arizona League,21.0,3.17,0.82,2.3,0.54
2012,Arizona League,22.0,3.84,0.99,2.33,0.49
2012,Arizona League,23.0,4.2,1.1,2.64,0.63
2012,Arizona League,24.0,5.57,1.4,4.29,1.08
2012,California League,18.0,3.0,1.0,,
2012,California League,19.0,2.49,0.54,2.68,0.58
2012,California League,20.0,3.51,0.82,1.31,0.28
2012,California League,21.0,2.99,0.7,2.03,0.45
2012,California League,22.0,3.74,0.9,1.6,0.33
2012,California League,23.0,3.28,0.8,1.62,0.37
2012,California League,24.0,2.97,0.72,2.17,0.54
2012,Carolina League,18.0,4.3,1.19,,
2012,Carolina League,19.0,3.5,0.87,0.72,0.14
2012,Carolina League,20.0,2.98,0.71,1.35,0.31
2012,Carolina League,21.0,2.51,0.63,1.19,0.26
2012,Carolina League,22.0,2.42,0.62,1.57,0.38
2012,Carolina League,23.0,2.51,0.64,1.52,0.38
2012,Carolina League,24.0,2.69,0.68,1.87,0.45
2012,Dominican Summer League,16.0,2.28,0.6,1.0,0.23
2012,Dominican Summer League,17.0,1.85,0.49,1.42,0.36
2012,Dominican Summer League,18.0,2.22,0.57,1.39,0.34
2012,Dominican Summer League,19.0,2.31,0.62,1.4,0.34
2012,Dominican Summer League,20.0,2.58,0.68,1.52,0.36
2012,Dominican Summer League,21.0,2.5,0.67,1.29,0.32
2012,Dominican Summer League,22.0,2.64,0.62,1.05,0.16
2012,Dominican Summer League,23.0,0.82,0.4,0.1,0.12
2012,Eastern League,19.0,4.59,1.09,0.68,0.16
2012,Eastern League,20.0,2.73,0.66,1.19,0.28
2012,Eastern League,21.0,2.49,0.55,1.61,0.62
2012,Eastern League,22.0,2.33,0.52,1.67,0.49
2012,Eastern League,23.0,2.52,0.64,1.51,0.36
2012,Eastern League,24.0,2.1,0.53,1.52,0.44
2012,Florida State League,19.0,3.46,0.9,0.53,0.09
2012,Florida State League,20.0,3.25,0.81,1.36,0.29
2012,Florida State League,21.0,2.7,0.65,1.39,0.32
2012,Florida State League,22.0,2.63,0.66,1.59,0.38
2012,Florida State League,23.0,2.34,0.59,1.4,0.35
2012,Florida State League,24.0,2.47,0.62,1.5,0.36
2012,Gulf Coast League,16.0,2.11,0.75,,
2012,Gulf Coast League,17.0,2.27,0.62,1.08,0.25
2012,Gulf Coast League,18.0,1.58,0.41,1.54,0.4
2012,Gulf Coast League,19.0,1.55,0.42,1.18,0.32
2012,Gulf Coast League,20.0,2.03,0.55,1.7,0.44
2012,Gulf Coast League,21.0,2.17,0.59,1.63,0.41
2012,Gulf Coast League,22.0,2.69,0.75,2.23,0.57
2012,Gulf Coast League,23.0,2.59,0.72,1.85,0.46
2012,Gulf Coast League,24.0,2.63,0.65,3.1,0.7
2012,International League,19.0,2.4,0.6,,
2012,International League,20.0,1.5,0.42,,
2012,International League,21.0,0.66,0.25,0.56,0.17
2012,International League,22.0,2.62,0.62,1.27,0.34
2012,International League,23.0,2.71,0.7,1.91,0.44
2012,International League,24.0,2.59,0.62,1.68,0.44
2012,Mexican League,17.0,-0.3,-0.22,0.63,0.4
2012,Mexican League,18.0,0.0,0.0,,
2012,Mexican League,19.0,1.21,0.58,0.48,0.25
2012,Mexican League,20.0,1.25,0.49,1.06,0.41
2012,Mexican League,21.0,1.54,0.49,1.58,0.53
2012,Mexican League,22.0,1.23,0.36,1.89,0.57
2012,Mexican League,23.0,1.48,0.62,0.65,0.24
2012,Mexican League,24.0,1.75,0.64,1.05,0.33
2012,Midwest League,18.0,2.82,0.67,1.31,0.29
2012,Midwest League,19.0,2.91,0.69,1.47,0.33
2012,Midwest League,20.0,2.4,0.57,1.76,0.41
2012,Midwest League,21.0,2.65,0.65,1.56,0.36
2012,Midwest League,22.0,2.97,0.73,1.5,0.34
2012,Midwest League,23.0,2.51,0.61,1.44,0.32
2012,Midwest League,24.0,2.28,0.56,1.56,0.39
2012,Pacific Coast League,20.0,6.85,1.47,,
2012,Pacific Coast League,21.0,1.72,0.31,2.45,0.68
2012,Pacific Coast League,22.0,2.48,0.63,2.13,0.53
2012,Pacific Coast League,23.0,3.47,0.81,2.22,0.56
2012,Pacific Coast League,24.0,2.38,0.56,2.03,0.53
2012,Pioneer League,16.0,3.36,0.72,,
2012,Pioneer League,17.0,3.49,0.77,2.36,0.52
2012,Pioneer League,18.0,4.15,0.94,2.47,0.52
2012,Pioneer League,19.0,3.89,0.91,2.21,0.46
2012,Pioneer League,20.0,3.27,0.79,1.7,0.38
2012,Pioneer League,21.0,3.63,0.84,1.92,0.41
2012,Pioneer League,22.0,3.36,0.83,1.88,0.38
2012,Pioneer League,23.0,3.34,0.86,1.43,0.29
2012,Pioneer League,24.0,5.86,1.29,2.68,0.54
2012,South Atlantic League,18.0,4.39,1.05,1.15,0.21
2012,South Atlantic League,19.0,2.93,0.7,1.81,0.41
2012,South Atlantic League,20.0,2.9,0.68,1.65,0.43
2012,South Atlantic League,21.0,2.55,0.62,1.79,0.39
2012,South Atlantic League,22.0,2.75,0.69,1.39,0.32
2012,South Atlantic League,23.0,2.55,0.63,1.69,0.39
2012,South Atlantic League,24.0,2.36,0.57,1.68,0.41
2012,Southern League,20.0,1.34,0.19,2.17,0.75
2012,Southern League,21.0,2.63,0.63,1.85,0.46
2012,Southern League,22.0,1.81,0.41,1.81,0.49
2012,Southern League,23.0,2.46,0.63,1.74,0.48
2012,Southern League,24.0,1.6,0.39,1.6,0.53
2012,Texas League,19.0,4.56,1.02,,
2012,Texas League,20.0,2.45,0.56,2.74,0.67
2012,Texas League,21.0,2.33,0.49,2.21,0.65
2012,Texas League,22.0,1.85,0.5,1.53,0.52
2012,Texas League,23.0,2.11,0.5,1.69,0.47
2012,Texas League,24.0,2.24,0.58,1.43,0.4
2012,Venezuelan Summer League,16.0,2.28,0.66,0.81,0.08
2012,Venezuelan Summer League,17.0,1.94,0.55,1.11,0.27
2012,Venezuelan Summer League,18.0,3.58,0.93,1.2,0.27
2012,Venezuelan Summer League,19.0,3.06,0.82,1.16,0.27
2012,Venezuelan Summer League,20.0,3.74,1.12,0.78,0.08
2012,Venezuelan Summer League,21.0,5.34,1.3,2.18,0.3
2012,Venezuelan Summer League,22.0,3.77,0.97,0.86,0.27
2013,Appalachian League,17.0,1.89,0.43,2.15,0.55
2013,Appalachian League,18.0,2.37,0.58,1.31,0.31
2013,Appalachian League,19.0,2.29,0.57,1.33,0.31
2013,Appalachian League,20.0,2.07,0.54,1.47,0.35
2013,Appalachian League,21.0,2.29,0.58,1.43,0.35
2013,Appalachian League,22.0,2.59,0.66,1.82,0.39
2013,Appalachian League,23.0,1.93,0.53,1.57,0.44
2013,Appalachian League,24.0,5.0,1.26,,
2013,Arizona League,16.0,3.07,0.68,,
2013,Arizona League,17.0,2.18,0.53,1.45,0.36
2013,Arizona League,18.0,2.3,0.57,1.56,0.37
2013,Arizona League,19.0,2.02,0.52,1.93,0.52
2013,Arizona League,20.0,2.43,0.63,1.63,0.38
2013,Arizona League,21.0,3.15,0.82,1.99,0.49
2013,Arizona League,22.0,3.26,0.86,1.81,0.42
2013,Arizona League,23.0,2.36,0.59,1.94,0.51
2013,Arizona League,24.0,1.68,0.41,2.05,0.52
2013,California League,17.0,-0.5,-0.16,,
2013,California League,19.0,3.74,0.8,1.44,0.27
2013,California League,20.0,2.31,0.54,1.94,0.42
2013,California League,21.0,2.41,0.58,1.65,0.38
2013,California League,22.0,3.51,0.8,2.11,0.49
2013,California League,23.0,3.12,0.75,1.58,0.36
2013,California League,24.0,2.86,0.7,1.51,0.33
2013,Carolina League,19.0,3.68,0.85,1.64,0.37
2013,Carolina League,20.0,2.94,0.71,1.95,0.46
2013,Carolina League,21.0,2.73,0.66,1.03,0.22
2013,Carolina League,22.0,2.37,0.56,1.67,0.41
2013,Carolina League,23.0,2.33,0.59,1.42,0.33
2013,Carolina League,24.0,2.86,0.73,1.47,0.35
2013,Dominican Summer League,16.0,1.79,0.46,1.26,0.31
2013,Dominican Summer League,17.0,1.82,0.47,1.43,0.37
2013,Dominican Summer League,18.0,1.86,0.49,1.41,0.36
2013,Dominican Summer League,19.0,2.34,0.61,1.45,0.35
2013,Dominican Summer League,20.0,2.47,0.66,1.45,0.36
2013,Dominican Summer League,21.0,2.58,0.69,1.79,0.45
2013,Dominican Summer League,22.0,3.46,0.91,1.21,0.24
2013,Eastern League,19.0,4.69,1.08,,
2013,Eastern League,20.0,4.34,0.98,1.03,0.25
2013,Eastern League,21.0,2.35,0.56,1.44,0.44
2013,Eastern League,22.0,2.71,0.63,1.32,0.33
2013,Eastern League,23.0,2.47,0.61,1.61,0.45
2013,Eastern League,24.0,2.29,0.56,1.55,0.41
2013,Florida State League,19.0,1.54,0.37,2.1,0.47
2013,Florida State League,20.0,3.46,0.81,1.39,0.31
2013,Florida State League,21.0,2.97,0.72,1.65,0.4
2013,Florida State League,22.0,2.73,0.68,1.7,0.37
2013,Florida State League,23.0,2.89,0.73,1.6,0.37
2013,Florida State League,24.0,2.39,0.6,1.49,0.35
2013,Gulf Coast League,17.0,2.11,0.53,1.36,0.33
2013,Gulf Coast League,18.0,2.04,0.53,1.49,0.37
2013,Gulf Coast League,19.0,1.78,0.47,1.5,0.42
2013,Gulf Coast League,20.0,2.23,0.6,1.44,0.35
2013,Gulf Coast League,21.0,2.24,0.63,1.58,0.42
2013,Gulf Coast League,22.0,2.27,0.62,1.37,0.35
2013,Gulf Coast League,23.0,2.43,0.68,2.17,0.62
2013,Gulf Coast League,24.0,2.39,0.66,2.66,0.77
2013,International League,20.0,3.88,0.91,,
2013,International League,21.0,2.71,0.68,0.97,0.19
2013,International League,22.0,3.6,0.84,1.65,0.39
2013,International League,23.0,2.77,0.65,1.41,0.37
2013,International League,24.0,2.47,0.58,1.69,0.44
2013,Mexican League,18.0,1.42,0.43,1.36,0.16
2013,Mexican League,19.0,0.71,0.53,0.25,0.32
2013,Mexican League,20.0,1.03,0.46,1.39,0.52
2013,Mexican League,21.0,1.98,0.7,1.12,0.26
2013,Mexican League,22.0,1.17,0.4,1.15,0.4
2013,Mexican League,23.0,2.06,0.64,1.52,0.31
2013,Mexican League,24.0,2.28,0.59,1.7,0.43
2013,Midwest League,17.0,1.0,0.27,,
2013,Midwest League,18.0,3.06,0.74,1.05,0.22
2013,Midwest League,19.0,2.72,0.65,1.62,0.37
2013,Midwest League,20.0,2.66,0.65,1.15,0.25
2013,Midwest League,21.0,2.53,0.62,1.43,0.33
2013,Midwest League,22.0,2.79,0.69,1.38,0.32
2013,Midwest League,23.0,2.25,0.55,1.43,0.36
2013,Midwest League,24.0,2.35,0.58,1.5,0.36
2013,Pacific Coast League,19.0,-5.0,-1.15,,
2013,Pacific Coast League,20.0,4.76,1.06,,
2013,Pacific Coast League,21.0,2.14,0.31,2.92,0.92
2013,Pacific Coast League,22.0,3.09,0.72,2.36,0.61
2013,Pacific Coast League,23.0,2.5,0.61,2.12,0.55
2013,Pacific Coast League,24.0,2.8,0.64,2.23,0.6
2013,Pioneer League,17.0,2.11,0.51,1.95,0.42
2013,Pioneer League,18.0,4.0,0.92,0.83,0.18
2013,Pioneer League,19.0,3.6,0.84,1.25,0.27
2013,Pioneer League,20.0,3.06,0.74,1.97,0.45
2013,Pioneer League,21.0,3.93,0.91,2.06,0.46
2013,Pioneer League,22.0,3.55,0.84,1.58,0.35
2013,Pioneer League,23.0,3.13,0.78,2.47,0.61
2013,Pioneer League,24.0,3.75,1.0,,
2013,South Atlantic League,17.0,2.1,0.51,1.01,0.21
2013,South Atlantic League,18.0,2.42,0.6,0.59,0.17
2013,South Atlantic League,19.0,2.19,0.54,1.77,0.42
2013,South Atlantic League,20.0,2.22,0.54,1.35,0.32
2013,South Atlantic League,21.0,2.11,0.54,1.33,0.33
2013,South Atlantic League,22.0,2.49,0.6,1.9,0.44
2013,South Atlantic League,23.0,2.5,0.63,1.25,0.3
2013,South Atlantic League,24.0,2.44,0.63,1.59,0.4
2013,Southern League,20.0,2.7,0.53,3.28,0.87
2013,Southern League,21.0,2.09,0.45,2.05,0.61
2013,Southern League,22.0,2.75,0.63,2.17,0.54
2013,Southern League,23.0,1.45,0.32,1.68,0.53
2013,Southern League,24.0,1.71,0.4,1.63,0.58
2013,Texas League,19.0,5.67,1.18,,
2013,Texas League,20.0,3.23,0.78,0.59,0.13
2013,Texas League,21.0,3.02,0.72,0.76,0.18
2013,Texas League,22.0,2.32,0.54,1.75,0.45
2013,Texas League,23.0,2.26,0.54,1.56,0.46
2013,Texas League,24.0,2.21,0.55,1.67,0.4
2013,Venezuelan Summer League,16.0,1.91,0.55,1.78,0.37
2013,Venezuelan Summer League,17.0,1.65,0.46,1.29,0.33
2013,Venezuelan Summer League,18.0,2.59,0.71,1.67,0.42
2013,Venezuelan Summer League,19.0,3.07,0.82,1.46,0.41
2013,Venezuelan Summer League,20.0,2.82,0.82,1.37,0.33
2013,Venezuelan Summer League,21.0,3.22,0.94,0.23,0.16
2013,Venezuelan Summer League,23.0,1.64,0.43,,
2014,Appalachian League,17.0,3.09,0.75,1.46,0.35
2014,Appalachian League,18.0,2.37,0.59,1.37,0.34
2014,Appalachian League,19.0,2.56,0.64,1.47,0.32
2014,Appalachian League,20.0,1.92,0.5,1.23,0.3
