Season,League,Age,Avg_PPG,Avg_PPPA,Std_PPG,Std_PPPA
2014,Appalachian League,21.0,2.6,0.67,1.66,0.42
2014,Appalachian League,22.0,2.52,0.64,1.44,0.34
2014,Appalachian League,23.0,1.75,0.42,1.74,0.45
2014,Appalachian League,24.0,4.09,0.91,6.67,1.43
2014,Arizona League,17.0,1.71,0.42,1.35,0.33
2014,Arizona League,18.0,2.1,0.53,1.65,0.38
2014,Arizona League,19.0,2.1,0.55,1.96,0.43
2014,Arizona League,20.0,2.23,0.56,1.76,0.43
2014,Arizona League,21.0,3.55,0.91,2.26,0.56
2014,Arizona League,22.0,2.77,0.75,2.2,0.61
2014,Arizona League,23.0,3.66,0.99,2.12,0.5
2014,Arizona League,24.0,4.58,1.17,3.77,0.93
2014,California League,19.0,6.52,1.38,,
2014,California League,20.0,4.25,0.94,1.58,0.33
2014,California League,21.0,3.2,0.75,2.18,0.51
2014,California League,22.0,3.06,0.73,1.68,0.35
2014,California League,23.0,3.37,0.8,1.62,0.37
2014,California League,24.0,2.79,0.68,1.48,0.33
2014,Carolina League,17.0,5.21,1.3,,
2014,Carolina League,18.0,2.2,0.51,,
2014,Carolina League,19.0,3.08,0.86,3.1,0.93
2014,Carolina League,20.0,2.73,0.65,2.25,0.64
2014,Carolina League,21.0,3.25,0.78,2.69,0.62
2014,Carolina League,22.0,2.61,0.63,1.67,0.38
2014,Carolina League,23.0,2.66,0.67,1.27,0.29
2014,Carolina League,24.0,2.51,0.63,1.65,0.41
2014,Dominican Summer League,16.0,1.97,0.5,1.37,0.34
2014,Dominican Summer League,17.0,2.09,0.52,1.53,0.36
2014,Dominican Summer League,18.0,2.2,0.55,1.6,0.41
2014,Dominican Summer League,19.0,2.47,0.63,1.52,0.35
2014,Dominican Summer League,20.0,2.66,0.69,1.65,0.39
2014,Dominican Summer League,21.0,3.09,0.79,1.51,0.33
2014,Dominican Summer League,22.0,2.66,0.75,1.95,0.53
2014,Dominican Summer League,23.0,2.71,0.95,1.47,0.17
2014,Eastern League,20.0,4.39,0.99,1.36,0.28
2014,Eastern League,21.0,3.65,0.72,4.44,1.18
2014,Eastern League,22.0,2.74,0.64,1.69,0.56
2014,Eastern League,23.0,2.64,0.65,1.57,0.38
2014,Eastern League,24.0,2.72,0.72,1.24,0.39
2014,Florida State League,18.0,1.25,0.25,,
2014,Florida State League,19.0,2.44,0.57,2.05,0.47
2014,Florida State League,20.0,2.71,0.65,1.4,0.29
2014,Florida State League,21.0,2.77,0.66,1.49,0.33
2014,Florida State League,22.0,2.82,0.7,1.12,0.25
2014,Florida State League,23.0,2.29,0.55,2.25,0.48
2014,Florida State League,24.0,2.6,0.66,1.17,0.28
2014,Gulf Coast League,16.0,1.74,0.44,0.04,0.03
2014,Gulf Coast League,17.0,2.55,0.62,1.49,0.34
2014,Gulf Coast League,18.0,2.1,0.55,1.55,0.4
2014,Gulf Coast League,19.0,2.24,0.6,1.46,0.37
2014,Gulf Coast League,20.0,2.21,0.61,1.55,0.37
2014,Gulf Coast League,21.0,2.88,0.77,1.74,0.4
2014,Gulf Coast League,22.0,2.94,0.79,2.37,0.6
2014,Gulf Coast League,23.0,2.84,0.8,1.89,0.48
2014,Gulf Coast League,24.0,3.37,0.96,3.17,0.85
2014,International League,20.0,2.96,0.62,,
2014,International League,21.0,5.32,1.16,1.03,0.17
2014,International League,22.0,2.66,0.58,2.06,0.62
2014,International League,23.0,2.53,0.61,1.46,0.34
2014,International League,24.0,2.86,0.7,1.33,0.35
2014,Mexican League,18.0,0.52,0.29,0.16,0.01
2014,Mexican League,19.0,1.15,0.51,0.99,0.25
2014,Mexican League,20.0,1.3,0.56,1.41,0.49
2014,Mexican League,21.0,1.31,0.47,1.26,0.35
2014,Mexican League,22.0,2.05,0.67,1.66,0.32
2014,Mexican League,23.0,2.11,0.8,1.2,0.43
2014,Mexican League,24.0,2.39,0.78,1.36,0.3
2014,Midwest League,18.0,2.99,0.73,1.35,0.32
2014,Midwest League,19.0,2.05,0.46,1.67,0.41
2014,Midwest League,20.0,2.33,0.57,1.27,0.3
2014,Midwest League,21.0,2.71,0.66,1.47,0.33
2014,Midwest League,22.0,2.38,0.6,1.27,0.3
2014,Midwest League,23.0,2.57,0.64,1.55,0.38
2014,Midwest League,24.0,2.58,0.65,0.9,0.23
2014,Pacific Coast League,19.0,0.6,0.17,,
2014,Pacific Coast League,20.0,5.5,1.16,,
2014,Pacific Coast League,21.0,3.21,0.79,2.02,0.65
2014,Pacific Coast League,22.0,3.41,0.82,2.1,0.48
2014,Pacific Coast League,23.0,2.88,0.74,2.09,0.53
2014,Pacific Coast League,24.0,2.35,0.5,2.14,0.65
2014,Pioneer League,17.0,2.8,0.67,2.11,0.51
2014,Pioneer League,18.0,3.69,0.88,1.56,0.34
2014,Pioneer League,19.0,2.94,0.73,1.2,0.27
2014,Pioneer League,20.0,3.26,0.82,1.68,0.36
2014,Pioneer League,21.0,3.89,0.95,1.63,0.33
2014,Pioneer League,22.0,3.56,0.87,1.62,0.38
2014,Pioneer League,23.0,3.37,0.86,1.62,0.37
2014,Pioneer League,24.0,3.48,0.96,0.82,0.24
2014,South Atlantic League,17.0,2.79,0.64,,
2014,South Atlantic League,18.0,2.37,0.6,1.11,0.27
2014,South Atlantic League,19.0,2.56,0.61,1.33,0.31
2014,South Atlantic League,20.0,2.44,0.59,1.8,0.42
2014,South Atlantic League,21.0,2.53,0.64,1.68,0.39
2014,South Atlantic League,22.0,2.91,0.71,1.43,0.33
2014,South Atlantic League,23.0,2.53,0.63,1.26,0.29
2014,South Atlantic League,24.0,3.41,0.86,2.1,0.59
2014,Southern League,20.0,3.31,0.76,2.21,0.54
2014,Southern League,21.0,2.24,0.48,1.97,0.64
2014,Southern League,22.0,1.86,0.45,1.99,0.64
2014,Southern League,23.0,2.54,0.62,1.66,0.44
2014,Southern League,24.0,1.79,0.45,1.74,0.51
2014,Texas League,18.0,0.67,0.15,,
2014,Texas League,19.0,3.77,0.93,,
2014,Texas League,20.0,2.84,0.66,1.97,0.46
2014,Texas League,21.0,2.92,0.68,0.84,0.19
2014,Texas League,22.0,2.35,0.57,1.37,0.33
2014,Texas League,23.0,2.72,0.64,1.42,0.41
2014,Texas League,24.0,2.61,0.65,1.14,0.3
2014,Venezuelan Summer League,16.0,3.04,0.75,,
2014,Venezuelan Summer League,17.0,2.04,0.54,1.42,0.36
2014,Venezuelan Summer League,18.0,2.27,0.6,1.57,0.42
2014,Venezuelan Summer League,19.0,1.76,0.48,1.25,0.27
2014,Venezuelan Summer League,20.0,2.92,0.82,1.22,0.25
2014,Venezuelan Summer League,21.0,3.13,0.78,,
2014,Venezuelan Summer League,23.0,2.67,0.7,,
2015,Appalachian League,17.0,3.64,0.85,0.54,0.09
2015,Appalachian League,18.0,3.13,0.76,1.26,0.27
2015,Appalachian League,19.0,2.28,0.53,1.68,0.36
2015,Appalachian League,20.0,2.34,0.59,1.22,0.29
2015,Appalachian League,21.0,3.36,0.82,1.82,0.41
2015,Appalachian League,22.0,2.56,0.64,1.58,0.36
2015,Appalachian League,23.0,2.98,0.73,2.53,0.5
2015,Appalachian League,24.0,1.1,0.31,,
2015,Arizona League,17.0,1.4,0.34,1.87,0.49
2015,Arizona League,18.0,1.72,0.43,1.33,0.32
2015,Arizona League,19.0,2.06,0.55,1.33,0.31
2015,Arizona League,20.0,2.61,0.71,1.79,0.5
2015,Arizona League,21.0,2.69,0.7,1.44,0.35
2015,Arizona League,22.0,3.14,0.86,2.02,0.52
2015,Arizona League,23.0,3.16,0.78,2.34,0.52
2015,Arizona League,24.0,2.73,0.73,2.68,0.77
2015,California League,18.0,0.46,0.12,,
2015,California League,19.0,3.15,0.75,1.99,0.48
2015,California League,20.0,3.67,0.9,1.35,0.34
2015,California League,21.0,3.31,0.75,1.66,0.34
2015,California League,22.0,2.39,0.57,1.79,0.42
2015,California League,23.0,2.66,0.64,1.67,0.39
2015,California League,24.0,3.32,0.8,1.92,0.4
2015,Carolina League,18.0,-0.21,-0.06,,
2015,Carolina League,19.0,2.97,0.7,,
2015,Carolina League,20.0,3.16,0.77,1.49,0.33
2015,Carolina League,21.0,2.42,0.61,1.19,0.28
2015,Carolina League,22.0,2.42,0.59,1.59,0.37
2015,Carolina League,23.0,2.31,0.59,1.39,0.33
2015,Carolina League,24.0,2.35,0.62,1.15,0.28
2015,Dominican Summer League,16.0,1.78,0.45,1.23,0.31
2015,Dominican Summer League,17.0,2.15,0.53,1.65,0.39
2015,Dominican Summer League,18.0,2.19,0.57,1.49,0.36
2015,Dominican Summer League,19.0,2.79,0.7,1.6,0.39
2015,Dominican Summer League,20.0,2.78,0.71,1.51,0.34
2015,Dominican Summer League,21.0,2.91,0.79,1.4,0.38
2015,Dominican Summer League,22.0,1.7,0.53,0.61,0.14
2015,Dominican Summer League,23.0,2.83,0.87,1.86,0.31
2015,Dominican Summer League,24.0,7.57,1.68,,
2015,Eastern League,19.0,-1.0,-0.2,,
2015,Eastern League,20.0,3.24,0.73,2.24,0.47
2015,Eastern League,21.0,2.25,0.54,2.1,0.55
2015,Eastern League,22.0,2.69,0.61,1.76,0.49
2015,Eastern League,23.0,2.41,0.59,1.64,0.45
2015,Eastern League,24.0,2.06,0.48,1.51,0.45
2015,Florida State League,19.0,2.46,0.59,0.96,0.22
2015,Florida State League,20.0,3.23,0.76,1.28,0.28
2015,Florida State League,21.0,1.73,0.45,1.6,0.4
2015,Florida State League,22.0,1.98,0.5,1.33,0.32
2015,Florida State League,23.0,2.1,0.52,1.38,0.33
2015,Florida State League,24.0,2.05,0.52,1.33,0.33
2015,Gulf Coast League,16.0,1.49,0.34,2.49,0.59
2015,Gulf Coast League,17.0,1.67,0.44,1.24,0.32
2015,Gulf Coast League,18.0,1.91,0.51,1.4,0.34
2015,Gulf Coast League,19.0,2.22,0.6,1.38,0.35
2015,Gulf Coast League,20.0,2.04,0.57,1.85,0.46
2015,Gulf Coast League,21.0,2.3,0.62,1.64,0.42
2015,Gulf Coast League,22.0,2.19,0.62,1.71,0.43
2015,Gulf Coast League,23.0,2.47,0.72,2.01,0.58
2015,Gulf Coast League,24.0,3.28,0.91,2.56,0.72
2015,International League,21.0,4.03,0.91,1.34,0.27
2015,International League,22.0,3.1,0.72,1.7,0.44
2015,International League,23.0,2.65,0.63,1.7,0.45
2015,International League,24.0,2.64,0.63,1.27,0.35
2015,Mexican League,18.0,-0.73,-0.36,,
2015,Mexican League,19.0,0.37,0.2,0.75,0.46
2015,Mexican League,20.0,0.95,0.44,0.95,0.37
2015,Mexican League,21.0,1.42,0.51,1.8,0.42
2015,Mexican League,22.0,1.13,0.44,1.32,0.58
2015,Mexican League,23.0,1.84,0.57,1.35,0.35
2015,Mexican League,24.0,2.01,0.63,1.47,0.29
2015,Midwest League,18.0,2.97,0.71,1.59,0.39
2015,Midwest League,19.0,2.2,0.52,1.5,0.36
2015,Midwest League,20.0,2.29,0.55,1.45,0.38
2015,Midwest League,21.0,2.54,0.63,1.21,0.28
2015,Midwest League,22.0,2.41,0.59,1.44,0.34
2015,Midwest League,23.0,2.56,0.63,1.48,0.34
2015,Midwest League,24.0,2.51,0.61,1.75,0.44
2015,Pacific Coast League,18.0,2.28,0.6,,
2015,Pacific Coast League,20.0,4.87,1.07,0.24,0.0
2015,Pacific Coast League,21.0,4.28,0.99,1.94,0.43
2015,Pacific Coast League,22.0,3.21,0.9,1.44,0.4
2015,Pacific Coast League,23.0,2.16,0.48,2.21,0.59
2015,Pacific Coast League,24.0,3.22,0.8,2.06,0.43
2015,Pioneer League,17.0,2.3,0.56,0.19,0.04
2015,Pioneer League,18.0,3.23,0.77,0.75,0.18
2015,Pioneer League,19.0,3.17,0.74,1.96,0.44
2015,Pioneer League,20.0,3.45,0.84,1.31,0.27
2015,Pioneer League,21.0,3.83,0.92,1.98,0.4
2015,Pioneer League,22.0,3.89,0.92,1.88,0.4
2015,Pioneer League,23.0,4.32,1.05,1.66,0.37
2015,Pioneer League,24.0,3.25,0.83,2.63,0.71
2015,South Atlantic League,18.0,2.58,0.61,1.94,0.45
2015,South Atlantic League,19.0,2.66,0.66,1.01,0.23
2015,South Atlantic League,20.0,3.18,0.76,1.52,0.33
2015,South Atlantic League,21.0,2.72,0.67,1.34,0.3
2015,South Atlantic League,22.0,2.66,0.66,1.62,0.4
2015,South Atlantic League,23.0,2.15,0.55,1.34,0.32
2015,South Atlantic League,24.0,2.56,0.68,1.58,0.42
2015,Southern League,19.0,0.96,0.18,3.94,1.03
2015,Southern League,20.0,2.7,0.71,1.84,0.43
2015,Southern League,21.0,3.13,0.69,2.04,0.54
2015,Southern League,22.0,2.31,0.47,2.12,0.68
2015,Southern League,23.0,1.74,0.41,1.41,0.47
2015,Southern League,24.0,2.42,0.59,1.68,0.48
2015,Texas League,19.0,2.6,0.62,,
2015,Texas League,20.0,6.32,1.41,4.03,0.83
2015,Texas League,21.0,3.69,0.87,1.96,0.43
2015,Texas League,22.0,2.59,0.62,1.61,0.41
2015,Texas League,23.0,2.59,0.65,1.24,0.28
2015,Texas League,24.0,2.43,0.6,1.78,0.46
2015,Venezuelan Summer League,16.0,3.65,0.88,2.93,0.59
2015,Venezuelan Summer League,17.0,1.31,0.36,1.21,0.32
2015,Venezuelan Summer League,18.0,3.16,0.77,1.45,0.31
2015,Venezuelan Summer League,19.0,2.96,0.74,1.15,0.24
2015,Venezuelan Summer League,20.0,3.12,0.87,1.27,0.5
2015,Venezuelan Summer League,21.0,3.01,0.76,1.14,0.25
2016,Appalachian League,17.0,3.8,0.89,1.27,0.29
2016,Appalachian League,18.0,2.94,0.71,1.1,0.24
2016,Appalachian League,19.0,2.53,0.63,1.36,0.32
2016,Appalachian League,20.0,2.71,0.68,1.2,0.27
2016,Appalachian League,21.0,3.01,0.74,1.51,0.36
2016,Appalachian League,22.0,2.79,0.7,1.6,0.4
2016,Appalachian League,23.0,2.88,0.71,2.11,0.48
2016,Appalachian League,24.0,2.82,0.74,1.37,0.35
2016,Arizona League,16.0,4.85,1.17,,
2016,Arizona League,17.0,2.11,0.47,2.17,0.55
2016,Arizona League,18.0,2.29,0.56,1.52,0.36
2016,Arizona League,19.0,2.22,0.56,1.52,0.37
2016,Arizona League,20.0,2.13,0.56,1.5,0.37
2016,Arizona League,21.0,2.78,0.71,2.65,0.62
2016,Arizona League,22.0,2.92,0.75,2.06,0.53
2016,Arizona League,23.0,2.29,0.63,2.06,0.52
2016,Arizona League,24.0,1.46,0.4,1.07,0.3
2016,California League,19.0,2.97,0.71,2.55,0.62
2016,California League,20.0,2.93,0.69,1.42,0.32
2016,California League,21.0,2.84,0.66,1.66,0.38
2016,California League,22.0,2.75,0.64,1.67,0.4
2016,California League,23.0,2.93,0.71,1.62,0.38
2016,California League,24.0,2.75,0.66,1.81,0.41
2016,Carolina League,19.0,3.93,0.88,1.25,0.25
2016,Carolina League,20.0,3.58,0.87,1.55,0.4
2016,Carolina League,21.0,3.47,0.81,1.55,0.33
2016,Carolina League,22.0,2.84,0.69,1.35,0.29
2016,Carolina League,23.0,2.79,0.7,1.41,0.35
2016,Carolina League,24.0,2.27,0.57,1.5,0.36
2016,Dominican Summer League,16.0,2.11,0.54,1.33,0.32
2016,Dominican Summer League,17.0,2.07,0.53,1.38,0.34
2016,Dominican Summer League,18.0,1.92,0.51,1.3,0.32
2016,Dominican Summer League,19.0,2.03,0.55,1.4,0.36
2016,Dominican Summer League,20.0,2.42,0.64,1.59,0.39
2016,Dominican Summer League,21.0,2.52,0.66,1.4,0.34
2016,Dominican Summer League,22.0,2.48,0.66,1.24,0.3
2016,Dominican Summer League,23.0,0.12,0.1,,
2016,Dominican Summer League,24.0,3.94,1.19,,
2016,Eastern League,19.0,-0.88,-0.32,,
2016,Eastern League,20.0,2.91,0.67,1.78,0.39
2016,Eastern League,21.0,3.06,0.68,1.8,0.53
2016,Eastern League,22.0,2.41,0.54,1.76,0.48
2016,Eastern League,23.0,2.15,0.48,1.82,0.56
2016,Eastern League,24.0,2.46,0.64,1.91,0.49
2016,Florida State League,19.0,2.4,0.55,1.06,0.23
2016,Florida State League,20.0,2.1,0.51,1.89,0.47
2016,Florida State League,21.0,1.74,0.42,1.59,0.4
2016,Florida State League,22.0,2.55,0.64,1.26,0.29
2016,Florida State League,23.0,2.39,0.6,1.25,0.29
2016,Florida State League,24.0,2.61,0.65,1.42,0.34
2016,Gulf Coast League,17.0,2.34,0.6,1.51,0.35
2016,Gulf Coast League,18.0,1.94,0.52,1.62,0.41
2016,Gulf Coast League,19.0,1.57,0.42,1.36,0.37
2016,Gulf Coast League,20.0,2.2,0.59,1.63,0.43
2016,Gulf Coast League,21.0,1.91,0.5,1.32,0.34
2016,Gulf Coast League,22.0,2.42,0.66,2.08,0.58
2016,Gulf Coast League,23.0,3.05,0.81,2.44,0.65
2016,Gulf Coast League,24.0,2.57,0.69,1.08,0.28
2016,International League,19.0,3.3,0.75,,
2016,International League,21.0,4.08,0.95,2.42,0.53
2016,International League,22.0,2.49,0.55,1.5,0.55
2016,International League,23.0,2.5,0.53,1.84,0.54
2016,International League,24.0,2.28,0.51,1.78,0.51
2016,Mexican League,18.0,1.1,0.55,0.96,0.39
2016,Mexican League,19.0,0.54,0.18,0.95,0.43
2016,Mexican League,20.0,0.49,0.21,0.65,0.28
2016,Mexican League,21.0,0.92,0.32,0.89,0.33
2016,Mexican League,22.0,1.41,0.6,1.34,0.43
2016,Mexican League,23.0,1.43,0.52,1.25,0.42
2016,Mexican League,24.0,1.91,0.54,1.85,0.48
2016,Midwest League,17.0,0.0,0.0,,
2016,Midwest League,18.0,2.3,0.56,0.38,0.06
2016,Midwest League,19.0,2.34,0.55,1.39,0.31
2016,Midwest League,20.0,2.11,0.52,1.7,0.45
2016,Midwest League,21.0,1.99,0.48,1.57,0.37
2016,Midwest League,22.0,2.11,0.52,1.45,0.35
2016,Midwest League,23.0,2.12,0.53,1.32,0.31
2016,Midwest League,24.0,1.96,0.5,1.85,0.46
2016,Pacific Coast League,19.0,4.86,0.82,7.51,1.7
2016,Pacific Coast League,20.0,6.5,1.65,6.63,1.6
2016,Pacific Coast League,21.0,3.22,0.78,3.26,0.72
2016,Pacific Coast League,22.0,3.34,0.8,2.37,0.58
2016,Pacific Coast League,23.0,2.64,0.61,2.39,0.63
2016,Pacific Coast League,24.0,2.29,0.58,2.13,0.56
2016,Pioneer League,17.0,3.31,0.77,2.32,0.52
2016,Pioneer League,18.0,3.48,0.81,1.35,0.28
2016,Pioneer League,19.0,3.14,0.75,1.8,0.39
2016,Pioneer League,20.0,3.39,0.82,1.58,0.32
2016,Pioneer League,21.0,4.19,0.99,2.11,0.45
2016,Pioneer League,22.0,3.83,0.93,1.36,0.29
2016,Pioneer League,23.0,3.7,0.92,1.35,0.27
2016,Pioneer League,24.0,2.49,0.73,1.45,0.34
2016,South Atlantic League,18.0,3.16,0.73,1.78,0.38
2016,South Atlantic League,19.0,2.27,0.55,1.3,0.3
2016,South Atlantic League,20.0,2.28,0.58,1.11,0.28
2016,South Atlantic League,21.0,2.35,0.57,1.71,0.4
2016,South Atlantic League,22.0,2.4,0.6,1.38,0.33
2016,South Atlantic League,23.0,2.44,0.61,1.47,0.36
2016,South Atlantic League,24.0,2.19,0.58,1.43,0.37
2016,Southern League,19.0,4.86,1.07,,
2016,Southern League,20.0,3.85,0.93,0.27,0.08
2016,Southern League,21.0,2.46,0.6,1.49,0.38
2016,Southern League,22.0,1.56,0.34,1.47,0.5
2016,Southern League,23.0,1.75,0.4,2.04,0.64
2016,Southern League,24.0,1.88,0.43,1.6,0.5
2016,Texas League,20.0,4.11,0.96,0.88,0.17
2016,Texas League,21.0,2.98,0.73,2.09,0.56
2016,Texas League,22.0,2.28,0.55,1.85,0.48
2016,Texas League,23.0,2.1,0.53,1.5,0.36
2016,Texas League,24.0,2.27,0.56,1.72,0.42
2017,Appalachian League,17.0,2.27,0.55,0.62,0.15
2017,Appalachian League,18.0,2.89,0.67,1.22,0.27
2017,Appalachian League,19.0,3.23,0.76,1.53,0.34
2017,Appalachian League,20.0,2.75,0.67,1.37,0.31
2017,Appalachian League,21.0,3.12,0.75,1.9,0.46
2017,Appalachian League,22.0,3.36,0.81,1.76,0.4
2017,Appalachian League,23.0,1.65,0.41,1.47,0.38
2017,Appalachian League,24.0,4.27,1.1,0.43,0.22
2017,Arizona League,17.0,2.37,0.57,1.44,0.32
2017,Arizona League,18.0,2.36,0.58,1.55,0.37
2017,Arizona League,19.0,1.92,0.48,1.45,0.42
2017,Arizona League,20.0,3.37,0.86,2.72,0.66
2017,Arizona League,21.0,3.14,0.8,2.08,0.49
2017,Arizona League,22.0,2.99,0.76,1.91,0.44
2017,Arizona League,23.0,3.69,0.93,3.2,0.79
2017,Arizona League,24.0,3.97,0.93,4.06,0.85
2017,California League,18.0,4.76,1.13,,
2017,California League,19.0,2.24,0.51,1.75,0.38
2017,California League,20.0,2.87,0.65,2.56,0.56
2017,California League,21.0,2.01,0.49,1.72,0.39
2017,California League,22.0,3.04,0.71,1.51,0.35
2017,California League,23.0,3.01,0.71,1.37,0.3
2017,California League,24.0,2.62,0.66,1.73,0.42
2017,Carolina League,20.0,3.06,0.74,1.46,0.33
2017,Carolina League,21.0,2.63,0.64,1.82,0.44
2017,Carolina League,22.0,2.48,0.61,1.57,0.41
2017,Carolina League,23.0,2.33,0.6,1.13,0.27
2017,Carolina League,24.0,2.06,0.52,1.32,0.31
2017,Dominican Summer League,16.0,2.17,0.55,0.88,0.21
2017,Dominican Summer League,17.0,1.99,0.51,1.34,0.33
2017,Dominican Summer League,18.0,2.14,0.56,1.52,0.38
2017,Dominican Summer League,19.0,2.31,0.62,1.44,0.36
2017,Dominican Summer League,20.0,2.35,0.66,1.36,0.34
2017,Dominican Summer League,21.0,2.07,0.55,2.07,0.58
2017,Dominican Summer League,22.0,3.01,0.85,1.04,0.17
2017,Dominican Summer League,23.0,3.98,1.03,1.07,0.23
2017,Eastern League,20.0,4.04,0.94,1.25,0.29
2017,Eastern League,21.0,3.06,0.74,1.73,0.44
2017,Eastern League,22.0,2.81,0.71,1.65,0.4
2017,Eastern League,23.0,2.34,0.59,1.83,0.44
2017,Eastern League,24.0,2.14,0.52,1.6,0.47
2017,Florida State League,18.0,4.95,1.14,,
2017,Florida State League,19.0,3.23,0.74,1.86,0.38
2017,Florida State League,20.0,2.65,0.63,2.23,0.57
2017,Florida State League,21.0,1.99,0.49,1.45,0.35
2017,Florida State League,22.0,2.27,0.56,1.43,0.34
2017,Florida State League,23.0,2.09,0.53,1.49,0.43
2017,Florida State League,24.0,2.68,0.65,1.8,0.4
2017,Gulf Coast League,16.0,0.76,0.18,1.72,0.49
2017,Gulf Coast League,17.0,2.55,0.63,1.23,0.29
2017,Gulf Coast League,18.0,2.63,0.67,1.48,0.34
2017,Gulf Coast League,19.0,2.14,0.58,1.42,0.39
2017,Gulf Coast League,20.0,2.1,0.56,1.57,0.38
2017,Gulf Coast League,21.0,2.59,0.72,1.84,0.43
2017,Gulf Coast League,22.0,2.91,0.8,2.25,0.61
2017,Gulf Coast League,23.0,3.29,0.84,3.46,0.85
2017,Gulf Coast League,24.0,2.86,0.73,1.77,0.43
2017,International League,19.0,5.19,1.15,,
2017,International League,20.0,4.15,0.96,0.72,0.16
2017,International League,21.0,2.61,0.62,1.6,0.33
2017,International League,22.0,3.13,0.72,1.62,0.45
2017,International League,23.0,2.48,0.59,1.74,0.51
2017,International League,24.0,2.76,0.64,1.95,0.51
2017,Mexican League,18.0,-0.15,-0.08,,
2017,Mexican League,19.0,1.13,0.63,1.37,0.8
2017,Mexican League,20.0,0.82,0.31,1.0,0.41
2017,Mexican League,21.0,0.74,0.35,0.76,0.34
2017,Mexican League,22.0,1.58,0.59,1.03,0.27
2017,Mexican League,23.0,2.08,0.7,1.81,0.44
2017,Mexican League,24.0,1.77,0.65,0.94,0.26
2017,Midwest League,17.0,1.34,0.33,0.83,0.2
2017,Midwest League,18.0,2.68,0.62,1.65,0.38
2017,Midwest League,19.0,2.64,0.61,1.59,0.34
2017,Midwest League,20.0,2.89,0.7,1.31,0.29
2017,Midwest League,21.0,2.2,0.55,1.35,0.32
2017,Midwest League,22.0,2.62,0.64,1.33,0.31
2017,Midwest League,23.0,2.13,0.53,1.49,0.36
2017,Midwest League,24.0,2.19,0.54,1.48,0.36
2017,Pacific Coast League,20.0,1.0,0.29,,
2017,Pacific Coast League,21.0,2.67,0.58,2.8,0.72
2017,Pacific Coast League,22.0,3.91,0.92,1.98,0.48
2017,Pacific Coast League,23.0,2.9,0.63,2.25,0.63
2017,Pacific Coast League,24.0,2.78,0.65,2.52,0.76
2017,Pioneer League,17.0,1.15,0.38,,
2017,Pioneer League,18.0,4.33,0.98,1.68,0.35
2017,Pioneer League,19.0,4.13,0.91,2.32,0.42
2017,Pioneer League,20.0,3.78,0.88,2.13,0.43
2017,Pioneer League,21.0,4.7,1.08,2.4,0.53
2017,Pioneer League,22.0,4.22,0.99,1.62,0.34
2017,Pioneer League,23.0,3.65,0.89,1.75,0.38
2017,Pioneer League,24.0,3.06,0.66,4.33,0.93
2017,South Atlantic League,18.0,2.75,0.66,1.32,0.31
2017,South Atlantic League,19.0,2.47,0.61,1.33,0.33
2017,South Atlantic League,20.0,2.37,0.59,1.36,0.33
2017,South Atlantic League,21.0,2.43,0.6,1.35,0.32
2017,South Atlantic League,22.0,2.26,0.56,1.43,0.35
2017,South Atlantic League,23.0,2.15,0.54,1.56,0.39
2017,South Atlantic League,24.0,2.08,0.54,1.05,0.26
2017,Southern League,19.0,1.05,-0.01,2.99,0.93
2017,Southern League,20.0,2.39,0.4,2.84,0.99
2017,Southern League,21.0,2.05,0.37,1.99,0.71
2017,Southern League,22.0,2.26,0.56,1.5,0.38
2017,Southern League,23.0,1.67,0.36,1.55,0.53
2017,Southern League,24.0,1.67,0.4,1.48,0.48
2017,Texas League,18.0,2.32,0.57,,
2017,Texas League,20.0,2.6,0.65,1.46,0.33
2017,Texas League,21.0,1.86,0.41,1.54,0.52
2017,Texas League,22.0,2.92,0.7,1.35,0.3
2017,Texas League,23.0,2.19,0.54,1.79,0.46
2017,Texas League,24.0,2.39,0.6,1.2,0.31
2018,Appalachian League,17.0,2.94,0.66,2.81,0.64
2018,Appalachian League,18.0,3.51,0.8,1.95,0.49
2018,Appalachian League,19.0,3.08,0.73,1.55,0.32
2018,Appalachian League,20.0,2.73,0.68,1.5,0.34
2018,Appalachian League,21.0,3.03,0.72,1.84,0.42
2018,Appalachian League,22.0,3.58,0.87,2.06,0.43
2018,Appalachian League,23.0,2.72,0.82,1.47,0.36
2018,Appalachian League,24.0,3.19,0.77,3.21,0.74
2018,Arizona League,16.0,3.31,0.69,,
2018,Arizona League,17.0,2.16,0.55,1.69,0.41
2018,Arizona League,18.0,1.72,0.43,1.73,0.41
2018,Arizona League,19.0,2.17,0.56,1.54,0.39
2018,Arizona League,20.0,2.41,0.65,1.96,0.53
2018,Arizona League,21.0,2.84,0.73,2.51,0.6
2018,Arizona League,22.0,2.73,0.77,1.71,0.49
2018,Arizona League,23.0,3.5,0.88,2.26,0.54
2018,Arizona League,24.0,2.71,0.74,4.32,1.09
2018,California League,18.0,2.34,0.56,,
2018,California League,19.0,2.29,0.5,2.86,0.68
2018,California League,20.0,2.95,0.66,2.52,0.56
2018,California League,21.0,3.3,0.76,1.41,0.3
2018,California League,22.0,2.53,0.61,1.47,0.34
2018,California League,23.0,2.46,0.61,1.46,0.35
2018,California League,24.0,2.52,0.64,1.55,0.36
2018,Carolina League,18.0,4.02,0.89,,
2018,Carolina League,19.0,3.02,0.69,3.27,0.64
2018,Carolina League,20.0,3.02,0.7,1.57,0.33
2018,Carolina League,21.0,2.73,0.67,1.28,0.3
