Season,Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
2011,Chris Owings,ARI,A+,19,121,521,555,128,82,29,6,11,67,50,15,0,130,7,4,8,5,10,4,0.245681381,10030
2012,Chris Owings,ARI,A+,20,59,241,257,78,49,16,2,11,51,24,13,0,63,2,1,0,3,8,3,0.323651452,10030
2009,Grant Green,OAK,A+,21,5,19,20,6,5,1,0,0,2,3,1,0,5,0,0,0,1,1,0,0.315789473,10053
2010,Grant Green,OAK,A+,22,131,548,606,174,109,39,6,20,107,87,38,2,117,7,10,3,14,9,5,0.317518248,10053
2011,Max Stassi,OAK,A+,20,31,121,139,28,20,6,0,2,22,19,16,0,22,2,0,0,4,1,1,0.231404958,10059
2012,Max Stassi,OAK,A+,21,84,314,360,84,51,18,0,15,48,45,27,0,83,8,11,0,5,3,1,0.267515923,10059
2010,Jonathan Villar,HOU,A+,19,32,129,143,29,18,6,2,3,18,19,12,0,50,1,1,0,2,7,2,0.224806201,10071
2011,Jonathan Villar,HOU,A+,20,47,174,207,45,30,7,4,4,26,26,25,0,56,2,3,3,0,20,6,0.258620689,10071
2012,Donald Lutz,CIN,A+,23,63,253,277,67,29,18,3,17,42,51,19,5,71,4,1,0,4,7,2,0.264822134,10154
2010,Mike Trout,LAA,A+,18,50,196,233,60,45,9,2,4,30,19,27,1,33,1,3,5,2,11,6,0.306122448,10155
2011,Nick Franklin,SEA,A+,20,64,258,297,71,51,10,5,5,50,20,31,0,56,2,1,5,3,13,1,0.275193798,10166
2012,Billy Hamilton,CIN,A+,21,82,337,392,109,81,18,9,1,79,30,50,1,70,2,1,2,2,104,21,0.323442136,10199
2012,Tucker Barnhart,CIN,A+,21,59,198,231,55,38,12,1,4,26,22,29,0,45,1,1,2,4,0,2,0.277777777,10200
2011,Randal Grichuk,LAA,A+,19,14,53,57,15,8,4,2,1,13,6,0,0,13,3,1,0,1,0,0,0.283018867,10243
2012,Randal Grichuk,LAA,A+,20,135,537,575,160,103,30,9,18,79,71,23,3,92,9,4,2,10,16,6,0.297951582,10243
2010,Brandon Belt,SFG,A+,22,77,269,333,103,61,28,4,10,62,62,58,3,50,3,3,0,1,18,7,0.382899628,10264
2011,Hector Sanchez,SFG,A+,21,52,212,228,64,38,14,1,11,31,58,11,1,49,2,3,0,3,0,1,0.301886792,10289
2012,Rafael Ortega,COL,A+,21,114,495,556,140,101,23,8,8,81,60,46,1,93,4,7,4,8,36,18,0.282828282,10323
2011,Rey Fuentes,SDP,A+,20,124,510,573,140,111,15,9,5,84,45,44,2,117,9,1,9,1,41,14,0.274509803,10329
2012,Domingo Santana,HOU,A+,19,119,457,525,138,83,26,6,23,87,97,55,0,148,9,4,0,10,7,1,0.301969365,10348
2011,Tommy Joseph,SFG,A+,19,127,514,560,139,82,33,2,22,80,95,29,0,102,9,7,1,18,1,0,0.270428015,10349
2011,Jon Singleton,HOU,A+,19,35,129,148,43,29,9,1,4,20,16,14,1,40,3,2,0,3,0,0,0.333333333,10441
2012,Enrique Hernandez,HOU,A+,20,100,378,411,104,67,25,7,5,52,49,22,0,43,3,3,5,9,4,2,0.275132275,10472
2011,Rocky Gale,SDP,A+,23,27,71,84,10,9,1,0,0,7,10,7,0,12,2,1,3,0,0,1,0.14084507,10533
2012,Rocky Gale,SDP,A+,24,14,50,52,9,7,1,0,1,3,6,1,0,8,0,0,1,3,1,0,0.18,10533
2011,Rico Noel,SDP,A+,22,32,100,116,21,17,2,2,0,19,6,13,0,19,2,0,1,0,12,1,0.21,10585
2012,Rico Noel,SDP,A+,23,134,514,597,139,123,14,2,0,79,30,62,2,151,8,1,8,5,90,23,0.270428015,10585
2012,Carlos Perez,HOU,A+,21,26,88,97,28,21,6,1,0,11,10,6,0,17,1,0,2,4,0,1,0.318181818,10642
2011,Ryan LaMarre,CIN,A+,22,117,445,504,124,98,17,3,6,78,47,42,1,97,8,6,2,8,52,14,0.278651685,10700
2016,Arismendy Alcantara,OAK,A+,24,6,26,27,8,3,3,1,1,4,8,1,0,9,0,0,0,0,0,0,0.307692307,10711
2012,Corey Dickerson,COL,A+,23,60,240,270,81,44,24,4,9,43,43,25,5,42,1,4,0,3,9,5,0.3375,10762
2011,Jedd Gyorko,SDP,A+,22,81,340,382,124,69,35,2,18,78,74,38,4,64,2,2,0,6,11,3,0.364705882,10816
2008,Darren Ford,SFG,A+,22,38,128,155,28,23,4,1,0,21,7,23,1,42,2,0,2,1,14,1,0.21875,109
2009,Darren Ford,SFG,A+,23,101,380,441,114,79,17,9,9,81,50,49,1,97,6,3,3,4,35,12,0.3,109
2012,Adam Duvall,SFG,A+,23,134,534,598,138,80,24,4,30,101,100,47,0,116,10,6,1,18,8,2,0.258426966,10950
2014,Colin Walsh,OAK,A+,24,6,24,30,10,8,1,0,1,7,4,6,0,6,0,0,0,1,1,0,0.416666666,10961
2011,Tommy Medica,SDP,A+,23,42,139,175,42,26,10,0,6,21,17,25,1,32,10,1,0,4,0,1,0.302158273,11147
2012,Tommy Medica,SDP,A+,24,93,355,406,117,56,37,5,19,65,87,41,1,86,7,3,0,8,1,1,0.329577464,11147
2011,Josh Rutledge,COL,A+,22,113,460,523,160,109,33,9,9,91,71,41,1,91,12,2,8,5,16,3,0.347826086,11167
2011,Kole Calhoun,LAA,A+,23,133,512,594,166,102,36,6,22,94,99,73,3,96,4,4,1,10,20,10,0.32421875,11200
2011,Adam Eaton,ARI,A+,22,65,244,301,81,57,15,3,6,54,39,42,0,41,14,1,0,2,24,8,0.331967213,11205
2013,Adam Eaton,ARI,A+,24,15,53,64,17,13,3,0,1,12,6,10,0,6,1,0,0,2,8,1,0.320754716,11205
2012,Mike Freeman,ARI,A+,24,135,537,610,166,134,24,5,3,91,59,60,1,88,2,5,6,3,30,4,0.309124767,11241
2013,Jabari Blash,SEA,A+,23,80,283,332,73,38,16,3,16,42,53,40,0,85,6,3,0,9,14,8,0.25795053,11247
2011,Yasmani Grandal,CIN,A+,22,56,206,251,61,37,14,0,10,47,40,41,0,57,1,3,0,6,0,0,0.296116504,11368
2011,Michael Choice,OAK,A+,21,118,467,542,133,74,28,1,30,79,82,61,2,134,10,4,0,9,9,5,0.284796573,11376
2012,Delino DeShields,HOU,A+,19,24,97,114,23,16,2,3,2,17,9,13,0,23,2,1,1,1,18,5,0.237113402,11379
2013,Delino DeShields,HOU,A+,20,111,451,534,141,99,23,14,5,99,54,57,1,92,11,2,13,8,51,18,0.31263858,11379
2013,Kyle Waldrop,CIN,A+,21,129,504,540,130,73,32,4,21,66,54,32,0,121,2,2,0,5,20,8,0.257936507,11402
2014,Kyle Waldrop,CIN,A+,22,65,256,289,92,65,20,1,6,54,32,22,0,56,3,5,2,6,11,2,0.359375,11402
2011,Gary Brown,SFG,A+,22,131,559,638,188,127,34,13,14,115,80,46,1,77,23,4,6,6,53,19,0.336314847,11464
2012,Kaleb Cowart,LAA,A+,20,69,263,316,68,42,15,4,7,48,49,45,0,67,2,4,1,3,5,3,0.258555133,11494
2015,Kaleb Cowart,LAA,A+,23,51,194,221,47,27,14,4,2,32,23,22,0,43,3,2,0,10,10,2,0.242268041,11494
2009,Andrew Romine,LAA,A+,23,131,479,555,133,110,13,9,1,68,36,51,1,83,5,4,16,7,26,11,0.277661795,1159
2014,Rosell Herrera,COL,A+,21,72,275,302,67,51,11,1,4,31,23,24,0,52,0,2,1,4,9,7,0.243636363,11611
2015,Rosell Herrera,COL,A+,22,123,466,512,121,91,20,6,4,55,36,37,0,97,1,2,6,8,9,8,0.259656652,11611
2014,Brandon Drury,ARI,A+,21,107,430,478,129,74,35,1,19,73,81,41,2,76,5,2,0,16,3,3,0.3,11615
2011,Jarrett Parker,SFG,A+,22,127,486,571,123,82,25,3,13,81,61,74,1,144,8,1,2,9,20,5,0.253086419,11624
2012,Jarrett Parker,SFG,A+,23,122,409,491,101,58,21,7,15,71,67,70,3,175,8,2,2,2,28,6,0.246943765,11624
2012,Stefen Romero,SEA,A+,23,60,258,276,92,59,19,3,11,47,51,13,3,35,3,2,0,7,6,2,0.356589147,11746
2013,Stefen Romero,SEA,A+,24,5,18,21,5,4,1,0,0,1,2,2,0,1,1,0,0,2,0,0,0.277777777,11746
2012,Kyle Parker,COL,A+,22,102,390,463,120,73,18,6,23,86,73,66,1,88,6,1,0,14,1,2,0.307692307,11763
2011,Noel Cuevas,LAD,A+,19,23,91,95,20,15,4,1,0,11,11,4,0,17,0,0,0,3,2,2,0.219780219,11894
2013,Noel Cuevas,LAD,A+,21,123,476,536,135,88,25,10,12,80,66,37,0,107,7,5,11,8,38,15,0.283613445,11894
2012,Joc Pederson,LAD,A+,20,110,434,499,136,88,26,4,18,96,70,51,1,81,10,2,2,4,26,14,0.313364055,11899
2012,Joe Panik,SFG,A+,21,130,535,605,159,121,27,4,7,93,76,58,1,54,5,5,2,13,10,4,0.297196261,11936
2013,Matt Duffy,HOU,A+,24,100,372,425,120,77,20,4,19,74,84,30,2,81,18,4,1,6,0,2,0.322580645,12181
2013,Scott Schebler,LAD,A+,22,125,477,534,141,72,29,13,27,95,91,35,0,140,15,3,4,5,16,5,0.295597484,12225
2012,Cory Spangenberg,SDP,A+,21,98,384,426,104,83,12,8,1,53,40,26,1,72,6,4,6,4,27,9,0.270833333,12294
2013,Cory Spangenberg,SDP,A+,22,54,226,253,67,44,13,6,4,34,31,23,1,51,1,0,3,1,17,3,0.296460176,12294
2013,Jace Peterson,SDP,A+,23,113,423,496,128,91,17,13,7,78,66,54,0,58,5,7,7,6,42,10,0.302600472,12325
2012,Beau Taylor,OAK,A+,22,52,195,226,64,49,10,2,3,25,34,28,0,29,1,2,0,4,0,2,0.328205128,12384
2014,Beau Taylor,OAK,A+,24,32,114,138,38,23,10,0,5,21,27,22,0,33,0,2,0,1,0,0,0.333333333,12384
2007,Matt Bush,SDP,A+,21,29,98,116,20,16,2,1,1,8,17,16,0,21,0,2,0,3,1,0,0.204081632,1246
2014,Tyler Smith,SEA,A+,22,108,423,492,121,86,19,7,9,81,44,57,1,81,7,2,3,11,11,7,0.286052009,12490
2012,Jett Bandy,LAA,A+,22,94,324,365,80,50,22,1,7,42,46,20,1,51,15,3,3,5,1,1,0.24691358,12508
2012,C.J. Cron,LAA,A+,22,129,525,557,154,93,32,2,27,73,123,17,1,72,11,4,0,18,3,4,0.293333333,12546
2012,John Hicks,SEA,A+,22,121,506,538,158,109,32,2,15,87,79,28,2,73,3,1,0,11,22,8,0.312252964,12547
2013,Trevor Story,COL,A+,20,130,497,554,116,65,34,5,12,71,65,45,0,183,7,1,4,2,22,1,0.233400402,12564
2014,Trevor Story,COL,A+,21,50,184,218,61,32,17,7,5,38,28,31,1,59,3,0,0,3,20,4,0.331521739,12564
2013,Taylor Featherston,COL,A+,23,116,469,516,137,83,31,10,13,87,81,30,0,110,9,6,2,14,17,4,0.292110874,12590
2013,O'Koyea Dickson,LAD,A+,23,122,468,523,131,81,32,3,15,68,88,29,0,68,17,9,0,12,4,2,0.279914529,12677
2017,Dillon Thomas,COL,A+,24,12,50,53,12,10,1,0,1,7,3,2,0,18,1,0,0,2,6,0,0.24,12719
2015,Dillon Thomas,COL,A+,22,113,399,437,99,65,21,7,6,44,49,22,0,143,5,2,9,9,17,8,0.2481203,12719
2012,Brad Miller,SEA,A+,22,97,410,473,139,90,33,5,11,89,56,52,2,79,2,5,4,5,19,6,0.33902439,12775
2012,George Springer,HOU,A+,22,106,433,500,137,87,18,10,22,101,82,56,4,131,6,5,0,6,28,6,0.316397228,12856
2014,Socrates Brito,ARI,A+,21,128,518,561,152,107,30,5,10,82,62,36,1,109,2,5,0,6,38,10,0.293436293,12944
2012,Steve Selsky,CIN,A+,22,69,267,307,93,54,21,3,15,52,48,26,2,62,10,4,0,3,13,2,0.348314606,12957
2013,Steve Selsky,CIN,A+,23,91,340,394,101,64,19,5,13,54,68,37,0,79,15,2,0,7,9,4,0.297058823,12957
2013,Austin Hedges,SDP,A+,20,66,233,266,63,36,22,1,4,34,30,22,0,45,6,4,1,7,5,4,0.270386266,12976
2013,Michael Perez,ARI,A+,20,47,179,193,31,17,9,0,5,21,24,11,0,78,1,2,0,2,1,1,0.173184357,12977
2015,Michael Perez,ARI,A+,22,34,117,131,22,13,6,0,3,15,20,9,0,37,2,2,1,0,1,0,0.188034188,12977
2016,Michael Perez,ARI,A+,23,47,156,173,40,27,10,2,1,17,19,15,0,33,0,2,0,3,1,0,0.256410256,12977
2013,Kelby Tomlinson,SFG,A+,23,32,134,148,37,30,7,0,0,13,16,12,0,32,1,1,0,6,5,1,0.276119402,13005
2014,Teoscar Hernandez,HOU,A+,21,96,391,455,115,57,33,8,17,72,75,49,0,117,5,5,5,7,31,6,0.294117647,13066
2012,Andrew Susac,SFG,A+,22,102,361,426,88,60,16,3,9,58,52,55,0,100,6,2,2,8,1,1,0.243767313,13132
2016,Jose Briceno,LAA,A+,23,33,125,137,30,23,6,0,1,10,11,9,0,28,0,3,0,1,1,1,0.24,13151
2013,Nolan Fontana,HOU,A+,22,104,386,499,101,69,18,6,8,89,62,102,1,99,3,3,5,6,17,5,0.261658031,13267
2014,Zach Vincej,CIN,A+,23,115,428,481,116,91,23,1,1,72,40,44,0,73,3,2,4,12,11,8,0.271028037,13269
2013,Darnell Sweeney,LAD,A+,22,134,552,613,152,91,34,16,11,79,77,43,1,151,5,7,6,5,48,20,0.275362318,13284
2013,Max Muncy,OAK,A+,22,93,351,428,100,65,13,1,21,67,76,64,9,68,7,6,0,2,1,1,0.284900284,13301
2013,Jake Lamb,ARI,A+,22,64,231,283,70,37,20,0,13,44,47,48,2,70,2,2,0,10,0,0,0.303030303,13329
2016,Andrew Toles,LAD,A+,24,22,92,100,34,24,8,2,0,22,9,6,0,13,1,0,1,1,9,3,0.369565217,13414
2016,Oscar Hernandez,ARI,A+,22,34,112,133,33,20,10,0,3,15,15,18,0,26,2,0,1,3,1,0,0.294642857,13490
2014,Jesse Winker,CIN,A+,20,53,205,249,65,37,15,0,13,42,49,40,0,46,1,3,0,4,5,1,0.31707317,13590
2014,Mallex Smith,SDP,A+,21,55,223,261,73,51,16,1,5,43,16,31,0,48,2,0,5,0,40,10,0.32735426,13608
2013,Ketel Marte,SEA,A+,19,19,86,92,22,19,0,2,1,18,8,4,0,11,0,0,2,0,4,3,0.255813953,13613
2013,Corey Seager,LAD,A+,19,27,100,114,16,9,2,1,4,10,15,12,0,31,0,2,0,0,1,0,0.16,13624
2014,Corey Seager,LAD,A+,20,80,327,365,115,61,34,2,18,61,70,30,2,76,5,3,0,6,5,1,0.351681957,13624
2013,Preston Tucker,HOU,A+,22,75,298,333,97,63,18,1,15,61,74,29,1,45,2,4,0,4,3,0,0.325503355,13633
2014,David Dahl,COL,A+,20,29,120,125,32,18,8,2,4,14,14,5,0,27,0,0,0,0,3,0,0.266666666,13744
2013,Chris Taylor,SEA,A+,22,67,269,319,90,60,16,7,7,62,44,44,0,62,2,4,0,4,20,2,0.33457249,13757
2013,Travis Jankowski,SDP,A+,22,122,493,556,141,115,19,6,1,89,38,54,0,96,2,4,3,3,71,14,0.286004056,13768
2014,Travis Jankowski,SDP,A+,23,5,18,25,3,2,1,0,0,2,1,6,1,3,0,0,1,1,1,0,0.166666666,13768
2013,Eric Stamets,LAA,A+,21,126,506,571,142,106,28,4,4,80,53,34,0,66,8,2,21,7,16,4,0.280632411,13795
2013,Matt Duffy,SFG,A+,22,26,106,115,31,19,6,1,5,17,14,7,0,16,1,0,1,2,3,1,0.29245283,13836
2013,Anthony Bemboom,LAA,A+,23,23,75,82,12,10,1,0,1,4,7,4,0,19,2,0,1,2,0,0,0.16,13854
2014,Anthony Bemboom,LAA,A+,24,46,172,182,42,31,6,2,3,21,30,8,0,27,1,1,0,3,2,2,0.244186046,13854
2013,Bruce Maxwell,OAK,A+,22,47,175,197,46,33,8,0,5,19,21,19,0,34,1,2,0,4,0,0,0.262857142,13866
2014,Bruce Maxwell,OAK,A+,23,79,289,334,79,61,11,1,6,33,35,41,1,58,2,2,0,3,0,1,0.273356401,13866
2013,Trevor Brown,SFG,A+,21,14,58,62,10,6,4,0,0,5,4,4,0,10,0,0,0,0,0,0,0.172413793,13895
2014,Trevor Brown,SFG,A+,22,54,195,212,42,34,5,1,2,19,22,12,1,33,1,4,0,5,0,0,0.215384615,13895
2013,Tyler Heineman,HOU,A+,22,104,370,428,106,66,23,4,13,67,71,32,0,47,15,7,4,8,2,3,0.286486486,13897
2014,Seth Mejias-Brean,CIN,A+,23,69,267,313,80,58,8,3,11,56,45,44,0,49,0,2,0,9,7,1,0.299625468,13905
2013,Sherman Johnson,LAA,A+,22,6,26,31,8,4,3,1,0,3,2,3,0,5,0,1,1,0,0,0,0.307692307,13906
2014,Sherman Johnson,LAA,A+,23,136,529,629,146,93,23,13,17,107,78,88,1,104,5,3,4,4,26,12,0.275992438,13906
2013,Patrick Kivlehan,SEA,A+,23,68,266,302,85,57,13,2,13,48,59,26,0,66,5,5,0,5,10,3,0.319548872,13910
2014,Patrick Kivlehan,SEA,A+,24,34,142,157,40,20,9,2,9,24,35,12,0,32,0,3,0,8,2,0,0.28169014,13910
2014,Rio Ruiz,HOU,A+,20,131,516,602,151,101,37,2,11,76,77,82,2,91,0,4,0,14,4,4,0.292635658,14103
2013,Addison Russell,OAK,A+,19,107,429,504,118,62,29,10,17,85,60,61,0,116,11,3,0,8,21,3,0.275058275,14106
2015,Tim Lopes,SEA,A+,21,123,478,547,132,99,27,4,2,69,49,41,1,96,8,6,14,13,35,18,0.276150627,14137
2014,Tim Lopes,SEA,A+,20,114,421,470,100,73,16,7,4,54,43,37,0,81,6,1,5,5,18,7,0.237529691,14137
2014,Jose Rondon,SDP,A+,20,37,136,154,41,31,9,0,1,18,12,13,0,23,2,0,3,2,3,1,0.301470588,14140
2015,Jose Rondon,SDP,A+,21,57,237,264,71,53,12,3,3,50,22,21,1,38,2,1,3,4,17,6,0.299578059,14140
2014,Jose Rondon,LAA,A+,20,72,297,324,97,75,17,5,0,40,24,17,0,50,0,1,9,7,8,6,0.326599326,14140
2014,Daniel Robertson,OAK,A+,20,132,548,642,170,115,37,3,15,110,60,72,1,94,16,5,1,10,4,4,0.310218978,14145
2013,Mac Williamson,SFG,A+,22,136,520,599,152,94,31,2,25,94,89,51,3,132,21,5,0,13,10,1,0.292307692,14158
2014,Mac Williamson,SFG,A+,23,23,85,100,27,17,7,0,3,16,11,13,0,14,2,0,0,3,6,1,0.317647058,14158
2014,Carlos Correa,HOU,A+,19,62,249,293,81,53,16,6,6,50,57,36,0,45,5,3,0,9,20,4,0.325301204,14162
2012,Yasiel Puig,LAD,A+,21,14,52,59,17,14,2,0,1,10,4,6,0,8,1,0,0,0,7,4,0.326923076,14225
2015,Alfredo Gonzalez,HOU,A+,22,27,106,116,36,31,3,0,2,20,15,9,0,22,0,1,0,2,3,1,0.339622641,14267
2015,Mitch Haniger,ARI,A+,24,49,202,226,67,36,16,3,12,40,36,17,0,39,2,5,0,2,8,2,0.331683168,14274
2014,Matt Olson,OAK,A+,20,138,512,634,134,65,31,1,37,111,97,117,4,137,5,0,0,6,2,0,0.26171875,14344
2015,Raimel Tapia,COL,A+,21,131,544,593,166,111,34,9,12,74,71,24,3,105,5,13,7,6,26,10,0.305147058,14350
2015,Lewis Brinson,TEX,A+,21,64,258,298,87,45,22,7,13,51,42,31,0,64,6,3,0,5,13,6,0.337209302,14352
2015,Ronald Guzman,TEX,A+,20,107,422,452,117,76,25,7,9,54,73,27,0,101,0,3,0,11,3,0,0.277251184,14388
2014,Joe Hudson,CIN,A+,23,14,45,47,13,5,3,0,5,9,9,2,0,9,0,0,0,4,0,1,0.288888888,14412
2016,Scott Heineman,TEX,A+,23,134,525,610,159,95,39,8,17,96,80,59,0,120,16,6,4,8,30,14,0.302857142,14453
2014,Renato Nunez,OAK,A+,20,124,509,563,142,82,28,3,29,75,96,34,0,113,13,6,0,12,2,0,0.278978388,14503
2015,Luis Marte,TEX,A+,21,60,234,247,62,47,10,2,3,38,25,4,0,46,2,3,4,8,8,2,0.264957264,14515
2014,Gabriel Guerrero,SEA,A+,20,131,538,580,165,117,28,2,18,97,96,34,1,131,2,5,1,12,18,6,0.306691449,14528
2016,Jose Ruiz,SDP,A+,21,50,177,185,38,29,9,0,0,14,9,5,0,41,2,0,1,8,1,1,0.214689265,14552
2016,Franmil Reyes,SDP,A+,20,130,493,547,137,86,32,3,16,63,83,47,1,108,2,5,0,17,2,3,0.277890466,14566
2016,Franchy Cordero,SDP,A+,21,74,297,322,85,56,16,8,5,47,35,19,1,83,5,1,0,7,11,8,0.286195286,14567
2013,Webster Rivas,LAD,A+,22,26,89,98,19,14,4,0,1,13,7,6,0,18,1,2,0,3,1,1,0.213483146,14636
2015,Webster Rivas,LAD,A+,24,54,178,193,46,33,11,1,1,15,11,9,0,27,2,3,1,11,0,2,0.258426966,14636
2016,Dawel Lugo,ARI,A+,21,79,315,333,99,67,14,5,13,61,42,15,0,41,2,1,0,12,2,1,0.314285714,14713
2014,Brett Phillips,HOU,A+,20,27,109,128,37,23,8,2,4,19,10,14,0,20,2,1,2,2,5,4,0.339449541,14735
2015,Brett Phillips,HOU,A+,21,66,291,322,93,52,19,7,15,68,53,22,0,64,6,0,3,3,8,6,0.319587628,14735
2014,Kyle Farmer,LAD,A+,23,36,130,146,31,25,5,1,0,8,15,10,0,28,3,1,2,6,2,0,0.238461538,14813
2015,Kyle Farmer,LAD,A+,24,44,163,182,55,34,14,6,1,33,27,12,0,25,5,2,0,6,5,2,0.337423312,14813
2014,Pat Valaika,COL,A+,21,86,331,362,90,63,14,5,8,46,47,24,1,101,1,2,4,1,7,6,0.271903323,14885
2014,Tony Kemp,HOU,A+,22,72,295,356,99,72,19,4,4,79,37,45,2,35,8,3,5,6,28,7,0.33559322,14894
2015,Daniel Palka,ARI,A+,23,129,511,576,143,75,36,3,29,95,90,56,2,164,4,5,0,3,24,7,0.279843444,14897
2014,Jaycob Brugman,OAK,A+,22,50,195,214,55,34,6,2,13,34,35,16,1,50,0,3,0,1,3,3,0.282051282,14936
2014,Jack Reinheimer,SEA,A+,21,20,85,91,29,22,5,1,1,15,12,4,0,12,0,1,1,1,5,2,0.34117647,14938
2016,Dom Nunez,COL,A+,21,105,390,450,94,69,13,2,10,44,51,49,3,91,0,7,4,8,8,1,0.241025641,15055
2014,Boog Powell,OAK,A+,21,14,61,69,23,19,3,1,0,11,11,8,0,4,0,0,0,0,0,2,0.37704918,15103
2015,Ryan McMahon,COL,A+,20,132,496,556,149,82,43,6,18,85,75,49,1,153,9,2,0,5,6,13,0.300403225,15112
2015,Jordan Patterson,COL,A+,23,77,303,339,92,44,26,12,10,62,43,19,0,88,17,0,0,4,9,6,0.303630363,15119
2015,Tim Locastro,LAD,A+,22,41,156,184,35,23,9,2,1,30,14,14,0,30,11,2,1,0,11,5,0.224358974,15124
2016,Tim Locastro,LAD,A+,23,86,339,380,98,71,17,5,5,61,39,15,0,50,18,6,2,8,15,4,0.289085545,15124
2015,Ian Miller,SEA,A+,23,39,159,171,47,40,5,2,0,20,6,10,0,34,1,0,1,5,21,5,0.295597484,15156
2016,Josh VanMeter,SDP,A+,21,95,348,401,93,58,21,2,12,51,51,48,1,64,1,3,1,5,9,2,0.267241379,15170
2015,Ryan Cordell,TEX,A+,23,68,286,319,89,58,13,5,13,58,57,28,2,53,3,2,0,6,10,5,0.311188811,15181
2014,Chad Pinder,OAK,A+,22,94,403,436,116,66,32,5,13,61,55,22,0,99,8,2,1,16,12,9,0.287841191,15191
2014,Brandon Dixon,LAD,A+,22,94,390,416,102,66,23,4,9,59,46,12,0,103,2,4,8,6,8,7,0.261538461,15214
2015,Brandon Dixon,LAD,A+,23,45,174,193,52,29,9,3,11,37,30,16,0,46,1,2,0,2,10,0,0.298850574,15214
2014,Mike Tauchman,COL,A+,23,53,197,228,58,39,11,4,4,33,18,29,1,41,1,1,0,3,9,3,0.294416243,15274
2014,Jack Mayfield,HOU,A+,23,66,246,277,72,41,22,2,7,39,39,20,0,50,4,4,3,3,1,6,0.292682926,15402
2015,Jack Mayfield,HOU,A+,24,66,271,303,82,58,13,4,7,46,43,25,0,46,5,2,0,5,2,1,0.302583025,15402
2014,Ryon Healy,OAK,A+,22,136,561,600,160,114,28,2,16,73,83,28,1,79,3,8,0,20,0,0,0.285204991,15447
2014,Hunter Renfroe,SDP,A+,22,69,278,316,82,42,21,3,16,46,52,28,3,81,7,3,0,5,9,3,0.294964028,15464
2016,Victor Reyes,ARI,A+,21,124,469,509,142,113,11,12,6,62,54,33,1,78,1,1,5,9,20,8,0.302771855,15487
2015,Jamie Westbrook,ARI,A+,20,123,480,527,153,99,33,4,17,75,72,24,1,69,10,10,0,9,14,4,0.31875,15504
2015,Franklin Barreto,OAK,A+,19,90,338,364,102,64,22,3,13,50,47,15,0,67,4,6,1,6,8,3,0.301775147,15519
2014,Tyler White,HOU,A+,23,43,150,186,40,18,13,1,8,28,23,28,1,27,7,1,0,1,0,0,0.266666666,15564
2014,Billy McKinney,OAK,A+,19,75,290,333,70,46,12,2,10,42,33,36,0,58,4,3,0,7,5,3,0.24137931,15654
2015,Tyler O'Neill,SEA,A+,20,106,407,449,106,51,21,2,32,68,87,29,3,137,7,6,0,6,16,5,0.26044226,15711
2018,Allen Cordoba,SDP,A+,22,45,155,164,32,22,6,2,2,15,16,4,0,46,2,2,1,3,3,4,0.206451612,15722
2019,Allen Cordoba,SDP,A+,23,105,422,470,127,96,20,6,5,68,43,31,2,77,14,2,1,9,32,11,0.300947867,15722
2017,Yonathan Daza,COL,A+,23,125,519,569,177,129,34,11,3,93,87,30,1,88,5,10,5,8,31,8,0.341040462,15794
2016,Yonathan Daza,COL,A+,22,8,33,36,8,6,2,0,0,1,3,1,0,7,2,0,0,0,1,1,0.242424242,15794
2014,Erisbel Arruebarrena,LAD,A+,24,12,49,54,12,5,4,1,2,8,11,2,0,24,0,3,0,0,1,0,0.244897959,15809
2008,Sean Doolittle,OAK,A+,21,86,334,384,102,56,25,3,18,64,61,46,7,99,0,4,0,9,7,3,0.305389221,1581
2016,Erick Mejia,LAD,A+,21,124,509,558,146,112,18,12,4,78,47,43,0,110,1,1,4,9,24,15,0.286836935,15817
2017,Erick Mejia,LAD,A+,22,24,87,97,20,14,4,1,1,14,11,8,0,19,0,1,1,0,3,0,0.229885057,15817
2018,Luis Torrens,SDP,A+,22,122,475,515,133,88,36,3,6,62,73,26,0,77,6,8,0,13,1,1,0.28,15905
2016,Travis Demeritte,TEX,A+,21,88,331,378,90,41,20,4,25,73,59,41,0,125,2,4,0,7,13,3,0.271903323,15958
2015,Ryder Jones,SFG,A+,21,105,406,432,109,72,29,2,6,49,47,16,1,80,3,7,0,5,2,2,0.268472906,15982
2015,Cody Bellinger,LAD,A+,19,128,478,544,126,59,33,4,30,97,103,52,1,150,4,8,2,7,10,2,0.263598326,15998
2015,Austin Slater,SFG,A+,22,60,250,265,73,54,15,1,3,25,34,10,0,44,2,3,0,12,4,3,0.292,16153
2015,Derek Fisher,HOU,A+,21,84,344,398,90,57,10,7,16,74,63,47,0,95,4,3,0,2,23,5,0.261627906,16192
2015,Kevin Cron,ARI,A+,22,127,518,559,141,80,34,0,27,71,97,28,2,131,6,6,0,10,0,0,0.272200772,16211
2015,J.D. Davis,HOU,A+,22,120,485,552,140,83,28,3,26,93,101,54,0,157,10,3,0,12,5,2,0.288659793,16219
2015,AJ Reed,HOU,A+,22,82,318,385,110,67,16,4,23,75,81,59,1,73,4,4,0,9,0,0,0.345911949,16246
